result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,u1,u2,r1,r2,reach_diff,reach_gap,longer_is_p1,p1_won,longer_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_longer,market_fav_won,fav_decimal,american_odds,profit_100
L,Justine Kish,Ji Yeon Kim,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,http://ufcstats.com/fighter-details/a20f234df70f2182,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Cardo Urso 28 - 29. Sal D'amato 29 - 28. Steve Elliott 27 - 30.,--,Firefist,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,0,0.0,0.0,,,23 of 54,31 of 61,42 of 88,,,23 of 54,31 of 61,42 of 88,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,14 of 50,18 of 69,36 of 96,,,14 of 50,18 of 70,36 of 96,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,9 of 31,13 of 40,21 of 61,,,5 of 9,7 of 8,10 of 14,,,9 of 14,11 of 13,11 of 13,,,23 of 54,30 of 60,40 of 83,,,0 of 0,1 of 1,2 of 5,,,0 of 0,0 of 0,0 of 0,,,10 of 46,16 of 66,34 of 89,,,2 of 2,2 of 3,1 of 6,,,2 of 2,0 of 0,1 of 1,,,14 of 50,18 of 68,34 of 92,,,0 of 0,0 of 1,2 of 4,,,0 of 0,0 of 0,0 of 0,,,Women's Flyweight,L,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,http://ufcstats.com/fighter-details/a20f234df70f2182,64.0,72.0,-8.0,8.0,False,False,True,justine kish,ji yeon kim,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec|http://ufcstats.com/fighter-details/a20f234df70f2182,0.5962732919254659,True,False,False,1.625,-160.0,-100.0
W,Randa Markos,Juliana Lima,http://ufcstats.com/fighter-details/4a57ebb14315b251,http://ufcstats.com/fighter-details/75a6a390fd5dca46,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joseph Hawes,Roy Silbert 27 - 30. Andrew Hopper Jr. 27 - 30. Derek Cleary 27 - 30.,Quiet Storm,Ju Thai,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,0,0.0,0.0,,,22 of 25,10 of 19,14 of 21,,,30 of 33,40 of 54,44 of 62,,,0 of 3,1 of 2,1 of 2,,,0,0.0,0.0,,,1,0.0,0.0,,,2:41,2:35,3:56,,,0,0.0,0.0,,,10 of 17,3 of 10,5 of 10,,,13 of 20,12 of 22,9 of 14,,,1 of 1,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:28,1:02,0:40,,,1 of 2,7 of 16,3 of 7,,,5 of 5,3 of 3,2 of 3,,,16 of 18,0 of 0,9 of 11,,,1 of 2,1 of 7,2 of 5,,,16 of 18,2 of 2,11 of 13,,,5 of 5,7 of 10,1 of 3,,,3 of 5,0 of 1,2 of 5,,,2 of 3,0 of 4,3 of 4,,,5 of 9,3 of 5,0 of 1,,,1 of 6,3 of 10,2 of 7,,,9 of 11,0 of 0,3 of 3,,,0 of 0,0 of 0,0 of 0,,,Women's Strawweight,W,http://ufcstats.com/fighter-details/4a57ebb14315b251,http://ufcstats.com/fighter-details/75a6a390fd5dca46,63.0,65.0,-2.0,2.0,False,True,False,randa markos,juliana lima,http://ufcstats.com/fighter-details/4a57ebb14315b251|http://ufcstats.com/fighter-details/75a6a390fd5dca46,0.5882115462252726,True,False,True,1.6451612903225803,-155.00000000000009,64.51612903225804
W,Mirsad Bektic,Godofredo Pepey,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,http://ufcstats.com/fighter-details/fa37628269132d1a,Featherweight Bout,KO/TKO,1,2:47,3 Rnd (5-5-5),Kevin MacDonald,Punch to Body At Distance,--,--,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,1,,,,,12 of 33,,,,,12 of 34,,,,,0 of 0,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,5 of 17,,,,,5 of 17,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,7 of 24,,,,,1 of 4,,,,,4 of 5,,,,,9 of 29,,,,,0 of 0,,,,,3 of 4,,,,,2 of 12,,,,,2 of 4,,,,,1 of 1,,,,,4 of 16,,,,,1 of 1,,,,,0 of 0,,,,,Featherweight,W,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,http://ufcstats.com/fighter-details/fa37628269132d1a,70.0,73.0,-3.0,3.0,False,True,False,mirsad bektic,godofredo pepey,http://ufcstats.com/fighter-details/cbd3e590a85b18c5|http://ufcstats.com/fighter-details/fa37628269132d1a,0.8162544169611308,True,False,True,1.181818181818182,-549.9999999999991,18.18181818181821
W,Drew Dober,Frank Camacho,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,http://ufcstats.com/fighter-details/764342d39cdaa54a,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joseph Hawes,Andrew Hopper Jr. 28 - 29. Derek Cleary 28 - 29. Roy Silbert 27 - 30.,--,The Crank,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,0,0.0,0.0,,,30 of 70,67 of 134,48 of 118,,,37 of 77,71 of 138,53 of 123,,,0 of 1,0 of 2,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:08,0:03,0:14,,,0,0.0,0.0,,,17 of 41,37 of 79,52 of 103,,,43 of 70,38 of 81,67 of 118,,,2 of 2,0 of 0,1 of 1,,,0,0.0,0.0,,,0,1.0,0.0,,,2:12,0:21,0:31,,,14 of 52,46 of 107,36 of 103,,,11 of 13,16 of 22,7 of 10,,,5 of 5,5 of 5,5 of 5,,,17 of 49,64 of 131,44 of 113,,,9 of 12,2 of 2,4 of 5,,,4 of 9,1 of 1,0 of 0,,,14 of 38,24 of 63,42 of 93,,,3 of 3,13 of 16,10 of 10,,,0 of 0,0 of 0,0 of 0,,,16 of 36,35 of 77,48 of 96,,,1 of 1,1 of 1,4 of 6,,,0 of 4,1 of 1,0 of 1,,,Welterweight,W,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,http://ufcstats.com/fighter-details/764342d39cdaa54a,70.0,73.0,-3.0,3.0,False,True,False,drew dober,frank camacho,http://ufcstats.com/fighter-details/519e4fe37ce9ff75|http://ufcstats.com/fighter-details/764342d39cdaa54a,0.5620437956204379,True,False,True,1.7142857142857144,-139.99999999999997,71.42857142857144
L,Dennis Bermudez,Andre Fili,http://ufcstats.com/fighter-details/6f242453c91a5af0,http://ufcstats.com/fighter-details/8fd808923cffff82,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Derek Cleary 28 - 29. Steve Elliott 30 - 27. Pedro Claudio 28 - 29.,The Menace,Touchy,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,0,0.0,0.0,,,35 of 66,27 of 48,41 of 82,,,43 of 74,41 of 63,49 of 90,,,0 of 4,0 of 6,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:16,1:23,0:32,,,0,0.0,0.0,,,28 of 70,23 of 59,29 of 100,,,35 of 77,27 of 63,31 of 102,,,2 of 2,2 of 5,0 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:10,0:35,0:05,,,19 of 47,12 of 31,25 of 60,,,4 of 6,3 of 4,5 of 11,,,12 of 13,12 of 13,11 of 11,,,33 of 59,24 of 42,34 of 75,,,2 of 7,3 of 6,7 of 7,,,0 of 0,0 of 0,0 of 0,,,23 of 64,19 of 53,28 of 97,,,1 of 2,3 of 5,1 of 2,,,4 of 4,1 of 1,0 of 1,,,28 of 68,20 of 54,28 of 98,,,0 of 2,3 of 5,1 of 2,,,0 of 0,0 of 0,0 of 0,,,Featherweight,L,http://ufcstats.com/fighter-details/6f242453c91a5af0,http://ufcstats.com/fighter-details/8fd808923cffff82,66.0,74.0,-8.0,8.0,False,False,True,dennis bermudez,andre fili,http://ufcstats.com/fighter-details/6f242453c91a5af0|http://ufcstats.com/fighter-details/8fd808923cffff82,0.5798319327731093,True,False,False,1.6666666666666663,-150.00000000000009,-100.0
L,Jordan Rinaldi,Gregor Gillespie,http://ufcstats.com/fighter-details/c07efc18b231f170,http://ufcstats.com/fighter-details/84ff027394f7e470,Lightweight Bout,KO/TKO,1,4:46,3 Rnd (5-5-5),Donnie Jessup,Punches to Head From Back Control,All Day,The Gift,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,0,,,,,7 of 16,,,,,7 of 16,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,34 of 55,,,,,42 of 63,,,,,1 of 2,,,,,0,,,,,0,,,,,3:43,,,,,5 of 14,,,,,1 of 1,,,,,1 of 1,,,,,7 of 16,,,,,0 of 0,,,,,0 of 0,,,,,31 of 51,,,,,1 of 2,,,,,2 of 2,,,,,5 of 19,,,,,1 of 1,,,,,28 of 35,,,,,Lightweight,L,http://ufcstats.com/fighter-details/c07efc18b231f170,http://ufcstats.com/fighter-details/84ff027394f7e470,72.0,71.0,1.0,1.0,True,False,False,jordan rinaldi,gregor gillespie,http://ufcstats.com/fighter-details/84ff027394f7e470|http://ufcstats.com/fighter-details/c07efc18b231f170,0.8162544169611308,False,False,True,1.181818181818182,-549.9999999999991,18.18181818181821
W,Alessio Di Chirico,Oluwale Bamgbose,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Middleweight Bout,KO/TKO,2,2:14,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,Manzo,Holy War Angel,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,1.0,,,,3 of 23,3 of 14,,,,3 of 23,3 of 14,,,,1 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:02,,,,0,0.0,,,,4 of 9,6 of 8,,,,4 of 9,6 of 10,,,,0 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,2 of 18,2 of 12,,,,1 of 3,0 of 1,,,,0 of 2,1 of 1,,,,1 of 20,2 of 12,,,,2 of 3,1 of 2,,,,0 of 0,0 of 0,,,,2 of 6,3 of 5,,,,1 of 2,0 of 0,,,,1 of 1,3 of 3,,,,4 of 9,5 of 7,,,,0 of 0,1 of 1,,,,0 of 0,0 of 0,,,,Middleweight,W,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,74.0,78.0,-4.0,4.0,False,True,False,alessio di chirico,oluwale bamgbose,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c|http://ufcstats.com/fighter-details/77d7295d1b22c694,0.5962732919254659,True,False,True,1.625,-160.0,62.5
W,Jordan Mein,Erick Silva,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,http://ufcstats.com/fighter-details/5866fc86183a9fb8,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Greg Jackson 26 - 30. Chris Lee 27 - 30. Jason Rodgers 27 - 30.,Young Gun,--,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,0.0,0.0,,,20 of 48,19 of 47,12 of 32,,,20 of 48,34 of 64,43 of 71,,,1 of 2,1 of 1,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,0:06,3:55,3:51,,,0,0.0,0.0,,,8 of 32,1 of 7,4 of 9,,,8 of 32,2 of 8,6 of 11,,,0 of 3,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:40,0:00,0:00,,,16 of 42,18 of 44,10 of 30,,,2 of 3,1 of 3,0 of 0,,,2 of 3,0 of 0,2 of 2,,,14 of 38,4 of 13,3 of 11,,,6 of 10,1 of 2,0 of 0,,,0 of 0,14 of 32,9 of 21,,,3 of 25,1 of 7,1 of 6,,,2 of 4,0 of 0,2 of 2,,,3 of 3,0 of 0,1 of 1,,,7 of 31,1 of 7,4 of 9,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,http://ufcstats.com/fighter-details/5866fc86183a9fb8,73.0,74.0,-1.0,1.0,False,True,False,jordan mein,erick silva,http://ufcstats.com/fighter-details/2aa49b3766a59bcd|http://ufcstats.com/fighter-details/5866fc86183a9fb8,0.5962732919254659,True,False,True,1.625,-160.0,62.5
W,John Makdessi,Abel Trujillo,http://ufcstats.com/fighter-details/c21a036b4e012f1c,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30. Greg Jackson 27 - 30. Chris Lee 27 - 30.,The Bull,Killa,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,1,0.0,0.0,,,12 of 28,16 of 41,19 of 35,,,18 of 38,18 of 43,21 of 38,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,7 of 19,9 of 36,13 of 36,,,7 of 19,9 of 36,14 of 38,,,0 of 1,1 of 3,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,1:01,0:36,,,5 of 15,4 of 20,8 of 18,,,1 of 3,6 of 11,6 of 10,,,6 of 10,6 of 10,5 of 7,,,12 of 28,16 of 39,19 of 35,,,0 of 0,0 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,6 of 18,8 of 33,9 of 31,,,1 of 1,0 of 2,2 of 3,,,0 of 0,1 of 1,2 of 2,,,7 of 19,8 of 33,13 of 36,,,0 of 0,1 of 3,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Lightweight,W,http://ufcstats.com/fighter-details/c21a036b4e012f1c,http://ufcstats.com/fighter-details/e14b5aa06eea9653,68.0,70.0,-2.0,2.0,False,True,False,john makdessi,abel trujillo,http://ufcstats.com/fighter-details/c21a036b4e012f1c|http://ufcstats.com/fighter-details/e14b5aa06eea9653,0.5711159737417943,False,True,False,1.6896551724137931,-145.0,-100.0
W,Jacare Souza,Derek Brunson,http://ufcstats.com/fighter-details/7a703c565ccaa18f,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Middleweight Bout,KO/TKO,1,3:50,5 Rnd (5-5-5-5-5),Dan Miragliotta,Kick to Head At Distance,--,The One,2018-01-27,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02,1,,,,,9 of 21,,,,,9 of 21,,,,,0 of 1,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,8 of 34,,,,,8 of 34,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,7 of 10,,,,,2 of 11,,,,,0 of 0,,,,,6 of 17,,,,,1 of 1,,,,,2 of 3,,,,,5 of 28,,,,,2 of 4,,,,,1 of 2,,,,,8 of 34,,,,,0 of 0,,,,,0 of 0,,,,,Middleweight,W,http://ufcstats.com/fighter-details/7a703c565ccaa18f,http://ufcstats.com/fighter-details/b1a3e0aca758b322,72.0,77.0,-5.0,5.0,False,True,False,jacare souza,derek brunson,http://ufcstats.com/fighter-details/7a703c565ccaa18f|http://ufcstats.com/fighter-details/b1a3e0aca758b322,0.5620437956204379,False,True,False,1.7142857142857144,-139.99999999999997,-100.0
W,Chad Laprise,Galore Bofando,http://ufcstats.com/fighter-details/c03a5022f8439f2a,http://ufcstats.com/fighter-details/8a56ea383fd26e52,Welterweight Bout,KO/TKO,1,4:10,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,The Disciple,--,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,,,,,20 of 39,,,,,42 of 66,,,,,1 of 1,,,,,0,,,,,0,,,,,2:22,,,,,1,,,,,13 of 26,,,,,13 of 26,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,20 of 38,,,,,0 of 0,,,,,0 of 1,,,,,0 of 5,,,,,0 of 0,,,,,20 of 34,,,,,13 of 26,,,,,0 of 0,,,,,0 of 0,,,,,3 of 7,,,,,0 of 0,,,,,10 of 19,,,,,Welterweight,W,http://ufcstats.com/fighter-details/c03a5022f8439f2a,http://ufcstats.com/fighter-details/8a56ea383fd26e52,71.0,72.0,-1.0,1.0,False,True,False,chad laprise,galore bofando,http://ufcstats.com/fighter-details/8a56ea383fd26e52|http://ufcstats.com/fighter-details/c03a5022f8439f2a,0.5711159737417943,True,False,True,1.6896551724137931,-145.0,68.96551724137932
W,Glover Teixeira,Misha Cirkunov,http://ufcstats.com/fighter-details/7ff97850e8c32bda,http://ufcstats.com/fighter-details/67f272324a030d00,Light Heavyweight Bout,KO/TKO,1,2:45,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control,--,--,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,,,,,13 of 21,,,,,13 of 22,,,,,1 of 1,,,,,1,,,,,0,,,,,0:44,,,,,0,,,,,21 of 43,,,,,23 of 46,,,,,0 of 0,,,,,0,,,,,0,,,,,0:11,,,,,12 of 19,,,,,1 of 2,,,,,0 of 0,,,,,2 of 10,,,,,0 of 0,,,,,11 of 11,,,,,15 of 36,,,,,4 of 5,,,,,2 of 2,,,,,14 of 34,,,,,7 of 9,,,,,0 of 0,,,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/7ff97850e8c32bda,http://ufcstats.com/fighter-details/67f272324a030d00,76.0,77.0,-1.0,1.0,False,True,False,glover teixeira,misha cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00|http://ufcstats.com/fighter-details/7ff97850e8c32bda,0.5711159737417943,False,True,False,1.6896551724137931,-145.0,-100.0
L,Ricardo Lamas,Josh Emmett,http://ufcstats.com/fighter-details/3974fa35c917af1d,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Featherweight Bout,KO/TKO,1,4:33,3 Rnd (5-5-5),Jerin Valel,Punch to Head At Distance,The Bully,CC0,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,,,,,17 of 37,,,,,17 of 37,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,10 of 38,,,,,10 of 38,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,3 of 18,,,,,4 of 5,,,,,10 of 14,,,,,17 of 37,,,,,0 of 0,,,,,0 of 0,,,,,6 of 32,,,,,1 of 2,,,,,3 of 4,,,,,10 of 38,,,,,0 of 0,,,,,0 of 0,,,,,Featherweight,L,http://ufcstats.com/fighter-details/3974fa35c917af1d,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,71.0,70.0,1.0,1.0,True,False,False,ricardo lamas,josh emmett,http://ufcstats.com/fighter-details/3974fa35c917af1d|http://ufcstats.com/fighter-details/fba03cd6cc28dc41,0.7195253505933118,True,True,False,1.3448275862068966,-290.0,-100.0
L,Jared Cannonier,Jan Blachowicz,http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29. Jason Rodgers 28 - 29. David Therien 28 - 29.,The Killa Gorilla,--,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,0.0,0.0,,,6 of 32,6 of 26,14 of 29,,,7 of 33,11 of 32,23 of 38,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:22,0:00,0:00,,,0,1.0,0.0,,,22 of 47,19 of 45,9 of 35,,,25 of 50,27 of 53,13 of 40,,,0 of 1,2 of 2,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:04,0:45,2:01,,,3 of 23,4 of 22,10 of 23,,,0 of 4,0 of 1,1 of 3,,,3 of 5,2 of 3,3 of 3,,,6 of 30,4 of 21,13 of 28,,,0 of 2,0 of 0,0 of 0,,,0 of 0,2 of 5,1 of 1,,,14 of 36,14 of 40,7 of 32,,,2 of 4,2 of 2,2 of 3,,,6 of 7,3 of 3,0 of 0,,,22 of 46,17 of 40,8 of 34,,,0 of 1,0 of 0,0 of 0,,,0 of 0,2 of 5,1 of 1,,,Light Heavyweight,L,http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,77.0,78.0,-1.0,1.0,False,False,True,jared cannonier,jan blachowicz,http://ufcstats.com/fighter-details/13a0275fa13c4d26|http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,0.6345305608065532,True,False,False,1.526315789473684,-190.00000000000006,-100.0
W,Julian Marquez,Darren Stewart,http://ufcstats.com/fighter-details/d0e1b42d41dab603,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Middleweight Bout,Submission,2,2:42,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke From Front Headlock,The Cuban Missile Crisis,The Dentist,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,0.0,,,,21 of 40,11 of 24,,,,26 of 45,11 of 24,,,,0 of 1,0 of 2,,,,1,2.0,,,,0,0.0,,,,0:19,0:33,,,,0,0.0,,,,19 of 36,14 of 22,,,,23 of 44,14 of 22,,,,4 of 5,0 of 1,,,,0,0.0,,,,0,0.0,,,,3:22,0:03,,,,19 of 37,10 of 23,,,,2 of 3,1 of 1,,,,0 of 0,0 of 0,,,,3 of 14,5 of 16,,,,11 of 16,6 of 8,,,,7 of 10,0 of 0,,,,16 of 33,12 of 20,,,,2 of 2,1 of 1,,,,1 of 1,1 of 1,,,,10 of 24,6 of 10,,,,9 of 11,8 of 12,,,,0 of 1,0 of 0,,,,Middleweight,W,http://ufcstats.com/fighter-details/d0e1b42d41dab603,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,72.0,74.0,-2.0,2.0,False,True,False,julian marquez,darren stewart,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f|http://ufcstats.com/fighter-details/d0e1b42d41dab603,0.745958429561201,True,False,True,1.2941176470588236,-339.99999999999994,29.41176470588236
W,Santiago Ponzinibbio,Mike Perry,http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Chris Lee 28 - 29. Jason Rodgers 28 - 29. David Therien 28 - 29.,Argentine Dagger,Platinum,2017-12-16,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60,0,0.0,1.0,,,10 of 36,40 of 95,28 of 69,,,10 of 36,40 of 95,31 of 72,,,0 of 0,0 of 0,3 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:01,1:57,,,0,0.0,0.0,,,13 of 45,20 of 53,18 of 38,,,13 of 45,20 of 53,18 of 38,,,0 of 0,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:23,0:06,,,4 of 30,33 of 87,19 of 60,,,1 of 1,1 of 1,6 of 6,,,5 of 5,6 of 7,3 of 3,,,9 of 35,40 of 95,18 of 58,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,10 of 11,,,5 of 33,16 of 47,13 of 32,,,5 of 8,4 of 6,3 of 4,,,3 of 4,0 of 0,2 of 2,,,13 of 45,20 of 52,18 of 38,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,73.0,71.0,2.0,2.0,True,True,True,santiago ponzinibbio,mike perry,http://ufcstats.com/fighter-details/6d1bffff14897645|http://ufcstats.com/fighter-details/f2b6fdb20675b11c,0.5882115462252726,True,True,True,1.6451612903225803,-155.00000000000009,64.51612903225804
