method_id,k,stack,train_n,train_win_pct,train_roi,validation_n,validation_win_pct,validation_roi,retain_train,retain_validation,pre_avg_roi,robust_score
RS003,2,opp_coachq_staff_quality_mean >= 0.708888 | W5-5,61,0.5901639344262295,0.4790163934426229,32,0.65625,0.48812500000000003,0.7721518987341772,0.8205128205128205,0.4835706967213115,0.5912347413882548
RS003,2,injury_listed >= 12.4 | W5-5,66,0.5909090909090909,0.4824242424242425,30,0.6333333333333333,0.45733333333333337,0.8354430379746836,0.7692307692307693,0.4698787878787879,0.572786013986014
RS003,3,injury_listed >= 12.4 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239 | W5-6,48,0.6458333333333334,0.6185416666666667,23,0.7391304347826086,0.7013043478260869,0.6075949367088608,0.5897435897435898,0.6599230072463768,0.7770981047937568
RS003,3,recent_edge_def_allowed_giveaway_rate >= 0.00871904 | rank_edge_def_allowed_giveaway_rate >= 9.4 | opp_coachq_staff_quality_mean >= 0.708888,44,0.6363636363636364,0.5802272727272727,26,0.7692307692307693,0.7484615384615385,0.5569620253164557,0.6666666666666666,0.6643444055944057,0.7731826369832699
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | injury_listed >= 12.4 | adv_road_miles_last5_including_current <= -908.14,52,0.6538461538461539,0.6298076923076923,22,0.7272727272727273,0.6618181818181819,0.6582278481012658,0.5641025641025641,0.6458129370629371,0.7644143356643356
RS003,3,rank_edge_def_allowed_giveaway_rate >= 9.4 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239 | W5-5,44,0.6590909090909091,0.6231818181818182,25,0.72,0.6512,0.5569620253164557,0.6410256410256411,0.6371909090909091,0.75422249712313
RS003,3,rank_edge_def_allowed_giveaway_rate >= 9.4 | opp_coachq_staff_quality_mean >= 0.708888 | W5-6,48,0.625,0.5764583333333334,24,0.75,0.7104166666666667,0.6075949367088608,0.6153846153846154,0.6434375000000001,0.7525820147679326
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | adv_road_miles_last5_including_current <= -908.14 | W5-5,48,0.6458333333333334,0.6222916666666666,24,0.7083333333333334,0.6041666666666666,0.6075949367088608,0.6153846153846154,0.6132291666666666,0.7276028481012657
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239 | W5-6,44,0.6363636363636364,0.5924999999999999,25,0.72,0.6392,0.5569620253164557,0.6410256410256411,0.61585,0.7264043153049482
RS003,3,rank_edge_def_allowed_giveaway_rate >= 9.4 | injury_listed >= 12.4 | W5-5,54,0.6111111111111112,0.5322222222222222,23,0.7391304347826086,0.7134782608695652,0.6835443037974683,0.5897435897435898,0.6228502415458936,0.7222406168710516
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | injury_listed >= 12.4 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239,47,0.6595744680851063,0.631063829787234,26,0.6923076923076923,0.5842307692307691,0.5949367088607594,0.6666666666666666,0.6076472995090015,0.7176197870268701
RS003,3,rank_edge_def_allowed_giveaway_rate >= 9.4 | opp_coachq_staff_quality_mean >= 0.708888 | W5-5,50,0.62,0.5573999999999999,26,0.7307692307692307,0.6657692307692309,0.6329113924050633,0.6666666666666666,0.6115846153846154,0.7173134956183057
RS003,3,rank_edge_def_allowed_giveaway_rate >= 9.4 | opp_coachq_staff_quality_mean >= 0.708888 | injury_listed >= 12.4,51,0.6078431372549019,0.5294117647058822,23,0.7391304347826086,0.7047826086956522,0.6455696202531646,0.5897435897435898,0.6170971867007673,0.715876450914814
RS003,3,injury_listed >= 12.4 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239 | W5-5,51,0.6470588235294118,0.6070588235294118,26,0.6923076923076923,0.591923076923077,0.6455696202531646,0.6666666666666666,0.5994909502262444,0.7123331519560113
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | recent_edge_def_allowed_rush_epa_per_carry >= 0.112239 | W5-5,47,0.6382978723404256,0.5817021276595745,28,0.6785714285714286,0.5442857142857143,0.5949367088607594,0.717948717948718,0.5629939209726444,0.6644522046092879
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | injury_listed >= 12.4 | W5-6,54,0.5925925925925926,0.5072222222222221,25,0.68,0.5644,0.6835443037974683,0.6410256410256411,0.535811111111111,0.6305752136752136
RS003,3,opp_coachq_staff_quality_mean >= 0.708888 | injury_listed >= 12.4 | W5-5,57,0.5964912280701754,0.5028070175438597,28,0.6428571428571429,0.47750000000000004,0.7215189873417721,0.717948717948718,0.49015350877192987,0.5807821958743011
