method_id,season,n,wins,win_rate,roi,units,active_seasons,positive_seasons,negative_seasons,max_negative_streak,roi_se
NFL-U097,2020,9,5,0.5555555555555556,0.31222222222222223,2.81,1,1,0,0,0.4198371965475883
NFL-U097,2021,11,7,0.6363636363636364,0.5472727272727274,6.020000000000001,1,1,0,0,0.37504446017430787
NFL-U097,2022,21,15,0.7142857142857143,0.6871428571428572,14.43,1,1,0,0,0.24165908972405428
NFL-U097,2023,17,8,0.47058823529411764,0.16764705882352943,2.85,1,1,0,0,0.3128363242079548
NFL-U097,2024,17,6,0.35294117647058826,-0.18411764705882352,-3.13,1,0,1,1,0.2766781136026354
NFL-U097,2025,14,7,0.5,0.22714285714285712,3.1799999999999997,1,1,0,0,0.34318230917580844
NFL-U098,2006,4,3,0.75,0.9049999999999999,3.6199999999999997,1,1,0,0,0.6382332384533624
NFL-U098,2007,3,3,1.0,1.3166666666666667,3.95,1,1,0,0,0.05840471822645078
NFL-U098,2008,4,2,0.5,0.2025,0.81,1,1,0,0,0.696447832456483
NFL-U098,2009,5,1,0.2,-0.438,-2.19,1,0,1,1,0.562
NFL-U098,2010,10,6,0.6,0.42000000000000004,4.2,1,1,0,0,0.390697382182738
NFL-U098,2011,7,5,0.7142857142857143,0.6328571428571428,4.43,1,1,0,0,0.4256967078505893
NFL-U098,2012,3,1,0.3333333333333333,-0.15666666666666665,-0.47,1,0,1,1,0.8433333333333335
NFL-U098,2013,7,1,0.14285714285714285,-0.6842857142857143,-4.79,1,0,1,1,0.3157142857142857
NFL-U098,2014,4,1,0.25,-0.435,-1.74,1,0,1,1,0.5650000000000001
NFL-U098,2015,3,2,0.6666666666666666,0.56,1.6800000000000002,1,1,0,0,0.7965760059990091
NFL-U098,2016,12,6,0.5,0.3133333333333333,3.76,1,1,0,0,0.39683469830368634
NFL-U098,2017,5,2,0.4,-0.040000000000000036,-0.20000000000000018,1,0,1,1,0.5878775382679626
NFL-U098,2018,7,4,0.5714285714285714,0.3028571428571429,2.12,1,1,0,0,0.464218310125508
NFL-U098,2019,1,1,1.0,1.63,1.63,0,0,0,0,
NFL-U098,2020,7,4,0.5714285714285714,0.4414285714285714,3.09,1,1,0,0,0.5160076991462736
NFL-U098,2021,4,2,0.5,0.1975,0.79,1,1,0,0,0.6927045425961441
NFL-U098,2022,4,4,1.0,1.345,5.38,1,1,0,0,0.07794228634059949
NFL-U098,2023,5,2,0.4,-0.15,-0.75,1,0,1,1,0.521056618804521
NFL-U098,2024,4,2,0.5,0.18500000000000005,0.7400000000000002,1,1,0,0,0.6862154666478064
NFL-U098,2025,3,3,1.0,1.366666666666667,4.1000000000000005,1,1,0,0,0.07512951779723098
NFL-U099,2006,14,9,0.6428571428571429,0.6364285714285715,8.91,1,1,0,0,0.33929566208667045
NFL-U099,2007,4,2,0.5,0.20750000000000002,0.8300000000000001,1,1,0,0,0.6973924648288079
NFL-U099,2008,4,2,0.5,0.2025,0.81,1,1,0,0,0.696447832456483
NFL-U099,2009,3,3,1.0,1.4633333333333336,4.390000000000001,1,1,0,0,0.17676098111417138
NFL-U099,2010,7,5,0.7142857142857143,0.8300000000000001,5.8100000000000005,1,1,0,0,0.48017853822451134
NFL-U099,2011,6,3,0.5,0.10833333333333332,0.6499999999999999,1,1,0,0,0.4958119042988424
NFL-U099,2012,5,2,0.4,-0.06400000000000002,-0.32000000000000006,1,0,1,1,0.5826027806318812
NFL-U099,2013,6,3,0.5,0.20999999999999996,1.2599999999999998,1,1,0,0,0.5440220583763126
NFL-U099,2014,5,3,0.6,0.358,1.79,1,1,0,0,0.5609491955605249
NFL-U099,2015,6,4,0.6666666666666666,0.5716666666666668,3.4300000000000006,1,1,0,0,0.5021448440882814
NFL-U099,2016,11,5,0.45454545454545453,0.11636363636363631,1.2799999999999994,1,1,0,0,0.3909668033507629
NFL-U099,2017,3,0,0.0,-1.0,-3.0,1,0,1,1,0.0
NFL-U099,2018,4,3,0.75,0.8475000000000001,3.3900000000000006,1,1,0,0,0.6251049911814814
NFL-U099,2019,2,1,0.5,0.20499999999999996,0.4099999999999999,0,0,0,0,1.2049999999999998
NFL-U099,2020,4,3,0.75,0.9550000000000001,3.8200000000000003,1,1,0,0,0.6574001825372427
NFL-U099,2021,4,1,0.25,-0.4125,-1.65,1,0,1,1,0.5875
NFL-U099,2022,8,7,0.875,1.1724999999999999,9.379999999999999,1,1,0,0,0.3194512594166082
NFL-U099,2023,3,2,0.6666666666666666,0.5833333333333334,1.75,1,1,0,0,0.8135996831639284
NFL-U099,2024,7,3,0.42857142857142855,-0.04285714285714289,-0.30000000000000027,1,0,1,1,0.45257840302466235
NFL-U099,2025,4,2,0.5,0.07250000000000001,0.29000000000000004,1,1,0,0,0.6204215636699506
NFL-U100,2006,24,14,0.5833333333333334,0.47666666666666674,11.440000000000001,1,1,0,0,0.26150461149996723
NFL-U100,2007,13,7,0.5384615384615384,0.3115384615384616,4.050000000000001,1,1,0,0,0.3527762531869504
NFL-U100,2008,12,6,0.5,0.18666666666666668,2.24,1,1,0,0,0.3594489328869059
NFL-U100,2009,15,8,0.5333333333333333,0.32533333333333336,4.880000000000001,1,1,0,0,0.33425092750758756
NFL-U100,2010,21,12,0.5714285714285714,0.40523809523809523,8.51,1,1,0,0,0.2754196962279474
NFL-U100,2011,13,7,0.5384615384615384,0.2338461538461538,3.039999999999999,1,1,0,0,0.33192047715653
NFL-U100,2012,20,15,0.75,0.7715,15.43,1,1,0,0,0.23826707151518242
NFL-U100,2013,23,4,0.17391304347826086,-0.5934782608695652,-13.65,1,0,1,1,0.18937447342250818
NFL-U100,2014,17,8,0.47058823529411764,0.07529411764705879,1.2799999999999994,1,1,0,0,0.2875877329655233
NFL-U100,2015,13,7,0.5384615384615384,0.32230769230769235,4.19,1,1,0,0,0.3576994760792595
NFL-U100,2016,32,17,0.53125,0.33031250000000006,10.570000000000002,1,1,0,0,0.22739118470612807
NFL-U100,2017,18,6,0.3333333333333333,-0.22,-3.96,1,0,1,1,0.26838173963579315
NFL-U100,2018,15,7,0.4666666666666667,0.12200000000000007,1.830000000000001,1,1,0,0,0.32330908107376427
NFL-U100,2019,26,13,0.5,0.20923076923076922,5.4399999999999995,1,1,0,0,0.2442211627426275
NFL-U100,2020,18,10,0.5555555555555556,0.2877777777777778,5.180000000000001,1,1,0,0,0.28208555179775313
NFL-U100,2021,19,12,0.631578947368421,0.5247368421052632,9.97,1,1,0,0,0.27653385992465024
NFL-U100,2022,27,17,0.6296296296296297,0.5118518518518519,13.82,1,1,0,0,0.23057900428818112
NFL-U100,2023,29,11,0.3793103448275862,-0.08448275862068966,-2.45,1,0,1,1,0.22377778948264296
NFL-U100,2024,25,9,0.36,-0.1744,-4.36,1,0,1,1,0.22573884616225598
NFL-U100,2025,19,9,0.47368421052631576,0.10000000000000002,1.9000000000000004,1,1,0,0,0.27557807397142675
NFL-U101,2006,13,9,0.6923076923076923,0.7469230769230768,9.709999999999999,1,1,0,0,0.3403022499217059
NFL-U101,2007,6,3,0.5,0.215,1.29,1,1,0,0,0.5435301279598032
NFL-U101,2008,10,5,0.5,0.21799999999999997,2.1799999999999997,1,1,0,0,0.407089397771273
NFL-U101,2009,2,1,0.5,0.365,0.73,0,0,0,0,1.3649999999999998
NFL-U101,2010,10,6,0.6,0.4119999999999999,4.119999999999999,1,1,0,0,0.39066552900858237
NFL-U101,2011,8,5,0.625,0.3775,3.02,1,1,0,0,0.4046195302821087
NFL-U101,2012,4,4,1.0,1.05,4.2,1,1,0,0,0.016329931618554536
NFL-U101,2013,10,2,0.2,-0.5650000000000001,-5.65,1,0,1,1,0.29069743720920554
NFL-U101,2014,7,4,0.5714285714285714,0.2914285714285714,2.04,1,1,0,0,0.45815067479632343
NFL-U101,2015,6,5,0.8333333333333334,0.9550000000000001,5.73,1,1,0,0,0.4010465475893457
NFL-U101,2016,12,2,0.16666666666666666,-0.5858333333333333,-7.03,1,0,1,1,0.28127539167086046
NFL-U101,2017,10,4,0.4,-0.09800000000000005,-0.9800000000000004,1,0,1,1,0.3702425631333539
NFL-U101,2018,5,4,0.8,0.9,4.5,1,1,0,0,0.48067660646218263
NFL-U101,2019,7,4,0.5714285714285714,0.4185714285714286,2.93,1,1,0,0,0.5046612657984352
NFL-U101,2020,7,6,0.8571428571428571,1.0757142857142858,7.530000000000001,1,1,0,0,0.36123371370674606
NFL-U101,2021,1,0,0.0,-1.0,-1.0,0,0,0,0,
NFL-U101,2022,7,5,0.7142857142857143,0.6985714285714285,4.89,1,1,0,0,0.4442566213105115
NFL-U101,2023,6,2,0.3333333333333333,-0.17666666666666667,-1.06,1,0,1,1,0.5240971072022605
NFL-U101,2024,5,2,0.4,-0.13200000000000003,-0.6600000000000001,1,0,1,1,0.5316239272267568
NFL-U101,2025,8,6,0.75,0.8049999999999999,6.4399999999999995,1,1,0,0,0.40024546040077524
NFL-U102,2006,15,8,0.5333333333333333,0.31933333333333336,4.79,1,1,0,0,0.3322441252003694
NFL-U102,2007,5,3,0.6,0.458,2.29,1,1,0,0,0.5954527689078286
NFL-U102,2008,6,3,0.5,0.2683333333333333,1.6099999999999999,1,1,0,0,0.5672531278989225
NFL-U102,2009,4,4,1.0,1.5025,6.01,1,1,0,0,0.13098186897429737
NFL-U102,2010,11,6,0.5454545454545454,0.3045454545454546,3.3500000000000005,1,1,0,0,0.382473679751273
NFL-U102,2011,11,5,0.45454545454545453,-0.033636363636363645,-0.3700000000000001,1,0,1,1,0.33513707569311435
NFL-U102,2012,3,2,0.6666666666666666,0.35333333333333333,1.06,1,1,0,0,0.676765181662821
NFL-U102,2013,11,4,0.36363636363636365,-0.1527272727272727,-1.6799999999999997,1,0,1,1,0.35627897881267373
NFL-U102,2014,9,6,0.6666666666666666,0.5255555555555556,4.73,1,1,0,0,0.3836705441127232
NFL-U102,2015,9,6,0.6666666666666666,0.5933333333333333,5.34,1,1,0,0,0.40347449320454776
NFL-U102,2016,15,6,0.4,-0.020666666666666642,-0.3099999999999996,1,0,1,1,0.3240347815937969
NFL-U102,2017,6,3,0.5,0.041666666666666664,0.25,1,1,0,0,0.4663504881285939
NFL-U102,2018,5,3,0.6,0.42200000000000004,2.1100000000000003,1,1,0,0,0.5851700607515733
NFL-U102,2019,6,2,0.3333333333333333,-0.22166666666666668,-1.33,1,0,1,1,0.49264197051318226
NFL-U102,2020,5,5,1.0,1.3880000000000003,6.940000000000001,1,1,0,0,0.16393291310777097
NFL-U102,2021,6,3,0.5,0.08833333333333333,0.53,1,1,0,0,0.48869497416873214
NFL-U102,2022,8,5,0.625,0.5575,4.46,1,1,0,0,0.4622489666217299
NFL-U102,2023,7,2,0.2857142857142857,-0.2942857142857143,-2.06,1,0,1,1,0.4582931955214091
NFL-U102,2024,9,5,0.5555555555555556,0.2955555555555555,2.6599999999999997,1,1,0,0,0.41296728115995096
NFL-U102,2025,9,6,0.6666666666666666,0.5922222222222222,5.33,1,1,0,0,0.40745067110352884
NFL-U103,2006,3,3,1.0,1.5333333333333332,4.6,1,1,0,0,0.12991450179936717
NFL-U103,2007,5,2,0.4,-0.03399999999999999,-0.16999999999999993,1,0,1,1,0.5917229081250784
NFL-U103,2008,5,2,0.4,0.020000000000000018,0.10000000000000009,1,1,0,0,0.624627889226858
NFL-U103,2009,4,2,0.5,0.385,1.54,1,1,0,0,0.7997968492060968
NFL-U103,2010,6,5,0.8333333333333334,1.005,6.029999999999999,1,1,0,0,0.4099329213420167
NFL-U103,2011,4,2,0.5,0.125,0.5,1,1,0,0,0.6495703708349594
NFL-U103,2012,5,3,0.6,0.61,3.05,1,1,0,0,0.657662527440936
NFL-U103,2013,3,2,0.6666666666666666,0.45999999999999996,1.38,1,1,0,0,0.7300913184892239
NFL-U103,2014,4,3,0.75,0.8049999999999999,3.2199999999999998,1,1,0,0,0.6050137739478885
NFL-U103,2015,3,2,0.6666666666666666,0.6633333333333333,1.99,1,1,0,0,0.851319237680228
NFL-U103,2016,10,6,0.6,0.45499999999999996,4.55,1,1,0,0,0.40517828723223115
NFL-U103,2017,3,1,0.3333333333333333,-0.3233333333333333,-0.97,1,0,1,1,0.6766666666666667
NFL-U103,2018,6,3,0.5,0.1333333333333333,0.7999999999999998,1,1,0,0,0.5128980838767527
NFL-U103,2019,9,5,0.5555555555555556,0.37555555555555553,3.38,1,1,0,0,0.439706692362809
NFL-U103,2020,8,5,0.625,0.47625000000000006,3.8100000000000005,1,1,0,0,0.43821446763298116
NFL-U103,2021,3,2,0.6666666666666666,0.4633333333333333,1.39,1,1,0,0,0.7319456567563227
NFL-U103,2022,11,9,0.8181818181818182,0.8836363636363636,9.719999999999999,1,1,0,0,0.288634001421973
NFL-U103,2023,5,2,0.4,-0.10999999999999996,-0.5499999999999998,1,0,1,1,0.5478138369920934
NFL-U103,2024,8,3,0.375,-0.14250000000000007,-1.1400000000000006,1,0,1,1,0.41925848658247644
NFL-U103,2025,8,3,0.375,-0.024999999999999994,-0.19999999999999996,1,0,1,1,0.47837149341728724
NFL-U104,2006,11,7,0.6363636363636364,0.5345454545454547,5.880000000000001,1,1,0,0,0.3694944055090406
NFL-U104,2007,4,3,0.75,0.8400000000000001,3.3600000000000003,1,1,0,0,0.6142068055630775
NFL-U104,2008,13,4,0.3076923076923077,-0.22923076923076924,-2.98,1,0,1,1,0.33452503938029304
NFL-U104,2009,5,5,1.0,1.522,7.61,1,1,0,0,0.1136397817667739
NFL-U104,2010,9,5,0.5555555555555556,0.3777777777777778,3.4000000000000004,1,1,0,0,0.4407562244401275
NFL-U104,2011,10,3,0.3,-0.26899999999999996,-2.6899999999999995,1,0,1,1,0.3745885149808461
NFL-U104,2012,4,3,0.75,0.7575000000000001,3.0300000000000002,1,1,0,0,0.5994633016290489
NFL-U104,2013,6,0,0.0,-1.0,-6.0,1,0,1,1,0.0
NFL-U104,2014,9,5,0.5555555555555556,0.31,2.79,1,1,0,0,0.41726623528762924
NFL-U104,2015,6,4,0.6666666666666666,0.48833333333333334,2.93,1,1,0,0,0.47271144592775743
NFL-U104,2016,7,5,0.7142857142857143,0.6585714285714286,4.61,1,1,0,0,0.4414393587832797
NFL-U104,2017,6,2,0.3333333333333333,-0.26166666666666666,-1.57,1,0,1,1,0.4693997348860682
NFL-U104,2018,6,3,0.5,0.22999999999999998,1.38,1,1,0,0,0.5554997749774522
NFL-U104,2019,6,3,0.5,0.25166666666666665,1.5099999999999998,1,1,0,0,0.5669180814818938
NFL-U104,2020,2,2,1.0,1.495,2.99,0,0,0,0,0.04500000000000005
NFL-U104,2021,10,5,0.5,0.13599999999999998,1.3599999999999999,1,1,0,0,0.38073379443151906
NFL-U104,2022,14,10,0.7142857142857143,0.7292857142857142,10.209999999999999,1,1,0,0,0.30878433080604073
NFL-U104,2023,6,2,0.3333333333333333,-0.11666666666666665,-0.7,1,0,1,1,0.5588181974289831
NFL-U104,2024,10,6,0.6,0.38,3.8,1,1,0,0,0.3788989897643492
NFL-U104,2025,9,4,0.4444444444444444,-0.003333333333333336,-0.030000000000000027,1,0,1,1,0.39635842365212826
NFL-U105,2006,11,8,0.7272727272727273,0.8527272727272728,9.38,1,1,0,0,0.36072928885067085
NFL-U105,2007,9,4,0.4444444444444444,0.0688888888888889,0.6200000000000001,1,1,0,0,0.4227274024594614
NFL-U105,2008,7,4,0.5714285714285714,0.47000000000000003,3.29,1,1,0,0,0.519912996384514
NFL-U105,2009,7,4,0.5714285714285714,0.5028571428571429,3.5200000000000005,1,1,0,0,0.5351311111516961
NFL-U105,2010,11,9,0.8181818181818182,0.9481818181818181,10.43,1,1,0,0,0.2975469960796665
NFL-U105,2011,9,5,0.5555555555555556,0.22777777777777775,2.05,1,1,0,0,0.38925776156458536
NFL-U105,2012,7,5,0.7142857142857143,0.7157142857142856,5.01,1,1,0,0,0.4542123330969944
NFL-U105,2013,9,3,0.3333333333333333,-0.21777777777777776,-1.96,1,0,1,1,0.3924947904034233
NFL-U105,2014,7,5,0.7142857142857143,0.7314285714285713,5.119999999999999,1,1,0,0,0.4484068548572749
NFL-U105,2015,9,2,0.2222222222222222,-0.44555555555555554,-4.01,1,0,1,1,0.37046933862898496
NFL-U105,2016,20,9,0.45,0.15049999999999994,3.009999999999999,1,1,0,0,0.29488666422346416
NFL-U105,2017,9,4,0.4444444444444444,-0.015555555555555545,-0.1399999999999999,1,0,1,1,0.3918407808419948
NFL-U105,2018,7,3,0.42857142857142855,0.01000000000000004,0.07000000000000028,1,1,0,0,0.4786986327036885
NFL-U105,2019,6,5,0.8333333333333334,1.1533333333333333,6.92,1,1,0,0,0.4350376739752293
NFL-U105,2020,11,7,0.6363636363636364,0.47272727272727266,5.199999999999999,1,1,0,0,0.3570411000255265
NFL-U105,2021,11,6,0.5454545454545454,0.20818181818181827,2.290000000000001,1,1,0,0,0.35090485159945145
NFL-U105,2022,15,12,0.8,0.8893333333333333,13.34,1,1,0,0,0.2614510182053895
NFL-U105,2023,9,3,0.3333333333333333,-0.2566666666666667,-2.3100000000000005,1,0,1,1,0.3728121361877707
NFL-U105,2024,13,6,0.46153846153846156,0.09230769230769233,1.2000000000000002,1,1,0,0,0.3424462410479776
NFL-U105,2025,6,2,0.3333333333333333,-0.1666666666666667,-1.0000000000000002,1,0,1,1,0.5295700562196134
NFL-U106,2006,12,9,0.75,0.9108333333333333,10.93,1,1,0,0,0.3339988621222981
NFL-U106,2007,8,4,0.5,0.20625000000000004,1.6500000000000004,1,1,0,0,0.45772315985913203
NFL-U106,2008,6,3,0.5,0.18833333333333335,1.1300000000000001,1,1,0,0,0.5327314311900302
NFL-U106,2009,9,4,0.4444444444444444,0.12444444444444445,1.12,1,1,0,0,0.4482221395912445
NFL-U106,2010,9,3,0.3333333333333333,-0.15333333333333332,-1.38,1,0,1,1,0.42770381756018444
NFL-U106,2011,12,7,0.5833333333333334,0.33416666666666667,4.01,1,1,0,0,0.34177224902267916
NFL-U106,2012,9,5,0.5555555555555556,0.29,2.61,1,1,0,0,0.4129231836014485
NFL-U106,2013,12,2,0.16666666666666666,-0.6058333333333333,-7.27,1,0,1,1,0.26682890424654926
NFL-U106,2014,12,7,0.5833333333333334,0.3758333333333333,4.51,1,1,0,0,0.35398694192089214
NFL-U106,2015,10,6,0.6,0.507,5.07,1,1,0,0,0.4139754421057687
NFL-U106,2016,14,7,0.5,0.29000000000000004,4.0600000000000005,1,1,0,0,0.3600137360016839
NFL-U106,2017,8,2,0.25,-0.3825,-3.06,1,0,1,1,0.40446503468867895
NFL-U106,2018,13,7,0.5384615384615384,0.2700000000000001,3.5100000000000007,1,1,0,0,0.3425713476126225
NFL-U106,2019,5,4,0.8,1.05,5.25,1,1,0,0,0.5177547682059528
NFL-U106,2020,6,3,0.5,0.14666666666666664,0.8799999999999999,1,1,0,0,0.5199465784524835
NFL-U106,2021,9,5,0.5555555555555556,0.3322222222222223,2.9900000000000007,1,1,0,0,0.4258415777994395
NFL-U106,2022,19,16,0.8421052631578947,1.017368421052632,19.330000000000005,1,1,0,0,0.2129023086864338
NFL-U106,2023,15,5,0.3333333333333333,-0.22,-3.3,1,0,1,1,0.298400497893112
NFL-U106,2024,12,4,0.3333333333333333,-0.225,-2.7,1,0,1,1,0.331389407486026
NFL-U106,2025,9,4,0.4444444444444444,0.038888888888888876,0.34999999999999987,1,1,0,0,0.41442880518600683
NFL-U107,2006,28,17,0.6071428571428571,0.4807142857142857,13.459999999999999,1,1,0,0,0.23221154864858629
NFL-U107,2007,13,6,0.46153846153846156,0.09076923076923074,1.1799999999999997,1,1,0,0,0.34054906935572915
NFL-U107,2008,19,7,0.3684210526315789,-0.09947368421052631,-1.89,1,0,1,1,0.2783677084395342
NFL-U107,2009,17,10,0.5882352941176471,0.4294117647058824,7.300000000000001,1,1,0,0,0.30109905369895856
NFL-U107,2010,30,14,0.4666666666666667,0.149,4.47,1,1,0,0,0.23037518125425535
NFL-U107,2011,26,14,0.5384615384615384,0.2234615384615385,5.8100000000000005,1,1,0,0,0.22849537433977643
NFL-U107,2012,20,11,0.55,0.276,5.5200000000000005,1,1,0,0,0.26787113948393365
NFL-U107,2013,22,7,0.3181818181818182,-0.2659090909090909,-5.85,1,0,1,1,0.2352861931351842
NFL-U107,2014,22,12,0.5454545454545454,0.25363636363636366,5.58,1,1,0,0,0.2510407302585
NFL-U107,2015,21,7,0.3333333333333333,-0.20714285714285713,-4.35,1,0,1,1,0.25283925145204394
NFL-U107,2016,26,13,0.5,0.2700000000000001,7.020000000000001,1,1,0,0,0.2564683216305671
NFL-U107,2017,18,5,0.2777777777777778,-0.3977777777777778,-7.16,1,0,1,1,0.23621547097749818
NFL-U107,2018,20,11,0.55,0.383,7.66,1,1,0,0,0.2893441767715033
NFL-U107,2019,18,11,0.6111111111111112,0.505,9.09,1,1,0,0,0.29419686841572756
NFL-U107,2020,12,10,0.8333333333333334,1.0666666666666667,12.8,1,1,0,0,0.28738458377216236
NFL-U107,2021,14,7,0.5,0.2092857142857143,2.93,1,1,0,0,0.3382899209903276
NFL-U107,2022,33,17,0.5151515151515151,0.2760606060606061,9.110000000000001,1,1,0,0,0.22051976282026675
NFL-U107,2023,25,10,0.4,-0.08439999999999998,-2.1099999999999994,1,0,1,1,0.23066070319844253
NFL-U107,2024,21,6,0.2857142857142857,-0.3638095238095238,-7.64,1,0,1,1,0.22538694366892068
NFL-U107,2025,23,15,0.6521739130434783,0.5717391304347826,13.15,1,1,0,0,0.24802911037705241
NFL-U108,2006,5,2,0.4,-0.03600000000000003,-0.18000000000000016,1,0,1,1,0.5903354978315296
NFL-U108,2007,3,3,1.0,1.3866666666666667,4.16,1,1,0,0,0.0940449065311059
NFL-U108,2008,4,3,0.75,0.8424999999999998,3.369999999999999,1,1,0,0,0.6190500114422636
NFL-U108,2009,3,2,0.6666666666666666,0.6833333333333332,2.05,1,1,0,0,0.8458197864268199
NFL-U108,2010,5,3,0.6,0.27799999999999997,1.39,1,1,0,0,0.5231194892182855
NFL-U108,2011,4,2,0.5,0.14500000000000002,0.5800000000000001,1,1,0,0,0.6611164799035039
NFL-U108,2012,6,5,0.8333333333333334,0.8250000000000002,4.950000000000001,1,1,0,0,0.37409223461601027
NFL-U108,2013,8,1,0.125,-0.72875,-5.83,1,0,1,1,0.27125
NFL-U108,2014,8,4,0.5,0.13124999999999992,1.0499999999999994,1,1,0,0,0.4296403707919981
NFL-U108,2015,5,3,0.6,0.386,1.9300000000000002,1,1,0,0,0.5821992785979728
NFL-U108,2016,9,4,0.4444444444444444,0.15777777777777777,1.42,1,1,0,0,0.46013819716888005
NFL-U108,2017,5,3,0.6,0.35,1.75,1,1,0,0,0.5573329346091078
NFL-U108,2018,3,2,0.6666666666666666,0.6466666666666667,1.9400000000000002,1,1,0,0,0.827291430580005
NFL-U108,2019,6,4,0.6666666666666666,0.5783333333333333,3.4699999999999998,1,1,0,0,0.5062635457721381
NFL-U108,2020,5,2,0.4,-0.05800000000000001,-0.29000000000000004,1,0,1,1,0.5798137632033237
NFL-U108,2021,7,6,0.8571428571428571,0.9242857142857142,6.469999999999999,1,1,0,0,0.3346629942612286
NFL-U108,2022,5,2,0.4,-0.048,-0.24,1,0,1,1,0.5871149802210807
NFL-U108,2023,3,1,0.3333333333333333,-0.20000000000000004,-0.6000000000000001,1,0,1,1,0.7999999999999999
NFL-U108,2024,7,4,0.5714285714285714,0.41714285714285715,2.92,1,1,0,0,0.5020800272282264
NFL-U108,2025,5,4,0.8,0.8300000000000001,4.15,1,1,0,0,0.46342205385587765
NFL-U109,2006,16,10,0.625,0.5225,8.36,1,1,0,0,0.3090125401986139
NFL-U109,2007,9,6,0.6666666666666666,0.6033333333333334,5.430000000000001,1,1,0,0,0.40311633280949777
NFL-U109,2008,6,3,0.5,0.2366666666666667,1.4200000000000002,1,1,0,0,0.5541219280186548
NFL-U109,2009,10,6,0.6,0.502,5.02,1,1,0,0,0.4129455169874107
NFL-U109,2010,13,10,0.7692307692307693,0.8653846153846154,11.25,1,1,0,0,0.2991239674934025
NFL-U109,2011,9,5,0.5555555555555556,0.25777777777777783,2.3200000000000003,1,1,0,0,0.40192860676775877
NFL-U109,2012,9,8,0.8888888888888888,1.0644444444444445,9.58,1,1,0,0,0.2722596346173544
NFL-U109,2013,9,2,0.2222222222222222,-0.4588888888888889,-4.13,1,0,1,1,0.3585171793669511
NFL-U109,2014,14,7,0.5,0.13285714285714284,1.8599999999999999,1,1,0,0,0.31553448213967406
NFL-U109,2015,10,6,0.6,0.5,5.0,1,1,0,0,0.4127199750166907
NFL-U109,2016,22,11,0.5,0.22954545454545458,5.050000000000001,1,1,0,0,0.2723144964311459
NFL-U109,2017,15,8,0.5333333333333333,0.21466666666666664,3.2199999999999998,1,1,0,0,0.3055593881433521
NFL-U109,2018,13,4,0.3076923076923077,-0.28923076923076924,-3.76,1,0,1,1,0.3092121119515126
NFL-U109,2019,12,7,0.5833333333333334,0.3875,4.65,1,1,0,0,0.35999605427130604
NFL-U109,2020,10,6,0.6,0.37,3.7,1,1,0,0,0.378532253139236
NFL-U109,2021,7,5,0.7142857142857143,0.5785714285714286,4.050000000000001,1,1,0,0,0.40910138789575295
NFL-U109,2022,19,15,0.7894736842105263,0.8826315789473684,16.77,1,1,0,0,0.23412752323804395
NFL-U109,2023,10,1,0.1,-0.776,-7.76,1,0,1,1,0.22399999999999995
NFL-U109,2024,15,6,0.4,-0.07533333333333334,-1.1300000000000001,1,0,1,1,0.30325985504603087
NFL-U109,2025,10,4,0.4,-0.07100000000000002,-0.7100000000000002,1,0,1,1,0.3825308992602936
NFL-U110,2006,7,4,0.5714285714285714,0.3628571428571429,2.54,1,1,0,0,0.4931758803708793
NFL-U110,2007,2,2,1.0,1.48,2.96,0,0,0,0,0.020000000000000018
NFL-U110,2008,1,1,1.0,1.44,1.44,0,0,0,0,
NFL-U110,2009,5,2,0.4,-0.054000000000000006,-0.27,1,0,1,1,0.5793237436874136
NFL-U110,2010,4,4,1.0,1.5675,6.27,1,1,0,0,0.058789880081524255
NFL-U110,2011,6,3,0.5,0.11333333333333333,0.6799999999999999,1,1,0,0,0.4980339122768427
NFL-U110,2012,4,4,1.0,1.2225000000000001,4.890000000000001,1,1,0,0,0.09231964399122575
NFL-U110,2013,6,1,0.16666666666666666,-0.5933333333333334,-3.56,1,0,1,1,0.4066666666666667
NFL-U110,2014,5,1,0.2,-0.594,-2.9699999999999998,1,0,1,1,0.40599999999999997
NFL-U110,2015,6,5,0.8333333333333334,0.9966666666666667,5.98,1,1,0,0,0.4134300962006086
NFL-U110,2016,5,4,0.8,1.168,5.84,1,1,0,0,0.5434096060983832
NFL-U110,2017,4,2,0.5,0.195,0.78,1,1,0,0,0.6902354670690285
NFL-U110,2018,3,1,0.3333333333333333,-0.2233333333333333,-0.6699999999999999,1,0,1,1,0.7766666666666668
NFL-U110,2019,5,3,0.6,0.5519999999999999,2.76,1,1,0,0,0.6354636102877961
NFL-U110,2020,4,3,0.75,0.73,2.92,1,1,0,0,0.5965595807070182
NFL-U110,2021,5,4,0.8,0.8240000000000001,4.12,1,1,0,0,0.4754639839146599
NFL-U110,2022,4,2,0.5,0.16749999999999998,0.6699999999999999,1,1,0,0,0.6778320219641442
NFL-U110,2023,6,2,0.3333333333333333,-0.27499999999999997,-1.65,1,0,1,1,0.4596647328941678
NFL-U110,2024,3,1,0.3333333333333333,-0.16666666666666666,-0.5,1,0,1,1,0.8333333333333335
NFL-U110,2025,3,2,0.6666666666666666,0.5333333333333333,1.6,1,1,0,0,0.7674488763284352
NFL-U111,2006,11,9,0.8181818181818182,1.0727272727272725,11.799999999999999,1,1,0,0,0.31506735472995123
NFL-U111,2007,8,1,0.125,-0.6875,-5.5,1,0,1,1,0.3125
