track,feature,op,threshold,price_band,venue,train_n,train_wins,train_losses,train_win_rate,train_loss_rate,train_roi,train_units,train_active_seasons,train_positive_seasons,train_negative_seasons,train_max_negative_streak,validation_n,validation_wins,validation_losses,validation_win_rate,validation_loss_rate,validation_roi,validation_units,validation_active_seasons,validation_positive_seasons,validation_negative_seasons,validation_max_negative_streak,holdout_n,holdout_wins,holdout_losses,holdout_win_rate,holdout_loss_rate,holdout_roi,holdout_units,holdout_active_seasons,holdout_positive_seasons,holdout_negative_seasons,holdout_max_negative_streak,full_n,full_wins,full_losses,full_win_rate,full_loss_rate,full_roi,full_units,full_active_seasons,full_positive_seasons,full_negative_seasons,full_max_negative_streak,score,top_team,top_team_share,top3_team_share,top5_season_share,positive_season_ratio,deployment_status
MODERN,adv_travel_miles_per_rest_day,<=,-157.4239947386275,FAV65_75,ANY,43,32,11,0.7441860465116279,0.2558139534883721,0.0688085610047569,2.958768123204546,6,4,2,2,18,14,4,0.7777777777777778,0.2222222222222222,0.1013295700127589,1.8239322602296613,3,2,1,1,36,30,6,0.8333333333333334,0.1666666666666666,0.196893754424093,7.08817515926735,5,4,1,1,97,76,21,0.7835051546391752,0.2164948453608247,0.1223801602340366,11.870875542701556,14,10,4,2,1.33182926133511,SF,0.11363636363636363,0.32575757575757575,0.36363636363636365,0.7142857142857143,WATCH
MODERN,adv_travel_miles_per_rest_day,<=,-157.4239947386275,FAV65_75,AWAY,43,32,11,0.7441860465116279,0.2558139534883721,0.0688085610047569,2.958768123204546,6,4,2,2,17,13,4,0.7647058823529411,0.2352941176470588,0.086054201759103,1.462921429904751,3,2,1,1,36,30,6,0.8333333333333334,0.1666666666666666,0.196893754424093,7.08817515926735,5,4,1,1,96,75,21,0.78125,0.21875,0.1198944240872567,11.509864712376649,14,10,4,2,1.3055462237279063,SF,0.11450381679389313,0.32061068702290074,0.366412213740458,0.7142857142857143,WATCH
MODERN,fatigue_load_index,<=,0.647511416372741,DOG35_44,HOME,46,20,26,0.4347826086956521,0.5652173913043479,0.0689130434782608,3.169999999999999,6,3,3,3,24,11,13,0.4583333333333333,0.5416666666666667,0.1245833333333333,2.9899999999999998,3,2,1,1,53,24,29,0.4528301886792453,0.5471698113207547,0.1373584905660377,7.280000000000001,5,4,1,1,123,55,68,0.4471544715447154,0.5528455284552846,0.1092682926829268,13.44,14,9,5,3,1.2136008235316724,CLE,0.07784431137724551,0.20958083832335328,0.38323353293413176,0.6428571428571429,WATCH
LONG,road_games_last4_including_current,<=,1.0,DOG35_49,AWAY,102,48,54,0.4705882352941176,0.5294117647058824,0.1312745098039215,13.389999999999995,8,4,4,2,92,42,50,0.4565217391304347,0.5434782608695652,0.1215217391304348,11.18,6,5,1,1,94,45,49,0.4787234042553192,0.5212765957446808,0.1208510638297872,11.36,6,3,3,3,288,135,153,0.46875,0.53125,0.1247569444444444,35.93,20,12,8,3,1.5796529868526563,BUF,0.04861111111111111,0.1388888888888889,0.3229166666666667,0.6,WATCH
MODERN,adv_fatigue_load_index,<=,-1.963070148350773,FAV65_75,ANY,45,34,11,0.7555555555555555,0.2444444444444444,0.0940528858558968,4.23237986351536,6,5,1,1,16,13,3,0.8125,0.1875,0.1437220204929028,2.299552327886445,3,2,1,1,35,27,8,0.7714285714285715,0.2285714285714285,0.1001504531118891,3.505265858916122,5,4,1,1,96,74,22,0.7708333333333334,0.2291666666666666,0.1045541463574783,10.037198050317924,14,11,3,1,0.7937088996135776,SF,0.10852713178294573,0.2868217054263566,0.37209302325581395,0.7857142857142857,WATCH
