method_id,split,week,n,wins,losses,win_pct,roi,units
CO016,HOLDOUT,6,3,3,0,1.0,0.4606229702663149,1.3818689107989446
CO016,HOLDOUT,7,1,1,0,1.0,0.4219409282700422,0.4219409282700422
CO016,HOLDOUT,8,2,1,1,0.5,-0.2368421052631579,-0.4736842105263158
CO016,HOLDOUT,9,1,1,0,1.0,0.5181347150259067,0.5181347150259067
CO016,HOLDOUT,10,2,1,1,0.5,-0.28260869565217395,-0.5652173913043479
CO016,HOLDOUT,11,2,2,0,1.0,0.44909591194968557,0.8981918238993711
CO016,HOLDOUT,12,0,0,0,,,0.0
CO016,HOLDOUT,13,2,2,0,1.0,0.39685039370078745,0.7937007874015749
CO016,HOLDOUT,14,3,3,0,1.0,0.4252466196294112,1.2757398588882336
CO016,HOLDOUT,15,1,0,1,0.0,-1.0,-1.0
CO016,HOLDOUT,16,1,1,0,1.0,0.4444444444444444,0.4444444444444444
CO016,HOLDOUT,17,0,0,0,,,0.0
CO016,HOLDOUT,18,3,2,1,0.6666666666666666,-0.036782788232663954,-0.11034836469799186
CO018,ALL,4,9,5,4,0.5555555555555556,-0.1003098041398413,-0.9027882372585716
CO018,ALL,5,9,7,2,0.7777777777777778,0.32464374972889626,2.9217937475600664
CO018,ALL,6,12,7,5,0.5833333333333334,-0.009955396611297426,-0.1194647593355691
CO018,ALL,7,11,7,4,0.6363636363636364,0.05265537909984309,0.579209170098274
CO018,ALL,8,5,4,1,0.8,0.32318963542616197,1.61594817713081
CO018,ALL,9,11,7,4,0.6363636363636364,0.05313764380178503,0.5845140818196354
CO018,ALL,10,6,5,1,0.8333333333333334,0.4203334886175987,2.5220009317055925
CO018,ALL,11,10,9,1,0.9,0.5043480405132198,5.043480405132198
CO018,ALL,12,11,8,3,0.7272727272727273,0.23133028983352186,2.5446331881687403
CO018,ALL,13,9,6,3,0.6666666666666666,0.09291403735848183,0.8362263362263365
CO018,ALL,14,12,8,4,0.6666666666666666,0.08270087553724222,0.9924105064469065
CO018,ALL,15,7,5,2,0.7142857142857143,0.18186815788786279,1.2730771052150396
CO018,ALL,16,11,8,3,0.7272727272727273,0.19312280347726152,2.124350838249877
CO018,ALL,17,8,6,2,0.75,0.3014449132450272,2.4115593059602176
CO018,ALL,18,1,0,1,0.0,-1.0,-1.0
CO018,TRAIN,4,4,2,2,0.5,-0.19245107176141657,-0.7698042870456663
CO018,TRAIN,5,3,2,1,0.6666666666666666,0.16621763209100437,0.4986528962730131
CO018,TRAIN,6,1,1,0,1.0,0.8,0.8
CO018,TRAIN,7,2,1,1,0.5,-0.13503649635036497,-0.27007299270072993
CO018,TRAIN,8,2,2,0,1.0,0.6396198830409356,1.2792397660818713
CO018,TRAIN,9,4,3,1,0.75,0.22042428301292152,0.8816971320516861
CO018,TRAIN,10,3,2,1,0.6666666666666666,0.1494300951584231,0.4482902854752693
CO018,TRAIN,11,6,5,1,0.8333333333333334,0.3943931949884331,2.3663591699305986
CO018,TRAIN,12,4,3,1,0.75,0.289080459770115,1.15632183908046
CO018,TRAIN,13,3,2,1,0.6666666666666666,0.1214896214896215,0.3644688644688645
CO018,TRAIN,14,3,3,0,1.0,0.6070629900417134,1.8211889701251402
CO018,TRAIN,15,3,2,1,0.6666666666666666,0.12645865043125315,0.37937595129375945
CO018,TRAIN,16,3,1,2,0.3333333333333333,-0.46586345381526106,-1.3975903614457832
CO018,TRAIN,17,4,2,2,0.5,-0.1322737068965517,-0.5290948275862069
CO018,TRAIN,18,0,0,0,,,0.0
CO018,VALIDATION,4,1,0,1,0.0,-1.0,-1.0
CO018,VALIDATION,5,2,2,0,1.0,0.6731108757062148,1.3462217514124295
CO018,VALIDATION,6,4,2,2,0.5,-0.09674796747967479,-0.38699186991869916
CO018,VALIDATION,7,4,2,2,0.5,-0.17466110531803963,-0.6986444212721585
CO018,VALIDATION,8,1,1,0,1.0,0.7194244604316546,0.7194244604316546
CO018,VALIDATION,9,3,2,1,0.6666666666666666,0.09614163007153313,0.2884248902145994
CO018,VALIDATION,10,2,2,0,1.0,0.6847426470588236,1.3694852941176472
CO018,VALIDATION,11,2,2,0,1.0,0.657331277834875,1.31466255566975
CO018,VALIDATION,12,4,2,2,0.5,-0.11950231481481483,-0.4780092592592593
CO018,VALIDATION,13,3,1,2,0.3333333333333333,-0.452991452991453,-1.358974358974359
CO018,VALIDATION,14,6,4,2,0.6666666666666666,0.08259097677434844,0.49554586064609063
CO018,VALIDATION,15,1,1,0,1.0,0.5649717514124294,0.5649717514124294
CO018,VALIDATION,16,4,4,0,1.0,0.6416824794433902,2.5667299177735607
CO018,VALIDATION,17,3,3,0,1.0,0.7135513778488082,2.1406541335464246
CO018,VALIDATION,18,0,0,0,,,0.0
CO018,HOLDOUT,4,4,3,1,0.75,0.21675401244677367,0.8670160497870947
CO018,HOLDOUT,5,4,3,1,0.75,0.26922977496865586,1.0769190998746234
CO018,HOLDOUT,6,7,4,3,0.5714285714285714,-0.07606755563098141,-0.5324728894168699
CO018,HOLDOUT,7,5,4,1,0.8,0.3095853168142325,1.5479265840711625
CO018,HOLDOUT,8,2,1,1,0.5,-0.19135802469135804,-0.3827160493827161
CO018,HOLDOUT,9,4,2,2,0.5,-0.14640198511166252,-0.5856079404466501
CO018,HOLDOUT,10,1,1,0,1.0,0.704225352112676,0.704225352112676
CO018,HOLDOUT,11,2,2,0,1.0,0.6812293397659251,1.3624586795318503
CO018,HOLDOUT,12,3,3,0,1.0,0.6221068694491799,1.8663206083475399
CO018,HOLDOUT,13,3,3,0,1.0,0.610243943577277,1.8307318307318308
CO018,HOLDOUT,14,3,1,2,0.3333333333333333,-0.44144144144144143,-1.3243243243243243
CO018,HOLDOUT,15,3,2,1,0.6666666666666666,0.10957646750295029,0.32872940250885085
CO018,HOLDOUT,16,4,3,1,0.75,0.23880282048052467,0.9552112819220987
CO018,HOLDOUT,17,1,1,0,1.0,0.8,0.8
CO018,HOLDOUT,18,1,0,1,0.0,-1.0,-1.0
