method_id,family,feature,op,threshold,confirmed,base_n,base_win_pct,base_roi,train_risk_n,train_risk_win_pct,train_risk_roi,train_safe_roi,train_loss_lift,validation_risk_n,validation_risk_win_pct,validation_risk_roi,validation_safe_roi,validation_loss_lift,holdout_risk_n,holdout_risk_win_pct,holdout_risk_roi,holdout_safe_roi,holdout_loss_lift,retained_share,veto_score
CO043,COACH,opp_coachq_hc_prior_quality,<=,0.5021367521367521,True,94,0.3723404255319149,0.35670212765957443,14,0.21428571428571427,-0.3628571428571429,0.7861538461538462,0.11904761904761896,11,0.18181818181818182,-0.3845454545454546,0.8403333333333334,0.23281596452328146,9,0.2222222222222222,-0.1077777777777778,0.49294117647058827,0.12393162393162394,0.6538461538461539,10.325555288127253
CO043,COACH,opp_coachq_hc_prior_win_pct,<=,0.5021367521367521,True,94,0.3723404255319149,0.35670212765957443,14,0.21428571428571427,-0.3628571428571429,0.7861538461538462,0.11904761904761896,11,0.18181818181818182,-0.3845454545454546,0.8403333333333334,0.23281596452328146,9,0.2222222222222222,-0.1077777777777778,0.49294117647058827,0.12393162393162394,0.6538461538461539,10.325555288127253
CO061,COACH,coachq_oc_prior_role_seasons,<=,0.0,True,97,0.3711340206185567,0.30752577319587626,6,0.16666666666666666,-0.3316666666666667,0.6304166666666666,0.2333333333333334,4,0.25,-0.12250000000000005,0.29054054054054057,0.11585365853658536,5,0.2,-0.40800000000000003,0.40333333333333327,0.1461538461538462,0.8076923076923077,10.322730637060534
CO026,CONTEXT,opp_rest,>=,10.0,True,109,0.5596330275229358,0.405045871559633,8,0.375,-0.06874999999999998,0.48840000000000006,0.17045454545454541,4,0.5,0.405,0.5223684210526317,0.09523809523809523,6,0.3333333333333333,-0.2333333333333333,0.4435714285714286,0.1960784313725491,0.8235294117647058,10.316956929560813
CO026,CONTEXT,away_rest,>=,10.0,True,109,0.5596330275229358,0.405045871559633,8,0.375,-0.06874999999999998,0.48840000000000006,0.17045454545454541,4,0.5,0.405,0.5223684210526317,0.09523809523809523,6,0.3333333333333333,-0.2333333333333333,0.4435714285714286,0.1960784313725491,0.8235294117647058,10.316956929560813
CO026,CONTEXT,opp_rest_days,>=,10.0,True,109,0.5596330275229358,0.405045871559633,8,0.375,-0.06874999999999998,0.48840000000000006,0.17045454545454541,4,0.5,0.405,0.5223684210526317,0.09523809523809523,6,0.3333333333333333,-0.2333333333333333,0.4435714285714286,0.1960784313725491,0.8235294117647058,10.316956929560813
CO009,COACH,opp_coachq_dc_quality_delta_vs_departed,>=,0.1135416666666666,True,265,0.3471698113207547,0.28803773584905656,9,0.1111111111111111,-0.6611111111111111,0.30080645161290326,0.19874804381846634,11,0.2727272727272727,-0.04454545454545456,0.34817204301075266,0.08304195804195813,8,0.25,-0.03250000000000003,0.3902439024390244,0.1166666666666667,0.9111111111111111,10.309983944367746
CO001,COACH,opp_coachq_hc_recent_quality,<=,0.45454545454545453,True,93,0.3655913978494624,0.36913978494623656,6,0.16666666666666666,-0.4366666666666667,0.4427272727272728,0.15476190476190477,9,0.2222222222222222,-0.027777777777777776,0.5264285714285715,0.1561561561561562,6,0.3333333333333333,0.16666666666666666,0.5327272727272727,0.059523809523809534,0.7857142857142857,10.301682725876276
CO009,CONTEXT,rank_edge_sack_or_hit_rate,>=,9.0,True,265,0.3471698113207547,0.28803773584905656,15,0.2,-0.394,0.3323214285714285,0.10985915492957754,26,0.2692307692307692,-0.03999999999999999,0.4221794871794871,0.08653846153846168,20,0.3,0.1295,0.4164285714285714,0.06666666666666665,0.7777777777777778,10.272835280023958
CO018,CONTEXT,recent_edge_pass_epa_per_dropback,>=,0.2683922613216064,True,132,0.696969696969697,0.16232538482666328,9,0.3333333333333333,-0.46904046904046903,0.31251101742684717,0.3555555555555556,5,0.6,0.03721822541966424,0.19135455939147972,0.09999999999999998,12,0.5833333333333334,-0.05266937739425152,0.23275572040137676,0.11879432624113473,0.7446808510638298,10.263692746922231
CO026,CONTEXT,recent_edge_success_rate,>=,0.01248458517365032,True,109,0.5596330275229358,0.405045871559633,7,0.42857142857142855,0.12285714285714278,0.4153846153846154,0.11688311688311681,5,0.2,-0.492,0.6467567567567568,0.3952380952380953,10,0.4,-0.01599999999999995,0.4658333333333333,0.12941176470588234,0.7058823529411765,10.260787461773699
CO017,CONTEXT,opp_fatigue_load_index,>=,1.9168141476950513,True,146,0.4726027397260274,0.18308219178082194,14,0.2857142857142857,-0.27214285714285713,0.36730769230769234,0.16428571428571426,19,0.3684210526315789,-0.07157894736842108,0.3197222222222222,0.10430622009569368,19,0.42105263157894735,0.059999999999999984,0.303125,0.06914344685242524,0.6274509803921569,10.25193135311082
CO043,CONTEXT,rank_edge_success_rate,<=,-14.8,True,94,0.3723404255319149,0.35670212765957443,6,0.16666666666666666,-0.17,0.2933333333333333,0.16666666666666663,15,0.26666666666666666,0.008000000000000037,0.8023076923076923,0.14796747967479673,8,0.25,-0.04999999999999999,0.43388888888888894,0.09615384615384615,0.6923076923076923,10.242571376613931
CO017,CONTEXT,rank_edge_def_allowed_sack_or_hit_rate,<=,-6.399999999999999,True,146,0.4726027397260274,0.18308219178082194,8,0.25,-0.37375,0.2728124999999999,0.19999999999999996,26,0.38461538461538464,-0.025769230769230742,0.37310344827586206,0.08811188811188808,12,0.4166666666666667,0.010833333333333342,0.27461538461538465,0.07352941176470584,0.7647058823529411,10.241533192834563
CO009,COACH,opp_coachq_oc_quality_delta_vs_departed,<=,-0.014999999999999987,True,265,0.3471698113207547,0.28803773584905656,10,0.2,-0.29000000000000004,0.25573770491803277,0.10985915492957754,7,0.14285714285714285,-0.32,0.3518556701030927,0.21291208791208804,13,0.3076923076923077,0.19769230769230772,0.3788311688311688,0.05897435897435899,0.8555555555555555,10.235323347512026
