method_id,feature,op,threshold,pre_score,holdout_base_n,holdout_base_roi,removed_wins,removed_losses,safe_n,safe_roi,roi_change,loss_rate_change,confirmed
NFL-H057,adv_dc_prior_win_pct,<=,-0.18203488831004813,0.8052921734904006,66,0.125,2,4,60,0.1605,0.035500000000000004,-0.012121212121212088,False
NFL-H065,adv_hc_tenure_seasons,<=,-2.0,0.49387217577176695,120,0.10175000000000001,21,29,70,0.13585714285714287,0.034107142857142864,-0.015476190476190421,False
NFL-H033,dc_prior_games,>=,65.95,0.6227450371077198,88,0.16147727272727272,9,12,67,0.19388059701492533,0.03240332428765261,-0.018826322930800554,False
NFL-H043,dc_prior_role_seasons,>=,5.0,0.9319121351766511,32,0.1771875,1,2,29,0.20931034482758615,0.03212284482758615,-0.014008620689655249,False
NFL-H044,adv_dc_tenure_seasons,<=,-1.2999999999999998,0.7642698412698412,40,0.16025000000000006,2,3,35,0.1922857142857143,0.03203571428571425,-0.010714285714285787,False
NFL-H062,oc_prior_role_seasons,>=,3.0,0.48622999575240367,86,0.1197674418604651,13,14,59,0.15152542372881356,0.03175798186834845,-0.0031533307055577886,False
NFL-H014,oc_prior_games,<=,11.25,0.9381309805290637,40,0.33275,6,6,28,0.3639285714285715,0.0311785714285715,-0.021428571428571352,False
NFL-H051,adv_staff_change_count,>=,1.0999999999999979,1.1325483654518669,50,0.24320000000000003,2,3,45,0.27355555555555555,0.030355555555555525,-0.011111111111111072,False
NFL-H051,adv_major_staff_changes,>=,1.0999999999999979,1.1325483654518669,50,0.24320000000000003,2,3,45,0.27355555555555555,0.030355555555555525,-0.011111111111111072,False
NFL-H005,adv_oc_prior_win_pct,<=,-0.21328766289124346,0.5544334480321869,41,0.3602439024390244,3,3,35,0.388,0.027756097560975634,-0.010452961672473782,False
