segment,bets,wins,win_rate,profit,roi,ci_low,ci_high
2024,69,55,0.7971014492753623,-62.74148668348351,-0.018185938169125653,-0.14132708537457783,0.09425476390067043
2025,41,37,0.9024390243902439,213.49999999999997,0.10414634146341462,-0.01926829268292683,0.2051280487804877
2024-current,110,92,0.8363636363636363,150.75851331651646,0.027410638784821174,-0.060128030038391775,0.10798291285123551
