method,condition,full_risk_n,full_risk_win_pct,full_risk_roi,full_safe_n,full_safe_win_pct,full_safe_roi,validation_gap,holdout_gap,holdout_risk_n,holdout_risk_roi,holdout_safe_roi
stricter,prior_current_rushing_epa_positive,19,0.7894736842105263,0.04920019929291726,45,0.8888888888888888,0.22334808697084227,0.03220851292396898,0.35051184790144385,9,-0.08967966255283659,0.26083218534860725
