match_id,date,season,outcome,odds,market_prob,profit,method_id
MLS:20140920:NEWYORKREDBU:SEATTLESOUND:4212,2014-09-20 00:00:00+00:00,2014,AWAY,3.56,0.2743223052294557,-1.0,MLS-A05
MLS:20140924:FCDALLAS:SEATTLESOUND:4216,2014-09-24 00:00:00+00:00,2014,AWAY,2.79,0.3498286497601097,-1.0,MLS-A05
MLS:20140926:SPORTINGKANS:NEWENGLANDRE:4217,2014-09-26 00:00:00+00:00,2014,HOME,1.71,0.5694138244066917,-1.0,MLS-A02
MLS:20141004:NEWYORKREDBU:HOUSTONDYNAM:4230,2014-10-04 00:00:00+00:00,2014,HOME,1.77,0.5511681732826762,0.77,MLS-A02
MLS:20141010:SEATTLESOUND:VANCOUVERWHI:4238,2014-10-10 00:00:00+00:00,2014,HOME,1.66,0.588610328445386,-1.0,MLS-A02
MLS:20141011:NEWYORKREDBU:TORONTOFC:4242,2014-10-11 00:00:00+00:00,2014,AWAY,3.39,0.2868857719432104,-1.0,MLS-A05
MLS:20141018:PHILADELPHIA:SPORTINGKANS:4251,2014-10-18 00:00:00+00:00,2014,AWAY,2.83,0.3440796868338436,-1.0,MLS-A03
MLS:20141018:PHILADELPHIA:SPORTINGKANS:4251,2014-10-18 00:00:00+00:00,2014,AWAY,2.83,0.3440796868338436,-1.0,MLS-A05
MLS:20141019:NEWYORKREDBU:COLUMBUSCREW:4255,2014-10-19 00:00:00+00:00,2014,AWAY,3.85,0.2530706836616454,2.85,MLS-A05
MLS:20141019:NEWYORKREDBU:COLUMBUSCREW:4255,2014-10-19 00:00:00+00:00,2014,AWAY,3.85,0.2530706836616454,2.85,MLS-R03
MLS:20141025:FCDALLAS:PORTLANDTIMB:4259,2014-10-25 00:00:00+00:00,2014,HOME,1.89,0.5127179915181042,-1.0,MLS-A02
MLS:20141025:SEATTLESOUND:LAGALAXY:4261,2014-10-25 00:00:00+00:00,2014,AWAY,3.4,0.2866483682296981,-1.0,MLS-A05
MLS:20150313:HOUSTONDYNAM:ORLANDOCITYS:4291,2015-03-13 00:00:00+00:00,2015,AWAY,3.46,0.2816931109204346,2.46,MLS-A05
MLS:20150314:COLUMBUSCREW:TORONTOFC:4293,2015-03-14 00:00:00+00:00,2015,AWAY,3.4,0.2872529601411037,-1.0,MLS-A05
MLS:20150314:FCDALLAS:SPORTINGKANS:4294,2015-03-14 00:00:00+00:00,2015,AWAY,3.66,0.26637899728707837,-1.0,MLS-A05
MLS:20150315:NEWYORKCITYF:NEWENGLANDRE:4297,2015-03-15 00:00:00+00:00,2015,AWAY,3.43,0.2842429958956841,-1.0,MLS-A05
MLS:20150321:ORLANDOCITYS:VANCOUVERWHI:4302,2015-03-21 00:00:00+00:00,2015,AWAY,3.5,0.2782313549215668,2.5,MLS-A05
MLS:20150321:PHILADELPHIA:FCDALLAS:4303,2015-03-21 00:00:00+00:00,2015,AWAY,3.53,0.27651493435762203,2.53,MLS-A05
MLS:20150328:HOUSTONDYNAM:COLORADORAPI:4311,2015-03-28 00:00:00+00:00,2015,AWAY,3.8,0.2565150289772667,-1.0,MLS-A05
MLS:20150328:NEWYORKCITYF:SPORTINGKANS:4313,2015-03-28 00:00:00+00:00,2015,AWAY,2.85,0.34256055363321797,1.85,MLS-A05
MLS:20150329:CHICAGOFIREF:PHILADELPHIA:4315,2015-03-29 00:00:00+00:00,2015,AWAY,2.83,0.34460398332561376,-1.0,MLS-A05
MLS:20150403:ORLANDOCITYS:DCUNITED:4317,2015-04-03 00:00:00+00:00,2015,AWAY,3.74,0.26091114955624006,2.74,MLS-A05
MLS:20150405:SANJOSEEARTH:REALSALTLAKE:4323,2015-04-05 00:00:00+00:00,2015,AWAY,3.07,0.31739404532259224,2.07,MLS-A05
MLS:20150411:PHILADELPHIA:NEWYORKCITYF:4330,2015-04-11 00:00:00+00:00,2015,AWAY,3.57,0.2732713931531892,-1.0,MLS-A05
MLS:20150418:DCUNITED:HOUSTONDYNAM:4339,2015-04-18 00:00:00+00:00,2015,AWAY,3.32,0.2939624766590593,-1.0,MLS-A03
MLS:20150418:DCUNITED:HOUSTONDYNAM:4339,2015-04-18 00:00:00+00:00,2015,AWAY,3.32,0.2939624766590593,-1.0,MLS-A05
MLS:20150418:DCUNITED:HOUSTONDYNAM:4339,2015-04-18 00:00:00+00:00,2015,AWAY,3.32,0.2939624766590593,-1.0,MLS-R03
MLS:20150418:REALSALTLAKE:VANCOUVERWHI:4342,2015-04-18 00:00:00+00:00,2015,AWAY,3.46,0.281496619105448,2.46,MLS-R03
MLS:20150419:PHILADELPHIA:NEWENGLANDRE:4344,2015-04-19 00:00:00+00:00,2015,AWAY,3.44,0.2840476050888198,2.44,MLS-A05
MLS:20150424:CHICAGOFIREF:NEWYORKCITYF:4345,2015-04-24 00:00:00+00:00,2015,AWAY,3.73,0.2620113068601857,-1.0,MLS-A05
MLS:20150424:COLORADORAPI:FCDALLAS:4346,2015-04-24 00:00:00+00:00,2015,HOME,2.35,0.41431106959364783,-1.0,MLS-R01V2
MLS:20150425:COLUMBUSCREW:PHILADELPHIA:4347,2015-04-25 00:00:00+00:00,2015,AWAY,4.67,0.2089752698906647,-1.0,MLS-A06
MLS:20150426:NEWYORKREDBU:LAGALAXY:4351,2015-04-26 00:00:00+00:00,2015,HOME,2.24,0.4357169119654604,-1.0,MLS-R01V2
MLS:20150426:ORLANDOCITYS:TORONTOFC:4352,2015-04-26 00:00:00+00:00,2015,AWAY,3.7,0.26299000496207553,2.7,MLS-A05
MLS:20150426:ORLANDOCITYS:TORONTOFC:4352,2015-04-26 00:00:00+00:00,2015,AWAY,3.7,0.26299000496207553,2.7,MLS-R03
MLS:20150426:SEATTLESOUND:PORTLANDTIMB:4353,2015-04-26 00:00:00+00:00,2015,AWAY,3.34,0.2925800493723638,-1.0,MLS-A05
MLS:20150501:HOUSTONDYNAM:FCDALLAS:4355,2015-05-01 00:00:00+00:00,2015,AWAY,3.03,0.3217981184613093,2.03,MLS-A05
MLS:20150502:PHILADELPHIA:TORONTOFC:4360,2015-05-02 00:00:00+00:00,2015,AWAY,3.02,0.32297149369442324,2.02,MLS-A05
MLS:20150508:ORLANDOCITYS:NEWENGLANDRE:4367,2015-05-08 00:00:00+00:00,2015,AWAY,3.21,0.3036876355748373,-1.0,MLS-A05
MLS:20150509:CFMONTRÉAL:PORTLANDTIMB:4368,2015-05-09 00:00:00+00:00,2015,AWAY,2.79,0.34889776080541574,1.79,MLS-A05
MLS:20150509:COLUMBUSCREW:SEATTLESOUND:4370,2015-05-09 00:00:00+00:00,2015,AWAY,3.31,0.2944790912532018,-1.0,MLS-A05
MLS:20150509:DCUNITED:SPORTINGKANS:4371,2015-05-09 00:00:00+00:00,2015,AWAY,2.98,0.32755735636608974,-1.0,MLS-A05
MLS:20150515:FCDALLAS:NEWYORKREDBU:4377,2015-05-15 00:00:00+00:00,2015,AWAY,3.05,0.320116727854655,-1.0,MLS-A05
MLS:20150516:NEWENGLANDRE:TORONTOFC:4381,2015-05-16 00:00:00+00:00,2015,HOME,1.8,0.5421626028310976,-1.0,MLS-A02
MLS:20150516:VANCOUVERWHI:SEATTLESOUND:4383,2015-05-16 00:00:00+00:00,2015,AWAY,3.36,0.2898091497159879,2.36,MLS-A05
MLS:20150517:PHILADELPHIA:DCUNITED:4385,2015-05-17 00:00:00+00:00,2015,AWAY,3.3,0.29541284403669726,-1.0,MLS-A05
MLS:20150520:SPORTINGKANS:NEWENGLANDRE:4386,2015-05-20 00:00:00+00:00,2015,HOME,1.91,0.5101701698496806,0.9099999999999999,MLS-A02
MLS:20150522:COLUMBUSCREW:CHICAGOFIREF:4387,2015-05-22 00:00:00+00:00,2015,AWAY,3.65,0.2666384428797979,-1.0,MLS-R03
MLS:20150523:COLORADORAPI:VANCOUVERWHI:4390,2015-05-23 00:00:00+00:00,2015,AWAY,3.39,0.28727566980368685,-1.0,MLS-A05
MLS:20150523:NEWENGLANDRE:DCUNITED:4391,2015-05-23 00:00:00+00:00,2015,HOME,1.82,0.5364806866952789,-1.0,MLS-A02
MLS:20150523:TORONTOFC:PORTLANDTIMB:4394,2015-05-23 00:00:00+00:00,2015,AWAY,3.26,0.2993201793192945,-1.0,MLS-A05
MLS:20150524:SANJOSEEARTH:ORLANDOCITYS:4396,2015-05-24 00:00:00+00:00,2015,AWAY,3.26,0.29784463505666636,-1.0,MLS-A03
MLS:20150529:SPORTINGKANS:FCDALLAS:4400,2015-05-29 00:00:00+00:00,2015,AWAY,3.9,0.250629831733843,-1.0,MLS-A05
MLS:20150530:NEWYORKCITYF:HOUSTONDYNAM:4404,2015-05-30 00:00:00+00:00,2015,AWAY,3.08,0.3164131439616774,-1.0,MLS-A05
MLS:20150531:NEWENGLANDRE:LAGALAXY:4408,2015-05-31 00:00:00+00:00,2015,HOME,2.09,0.4667460452457901,-1.0,MLS-R01V2
MLS:20150603:CFMONTRÉAL:VANCOUVERWHI:4410,2015-06-03 00:00:00+00:00,2015,AWAY,2.85,0.34241387595391465,-1.0,MLS-A05
MLS:20150605:HOUSTONDYNAM:NEWYORKREDBU:4413,2015-06-05 00:00:00+00:00,2015,AWAY,3.15,0.3102791166909539,-1.0,MLS-A05
MLS:20150606:CHICAGOFIREF:ORLANDOCITYS:4414,2015-06-06 00:00:00+00:00,2015,AWAY,3.43,0.2851234718071799,2.43,MLS-A03
MLS:20150606:CHICAGOFIREF:ORLANDOCITYS:4414,2015-06-06 00:00:00+00:00,2015,AWAY,3.43,0.2851234718071799,2.43,MLS-A05
MLS:20150606:COLUMBUSCREW:CFMONTRÉAL:4415,2015-06-06 00:00:00+00:00,2015,HOME,1.67,0.584104481133312,-1.0,MLS-A02
MLS:20150606:DCUNITED:TORONTOFC:4416,2015-06-06 00:00:00+00:00,2015,AWAY,3.3,0.29541284403669726,2.3,MLS-A05
MLS:20150606:DCUNITED:TORONTOFC:4416,2015-06-06 00:00:00+00:00,2015,AWAY,3.3,0.29541284403669726,2.3,MLS-R03
MLS:20150606:LAGALAXY:VANCOUVERWHI:4417,2015-06-06 00:00:00+00:00,2015,AWAY,3.75,0.2602603883433032,2.75,MLS-A05
MLS:20150606:LAGALAXY:VANCOUVERWHI:4417,2015-06-06 00:00:00+00:00,2015,AWAY,3.75,0.2602603883433032,2.75,MLS-R03
MLS:20150606:PHILADELPHIA:NEWYORKCITYF:4418,2015-06-06 00:00:00+00:00,2015,AWAY,4.25,0.22935197567601695,3.25,MLS-A06
MLS:20150607:REALSALTLAKE:COLORADORAPI:4421,2015-06-07 00:00:00+00:00,2015,AWAY,2.9,0.336177645094524,-1.0,MLS-R03
MLS:20150607:SANJOSEEARTH:FCDALLAS:4422,2015-06-07 00:00:00+00:00,2015,AWAY,3.34,0.29197882403605563,-1.0,MLS-A05
MLS:20150613:NEWYORKCITYF:CFMONTRÉAL:4425,2015-06-13 00:00:00+00:00,2015,AWAY,3.8,0.25667030081645675,-1.0,MLS-A05
MLS:20150614:ORLANDOCITYS:DCUNITED:4427,2015-06-14 00:00:00+00:00,2015,HOME,1.85,0.5264514855637864,0.8500000000000001,MLS-A02
MLS:20150619:COLORADORAPI:FCDALLAS:4428,2015-06-19 00:00:00+00:00,2015,AWAY,3.31,0.29472261509544045,-1.0,MLS-A05
MLS:20150620:CFMONTRÉAL:ORLANDOCITYS:4429,2015-06-20 00:00:00+00:00,2015,AWAY,3.06,0.31914125924589576,-1.0,MLS-A05
MLS:20150620:NEWYORKREDBU:VANCOUVERWHI:4431,2015-06-20 00:00:00+00:00,2015,AWAY,3.62,0.2695312225832942,2.62,MLS-A05
MLS:20150624:ORLANDOCITYS:COLORADORAPI:4441,2015-06-24 00:00:00+00:00,2015,AWAY,3.88,0.25127278699293815,-1.0,MLS-R03
MLS:20150626:FCDALLAS:HOUSTONDYNAM:4444,2015-06-26 00:00:00+00:00,2015,HOME,1.82,0.5357142857142857,0.8200000000000001,MLS-A02
MLS:20150704:CFMONTRÉAL:NEWYORKCITYF:4455,2015-07-04 00:00:00+00:00,2015,AWAY,4.25,0.22971695298045905,3.25,MLS-A06
MLS:20150704:COLUMBUSCREW:NEWYORKREDBU:4457,2015-07-04 00:00:00+00:00,2015,AWAY,3.28,0.2975361965302989,-1.0,MLS-A05
MLS:20150704:FCDALLAS:NEWENGLANDRE:4458,2015-07-04 00:00:00+00:00,2015,HOME,1.9,0.5111418818831713,0.8999999999999999,MLS-A02
MLS:20150704:REALSALTLAKE:ORLANDOCITYS:4460,2015-07-04 00:00:00+00:00,2015,AWAY,2.99,0.3249714937286203,-1.0,MLS-A05
MLS:20150711:CFMONTRÉAL:COLUMBUSCREW:4463,2015-07-11 00:00:00+00:00,2015,AWAY,2.85,0.3423693837351093,-1.0,MLS-A05
MLS:20150711:NEWYORKREDBU:NEWENGLANDRE:4466,2015-07-11 00:00:00+00:00,2015,AWAY,4.52,0.21556321399727502,-1.0,MLS-A06
MLS:20150711:ORLANDOCITYS:FCDALLAS:4467,2015-07-11 00:00:00+00:00,2015,AWAY,3.12,0.31320754716981125,2.12,MLS-A05
MLS:20150711:PHILADELPHIA:PORTLANDTIMB:4468,2015-07-11 00:00:00+00:00,2015,AWAY,3.35,0.29116969319285224,-1.0,MLS-A05
MLS:20150718:FCDALLAS:DCUNITED:4473,2015-07-18 00:00:00+00:00,2015,HOME,1.7,0.5726662046169431,0.7,MLS-A02
MLS:20150718:NEWENGLANDRE:NEWYORKCITYF:4474,2015-07-18 00:00:00+00:00,2015,AWAY,3.73,0.2614684943726074,-1.0,MLS-A05
MLS:20150718:REALSALTLAKE:HOUSTONDYNAM:4477,2015-07-18 00:00:00+00:00,2015,AWAY,3.53,0.2762223730198688,-1.0,MLS-A05
MLS:20150718:SEATTLESOUND:COLORADORAPI:4478,2015-07-18 00:00:00+00:00,2015,AWAY,3.42,0.28509956969878913,2.42,MLS-A05
MLS:20150718:SEATTLESOUND:COLORADORAPI:4478,2015-07-18 00:00:00+00:00,2015,AWAY,3.42,0.28509956969878913,2.42,MLS-R03
MLS:20150725:CHICAGOFIREF:NEWENGLANDRE:4484,2015-07-25 00:00:00+00:00,2015,AWAY,3.87,0.25301403687247565,-1.0,MLS-A05
MLS:20150801:COLORADORAPI:LAGALAXY:4491,2015-08-01 00:00:00+00:00,2015,AWAY,3.16,0.30854428008332957,2.16,MLS-A05
MLS:20150801:NEWENGLANDRE:TORONTOFC:4493,2015-08-01 00:00:00+00:00,2015,AWAY,3.54,0.275742790050199,-1.0,MLS-A05
MLS:20150801:NEWENGLANDRE:TORONTOFC:4493,2015-08-01 00:00:00+00:00,2015,AWAY,3.54,0.275742790050199,-1.0,MLS-R03
MLS:20150801:ORLANDOCITYS:COLUMBUSCREW:4495,2015-08-01 00:00:00+00:00,2015,AWAY,3.57,0.2728712871287129,-1.0,MLS-A05
MLS:20150801:SEATTLESOUND:VANCOUVERWHI:4497,2015-08-01 00:00:00+00:00,2015,AWAY,3.76,0.2598955943093162,2.76,MLS-A05
MLS:20150802:CHICAGOFIREF:FCDALLAS:4499,2015-08-02 00:00:00+00:00,2015,AWAY,3.19,0.30546847527626686,-1.0,MLS-A05
MLS:20150807:PORTLANDTIMB:CHICAGOFIREF:4503,2015-08-07 00:00:00+00:00,2015,HOME,1.85,0.5268134431951442,0.8500000000000001,MLS-A02
MLS:20150808:CFMONTRÉAL:DCUNITED:4504,2015-08-08 00:00:00+00:00,2015,AWAY,3.61,0.2704295729398124,2.61,MLS-A05
MLS:20150808:HOUSTONDYNAM:SANJOSEEARTH:4506,2015-08-08 00:00:00+00:00,2015,HOME,1.94,0.5023848254320772,0.94,MLS-A02
MLS:20150813:NEWYORKCITYF:DCUNITED:4512,2015-08-13 00:00:00+00:00,2015,AWAY,3.71,0.26306516511511624,-1.0,MLS-A05
MLS:20150815:FCDALLAS:LAGALAXY:4514,2015-08-15 00:00:00+00:00,2015,AWAY,2.81,0.3476080641434972,1.81,MLS-A05
MLS:20150816:PHILADELPHIA:CHICAGOFIREF:4519,2015-08-16 00:00:00+00:00,2015,AWAY,3.8,0.25658843582011276,-1.0,MLS-A05
MLS:20150822:CFMONTRÉAL:PHILADELPHIA:4524,2015-08-22 00:00:00+00:00,2015,AWAY,3.65,0.26613050630597695,2.65,MLS-A03
MLS:20150822:CFMONTRÉAL:PHILADELPHIA:4524,2015-08-22 00:00:00+00:00,2015,AWAY,3.65,0.26613050630597695,2.65,MLS-A05
MLS:20150822:CHICAGOFIREF:COLORADORAPI:4525,2015-08-22 00:00:00+00:00,2015,AWAY,3.66,0.26500836445002857,2.66,MLS-A05
MLS:20150829:COLORADORAPI:SPORTINGKANS:4535,2015-08-29 00:00:00+00:00,2015,AWAY,3.29,0.2966179344046336,-1.0,MLS-A05
MLS:20150829:NEWYORKCITYF:COLUMBUSCREW:4538,2015-08-29 00:00:00+00:00,2015,AWAY,2.99,0.3265247821739751,1.9900000000000002,MLS-A05
MLS:20150829:ORLANDOCITYS:CHICAGOFIREF:4539,2015-08-29 00:00:00+00:00,2015,AWAY,3.29,0.296460716277455,-1.0,MLS-A05
MLS:20150829:PHILADELPHIA:NEWENGLANDRE:4540,2015-08-29 00:00:00+00:00,2015,AWAY,3.67,0.26581386830464065,2.67,MLS-A05
MLS:20150905:CFMONTRÉAL:CHICAGOFIREF:4544,2015-09-05 00:00:00+00:00,2015,AWAY,3.67,0.2658541940385373,-1.0,MLS-A05
MLS:20150906:COLUMBUSCREW:FCDALLAS:4548,2015-09-06 00:00:00+00:00,2015,AWAY,3.59,0.2719186785260483,2.59,MLS-A05
MLS:20150912:PHILADELPHIA:COLUMBUSCREW:4556,2015-09-12 00:00:00+00:00,2015,AWAY,3.59,0.2716838507072784,2.59,MLS-A05
MLS:20150912:SANJOSEEARTH:SEATTLESOUND:4557,2015-09-12 00:00:00+00:00,2015,AWAY,3.16,0.30907405607839916,-1.0,MLS-A05
MLS:20150913:TORONTOFC:NEWENGLANDRE:4559,2015-09-13 00:00:00+00:00,2015,AWAY,3.1,0.31460409173987386,2.1,MLS-A05
MLS:20150918:SPORTINGKANS:FCDALLAS:4563,2015-09-18 00:00:00+00:00,2015,AWAY,3.6,0.27074744832684156,-1.0,MLS-A05
MLS:20150919:CFMONTRÉAL:NEWENGLANDRE:4564,2015-09-19 00:00:00+00:00,2015,AWAY,3.09,0.31592173756955666,-1.0,MLS-A05
MLS:20150919:NEWYORKCITYF:SANJOSEEARTH:4567,2015-09-19 00:00:00+00:00,2015,AWAY,3.52,0.2774521729514542,-1.0,MLS-A05
MLS:20150919:VANCOUVERWHI:SEATTLESOUND:4570,2015-09-19 00:00:00+00:00,2015,AWAY,3.77,0.2590532742326671,2.77,MLS-A03
MLS:20150919:VANCOUVERWHI:SEATTLESOUND:4570,2015-09-19 00:00:00+00:00,2015,AWAY,3.77,0.2590532742326671,2.77,MLS-A05
MLS:20150923:HOUSTONDYNAM:SPORTINGKANS:4574,2015-09-23 00:00:00+00:00,2015,AWAY,3.27,0.29875695089340654,-1.0,MLS-A05
MLS:20150926:HOUSTONDYNAM:COLORADORAPI:4578,2015-09-26 00:00:00+00:00,2015,HOME,2.02,0.48274159066922845,1.02,MLS-R02V2
MLS:20151004:COLORADORAPI:REALSALTLAKE:4592,2015-10-04 00:00:00+00:00,2015,AWAY,3.41,0.28636974922870023,2.41,MLS-A05
MLS:20151004:SEATTLESOUND:LAGALAXY:4594,2015-10-04 00:00:00+00:00,2015,AWAY,2.82,0.34598129419815987,-1.0,MLS-A05
MLS:20151007:NEWYORKREDBU:CFMONTRÉAL:4595,2015-10-07 00:00:00+00:00,2015,HOME,1.7,0.572778447929232,0.7,MLS-A02
MLS:20151007:VANCOUVERWHI:FCDALLAS:4596,2015-10-07 00:00:00+00:00,2015,AWAY,3.88,0.251319622327807,-1.0,MLS-A06
MLS:20151014:REALSALTLAKE:PORTLANDTIMB:4599,2015-10-14 00:00:00+00:00,2015,AWAY,3.65,0.2671169016199379,2.65,MLS-A05
MLS:20151017:TORONTOFC:COLUMBUSCREW:4605,2015-10-17 00:00:00+00:00,2015,AWAY,3.23,0.3021761835949237,2.23,MLS-A05
MLS:20151018:DCUNITED:CHICAGOFIREF:4606,2015-10-18 00:00:00+00:00,2015,AWAY,3.82,0.25390625,-1.0,MLS-A03
MLS:20151018:DCUNITED:CHICAGOFIREF:4606,2015-10-18 00:00:00+00:00,2015,AWAY,3.82,0.25390625,-1.0,MLS-A05
MLS:20151018:DCUNITED:CHICAGOFIREF:4606,2015-10-18 00:00:00+00:00,2015,AWAY,3.82,0.25390625,-1.0,MLS-R03
MLS:20151025:PHILADELPHIA:ORLANDOCITYS:4616,2015-10-25 00:00:00+00:00,2015,AWAY,3.22,0.3032362937786316,-1.0,MLS-A05
MLS:20151025:SPORTINGKANS:LAGALAXY:4619,2015-10-25 00:00:00+00:00,2015,AWAY,2.89,0.33786366451485433,-1.0,MLS-A05
MLS:20160306:HOUSTONDYNAM:NEWENGLANDRE:4640,2016-03-06 00:00:00+00:00,2016,AWAY,3.32,0.293750999475624,-1.0,MLS-A05
MLS:20160306:ORLANDOCITYS:REALSALTLAKE:4643,2016-03-06 00:00:00+00:00,2016,AWAY,3.2,0.30458081507756485,-1.0,MLS-A05
MLS:20160312:REALSALTLAKE:SEATTLESOUND:4654,2016-03-12 00:00:00+00:00,2016,AWAY,3.75,0.26046462401439385,-1.0,MLS-A05
MLS:20160312:SPORTINGKANS:VANCOUVERWHI:4655,2016-03-12 00:00:00+00:00,2016,AWAY,3.69,0.26455007856356977,-1.0,MLS-A05
MLS:20160319:SEATTLESOUND:VANCOUVERWHI:4664,2016-03-19 00:00:00+00:00,2016,AWAY,3.36,0.29053630584653956,2.36,MLS-A05
MLS:20160320:DCUNITED:COLORADORAPI:4665,2016-03-20 00:00:00+00:00,2016,AWAY,3.38,0.2887795625629779,-1.0,MLS-A05
MLS:20160402:FCDALLAS:COLUMBUSCREW:4674,2016-04-02 00:00:00+00:00,2016,AWAY,3.69,0.2641780330222541,-1.0,MLS-A05
MLS:20160409:CFMONTRÉAL:COLUMBUSCREW:4681,2016-04-09 00:00:00+00:00,2016,AWAY,3.04,0.32078135678505176,-1.0,MLS-A05
MLS:20160409:DCUNITED:VANCOUVERWHI:4682,2016-04-09 00:00:00+00:00,2016,AWAY,3.29,0.2966917556450201,-1.0,MLS-A05
MLS:20160409:NEWENGLANDRE:TORONTOFC:4684,2016-04-09 00:00:00+00:00,2016,AWAY,3.84,0.25381758151052414,-1.0,MLS-A05
MLS:20160410:LAGALAXY:PORTLANDTIMB:4688,2016-04-10 00:00:00+00:00,2016,AWAY,3.8,0.2566841667849107,-1.0,MLS-A05
MLS:20160413:PORTLANDTIMB:FCDALLAS:4690,2016-04-13 00:00:00+00:00,2016,AWAY,3.46,0.2820858957052148,2.46,MLS-A05
MLS:20160413:SPORTINGKANS:COLORADORAPI:4692,2016-04-13 00:00:00+00:00,2016,AWAY,3.69,0.2643302835343183,2.69,MLS-A05
MLS:20160413:SPORTINGKANS:COLORADORAPI:4692,2016-04-13 00:00:00+00:00,2016,AWAY,3.69,0.2643302835343183,2.69,MLS-R03
MLS:20160415:HOUSTONDYNAM:LAGALAXY:4693,2016-04-15 00:00:00+00:00,2016,AWAY,3.13,0.31148262208534977,2.13,MLS-A05
MLS:20160416:COLORADORAPI:NEWYORKREDBU:4695,2016-04-16 00:00:00+00:00,2016,AWAY,3.17,0.3076491476470389,-1.0,MLS-A05
MLS:20160416:PORTLANDTIMB:SANJOSEEARTH:4698,2016-04-16 00:00:00+00:00,2016,HOME,1.74,0.559477756286267,0.74,MLS-A02
MLS:20160429:NEWYORKREDBU:FCDALLAS:4715,2016-04-29 00:00:00+00:00,2016,HOME,1.96,0.4974292549465364,0.96,MLS-R01V2
MLS:20160430:CHICAGOFIREF:DCUNITED:4717,2016-04-30 00:00:00+00:00,2016,AWAY,3.51,0.2781465229453119,-1.0,MLS-A05
MLS:20160430:NEWYORKCITYF:VANCOUVERWHI:4719,2016-04-30 00:00:00+00:00,2016,AWAY,4.23,0.23088689428266326,-1.0,MLS-A06
MLS:20160430:SEATTLESOUND:COLUMBUSCREW:4722,2016-04-30 00:00:00+00:00,2016,AWAY,3.37,0.2893716913966209,-1.0,MLS-A05
MLS:20160501:SPORTINGKANS:LAGALAXY:4724,2016-05-01 00:00:00+00:00,2016,AWAY,3.58,0.2727119884833222,-1.0,MLS-A05
MLS:20160508:DCUNITED:NEWYORKCITYF:4732,2016-05-08 00:00:00+00:00,2016,AWAY,3.65,0.2670100063944144,2.65,MLS-A05
MLS:20160511:COLORADORAPI:SPORTINGKANS:4734,2016-05-11 00:00:00+00:00,2016,HOME,2.01,0.48576158386703017,1.0099999999999998,MLS-R01V2
MLS:20160511:COLORADORAPI:SPORTINGKANS:4734,2016-05-11 00:00:00+00:00,2016,HOME,2.01,0.48576158386703017,1.0099999999999998,MLS-R02V2
MLS:20160511:FCDALLAS:PORTLANDTIMB:4735,2016-05-11 00:00:00+00:00,2016,HOME,1.71,0.57055297052887,0.71,MLS-A02
MLS:20160511:PHILADELPHIA:LAGALAXY:4736,2016-05-11 00:00:00+00:00,2016,AWAY,2.9,0.33663366336633666,-1.0,MLS-A05
MLS:20160514:CFMONTRÉAL:PHILADELPHIA:4740,2016-05-14 00:00:00+00:00,2016,HOME,1.71,0.5706011799489679,-1.0,MLS-A02
MLS:20160514:COLUMBUSCREW:COLORADORAPI:4741,2016-05-14 00:00:00+00:00,2016,HOME,1.97,0.4952053889842821,-1.0,MLS-R02V2
MLS:20160514:FCDALLAS:SEATTLESOUND:4742,2016-05-14 00:00:00+00:00,2016,HOME,1.79,0.5451849282400382,0.79,MLS-A02
MLS:20160515:HOUSTONDYNAM:REALSALTLAKE:4745,2016-05-15 00:00:00+00:00,2016,AWAY,3.41,0.2863340091911831,-1.0,MLS-A05
MLS:20160521:CHICAGOFIREF:HOUSTONDYNAM:4751,2016-05-21 00:00:00+00:00,2016,AWAY,3.52,0.2772459067640967,-1.0,MLS-A05
MLS:20160521:ORLANDOCITYS:CFMONTRÉAL:4754,2016-05-21 00:00:00+00:00,2016,AWAY,3.48,0.28036502609597813,-1.0,MLS-A05
MLS:20160522:PORTLANDTIMB:VANCOUVERWHI:4759,2016-05-22 00:00:00+00:00,2016,AWAY,3.56,0.2740188871296087,-1.0,MLS-A06
MLS:20160525:ORLANDOCITYS:PHILADELPHIA:4760,2016-05-25 00:00:00+00:00,2016,AWAY,3.46,0.2819119346142326,-1.0,MLS-A05
MLS:20160528:CHICAGOFIREF:PORTLANDTIMB:4763,2016-05-28 00:00:00+00:00,2016,AWAY,3.71,0.26276546331446293,-1.0,MLS-A05
MLS:20160528:COLORADORAPI:PHILADELPHIA:4764,2016-05-28 00:00:00+00:00,2016,AWAY,3.77,0.2588858239005676,-1.0,MLS-A05
MLS:20160528:SANJOSEEARTH:FCDALLAS:4768,2016-05-28 00:00:00+00:00,2016,AWAY,3.1,0.31435874672829967,-1.0,MLS-A05
MLS:20160528:VANCOUVERWHI:HOUSTONDYNAM:4769,2016-05-28 00:00:00+00:00,2016,HOME,1.77,0.5517839723059126,-1.0,MLS-A02
MLS:20160601:DCUNITED:SEATTLESOUND:4771,2016-06-01 00:00:00+00:00,2016,AWAY,3.8,0.25656718470636775,2.8,MLS-A05
MLS:20160601:PHILADELPHIA:COLUMBUSCREW:4772,2016-06-01 00:00:00+00:00,2016,AWAY,3.21,0.3038642353313068,-1.0,MLS-A05
MLS:20160618:NEWYORKCITYF:PHILADELPHIA:4780,2016-06-18 00:00:00+00:00,2016,HOME,2.17,0.4499992880434009,1.17,MLS-R01V2
MLS:20160618:NEWYORKCITYF:PHILADELPHIA:4780,2016-06-18 00:00:00+00:00,2016,HOME,2.17,0.4499992880434009,1.17,MLS-R02V2
