season,team,head_coach_espn,offensive_coordinator,defensive_coordinator,staff_source,staff_page,pdf_page
2025,DET,Dan Campbell,John Morton,Kelvin Sheppard,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,12
2025,GB,Matt LaFleur,Adam Stenavich,Jeff Hafley,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,13
2025,HOU,DeMeco Ryans,Nick Caley,Matt Burke,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,14
2025,IND,Shane Steichen,Jim Bob Cooter,Lou Anarumo,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,15
2025,JAX,Liam Coen,Grant Udinski,Anthony Campanile,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,16
2025,KC,Andy Reid,Matt Nagy,Steve Spagnuolo,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,17
2025,LA,Sean McVay,Mike LaFleur,Chris Shula,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,19
2025,LAC,Jim Harbaugh,Greg Roman,Jesse Minter,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,18
2025,LV,Pete Carroll,Chip Kelly,Patrick Graham,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,20
2025,MIA,Mike McDaniel,Frank Smith,Anthony Weaver,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,21
2025,MIN,Kevin O'Connell,Wes Phillips,Brian Flores,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,22
2025,NE,Mike Vrabel,Josh McDaniels,Terrell Williams,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,23
2025,NO,Kellen Moore,Doug Nussmeier,Brandon Staley,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,24
2025,NYG,Brian Daboll,Mike Kafka,Shane Bowen,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,25
2025,NYJ,Aaron Glenn,Tanner Engstrand,Steve Wilks,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,26
2025,PHI,Nick Sirianni,Kevin Patullo,Vic Fangio,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,27
2025,PIT,Mike Tomlin,Arthur Smith,Teryl Austin,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,28
2025,SEA,Mike Macdonald,Klint Kubiak,Aden Durde,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,29
2025,SF,Kyle Shanahan,Klay Kubiak,Robert Saleh,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,30
2025,TB,Todd Bowles,Josh Grizzard,Larry Foote & Charlie Strong,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,31
2025,TEN,Brian Callahan,Nick Holz,Dennard Wilson,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,32
2025,WAS,Dan Quinn,Kliff Kingsbury,Joe Whitt,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/25/NFLDK2025_CS_ClayProjections2025.pdf,33
2026,ARI,Mike LaFleur,Nathaniel Hackett,Nick Rallis,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,2
2026,ATL,Kevin Stefanski,Tommy Rees,Jeff Ulbrich,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,3
2026,BAL,Jesse Minter,Declan Doyle,Anthony Weaver,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,4
2026,BUF,Joe Brady,Pete Carmichael Jr.,Jim Leonhard,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,5
2026,CAR,Dave Canales,Brad Idzik,Ejiro Evero,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,6
2026,CHI,Ben Johnson,Press Taylor,Dennis Allen,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,7
2026,CIN,Zac Taylor,Dan Pitcher,Al Golden,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,8
2026,CLE,Todd Monken,Travis Switzer,Mike Rutenberg,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,9
2026,DAL,Brian Schottenheimer,Klayton Adams,Christian Parker,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,10
2026,DEN,Sean Payton,Davis Webb,Vance Joseph,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,11
2026,DET,Dan Campbell,Drew Petzing,Kelvin Sheppard,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,12
2026,GB,Matt LaFleur,Adam Stenavich,Jonathan Gannon,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,13
2026,HOU,DeMeco Ryans,Nick Caley,Matt Burke,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,14
2026,IND,Shane Steichen,Jim Bob Cooter,Lou Anarumo,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,15
2026,JAX,Liam Coen,Grant Udinski,Anthony Campanile,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,16
2026,KC,Andy Reid,Eric Bieniemy,Steve Spagnuolo,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,17
2026,LA,Sean McVay,Nate Scheelhasse,Chris Shula,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,19
2026,LAC,Jim Harbaugh,Mike McDaniel,Chris O'Leary,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,18
2026,LV,Klint Kubiak,Andrew Janocko,Rob Leonard,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,20
2026,MIA,Jeff Hafley,Bobby Slowik,Sean Duggan,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,21
2026,MIN,Kevin O'Connell,Wes Phillips,Brian Flores,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,22
2026,NE,Mike Vrabel,Josh McDaniels,Zak Kuhr,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,23
2026,NO,Kellen Moore,Doug Nussmeier,Brandon Staley,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,24
2026,NYG,John Harbaugh,Matt Nagy,Dennard Wilson,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,25
2026,NYJ,Aaron Glenn,Frank Reich,Brian Duker,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,26
2026,PHI,Nick Sirianni,Sean Mannion,Vic Fangio,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,27
2026,PIT,Mike McCarthy,Brian Angelichio,Patrick Graham,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,28
2026,SEA,Mike Macdonald,Brian Fleury,Aden Durde,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,29
2026,SF,Kyle Shanahan,Klay Kubiak,Raheem Morris,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,30
2026,TB,Todd Bowles,Zac Robinson,Todd Bowles,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,31
2026,TEN,Robert Saleh,Brian Daboll,Gus Bradley,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,32
2026,WAS,Dan Quinn,David Blough,Daronte Jones,espn_mike_clay_projection_guide_team_page,https://g.espncdn.com/s/ffldraftkit/26/NFLDK2026_CS_ClayProjections2026.pdf,33
