result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_taller,market_fav_won
W,Geraldo de Freitas,Felipe Colares,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93,http://ufcstats.com/fighter-details/dbac0a413af64bbe,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,Chris Lee 27 - 30. Mike Bell 27 - 30. Guilherme Bravo 26 - 30.,Spartan,Cabocao,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,0.0,0.0,,,19 of 27,15 of 24,15 of 25,,,25 of 34,19 of 28,24 of 34,,,1 of 2,2 of 4,3 of 3,,,0,0.0,0.0,,,2,0.0,0.0,,,1:54,1:50,2:52,,,0,0.0,0.0,,,7 of 20,6 of 13,8 of 18,,,9 of 22,9 of 18,10 of 20,,,3 of 4,0 of 1,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,1:12,2:01,0:59,,,8 of 15,11 of 18,12 of 21,,,9 of 10,3 of 5,2 of 3,,,2 of 2,1 of 1,1 of 1,,,12 of 19,8 of 16,13 of 21,,,6 of 6,6 of 7,1 of 3,,,1 of 2,1 of 1,1 of 1,,,2 of 12,3 of 8,6 of 16,,,2 of 2,3 of 5,1 of 1,,,3 of 6,0 of 0,1 of 1,,,5 of 17,3 of 9,4 of 13,,,1 of 1,3 of 3,4 of 5,,,1 of 2,0 of 1,0 of 0,,,Featherweight,W,67.0,68.0,-1.0,1.0,False,True,False,True,geraldo de freitas,felipe colares,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93|http://ufcstats.com/fighter-details/dbac0a413af64bbe,0.5427435387673957,True,False,True
W,Charles Oliveira,David Teymur,http://ufcstats.com/fighter-details/07225ba28ae309b6,http://ufcstats.com/fighter-details/2747c60e42d9d75f,Lightweight Bout,Submission,2,0:55,3 Rnd (5-5-5),Jerin Valel,Anaconda Choke On Ground,Do Bronxs,--,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,0.0,,,,15 of 38,13 of 20,,,,18 of 41,13 of 20,,,,1 of 1,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:08,0:05,,,,1,0.0,,,,22 of 43,4 of 10,,,,27 of 49,4 of 10,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:35,0:00,,,,10 of 24,11 of 18,,,,3 of 11,1 of 1,,,,2 of 3,1 of 1,,,,15 of 36,6 of 9,,,,0 of 2,7 of 11,,,,0 of 0,0 of 0,,,,14 of 32,2 of 8,,,,4 of 6,2 of 2,,,,4 of 5,0 of 0,,,,19 of 37,4 of 10,,,,0 of 0,0 of 0,,,,3 of 6,0 of 0,,,,Lightweight,W,70.0,69.0,1.0,1.0,True,True,True,False,charles oliveira,david teymur,http://ufcstats.com/fighter-details/07225ba28ae309b6|http://ufcstats.com/fighter-details/2747c60e42d9d75f,0.5217391304347827,True,True,True
W,Johnny Walker,Justin Ledet,http://ufcstats.com/fighter-details/c21f26bbde777573,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,Light Heavyweight Bout,KO/TKO,1,0:15,3 Rnd (5-5-5),Eduardo Herdy,Spinning Back Fist Head,--,El Blanco,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,1,,,,,7 of 8,,,,,7 of 8,,,,,0 of 0,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,0 of 4,,,,,0 of 4,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,6 of 7,,,,,0 of 0,,,,,1 of 1,,,,,4 of 4,,,,,0 of 0,,,,,3 of 4,,,,,0 of 4,,,,,0 of 0,,,,,0 of 0,,,,,0 of 4,,,,,0 of 0,,,,,0 of 0,,,,,Light Heavyweight,W,78.0,76.0,2.0,2.0,True,True,True,False,johnny walker,justin ledet,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430|http://ufcstats.com/fighter-details/c21f26bbde777573,0.6742037442256261,True,True,True
W,Livinha Souza,Sarah Frota,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,http://ufcstats.com/fighter-details/1641ef250e9de19b,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Guilherme Bravo 28 - 29. Joseph Terrell 28 - 29. Hallison Pontes 29 - 28.,The Brazilian Gangsta,A Treta,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,0.0,0.0,,,11 of 16,5 of 29,7 of 20,,,28 of 33,34 of 58,13 of 27,,,1 of 3,3 of 4,0 of 3,,,2,1.0,0.0,,,0,0.0,0.0,,,1:02,2:35,0:05,,,0,0.0,0.0,,,4 of 15,11 of 32,17 of 43,,,30 of 47,11 of 32,37 of 64,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,2:40,0:21,1:35,,,6 of 10,4 of 26,4 of 13,,,3 of 3,1 of 1,2 of 6,,,2 of 3,0 of 2,1 of 1,,,5 of 9,3 of 17,7 of 20,,,2 of 2,1 of 1,0 of 0,,,4 of 5,1 of 11,0 of 0,,,3 of 11,8 of 26,12 of 35,,,1 of 3,3 of 4,3 of 5,,,0 of 1,0 of 2,2 of 3,,,4 of 14,7 of 28,12 of 38,,,0 of 0,4 of 4,0 of 0,,,0 of 1,0 of 0,5 of 5,,,Women's Strawweight,W,63.0,66.0,-3.0,3.0,False,True,False,True,livinha souza,sarah frota,http://ufcstats.com/fighter-details/1641ef250e9de19b|http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,0.6690070210631895,True,False,True
W,Demian Maia,Lyman Good,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/4e0692ad070976e4,Welterweight Bout,Submission,1,2:38,3 Rnd (5-5-5),Osiris Maia,Rear Naked Choke,--,Cyborg,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,,,,,0 of 1,,,,,8 of 9,,,,,2 of 4,,,,,2,,,,,0,,,,,2:11,,,,,0,,,,,0 of 2,,,,,0 of 2,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 2,,,,,0 of 0,,,,,0 of 0,,,,,0 of 2,,,,,0 of 0,,,,,0 of 0,,,,,Welterweight,W,73.0,72.0,1.0,1.0,True,True,True,False,demian maia,lyman good,http://ufcstats.com/fighter-details/427b5953ac8e3a27|http://ufcstats.com/fighter-details/4e0692ad070976e4,0.6428571428571429,True,True,True
W,Jose Aldo,Renato Moicano,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,http://ufcstats.com/fighter-details/b6452706b373eea1,Featherweight Bout,KO/TKO,2,0:44,3 Rnd (5-5-5),Jerin Valel,Punches to Head At Distance,--,--,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,0.0,,,,10 of 27,16 of 23,,,,10 of 27,16 of 23,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,20 of 45,4 of 8,,,,20 of 45,4 of 8,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,6 of 19,12 of 17,,,,2 of 3,4 of 6,,,,2 of 5,0 of 0,,,,10 of 27,9 of 16,,,,0 of 0,7 of 7,,,,0 of 0,0 of 0,,,,15 of 34,2 of 6,,,,1 of 4,0 of 0,,,,4 of 7,2 of 2,,,,20 of 45,4 of 8,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,Featherweight,W,67.0,71.0,-4.0,4.0,False,True,False,True,jose aldo,renato moicano,http://ufcstats.com/fighter-details/b6452706b373eea1|http://ufcstats.com/fighter-details/d0f3959b4a9747e6,0.5,True,False,True
L,Raphael Assuncao,Marlon Moraes,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/fea79f9bc8c68769,Bantamweight Bout,Submission,1,3:17,5 Rnd (5-5-5-5-5),Jason Herzog,Guillotine Choke On Ground,--,Magic,2019-02-02,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f,0,,,,,2 of 12,,,,,3 of 13,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,10 of 23,,,,,12 of 25,,,,,0 of 0,,,,,1,,,,,0,,,,,1:15,,,,,1 of 10,,,,,0 of 0,,,,,1 of 2,,,,,2 of 12,,,,,0 of 0,,,,,0 of 0,,,,,8 of 17,,,,,0 of 2,,,,,2 of 4,,,,,7 of 18,,,,,0 of 0,,,,,3 of 5,,,,,Bantamweight,L,65.0,66.0,-1.0,1.0,False,False,True,False,raphael assuncao,marlon moraes,http://ufcstats.com/fighter-details/2f13e4020cea5b38|http://ufcstats.com/fighter-details/fea79f9bc8c68769,0.5798319327731093,False,True,True
W,Dennis Bermudez,Te Edwards,http://ufcstats.com/fighter-details/6f242453c91a5af0,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Blake Grice,Doug Crosby 26 - 30. Sal D'amato 26 - 30. Darryl Porter 26 - 30.,The Menace,--,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,0.0,0.0,,,19 of 55,16 of 23,28 of 44,,,22 of 59,24 of 32,37 of 56,,,1 of 4,2 of 2,2 of 3,,,0,0.0,2.0,,,0,0.0,0.0,,,0:15,0:03,0:24,,,1,0.0,0.0,,,16 of 31,2 of 10,5 of 15,,,16 of 31,2 of 10,6 of 16,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:51,3:33,3:18,,,12 of 46,10 of 15,20 of 35,,,4 of 4,4 of 5,4 of 4,,,3 of 5,2 of 3,4 of 5,,,12 of 37,8 of 15,7 of 12,,,2 of 8,1 of 1,0 of 1,,,5 of 10,7 of 7,21 of 31,,,10 of 22,2 of 10,4 of 14,,,3 of 5,0 of 0,0 of 0,,,3 of 4,0 of 0,1 of 1,,,13 of 27,0 of 8,2 of 6,,,2 of 2,2 of 2,0 of 0,,,1 of 2,0 of 0,3 of 9,,,Lightweight,W,66.0,68.0,-2.0,2.0,False,True,False,True,dennis bermudez,te edwards,http://ufcstats.com/fighter-details/6f242453c91a5af0|http://ufcstats.com/fighter-details/ef44e4ea9050f2ea,0.5324675324675325,False,True,False
W,Cory Sandhagen,Mario Bautista,http://ufcstats.com/fighter-details/65f09bacd3957381,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Bantamweight Bout,Submission,1,3:31,3 Rnd (5-5-5),Kevin MacDonald,Armbar On Ground,--,--,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,1,,,,,17 of 54,,,,,17 of 55,,,,,1 of 2,,,,,2,,,,,0,,,,,0:39,,,,,0,,,,,9 of 30,,,,,10 of 32,,,,,1 of 1,,,,,0,,,,,0,,,,,0:54,,,,,9 of 43,,,,,2 of 3,,,,,6 of 8,,,,,13 of 47,,,,,0 of 0,,,,,4 of 7,,,,,4 of 22,,,,,3 of 4,,,,,2 of 4,,,,,9 of 29,,,,,0 of 1,,,,,0 of 0,,,,,Bantamweight,W,71.0,69.0,2.0,2.0,True,True,True,False,cory sandhagen,mario bautista,http://ufcstats.com/fighter-details/65f09bacd3957381|http://ufcstats.com/fighter-details/bc711b6dd95c1af6,0.8122418325197146,True,True,True
L,Alexander Hernandez,Donald Cerrone,http://ufcstats.com/fighter-details/262a7d06203657e6,http://ufcstats.com/fighter-details/1d00756835ca67c9,Lightweight Bout,KO/TKO,2,3:43,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance,The Great Ape,Cowboy,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,0.0,,,,31 of 71,18 of 34,,,,35 of 75,19 of 35,,,,0 of 0,0 of 2,,,,0,0.0,,,,0,0.0,,,,0:08,0:14,,,,0,1.0,,,,36 of 87,44 of 75,,,,37 of 88,44 of 75,,,,1 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:18,0:11,,,,13 of 39,7 of 20,,,,16 of 30,9 of 12,,,,2 of 2,2 of 2,,,,21 of 59,11 of 23,,,,10 of 12,7 of 11,,,,0 of 0,0 of 0,,,,26 of 77,32 of 59,,,,9 of 9,9 of 13,,,,1 of 1,3 of 3,,,,30 of 79,22 of 45,,,,6 of 8,8 of 14,,,,0 of 0,14 of 16,,,,Lightweight,L,69.0,73.0,-4.0,4.0,False,False,True,False,alexander hernandez,donald cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9|http://ufcstats.com/fighter-details/262a7d06203657e6,0.6581196581196581,True,False,False
W,Alonzo Menifield,Vinicius Moreira,http://ufcstats.com/fighter-details/a495f599e787614f,http://ufcstats.com/fighter-details/acb36c908d415c4a,Light Heavyweight Bout,KO/TKO,1,3:56,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Atomic,Mamute,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,1,,,,,33 of 60,,,,,35 of 62,,,,,0 of 0,,,,,0,,,,,0,,,,,0:29,,,,,0,,,,,11 of 21,,,,,12 of 22,,,,,0 of 4,,,,,0,,,,,0,,,,,1:20,,,,,32 of 59,,,,,0 of 0,,,,,1 of 1,,,,,24 of 46,,,,,0 of 0,,,,,9 of 14,,,,,0 of 6,,,,,6 of 9,,,,,5 of 6,,,,,8 of 16,,,,,3 of 5,,,,,0 of 0,,,,,Light Heavyweight,W,72.0,76.0,-4.0,4.0,False,True,False,True,alonzo menifield,vinicius moreira,http://ufcstats.com/fighter-details/a495f599e787614f|http://ufcstats.com/fighter-details/acb36c908d415c4a,0.7195253505933118,True,False,True
W,Glover Teixeira,Karl Roberson,http://ufcstats.com/fighter-details/7ff97850e8c32bda,http://ufcstats.com/fighter-details/37d5b176d438d2a5,Light Heavyweight Bout,Submission,1,3:21,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Side Control,--,Baby K,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,,,,,6 of 11,,,,,20 of 26,,,,,1 of 3,,,,,1,,,,,0,,,,,1:46,,,,,1,,,,,24 of 30,,,,,29 of 35,,,,,0 of 0,,,,,0,,,,,0,,,,,0:42,,,,,6 of 11,,,,,0 of 0,,,,,0 of 0,,,,,0 of 3,,,,,0 of 0,,,,,6 of 8,,,,,22 of 28,,,,,2 of 2,,,,,0 of 0,,,,,1 of 3,,,,,6 of 6,,,,,17 of 21,,,,,Light Heavyweight,W,74.0,73.0,1.0,1.0,True,True,True,False,glover teixeira,karl roberson,http://ufcstats.com/fighter-details/37d5b176d438d2a5|http://ufcstats.com/fighter-details/7ff97850e8c32bda,0.5,True,True,True
W,Gregor Gillespie,Yancy Medeiros,http://ufcstats.com/fighter-details/84ff027394f7e470,http://ufcstats.com/fighter-details/813550bc53b15fb0,Lightweight Bout,KO/TKO,2,4:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punches to Head From Back Control,The Gift,--,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,0.0,,,,12 of 16,39 of 55,,,,15 of 19,58 of 76,,,,3 of 7,3 of 4,,,,0,0.0,,,,1,0.0,,,,4:27,4:21,,,,0,0.0,,,,0 of 4,1 of 8,,,,0 of 4,1 of 8,,,,0 of 0,0 of 0,,,,0,0.0,,,,1,0.0,,,,0:07,0:00,,,,3 of 7,35 of 51,,,,6 of 6,4 of 4,,,,3 of 3,0 of 0,,,,0 of 3,1 of 8,,,,5 of 6,1 of 3,,,,7 of 7,37 of 44,,,,0 of 4,1 of 7,,,,0 of 0,0 of 1,,,,0 of 0,0 of 0,,,,0 of 3,1 of 8,,,,0 of 0,0 of 0,,,,0 of 1,0 of 0,,,,Lightweight,W,67.0,70.0,-3.0,3.0,False,True,False,True,gregor gillespie,yancy medeiros,http://ufcstats.com/fighter-details/813550bc53b15fb0|http://ufcstats.com/fighter-details/84ff027394f7e470,0.7966101694915254,True,False,True
W,Paige VanZant,Rachael Ostovich,http://ufcstats.com/fighter-details/4d5197f331c47290,http://ufcstats.com/fighter-details/01784fbc27c68b14,Women's Flyweight Bout,Submission,2,1:50,3 Rnd (5-5-5),Kevin MacDonald,Armbar On Ground,12 Gauge,--,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,0.0,,,,2 of 7,15 of 20,,,,12 of 17,26 of 39,,,,0 of 1,0 of 0,,,,1,1.0,,,,0,0.0,,,,4:11,0:21,,,,0,0.0,,,,6 of 8,4 of 6,,,,9 of 12,4 of 6,,,,3 of 3,1 of 1,,,,0,0.0,,,,0,0.0,,,,0:06,0:45,,,,1 of 6,12 of 17,,,,0 of 0,1 of 1,,,,1 of 1,2 of 2,,,,2 of 7,3 of 6,,,,0 of 0,0 of 0,,,,0 of 0,12 of 14,,,,4 of 6,3 of 5,,,,2 of 2,0 of 0,,,,0 of 0,1 of 1,,,,4 of 5,4 of 6,,,,0 of 0,0 of 0,,,,2 of 3,0 of 0,,,,Women's Flyweight,W,64.0,63.0,1.0,1.0,True,True,True,False,paige vanzant,rachael ostovich,http://ufcstats.com/fighter-details/01784fbc27c68b14|http://ufcstats.com/fighter-details/4d5197f331c47290,0.6187175043327556,True,True,True
L,Brian Kelleher,Montel Jackson,http://ufcstats.com/fighter-details/7be14eaed4c74856,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Bantamweight Bout,Submission,1,1:40,3 Rnd (5-5-5),Ed Collantes,D'Arce Choke On Ground,Boom,Quik,2018-12-29,"Los Angeles, California, USA",http://ufcstats.com/event-details/c046100aea0dba9a,0,,,,,6 of 10,,,,,6 of 10,,,,,0 of 1,,,,,0,,,,,0,,,,,0:05,,,,,0,,,,,10 of 16,,,,,16 of 27,,,,,0 of 0,,,,,1,,,,,0,,,,,0:16,,,,,0 of 3,,,,,0 of 1,,,,,6 of 6,,,,,6 of 10,,,,,0 of 0,,,,,0 of 0,,,,,6 of 11,,,,,2 of 3,,,,,2 of 2,,,,,7 of 12,,,,,1 of 1,,,,,2 of 3,,,,,Bantamweight,L,66.0,70.0,-4.0,4.0,False,False,True,False,brian kelleher,montel jackson,http://ufcstats.com/fighter-details/7be14eaed4c74856|http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,0.6187175043327556,False,True,True
L,Greg Hardy,Allen Crowder,http://ufcstats.com/fighter-details/85073dbd1be65ed9,http://ufcstats.com/fighter-details/a9d6e047ce48ab63,Heavyweight Bout,DQ,2,2:28,3 Rnd (5-5-5),Dan Miragliotta,Illegal Knee by Hardy,Prince of War,Pretty Boy,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,0,0.0,,,,21 of 39,8 of 25,,,,27 of 45,8 of 25,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,1:11,0:05,,,,0,0.0,,,,7 of 16,5 of 14,,,,11 of 20,5 of 14,,,,1 of 2,0 of 1,,,,1,0.0,,,,0,0.0,,,,2:19,0:03,,,,16 of 34,5 of 22,,,,4 of 4,1 of 1,,,,1 of 1,2 of 2,,,,11 of 28,6 of 23,,,,5 of 6,1 of 1,,,,5 of 5,1 of 1,,,,7 of 16,5 of 14,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,3 of 11,5 of 14,,,,1 of 2,0 of 0,,,,3 of 3,0 of 0,,,,Heavyweight,L,77.0,75.0,2.0,2.0,True,False,False,True,greg hardy,allen crowder,http://ufcstats.com/fighter-details/85073dbd1be65ed9|http://ufcstats.com/fighter-details/a9d6e047ce48ab63,0.7900763358778625,True,True,False
W,Joseph Benavidez,Dustin Ortiz,http://ufcstats.com/fighter-details/80eacd4da0617c57,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Blake Grice,Doug Crosby 28 - 29. Darryl Porter 28 - 29. Tim Corrado 28 - 29.,--,--,2019-01-19,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef,1,0.0,0.0,,,9 of 21,11 of 22,1 of 7,,,13 of 28,12 of 23,12 of 21,,,3 of 4,1 of 4,3 of 4,,,0,0.0,0.0,,,0,1.0,1.0,,,2:27,1:17,3:06,,,0,0.0,0.0,,,16 of 29,19 of 35,14 of 23,,,25 of 39,34 of 50,34 of 47,,,0 of 1,3 of 7,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:33,1:41,0:49,,,3 of 11,4 of 13,0 of 6,,,2 of 3,4 of 5,0 of 0,,,4 of 7,3 of 4,1 of 1,,,8 of 17,11 of 21,1 of 6,,,0 of 0,0 of 1,0 of 1,,,1 of 4,0 of 0,0 of 0,,,7 of 18,8 of 22,6 of 14,,,9 of 10,11 of 13,8 of 9,,,0 of 1,0 of 0,0 of 0,,,8 of 21,9 of 24,3 of 10,,,7 of 7,10 of 11,5 of 5,,,1 of 1,0 of 0,6 of 8,,,Flyweight,W,64.0,65.0,-1.0,1.0,False,True,False,True,joseph benavidez,dustin ortiz,http://ufcstats.com/fighter-details/80eacd4da0617c57|http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,0.679245283018868,True,False,True
W,Curtis Millender,Siyar Bahadurzada,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/aec185309b4843d0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 28 - 29. Dave Hagen 28 - 29. Mike Bell 27 - 30.,Curtious,The Great,2018-12-29,"Los Angeles, California, USA",http://ufcstats.com/event-details/c046100aea0dba9a,0,0.0,0.0,,,31 of 66,23 of 45,35 of 54,,,31 of 66,23 of 45,37 of 56,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:02,0:15,,,0,0.0,0.0,,,6 of 32,15 of 42,19 of 47,,,6 of 32,27 of 56,32 of 61,,,0 of 0,1 of 1,2 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,1:42,1:32,,,14 of 35,15 of 31,30 of 46,,,1 of 8,4 of 7,3 of 5,,,16 of 23,4 of 7,2 of 3,,,31 of 66,22 of 44,31 of 50,,,0 of 0,1 of 1,4 of 4,,,0 of 0,0 of 0,0 of 0,,,2 of 22,11 of 33,17 of 43,,,2 of 6,0 of 4,2 of 4,,,2 of 4,4 of 5,0 of 0,,,6 of 32,10 of 35,13 of 37,,,0 of 0,1 of 2,1 of 3,,,0 of 0,4 of 5,5 of 7,,,Welterweight,W,74.0,71.0,3.0,3.0,True,True,True,False,curtis millender,siyar bahadurzada,http://ufcstats.com/fighter-details/aec185309b4843d0|http://ufcstats.com/fighter-details/f1928a52590c5532,0.5798319327731093,True,True,True
