division,market_prob_min,min_height_gap_in,all_n,all_wins,all_win_rate,all_ci_low,all_ci_high,discovery_n,discovery_wins,discovery_win_rate,discovery_ci_low,discovery_ci_high,validation_n,validation_wins,validation_win_rate,validation_ci_low,validation_ci_high
Light Heavyweight,0.65,1,101,76,0.7524752475247525,0.6600953960085425,0.8263527314523127,79,60,0.759493670886076,0.6546409953317426,0.8402794311206679,22,16,0.7272727272727273,0.5184787630099802,0.8684941798418556
Light Heavyweight,0.65,2,69,55,0.7971014492753623,0.6877573759423549,0.875107800001062,55,44,0.8,0.6763486849309407,0.8844790287954026,14,11,0.7857142857142857,0.5241027622679172,0.9242875166308363
Light Heavyweight,0.65,3,37,29,0.7837837837837838,0.628045387261231,0.8861362314804442,32,26,0.8125,0.6469050424507756,0.9111057606383721,5,3,0.6,0.23071993220883708,0.8823817688407467
Light Heavyweight,0.65,4,18,16,0.8888888888888888,0.6719975513339578,0.9689811315464172,16,15,0.9375,0.7167073163197013,0.9888809426916687,2,1,0.5,0.09452865480086614,0.9054713451991339
Light Heavyweight,0.65,5,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,0,0,,,
Light Heavyweight,0.7,1,60,49,0.8166666666666667,0.7008000677353371,0.8944231096286387,48,39,0.8125,0.6805986065115378,0.8980872365179983,12,10,0.8333333333333334,0.5519636426153274,0.9530358523851776
Light Heavyweight,0.7,2,42,35,0.8333333333333334,0.693957037952257,0.916841887041635,34,29,0.8529411764705882,0.6987161182594804,0.9355065361737359,8,6,0.75,0.40926987910258916,0.9285223111419724
Light Heavyweight,0.7,3,22,19,0.8636363636363636,0.6666458812053,0.9525108273576373,19,17,0.8947368421052632,0.686054495051583,0.9706420586049034,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Light Heavyweight,0.7,4,12,11,0.9166666666666666,0.6461140782014047,0.9851352905492264,10,10,1.0,0.7224598312333834,1.0,2,1,0.5,0.09452865480086614,0.9054713451991339
Light Heavyweight,0.7,5,3,3,1.0,0.43849391955098227,1.0,3,3,1.0,0.43849391955098227,1.0,0,0,,,
Light Heavyweight,0.75,1,39,34,0.8717948717948718,0.7329395096236953,0.9439726505197168,32,28,0.875,0.7193135021517204,0.950299461555257,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253
Light Heavyweight,0.75,2,26,23,0.8846153846153846,0.7102370691310166,0.959968281788505,22,20,0.9090909090909091,0.7218461934161421,0.9747051037171622,4,3,0.75,0.3006360524426366,0.9544139373553637
Light Heavyweight,0.75,3,15,14,0.9333333333333333,0.7018292244757601,0.9881334113938051,14,13,0.9285714285714286,0.6853073044604219,0.9872781138877085,1,1,1.0,0.20654329147389294,1.0
Light Heavyweight,0.75,4,8,8,1.0,0.6755843804891231,1.0,8,8,1.0,0.6755843804891231,1.0,0,0,,,
Light Heavyweight,0.75,5,2,2,1.0,0.34237195288961925,1.0,2,2,1.0,0.34237195288961925,1.0,0,0,,,
Lightweight,0.55,1,370,263,0.7108108108108108,0.6626334624542067,0.7546555711899889,243,172,0.7078189300411523,0.6477597492032496,0.7614095318255558,127,91,0.7165354330708661,0.632692704919609,0.7876629006370334
Lightweight,0.55,2,245,170,0.6938775510204082,0.6335420640445865,0.7482269006301304,166,119,0.7168674698795181,0.6440287830256708,0.7798956265418322,79,51,0.6455696202531646,0.5355906892335188,0.7420475987763698
Lightweight,0.55,3,132,91,0.6893939393939394,0.6060360765197472,0.7620396823052373,90,65,0.7222222222222222,0.6220457832888489,0.8042044085237374,42,26,0.6190476190476191,0.46813768219996377,0.7500047910121407
Lightweight,0.55,4,61,42,0.6885245901639344,0.5640832930215206,0.7906272631646315,42,29,0.6904761904761905,0.5397372223365942,0.8092907348027727,19,13,0.6842105263157895,0.4601001017506463,0.846358289955714
Lightweight,0.55,5,33,23,0.696969696969697,0.5266154602526555,0.8262465218545277,20,15,0.75,0.5312949900419365,0.888139947210597,13,8,0.6153846153846154,0.35522480972268555,0.8229055341876319
Lightweight,0.6,1,277,209,0.7545126353790613,0.700575572171679,0.8014868003543284,179,136,0.7597765363128491,0.6921529679217839,0.8164840162218683,98,73,0.7448979591836735,0.6504935848573878,0.820826582932592
Lightweight,0.6,2,189,138,0.7301587301587301,0.6627565498303744,0.7883909204250062,129,100,0.7751937984496124,0.6958006998624654,0.8386704296632254,60,38,0.6333333333333333,0.5068276736679673,0.7437926115379172
Lightweight,0.6,3,104,73,0.7019230769230769,0.6080989025690174,0.7813611944621838,70,53,0.7571428571428571,0.6450473904731996,0.8424826738807688,34,20,0.5882352941176471,0.42221304146519273,0.7363426221431113
Lightweight,0.6,4,44,30,0.6818181818181818,0.5344282746687306,0.8000087006832644,28,20,0.7142857142857143,0.529403642629825,0.8474618415167003,16,10,0.625,0.3864064709793481,0.815190174452472
Lightweight,0.6,5,22,15,0.6818181818181818,0.47318222782839336,0.8363961264530752,12,10,0.8333333333333334,0.5519636426153274,0.9530358523851776,10,5,0.5,0.23658959361548731,0.7634104063845126
Lightweight,0.65,1,212,163,0.7688679245283019,0.7076394342625721,0.8205256645876958,141,111,0.7872340425531915,0.7125299528735494,0.8467016490971553,71,52,0.7323943661971831,0.6194579122102354,0.821473334582992
Lightweight,0.65,2,148,111,0.75,0.6745102200876807,0.812839755149672,102,83,0.8137254901960784,0.7272970187923337,0.8773801591792768,46,28,0.6086956521739131,0.4645658371764493,0.7360697764475116
Lightweight,0.65,3,81,59,0.7283950617283951,0.6228437147614009,0.8132631007630587,55,44,0.8,0.6763486849309407,0.8844790287954026,26,15,0.5769230769230769,0.3894829692111983,0.744558100972706
Lightweight,0.65,4,33,24,0.7272727272727273,0.5578211674561319,0.849327273436772,21,17,0.8095238095238095,0.599990134607267,0.9233255938482269,12,7,0.5833333333333334,0.3195073356553728,0.8067425380947535
Lightweight,0.65,5,18,13,0.7222222222222222,0.49126922453805477,0.8750043085364452,10,9,0.9,0.5958436145024278,0.9821242504842788,8,4,0.5,0.21521252682444186,0.7847874731755582
Lightweight,0.7,1,142,116,0.8169014084507042,0.7452326791149022,0.8718751968272158,102,84,0.8235294117647058,0.7382155715042175,0.8853577682790058,40,32,0.8,0.6524239261814333,0.8950013502683314
Lightweight,0.7,2,100,81,0.81,0.7222097592919214,0.8748534600729574,73,62,0.8493150684931506,0.7499788763087365,0.9137241179027322,27,19,0.7037037037037037,0.515189666191624,0.8414714668235244
Lightweight,0.7,3,57,45,0.7894736842105263,0.6671363132153347,0.875255734331081,41,34,0.8292682926829268,0.6873709004537024,0.914748560047261,16,11,0.6875,0.4440393186673406,0.8583556494803894
Lightweight,0.7,4,21,17,0.8095238095238095,0.599990134607267,0.9233255938482269,14,12,0.8571428571428571,0.600580922361363,0.9599069262620787,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844
Lightweight,0.7,5,11,8,0.7272727272727273,0.4343497069897537,0.9025411942607853,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,5,3,0.6,0.23071993220883708,0.8823817688407467
Lightweight,0.75,1,84,69,0.8214285714285714,0.7260538098918103,0.8886890909660974,59,49,0.8305084745762712,0.7153653834518579,0.9052426214366236,25,20,0.8,0.6086866446346177,0.9113954589934752
Lightweight,0.75,2,58,47,0.8103448275862069,0.6914738161458368,0.8906585995743256,42,36,0.8571428571428571,0.7215861764782122,0.9328412431581007,16,11,0.6875,0.4440393186673406,0.8583556494803894
Lightweight,0.75,3,35,27,0.7714285714285715,0.6098236221989801,0.879342632538209,27,22,0.8148148148148148,0.6330094349480825,0.9181941342571468,8,5,0.625,0.30573785458380187,0.863158240538479
Lightweight,0.75,4,12,9,0.75,0.46768966087934005,0.9110599603710386,9,7,0.7777777777777778,0.4525833436728054,0.9367762376877727,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Lightweight,0.75,5,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844,4,3,0.75,0.3006360524426366,0.9544139373553637,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Middleweight,0.55,1,278,188,0.6762589928057554,0.6191765209320921,0.7285365207196726,175,114,0.6514285714285715,0.5782606135032324,0.7180910183318665,103,74,0.7184466019417476,0.624947994087061,0.7962362637301188
Middleweight,0.55,2,178,120,0.6741573033707865,0.6022557107678059,0.7387003740884646,113,73,0.6460176991150443,0.5543738004428792,0.7280598533242723,65,47,0.7230769230769231,0.6041913125777423,0.8170656018460944
Middleweight,0.55,3,88,63,0.7159090909090909,0.614202221177759,0.7995536367341242,51,35,0.6862745098039216,0.5497274248374967,0.7967249033221485,37,28,0.7567567567567568,0.5988239750929105,0.8663879656733671
Middleweight,0.55,4,50,37,0.74,0.6044657801100008,0.8412862034863262,26,18,0.6923076923076923,0.5001138848576876,0.8349887906020732,24,19,0.7916666666666666,0.5952915551476452,0.9075531089521192
Middleweight,0.55,5,23,16,0.6956521739130435,0.49133870939427393,0.8439617197902755,10,5,0.5,0.23658959361548731,0.7634104063845126,13,11,0.8461538461538461,0.5776482949136899,0.9567427368172621
Middleweight,0.6,1,209,150,0.7177033492822966,0.6531746353201269,0.774373362815576,132,89,0.6742424242424242,0.5903484794634238,0.7482812186555617,77,61,0.7922077922077922,0.6887937633995327,0.8678503406261175
Middleweight,0.6,2,139,100,0.7194244604316546,0.6396078607127861,0.7874386019423506,92,60,0.6521739130434783,0.550524829810952,0.7416238822305832,47,40,0.851063829787234,0.7231410342888723,0.925933739125025
Middleweight,0.6,3,67,54,0.8059701492537313,0.6958066237584177,0.8829493614254289,40,29,0.725,0.5716474916687543,0.8389214656685692,27,25,0.9259259259259259,0.7663002270926937,0.9794457783026165
Middleweight,0.6,4,37,30,0.8108108108108109,0.6579498842904441,0.9052014124266288,19,14,0.7368421052631579,0.5120803155892935,0.8819376166045982,18,16,0.8888888888888888,0.6719975513339578,0.9689811315464172
Middleweight,0.6,5,17,13,0.7647058823529411,0.5273775411082839,0.9044511092832406,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,10,9,0.9,0.5958436145024278,0.9821242504842788
Middleweight,0.65,1,169,125,0.7396449704142012,0.6686797087245316,0.7999574712136314,104,76,0.7307692307692307,0.6384286523740854,0.8066686013758588,65,49,0.7538461538461538,0.6369398600835174,0.842421456329814
Middleweight,0.65,2,115,87,0.7565217391304347,0.6706216825244925,0.8258374698261993,73,52,0.7123287671232876,0.5999432011345229,0.8034841090724483,42,35,0.8333333333333334,0.693957037952257,0.916841887041635
Middleweight,0.65,3,56,47,0.8392857142857143,0.7219354555032431,0.9130743035941074,32,25,0.78125,0.6124466920955516,0.8897630306846815,24,22,0.9166666666666666,0.741507847985494,0.9768416721570266
Middleweight,0.65,4,34,27,0.7941176470588235,0.6320128389178601,0.8965060397764868,18,13,0.7222222222222222,0.49126922453805477,0.8750043085364452,16,14,0.875,0.6397666856325173,0.9650232506629428
Middleweight,0.65,5,16,12,0.75,0.5050123107060135,0.8981809801576265,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,9,8,0.8888888888888888,0.5649937852319399,0.9801096286728695
Middleweight,0.7,1,107,79,0.7383177570093458,0.6478120556349307,0.8123040018741632,69,50,0.7246376811594203,0.6095247943146683,0.8160561923742568,38,29,0.7631578947368421,0.6079288083466214,0.8700643850303049
Middleweight,0.7,2,69,52,0.7536231884057971,0.6403911369020479,0.840103525488674,46,33,0.717391304347826,0.5745116426970621,0.8267595845508592,23,19,0.8260869565217391,0.6286194521470433,0.9302145964938723
Middleweight,0.7,3,32,26,0.8125,0.6469050424507756,0.9111057606383721,17,13,0.7647058823529411,0.5273775411082839,0.9044511092832406,15,13,0.8666666666666667,0.6211750079348376,0.9626395301086407
Middleweight,0.7,4,22,17,0.7727272727272727,0.5655964393704065,0.8987710920517964,11,8,0.7272727272727273,0.4343497069897537,0.9025411942607853,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995
Middleweight,0.7,5,10,8,0.8,0.49015684672072335,0.9433190520193067,4,3,0.75,0.3006360524426366,0.9544139373553637,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697
Middleweight,0.75,1,51,40,0.7843137254901961,0.6537337712118703,0.8750618875581144,35,26,0.7428571428571429,0.5793037572935127,0.8583713127344985,16,14,0.875,0.6397666856325173,0.9650232506629428
Middleweight,0.75,2,37,28,0.7567567567567568,0.5988239750929105,0.8663879656733671,29,21,0.7241379310344828,0.5428252365556403,0.8530141866149725,8,7,0.875,0.5291051942301386,0.9775830911367038
Middleweight,0.75,3,16,13,0.8125,0.5699064013154177,0.9340852122641324,11,8,0.7272727272727273,0.4343497069897537,0.9025411942607853,5,5,1.0,0.5655085052479191,1.0000000000000002
Middleweight,0.75,4,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844,4,4,1.0,0.5100999795960008,1.0
Middleweight,0.75,5,4,3,0.75,0.3006360524426366,0.9544139373553637,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,1,1,1.0,0.20654329147389294,1.0
Welterweight,0.55,1,375,257,0.6853333333333333,0.6366531063545003,0.7302548572904638,270,180,0.6666666666666666,0.6084454673692457,0.7202116833339345,105,77,0.7333333333333333,0.64161109764051,0.8085844158396298
Welterweight,0.55,2,240,167,0.6958333333333333,0.6349212201021588,0.750574938059533,169,118,0.6982248520710059,0.6252435010523353,0.7623946601310835,71,49,0.6901408450704225,0.5751576839846767,0.7856042452097819
Welterweight,0.55,3,136,97,0.7132352941176471,0.6321910971169027,0.7825638828032355,97,66,0.6804123711340206,0.5822644606203154,0.7648145226564275,39,31,0.7948717948717948,0.6446572703687138,0.8922040980208888
Welterweight,0.55,4,75,54,0.72,0.6095909606557163,0.8089697991462156,56,39,0.6964285714285714,0.5666388751588567,0.8009983537922407,19,15,0.7894736842105263,0.5666528575973392,0.9149246150840843
Welterweight,0.55,5,33,23,0.696969696969697,0.5266154602526555,0.8262465218545277,28,20,0.7142857142857143,0.529403642629825,0.8474618415167003,5,3,0.6,0.23071993220883708,0.8823817688407467
Welterweight,0.6,1,293,218,0.7440273037542662,0.691122780533136,0.7906156280996163,209,152,0.7272727272727273,0.6631972110973592,0.7831441056377153,84,66,0.7857142857142857,0.6865046833134146,0.8599334507825035
Welterweight,0.6,2,190,140,0.7368421052631579,0.6699799556668251,0.7943166659046021,134,98,0.7313432835820896,0.6506165480883508,0.7991750968142042,56,42,0.75,0.6230710799856808,0.8448308477702616
Welterweight,0.6,3,105,80,0.7619047619047619,0.6721111822411754,0.8332103124814305,75,55,0.7333333333333333,0.6236898715426942,0.8202382070351124,30,25,0.8333333333333334,0.6643529481431982,0.9266356575964831
Welterweight,0.6,4,59,46,0.7796610169491526,0.6586705755334912,0.8664592747567625,43,33,0.7674418604651163,0.622551917005606,0.8684646153075517,16,13,0.8125,0.5699064013154177,0.9340852122641324
Welterweight,0.6,5,29,21,0.7241379310344828,0.5428252365556403,0.8530141866149725,25,19,0.76,0.5656994004476144,0.8850384226967327,4,2,0.5,0.15003570882017148,0.8499642911798285
Welterweight,0.65,1,220,172,0.7818181818181819,0.722659536780904,0.8313036228820004,160,121,0.75625,0.6842247960744507,0.8162585976424075,60,51,0.85,0.7388517410884038,0.9190265075770431
Welterweight,0.65,2,145,113,0.7793103448275862,0.7050870256639551,0.8391156703565122,105,80,0.7619047619047619,0.6721111822411754,0.8332103124814305,40,33,0.825,0.6804970794560755,0.9125469700311694
Welterweight,0.65,3,81,65,0.8024691358024691,0.7029540686276727,0.8745927951749901,61,46,0.7540983606557377,0.6331533709421812,0.8449347700043716,20,19,0.95,0.7638641064874331,0.9911187805671268
Welterweight,0.65,4,47,38,0.8085106382978723,0.674557199356223,0.8958418439468988,36,28,0.7777777777777778,0.6191498017214091,0.882838070251604,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741
Welterweight,0.65,5,22,17,0.7727272727272727,0.5655964393704065,0.8987710920517964,19,15,0.7894736842105263,0.5666528575973392,0.9149246150840843,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Welterweight,0.7,1,152,127,0.8355263157894737,0.7684679929264209,0.8860427410496163,111,90,0.8108108108108109,0.7280299906058116,0.8727975840709608,41,37,0.9024390243902439,0.7745202448096945,0.9614035402470386
Welterweight,0.7,2,96,81,0.84375,0.7580833433259717,0.9029637552782173,71,59,0.8309859154929577,0.7274065601494254,0.9005864277075953,25,22,0.88,0.7004380781662651,0.9583325864293191
Welterweight,0.7,3,51,44,0.8627450980392157,0.7427804765736837,0.9318898466845728,41,34,0.8292682926829268,0.6873709004537024,0.914748560047261,10,10,1.0,0.7224598312333834,1.0
Welterweight,0.7,4,31,27,0.8709677419354839,0.7114724304561464,0.9486579883535524,25,21,0.84,0.6534598601976183,0.9359665239142201,6,6,1.0,0.6096569663469354,0.9999999999999999
Welterweight,0.7,5,17,14,0.8235294117647058,0.5897007098262422,0.9380898628745101,15,12,0.8,0.5481406466534955,0.9295257935638959,2,2,1.0,0.34237195288961925,1.0
Welterweight,0.75,1,84,72,0.8571428571428571,0.7666970498084034,0.9163506178114942,63,52,0.8253968253968254,0.713783402655744,0.8996070607682313,21,20,0.9523809523809523,0.7733018341376452,0.9915442305280766
Welterweight,0.75,2,52,46,0.8846153846153846,0.7702808110893793,0.9460310424391727,40,35,0.875,0.7388757932976187,0.9454058022645873,12,11,0.9166666666666666,0.6461140782014047,0.9851352905492264
Welterweight,0.75,3,26,25,0.9615384615384616,0.811068230080416,0.9931781910230102,22,21,0.9545454545454546,0.7820151050048196,0.9919307806988522,4,4,1.0,0.5100999795960008,1.0
Welterweight,0.75,4,16,16,1.0,0.8063865817272802,1.0,13,13,1.0,0.7718981569447083,1.0,3,3,1.0,0.43849391955098227,1.0
Welterweight,0.75,5,9,9,1.0,0.7008472464490407,1.0,9,9,1.0,0.7008472464490407,1.0,0,0,,,
Women's Bantamweight,0.55,1,62,45,0.7258064516129032,0.6040722415667276,0.8211908140090788,39,29,0.7435897435897436,0.589180432321585,0.854313741565478,23,16,0.6956521739130435,0.49133870939427393,0.8439617197902755
Women's Bantamweight,0.55,2,42,30,0.7142857142857143,0.5643250392275445,0.8283314125542434,30,22,0.7333333333333333,0.5555169795568831,0.8581750444608938,12,8,0.6666666666666666,0.3906175873976139,0.8618821601026385
Women's Bantamweight,0.55,3,29,21,0.7241379310344828,0.5428252365556403,0.8530141866149725,22,16,0.7272727272727273,0.5184787630099802,0.8684941798418556,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844
Women's Bantamweight,0.55,4,18,15,0.8333333333333334,0.6077750036164076,0.9416352959953425,13,11,0.8461538461538461,0.5776482949136899,0.9567427368172621,5,4,0.8,0.3755282641185388,0.9637768390302125
Women's Bantamweight,0.55,5,10,8,0.8,0.49015684672072335,0.9433190520193067,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Women's Bantamweight,0.6,1,49,38,0.7755102040816326,0.6412094381295426,0.8697516228527138,34,27,0.7941176470588235,0.6320128389178601,0.8965060397764868,15,11,0.7333333333333333,0.4804911034231324,0.8910272389681718
Women's Bantamweight,0.6,2,35,27,0.7714285714285715,0.6098236221989801,0.879342632538209,26,21,0.8076923076923077,0.6212336384535001,0.9149306422821174,9,6,0.6666666666666666,0.35419734749908977,0.879418401317257
Women's Bantamweight,0.6,3,25,19,0.76,0.5656994004476144,0.8850384226967327,20,15,0.75,0.5312949900419365,0.888139947210597,5,4,0.8,0.3755282641185388,0.9637768390302125
Women's Bantamweight,0.6,4,15,14,0.9333333333333333,0.7018292244757601,0.9881334113938051,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,4,4,1.0,0.5100999795960008,1.0
Women's Bantamweight,0.6,5,7,7,1.0,0.6456611570247934,1.0,5,5,1.0,0.5655085052479191,1.0000000000000002,2,2,1.0,0.34237195288961925,1.0
Women's Bantamweight,0.65,1,41,34,0.8292682926829268,0.6873709004537024,0.914748560047261,28,25,0.8928571428571429,0.7280377463234293,0.9628823079452005,13,9,0.6923076923076923,0.4236888781333764,0.8731950283838191
Women's Bantamweight,0.65,2,29,24,0.8275862068965517,0.6545119942718488,0.9240225472852007,21,19,0.9047619047619048,0.7108541613925933,0.9734817912030528,8,5,0.625,0.30573785458380187,0.863158240538479
Women's Bantamweight,0.65,3,19,16,0.8421052631578947,0.6243407235682331,0.9447962896007217,15,13,0.8666666666666667,0.6211750079348376,0.9626395301086407,4,3,0.75,0.3006360524426366,0.9544139373553637
Women's Bantamweight,0.65,4,13,12,0.9230769230769231,0.6668546607175265,0.9862899336203037,10,9,0.9,0.5958436145024278,0.9821242504842788,3,3,1.0,0.43849391955098227,1.0
Women's Bantamweight,0.65,5,7,7,1.0,0.6456611570247934,1.0,5,5,1.0,0.5655085052479191,1.0000000000000002,2,2,1.0,0.34237195288961925,1.0
Women's Bantamweight,0.7,1,23,20,0.8695652173913043,0.678721020269818,0.954624234856553,18,16,0.8888888888888888,0.6719975513339578,0.9689811315464172,5,4,0.8,0.3755282641185388,0.9637768390302125
Women's Bantamweight,0.7,2,15,13,0.8666666666666667,0.6211750079348376,0.9626395301086407,12,11,0.9166666666666666,0.6461140782014047,0.9851352905492264,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Women's Bantamweight,0.7,3,14,12,0.8571428571428571,0.600580922361363,0.9599069262620787,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394
Women's Bantamweight,0.7,4,10,9,0.9,0.5958436145024278,0.9821242504842788,8,7,0.875,0.5291051942301386,0.9775830911367038,2,2,1.0,0.34237195288961925,1.0
Women's Bantamweight,0.7,5,5,5,1.0,0.5655085052479191,1.0000000000000002,4,4,1.0,0.5100999795960008,1.0,1,1,1.0,0.20654329147389294,1.0
Women's Bantamweight,0.75,1,17,16,0.9411764705882353,0.730174547964372,0.9895398693548358,14,13,0.9285714285714286,0.6853073044604219,0.9872781138877085,3,3,1.0,0.43849391955098227,1.0
Women's Bantamweight,0.75,2,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,10,9,0.9,0.5958436145024278,0.9821242504842788,1,1,1.0,0.20654329147389294,1.0
Women's Bantamweight,0.75,3,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,10,9,0.9,0.5958436145024278,0.9821242504842788,1,1,1.0,0.20654329147389294,1.0
Women's Bantamweight,0.75,4,8,7,0.875,0.5291051942301386,0.9775830911367038,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,1,1,1.0,0.20654329147389294,1.0
Women's Bantamweight,0.75,5,3,3,1.0,0.43849391955098227,1.0,3,3,1.0,0.43849391955098227,1.0,0,0,,,
Women's Featherweight,0.55,1,4,3,0.75,0.3006360524426366,0.9544139373553637,2,1,0.5,0.09452865480086614,0.9054713451991339,2,2,1.0,0.34237195288961925,1.0
Women's Featherweight,0.55,2,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.55,3,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.55,4,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.55,5,2,1,0.5,0.09452865480086614,0.9054713451991339,1,0,0.0,0.0,0.7934567085261071,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.6,1,4,3,0.75,0.3006360524426366,0.9544139373553637,2,1,0.5,0.09452865480086614,0.9054713451991339,2,2,1.0,0.34237195288961925,1.0
Women's Featherweight,0.6,2,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.6,3,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.6,4,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.6,5,2,1,0.5,0.09452865480086614,0.9054713451991339,1,0,0.0,0.0,0.7934567085261071,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.65,1,4,3,0.75,0.3006360524426366,0.9544139373553637,2,1,0.5,0.09452865480086614,0.9054713451991339,2,2,1.0,0.34237195288961925,1.0
Women's Featherweight,0.65,2,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.65,3,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.65,4,3,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,1,0.5,0.09452865480086614,0.9054713451991339,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.65,5,2,1,0.5,0.09452865480086614,0.9054713451991339,1,0,0.0,0.0,0.7934567085261071,1,1,1.0,0.20654329147389294,1.0
Women's Featherweight,0.7,1,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.7,2,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.7,3,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.7,4,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.7,5,0,0,,,,0,0,,,,0,0,,,
Women's Featherweight,0.75,1,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.75,2,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.75,3,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.75,4,1,1,1.0,0.20654329147389294,1.0,1,1,1.0,0.20654329147389294,1.0,0,0,,,
Women's Featherweight,0.75,5,0,0,,,,0,0,,,,0,0,,,
Women's Flyweight,0.55,1,61,43,0.7049180327868853,0.5811036064161055,0.8044513459601468,19,14,0.7368421052631579,0.5120803155892935,0.8819376166045982,42,29,0.6904761904761905,0.5397372223365942,0.8092907348027727
Women's Flyweight,0.55,2,37,27,0.7297297297297297,0.5702152452607867,0.8460270175300932,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995,26,18,0.6923076923076923,0.5001138848576876,0.8349887906020732
Women's Flyweight,0.55,3,23,17,0.7391304347826086,0.5352960945624944,0.8745155411075104,6,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,17,12,0.7058823529411765,0.468664666737861,0.8672020613444361
Women's Flyweight,0.55,4,7,7,1.0,0.6456611570247934,1.0,2,2,1.0,0.34237195288961925,1.0,5,5,1.0,0.5655085052479191,1.0000000000000002
Women's Flyweight,0.55,5,6,6,1.0,0.6096569663469354,0.9999999999999999,1,1,1.0,0.20654329147389294,1.0,5,5,1.0,0.5655085052479191,1.0000000000000002
Women's Flyweight,0.6,1,52,37,0.7115384615384616,0.5772695428589907,0.816701976581713,14,10,0.7142857142857143,0.4535045882751561,0.882788120898909,38,27,0.7105263157894737,0.5524256173381024,0.8299689373634387
