result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
W,Song Yadong,Julio Arce,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,http://ufcstats.com/fighter-details/1291edf2d566a71a,Bantamweight Bout,KO/TKO,2,1:35,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Kung Fu Kid,--,2021-11-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/b5abaa65f87938eb,0,1.0,,,,17 of 52,13 of 28,,,,17 of 52,13 of 28,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,5 of 46,8 of 32,,,,5 of 46,8 of 32,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,6 of 37,9 of 23,,,,6 of 9,2 of 3,,,,5 of 6,2 of 2,,,,17 of 52,10 of 25,,,,0 of 0,0 of 0,,,,0 of 0,3 of 3,,,,3 of 42,4 of 27,,,,2 of 4,2 of 3,,,,0 of 0,2 of 2,,,,5 of 46,8 of 32,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,W,1997-12-02,1989-10-27,67.0,70.0,23.948472590128475,32.047201516800484,True,http://ufcstats.com/fighter-details/1291edf2d566a71a|http://ufcstats.com/fighter-details/efb96bf3e9ada36f,0.5711159737417943,True,True,1.6896551724137931,-145.0,8.09872892667201,-3.0,68.96551724137932
W,Don'Tale Mayes,Josh Parisian,http://ufcstats.com/fighter-details/1a9480fc288e55d7,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,Heavyweight Bout,KO/TKO,3,3:26,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix,Lord Kong,--,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,0.0,,,6 of 14,13 of 15,6 of 12,,,40 of 51,31 of 41,46 of 55,,,3 of 4,1 of 2,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,4:05,4:27,3:00,,,0,0.0,0.0,,,3 of 6,2 of 2,5 of 8,,,6 of 9,5 of 6,13 of 18,,,0 of 0,0 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:03,0:18,0:00,,,4 of 12,7 of 9,4 of 10,,,1 of 1,5 of 5,2 of 2,,,1 of 1,1 of 1,0 of 0,,,2 of 8,6 of 6,5 of 11,,,0 of 0,3 of 3,0 of 0,,,4 of 6,4 of 6,1 of 1,,,3 of 6,0 of 0,4 of 5,,,0 of 0,0 of 0,1 of 3,,,0 of 0,2 of 2,0 of 0,,,2 of 4,2 of 2,2 of 5,,,1 of 2,0 of 0,3 of 3,,,0 of 0,0 of 0,0 of 0,,,W,1992-01-16,1989-06-28,81.0,79.0,29.9225856793774,32.47431500989069,True,http://ufcstats.com/fighter-details/1a9480fc288e55d7|http://ufcstats.com/fighter-details/b5da8f7d05e85a55,0.6040343668285394,True,True,1.606060606060606,-165.00000000000003,2.5517293305132895,2.0,60.606060606060595
W,Felicia Spencer,Leah Letson,http://ufcstats.com/fighter-details/39d91e95949de3d9,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,Women's Featherweight Bout,KO/TKO,3,4:25,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Half Guard,FeeNom,Nidas,2021-11-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/b5abaa65f87938eb,0,0.0,0.0,,,17 of 29,11 of 14,28 of 35,,,75 of 95,71 of 77,81 of 103,,,0 of 3,3 of 6,1 of 4,,,0,0.0,0.0,,,0,0.0,1.0,,,4:22,4:21,3:15,,,0,0.0,0.0,,,6 of 13,5 of 8,6 of 15,,,28 of 36,16 of 19,25 of 35,,,0 of 0,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:10,0:51,,,14 of 25,6 of 9,24 of 31,,,3 of 4,5 of 5,4 of 4,,,0 of 0,0 of 0,0 of 0,,,1 of 7,2 of 5,2 of 5,,,16 of 22,9 of 9,14 of 14,,,0 of 0,0 of 0,12 of 16,,,2 of 8,3 of 6,5 of 13,,,4 of 5,1 of 1,1 of 2,,,0 of 0,1 of 1,0 of 0,,,2 of 7,5 of 8,6 of 14,,,4 of 6,0 of 0,0 of 1,,,0 of 0,0 of 0,0 of 0,,,W,1990-11-29,1992-08-21,68.0,71.0,30.957514528019054,29.229895206609307,True,http://ufcstats.com/fighter-details/39d91e95949de3d9|http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,0.7489200863930886,True,True,1.273972602739726,-365.0,-1.7276193214097475,-3.0,27.397260273972602
W,Max Holloway,Yair Rodriguez,http://ufcstats.com/fighter-details/150ff4cc642270b9,http://ufcstats.com/fighter-details/cbf5e6f231b55443,Featherweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 46 - 49. Derek Cleary 47 - 48. Ron McCarthy 47 - 48.,Blessed,El Pantera,2021-11-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/b5abaa65f87938eb,0,0.0,0.0,0.0,0.0,38 of 57,58 of 110,38 of 66,43 of 77,53 of 94,42 of 62,59 of 111,46 of 81,49 of 84,55 of 96,1 of 2,0 of 0,1 of 2,1 of 1,0 of 0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0:14,0:25,3:04,2:06,1:00,0,0.0,0.0,0.0,0.0,37 of 79,42 of 84,20 of 47,24 of 64,36 of 78,38 of 80,43 of 85,20 of 50,28 of 69,57 of 99,0 of 3,0 of 0,1 of 1,0 of 0,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0:43,0:00,0:07,0:00,0:30,16 of 30,29 of 69,25 of 53,22 of 52,37 of 74,8 of 9,23 of 34,11 of 11,13 of 16,11 of 13,14 of 18,6 of 7,2 of 2,8 of 9,5 of 7,38 of 57,56 of 107,20 of 40,33 of 65,40 of 78,0 of 0,2 of 2,4 of 4,4 of 5,12 of 13,0 of 0,0 of 1,14 of 22,6 of 7,1 of 3,12 of 43,15 of 54,13 of 38,17 of 53,21 of 59,7 of 13,5 of 7,2 of 4,3 of 6,7 of 11,18 of 23,22 of 23,5 of 5,4 of 5,8 of 8,35 of 75,41 of 83,19 of 46,24 of 64,33 of 75,0 of 0,1 of 1,1 of 1,0 of 0,3 of 3,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,W,1991-12-04,1992-10-06,69.0,71.0,29.944488935433306,29.103951484287837,True,http://ufcstats.com/fighter-details/150ff4cc642270b9|http://ufcstats.com/fighter-details/cbf5e6f231b55443,0.8335570469798658,True,True,1.148148148148148,-675.000000000001,-0.8405374511454689,-2.0,14.814814814814792
L,Ben Rothwell,Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,http://ufcstats.com/fighter-details/ab943cd2c3c17825,Heavyweight Bout,KO/TKO,1,0:32,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,--,Pezao,2021-11-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/b5abaa65f87938eb,0,,,,,2 of 8,,,,,2 of 8,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,14 of 24,,,,,14 of 24,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,2 of 8,,,,,0 of 0,,,,,0 of 0,,,,,2 of 8,,,,,0 of 0,,,,,0 of 0,,,,,11 of 20,,,,,0 of 1,,,,,3 of 3,,,,,14 of 24,,,,,0 of 0,,,,,0 of 0,,,,,L,1981-10-17,1985-06-25,78.0,75.0,40.07474486129079,36.386784122877266,False,http://ufcstats.com/fighter-details/ab943cd2c3c17825|http://ufcstats.com/fighter-details/bd58d34e39b7b12a,0.6040343668285394,True,False,1.606060606060606,-165.00000000000003,-3.6879607384135227,3.0,-100.0
L,Sijara Eubanks,Melissa Gatto,http://ufcstats.com/fighter-details/4234f0097c83fa62,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,Women's Flyweight Bout,KO/TKO,3,0:45,3 Rnd (5-5-5),Chris Tognoni,Kick to Body At Distance,SarJ,--,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,0.0,,,8 of 18,4 of 11,2 of 16,,,23 of 37,7 of 15,2 of 16,,,0 of 1,1 of 3,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,4:30,1:35,0:00,,,0,0.0,1.0,,,2 of 5,9 of 13,6 of 16,,,20 of 23,37 of 51,7 of 17,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,1.0,0.0,,,0:08,2:53,0:00,,,8 of 16,1 of 8,1 of 13,,,0 of 2,3 of 3,1 of 3,,,0 of 0,0 of 0,0 of 0,,,1 of 8,2 of 9,2 of 16,,,0 of 0,2 of 2,0 of 0,,,7 of 10,0 of 0,0 of 0,,,1 of 4,7 of 11,3 of 12,,,0 of 0,1 of 1,1 of 1,,,1 of 1,1 of 1,2 of 3,,,2 of 5,6 of 10,5 of 14,,,0 of 0,2 of 2,0 of 0,,,0 of 0,1 of 1,1 of 2,,,L,1985-04-27,1996-05-02,67.0,69.0,36.64414738153418,25.62954749241942,False,http://ufcstats.com/fighter-details/4234f0097c83fa62|http://ufcstats.com/fighter-details/a4a80dd7336ffd59,0.6040343668285394,True,False,1.606060606060606,-165.00000000000003,-11.014599889114763,-2.0,-100.0
W,Justin Tafa,Harry Hunsucker,http://ufcstats.com/fighter-details/e13abac8089a801a,http://ufcstats.com/fighter-details/f703250471acaf96,Heavyweight Bout,KO/TKO,1,1:53,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,Bad Man,The Hurricane,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,1,,,,,5 of 10,,,,,5 of 10,,,,,0 of 0,,,,,0,,,,,0,,,,,1:02,,,,,0,,,,,5 of 9,,,,,5 of 9,,,,,0 of 1,,,,,1,,,,,0,,,,,0:00,,,,,4 of 9,,,,,1 of 1,,,,,0 of 0,,,,,4 of 8,,,,,0 of 0,,,,,1 of 2,,,,,2 of 5,,,,,1 of 1,,,,,2 of 3,,,,,5 of 9,,,,,0 of 0,,,,,0 of 0,,,,,W,1993-12-13,1989-01-03,74.0,75.0,28.01426449550641,32.95618664312067,True,http://ufcstats.com/fighter-details/e13abac8089a801a|http://ufcstats.com/fighter-details/f703250471acaf96,0.7272727272727274,True,True,1.3125,-320.0,4.941922147614257,-1.0,31.25
W,Raquel Pennington,Macy Chiasson,http://ufcstats.com/fighter-details/fc169c387b4b465d,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,Women's Featherweight Bout,Submission,2,3:07,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke In Clinch,Rocky,--,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,,,,24 of 38,21 of 41,,,,37 of 51,24 of 44,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:31,0:38,,,,0,0.0,,,,15 of 48,11 of 38,,,,48 of 83,16 of 43,,,,1 of 1,0 of 1,,,,0,0.0,,,,0,0.0,,,,1:07,0:11,,,,10 of 21,12 of 27,,,,11 of 14,9 of 14,,,,3 of 3,0 of 0,,,,21 of 35,17 of 36,,,,3 of 3,4 of 5,,,,0 of 0,0 of 0,,,,11 of 39,5 of 26,,,,4 of 9,5 of 9,,,,0 of 0,1 of 3,,,,13 of 45,9 of 34,,,,1 of 2,2 of 4,,,,1 of 1,0 of 0,,,,W,1988-09-05,1991-07-27,67.0,72.0,33.28473548395929,30.396243591586412,True,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b|http://ufcstats.com/fighter-details/fc169c387b4b465d,0.552594002855783,True,True,1.7407407407407407,-135.0,-2.888491892372876,-5.0,74.07407407407408
L,Dustin Stoltzfus,Gerald Meerschaert,http://ufcstats.com/fighter-details/71505842fb6455c3,http://ufcstats.com/fighter-details/6ac9bc2953c47345,Middleweight Bout,Submission,3,2:58,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,--,GM3,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,0.0,,,5 of 11,5 of 11,2 of 10,,,24 of 30,24 of 30,3 of 12,,,1 of 1,1 of 1,2 of 2,,,0,1.0,0.0,,,0,0.0,0.0,,,2:21,3:56,1:10,,,0,0.0,0.0,,,4 of 5,4 of 5,3 of 12,,,7 of 8,7 of 8,5 of 14,,,1 of 1,0 of 0,0 of 0,,,1,0.0,2.0,,,0,0.0,0.0,,,2:03,0:00,1:11,,,3 of 9,3 of 9,2 of 10,,,1 of 1,1 of 1,0 of 0,,,1 of 1,1 of 1,0 of 0,,,3 of 8,3 of 8,1 of 8,,,0 of 0,0 of 0,0 of 1,,,2 of 3,2 of 3,1 of 1,,,3 of 4,3 of 4,2 of 11,,,1 of 1,1 of 1,1 of 1,,,0 of 0,0 of 0,0 of 0,,,4 of 5,4 of 5,2 of 11,,,0 of 0,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,L,1991-11-15,1987-12-18,75.0,77.0,30.092335913810686,34.002067119790276,False,http://ufcstats.com/fighter-details/6ac9bc2953c47345|http://ufcstats.com/fighter-details/71505842fb6455c3,0.6704377766847024,False,True,1.425531914893617,-235.00000000000003,-3.9097312059795897,2.0,42.553191489361694
W,Charles Jourdain,Andre Ewell,http://ufcstats.com/fighter-details/f1d64ae34e088832,http://ufcstats.com/fighter-details/5f6f049d54728e88,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Bryan Miner 26 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 29.,Air,Mr. Highlight,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,0.0,,,25 of 43,60 of 91,52 of 94,,,28 of 46,64 of 97,58 of 103,,,0 of 0,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,1:08,1:19,,,0,0.0,0.0,,,23 of 62,18 of 55,15 of 54,,,25 of 65,19 of 56,15 of 55,,,1 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:35,0:00,0:00,,,7 of 18,35 of 63,28 of 68,,,8 of 12,12 of 12,14 of 16,,,10 of 13,13 of 16,10 of 10,,,24 of 42,39 of 64,32 of 69,,,1 of 1,5 of 5,20 of 25,,,0 of 0,16 of 22,0 of 0,,,10 of 47,6 of 40,10 of 45,,,6 of 8,7 of 10,3 of 7,,,7 of 7,5 of 5,2 of 2,,,23 of 60,17 of 54,15 of 54,,,0 of 2,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1995-11-27,1988-01-21,69.0,75.0,26.059398892516615,33.90897828155266,True,http://ufcstats.com/fighter-details/5f6f049d54728e88|http://ufcstats.com/fighter-details/f1d64ae34e088832,0.6704377766847024,True,True,1.425531914893617,-235.00000000000003,7.849579389036048,-6.0,42.553191489361694
L,Diego Ferreira,Mateusz Gamrot,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Lightweight Bout,KO/TKO,2,3:26,3 Rnd (5-5-5),Jason Herzog,Knee to Body On Ground,--,Gamer,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,,,,18 of 56,18 of 45,,,,19 of 59,18 of 45,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,14 of 31,11 of 27,,,,20 of 39,11 of 28,,,,3 of 3,1 of 4,,,,0,0.0,,,,0,0.0,,,,0:27,0:38,,,,7 of 34,11 of 35,,,,5 of 13,7 of 10,,,,6 of 9,0 of 0,,,,17 of 54,18 of 44,,,,1 of 2,0 of 1,,,,0 of 0,0 of 0,,,,7 of 23,8 of 23,,,,4 of 5,1 of 2,,,,3 of 3,2 of 2,,,,14 of 30,8 of 24,,,,0 of 0,0 of 0,,,,0 of 1,3 of 3,,,,L,1985-01-18,1990-12-11,74.0,70.0,36.91520017522605,31.02048638917979,False,http://ufcstats.com/fighter-details/72db2a14ffa73ece|http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,0.6818181818181819,False,True,1.4,-250.00000000000006,5.894713786046257,-4.0,39.99999999999999
W,Cub Swanson,Darren Elkins,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/92a9aa9c93192871,Featherweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,--,The Damage,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,1,,,,,18 of 30,,,,,18 of 30,,,,,0 of 0,,,,,0,,,,,0,,,,,0:09,,,,,0,,,,,2 of 19,,,,,5 of 22,,,,,0 of 2,,,,,0,,,,,0,,,,,0:00,,,,,16 of 28,,,,,2 of 2,,,,,0 of 0,,,,,16 of 26,,,,,0 of 0,,,,,2 of 4,,,,,2 of 18,,,,,0 of 1,,,,,0 of 0,,,,,2 of 19,,,,,0 of 0,,,,,0 of 0,,,,,W,1983-11-02,1984-05-16,70.0,71.0,38.128092979321956,37.59146320595221,True,http://ufcstats.com/fighter-details/92a9aa9c93192871|http://ufcstats.com/fighter-details/d247691a6c0e9034,0.5962732919254659,True,True,1.625,-160.0,-0.5366297733697465,-1.0,62.5
W,Amanda Lemos,Angela Hill,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/f0feeb2192937424,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 29 - 28. Doug Crosby 27 - 30. Junichiro Kamijo 28 - 29.,--,Overkill,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,1,0.0,0.0,,,21 of 46,11 of 28,18 of 40,,,24 of 51,24 of 42,20 of 42,,,0 of 1,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:05,0:37,0:29,,,0,0.0,0.0,,,10 of 29,21 of 38,17 of 39,,,15 of 35,30 of 50,29 of 53,,,0 of 1,0 of 2,1 of 4,,,0,0.0,0.0,,,1,0.0,0.0,,,1:05,1:49,1:30,,,16 of 39,6 of 21,10 of 30,,,2 of 4,2 of 4,7 of 8,,,3 of 3,3 of 3,1 of 2,,,10 of 26,10 of 27,16 of 36,,,3 of 4,1 of 1,2 of 4,,,8 of 16,0 of 0,0 of 0,,,6 of 25,10 of 24,9 of 25,,,2 of 2,11 of 13,5 of 10,,,2 of 2,0 of 1,3 of 4,,,8 of 27,10 of 26,15 of 35,,,2 of 2,11 of 12,2 of 4,,,0 of 0,0 of 0,0 of 0,,,W,1987-05-22,1985-01-12,65.0,64.0,34.57702759125786,36.93162761726798,True,http://ufcstats.com/fighter-details/3df5493bb279226f|http://ufcstats.com/fighter-details/f0feeb2192937424,0.7104677060133631,True,True,1.3448275862068966,-290.0,2.354600026010118,1.0,34.48275862068966
L,Stephen Thompson,Belal Muhammad,http://ufcstats.com/fighter-details/4a28cb716c19157a,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 25 - 30. Doug Crosby 26 - 30. Sal D'amato 26 - 30.,Wonderboy,Remember the Name,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,0.0,,,10 of 16,7 of 11,2 of 5,,,28 of 36,12 of 16,11 of 15,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:45,0:00,0:07,,,0,0.0,0.0,,,44 of 72,10 of 16,4 of 7,,,64 of 111,42 of 64,65 of 96,,,3 of 4,2 of 2,2 of 3,,,0,1.0,0.0,,,0,0.0,0.0,,,3:07,4:11,4:39,,,8 of 14,5 of 9,1 of 4,,,2 of 2,2 of 2,1 of 1,,,0 of 0,0 of 0,0 of 0,,,8 of 13,7 of 11,2 of 5,,,1 of 1,0 of 0,0 of 0,,,1 of 2,0 of 0,0 of 0,,,42 of 69,10 of 16,4 of 7,,,1 of 1,0 of 0,0 of 0,,,1 of 2,0 of 0,0 of 0,,,2 of 7,0 of 3,0 of 0,,,1 of 1,0 of 0,0 of 0,,,41 of 64,10 of 13,4 of 7,,,L,1983-02-11,1988-07-09,75.0,72.0,38.85090042916692,33.44353409036462,False,http://ufcstats.com/fighter-details/4a28cb716c19157a|http://ufcstats.com/fighter-details/b1b0729d27936f2f,0.6704377766847024,True,False,1.425531914893617,-235.00000000000003,-5.407366338802298,3.0,-100.0
L,Raphael Assuncao,Ricky Simon,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/5987b2458f4b5290,Bantamweight Bout,KO/TKO,2,2:14,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,--,--,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,0,0.0,,,,4 of 10,3 of 15,,,,7 of 13,3 of 15,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,1.0,,,,8 of 15,10 of 15,,,,17 of 26,10 of 15,,,,2 of 3,0 of 1,,,,0,0.0,,,,0,0.0,,,,3:59,0:03,,,,1 of 7,0 of 10,,,,0 of 0,1 of 1,,,,3 of 3,2 of 4,,,,4 of 10,3 of 15,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,6 of 13,7 of 12,,,,2 of 2,2 of 2,,,,0 of 0,1 of 1,,,,2 of 6,8 of 13,,,,0 of 0,0 of 0,,,,6 of 9,2 of 2,,,,L,1982-07-19,1992-08-31,66.0,69.0,39.417647179613546,29.29834288178402,False,http://ufcstats.com/fighter-details/2f13e4020cea5b38|http://ufcstats.com/fighter-details/5987b2458f4b5290,0.7153024911032029,False,True,1.3333333333333333,-300.00000000000006,10.119304297829526,3.0,33.33333333333333
W,Derrick Lewis,Chris Daukaus,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,Heavyweight Bout,KO/TKO,1,3:36,5 Rnd (5-5-5-5-5),Mark Smith,Punches to Head In Clinch,The Black Beast,--,2021-12-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2a470ad41c22c25a,1,,,,,14 of 28,,,,,14 of 28,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,10 of 19,,,,,10 of 19,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,12 of 26,,,,,1 of 1,,,,,1 of 1,,,,,11 of 24,,,,,3 of 4,,,,,0 of 0,,,,,6 of 14,,,,,1 of 1,,,,,3 of 4,,,,,8 of 15,,,,,2 of 4,,,,,0 of 0,,,,,W,1985-02-07,1989-09-25,79.0,76.0,36.86044203508628,32.230641286268714,True,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45|http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0.5620437956204379,False,False,1.7142857142857144,-139.99999999999997,4.629800748817566,-3.0,-100.0
