result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
L,Nate Marquardt,Cezar Ferreira,http://ufcstats.com/fighter-details/a8e6a69796280f17,http://ufcstats.com/fighter-details/dbc17725b887860a,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen 28 - 29. Chris Lee 29 - 28. Brian Costello 28 - 29.,The Great,Mutante,2017-11-11,"Norfolk, Virginia, USA",http://ufcstats.com/event-details/d856a0080ac09ed7,0,1.0,0.0,,,8 of 18,20 of 37,8 of 10,,,8 of 18,21 of 38,22 of 26,,,0 of 1,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:25,0:16,,,0,0.0,0.0,,,16 of 29,18 of 38,13 of 14,,,16 of 29,18 of 38,62 of 68,,,0 of 0,0 of 1,2 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:18,4:26,,,4 of 13,11 of 27,7 of 9,,,1 of 1,6 of 7,1 of 1,,,3 of 4,3 of 3,0 of 0,,,8 of 18,14 of 30,1 of 3,,,0 of 0,6 of 7,1 of 1,,,0 of 0,0 of 0,6 of 6,,,4 of 15,8 of 23,2 of 3,,,2 of 4,3 of 7,10 of 10,,,10 of 10,7 of 8,1 of 1,,,16 of 28,17 of 37,2 of 3,,,0 of 1,1 of 1,0 of 0,,,0 of 0,0 of 0,11 of 11,,,L,1979-04-20,1985-02-15,74.0,78.0,38.56342019343313,32.73715408256159,False,http://ufcstats.com/fighter-details/a8e6a69796280f17|http://ufcstats.com/fighter-details/dbc17725b887860a,0.7023445463812437,False,True,1.3773584905660377,-265.00000000000006,5.8262661108715434,4.0,37.73584905660377
W,Kamaru Usman,Sergio Moraes,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,Welterweight Bout,KO/TKO,1,2:48,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,The Nigerian Nightmare,The Panther,2017-09-16,"Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/1979c80150f630c4,1,,,,,16 of 48,,,,,16 of 48,,,,,0 of 0,,,,,0,,,,,0,,,,,0:05,,,,,0,,,,,13 of 27,,,,,13 of 27,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,8 of 35,,,,,4 of 6,,,,,4 of 7,,,,,15 of 46,,,,,0 of 0,,,,,1 of 2,,,,,10 of 23,,,,,3 of 3,,,,,0 of 1,,,,,13 of 27,,,,,0 of 0,,,,,0 of 0,,,,,W,1987-05-11,1982-07-23,76.0,72.0,30.352437079474594,35.15198806272545,True,http://ufcstats.com/fighter-details/1bcaac2d99b90fce|http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0.8720930232558138,True,True,1.1,-999.9999999999991,4.799550983250857,4.0,10.000000000000009
L,Daniel Omielanczuk,Curtis Blaydes,http://ufcstats.com/fighter-details/470fedbc8563ac47,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Glenn Trowbridge 27 - 30. Junichiro Kamijo 27 - 30. Jeff Mullen 27 - 30.,--,Razor,2017-07-08,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/686cccbf1a4de453,0,0.0,0.0,,,16 of 35,15 of 46,20 of 51,,,27 of 46,20 of 51,21 of 52,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:03,,,0,0.0,0.0,,,17 of 38,21 of 57,34 of 73,,,31 of 54,28 of 66,35 of 74,,,0 of 6,0 of 4,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,3:02,1:17,1:16,,,5 of 22,9 of 38,15 of 45,,,9 of 10,6 of 7,2 of 3,,,2 of 3,0 of 1,3 of 3,,,8 of 26,10 of 40,18 of 47,,,8 of 9,5 of 6,2 of 4,,,0 of 0,0 of 0,0 of 0,,,7 of 28,14 of 48,20 of 59,,,7 of 7,5 of 7,11 of 11,,,3 of 3,2 of 2,3 of 3,,,4 of 21,16 of 52,19 of 56,,,13 of 17,5 of 5,2 of 4,,,0 of 0,0 of 0,13 of 13,,,L,1982-08-31,1991-02-18,74.0,80.0,34.8535561989637,26.385209826348248,False,http://ufcstats.com/fighter-details/470fedbc8563ac47|http://ufcstats.com/fighter-details/fa6796c55d6c5440,0.8313582497721058,False,True,1.15625,-640.0,8.468346372615454,6.0,15.625
L,Jim Miller,Dan Hooker,http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Lightweight Bout,KO/TKO,1,3:00,3 Rnd (5-5-5),Gary Copeland,Knee to Head In Clinch,A-10,The Hangman,2018-04-21,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/ad99fa5325519169,0,,,,,10 of 20,,,,,13 of 23,,,,,1 of 2,,,,,0,,,,,0,,,,,0:27,,,,,1,,,,,24 of 44,,,,,24 of 44,,,,,0 of 0,,,,,0,,,,,0,,,,,0:13,,,,,6 of 16,,,,,2 of 2,,,,,2 of 2,,,,,8 of 17,,,,,2 of 3,,,,,0 of 0,,,,,15 of 33,,,,,4 of 4,,,,,5 of 7,,,,,23 of 43,,,,,0 of 0,,,,,1 of 1,,,,,L,1983-08-30,1990-02-13,71.0,75.0,34.64273735942559,28.184014729939697,False,http://ufcstats.com/fighter-details/193b9d1858bc4df3|http://ufcstats.com/fighter-details/d1941565abf50b16,0.7241379310344828,False,True,1.3333333333333333,-300.00000000000006,6.458722629485891,4.0,33.33333333333333
W,Kyung Ho Kang,Guido Cannetti,http://ufcstats.com/fighter-details/a7897d200692ab64,http://ufcstats.com/fighter-details/d05412b513b19621,Bantamweight Bout,Submission,1,4:53,3 Rnd (5-5-5),Marc Wasem,Triangle Choke From Bottom,Mr. Perfect,Ninja,2018-01-14,"St. Louis, Missouri, USA",http://ufcstats.com/event-details/fc1868f56d3036eb,0,,,,,3 of 11,,,,,28 of 36,,,,,1 of 2,,,,,1,,,,,0,,,,,0:38,,,,,0,,,,,19 of 39,,,,,22 of 42,,,,,1 of 2,,,,,0,,,,,0,,,,,1:27,,,,,3 of 9,,,,,0 of 2,,,,,0 of 0,,,,,1 of 8,,,,,1 of 1,,,,,1 of 2,,,,,12 of 29,,,,,4 of 7,,,,,3 of 3,,,,,9 of 29,,,,,5 of 5,,,,,5 of 5,,,,,W,1987-09-09,1979-12-19,73.0,68.0,30.349699172467606,38.07333483918219,True,http://ufcstats.com/fighter-details/a7897d200692ab64|http://ufcstats.com/fighter-details/d05412b513b19621,0.7195253505933118,True,True,1.3448275862068966,-290.0,7.723635666714582,5.0,34.48275862068966
L,Maia Stevenson,Polyana Viana,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,http://ufcstats.com/fighter-details/9673a497a9da119a,Women's Strawweight Bout,Submission,1,3:50,3 Rnd (5-5-5),Camila Albuquerque,Rear Naked Choke,--,Dama de Ferro,2018-02-03,"Belem, Para, Brazil",http://ufcstats.com/event-details/7cf20446453f852b,0,,,,,6 of 11,,,,,11 of 16,,,,,1 of 1,,,,,0,,,,,0,,,,,1:29,,,,,0,,,,,12 of 18,,,,,25 of 35,,,,,1 of 2,,,,,3,,,,,1,,,,,1:46,,,,,1 of 6,,,,,3 of 3,,,,,2 of 2,,,,,4 of 9,,,,,2 of 2,,,,,0 of 0,,,,,11 of 16,,,,,1 of 2,,,,,0 of 0,,,,,4 of 8,,,,,1 of 2,,,,,7 of 8,,,,,L,1982-03-19,1992-06-14,62.0,67.0,35.88027132658439,25.640499120447373,False,http://ufcstats.com/fighter-details/2fee10d5cf86bfca|http://ufcstats.com/fighter-details/9673a497a9da119a,0.7857142857142857,False,True,1.2272727272727273,-439.99999999999994,10.239772206137019,5.0,22.72727272727273
W,Shane Burgos,Kurt Holobaugh,http://ufcstats.com/fighter-details/98d961097baaf308,http://ufcstats.com/fighter-details/a7151778b3381036,Featherweight Bout,Submission,1,2:11,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard,Hurricane,--,2018-11-03,"New York City, New York, USA",http://ufcstats.com/event-details/20821819c401ced8,0,,,,,17 of 24,,,,,17 of 24,,,,,0 of 0,,,,,1,,,,,0,,,,,0:00,,,,,1,,,,,21 of 51,,,,,26 of 57,,,,,0 of 0,,,,,0,,,,,0,,,,,0:13,,,,,13 of 19,,,,,2 of 3,,,,,2 of 2,,,,,17 of 24,,,,,0 of 0,,,,,0 of 0,,,,,14 of 40,,,,,1 of 2,,,,,6 of 9,,,,,19 of 48,,,,,1 of 2,,,,,1 of 1,,,,,W,1991-03-19,1986-09-08,75.0,70.0,27.62821960752103,32.15397989007303,True,http://ufcstats.com/fighter-details/98d961097baaf308|http://ufcstats.com/fighter-details/a7151778b3381036,0.7727272727272727,True,True,1.25,-400.0,4.525760282552003,5.0,25.0
L,Demian Maia,Kamaru Usman,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Leon Roberts,Chris Lee 45 - 50. Guilherme Bravo 46 - 49. Sal D'amato 46 - 49.,--,The Nigerian Nightmare,2018-05-19,"Santiago, Chile",http://ufcstats.com/event-details/3144121470023e9a,0,0.0,0.0,0.0,0.0,5 of 12,7 of 18,4 of 25,4 of 9,7 of 23,10 of 17,8 of 20,4 of 25,4 of 9,7 of 23,0 of 1,0 of 4,0 of 4,0 of 3,0 of 3,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2:01,0:00,0:00,0:00,0:00,0,0.0,0.0,1.0,0.0,12 of 29,12 of 47,13 of 53,16 of 42,13 of 38,13 of 30,16 of 52,16 of 56,32 of 58,20 of 48,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:38,0:26,1:31,1:44,5 of 12,7 of 18,4 of 25,4 of 9,6 of 21,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,5 of 12,6 of 17,4 of 25,4 of 9,6 of 22,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,6 of 22,9 of 43,9 of 44,14 of 38,11 of 34,0 of 1,1 of 2,2 of 5,0 of 2,1 of 2,6 of 6,2 of 2,2 of 4,2 of 2,1 of 2,12 of 29,10 of 43,13 of 51,10 of 33,10 of 31,0 of 0,1 of 3,0 of 0,0 of 0,0 of 2,0 of 0,1 of 1,0 of 2,6 of 9,3 of 5,L,1977-11-06,1987-05-11,72.0,76.0,40.531975331457865,31.02322429618678,False,http://ufcstats.com/fighter-details/427b5953ac8e3a27|http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0.8122418325197146,False,True,1.1904761904761905,-525.0,9.508751035271086,4.0,19.047619047619047
L,Nik Lentz,David Teymur,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,http://ufcstats.com/fighter-details/2747c60e42d9d75f,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 27 - 30. Tim Corrado 27 - 30. Doug Crosby 28 - 29.,The Carny,--,2018-06-01,"Utica, New York, USA",http://ufcstats.com/event-details/d29b5c4f22c6357d,0,0.0,0.0,,,25 of 49,15 of 42,21 of 53,,,26 of 50,15 of 42,22 of 54,,,0 of 3,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:35,0:02,0:07,,,0,0.0,0.0,,,23 of 63,18 of 56,26 of 68,,,27 of 67,18 of 56,27 of 69,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:06,,,13 of 33,5 of 29,13 of 45,,,9 of 12,8 of 9,7 of 7,,,3 of 4,2 of 4,1 of 1,,,25 of 49,15 of 42,21 of 53,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,13 of 51,5 of 39,13 of 51,,,3 of 5,4 of 7,5 of 8,,,7 of 7,9 of 10,8 of 9,,,23 of 63,18 of 56,26 of 68,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,L,1984-08-13,1989-05-01,68.0,73.0,33.79946200127313,29.084786135238915,False,http://ufcstats.com/fighter-details/2747c60e42d9d75f|http://ufcstats.com/fighter-details/6fb1ba67bef41b37,0.7241379310344828,False,True,1.3333333333333333,-300.00000000000006,4.714675866034213,5.0,33.33333333333333
W,Kevin Holland,John Phillips,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,Middleweight Bout,Submission,3,4:05,3 Rnd (5-5-5),Peter Hickmott,Rear Naked Choke,Trailblazer,The Welsh Wrecking Machine,2018-11-24,"Beijing, China",http://ufcstats.com/event-details/de25520d54eab12d,0,0.0,0.0,,,60 of 90,49 of 79,14 of 18,,,60 of 90,50 of 80,54 of 66,,,1 of 1,0 of 1,4 of 4,,,0,0.0,2.0,,,0,0.0,0.0,,,0:03,0:00,3:19,,,0,0.0,0.0,,,12 of 44,38 of 102,1 of 8,,,13 of 45,39 of 103,1 of 8,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:03,0:23,0:23,,,31 of 56,30 of 54,13 of 17,,,20 of 25,12 of 16,1 of 1,,,9 of 9,7 of 9,0 of 0,,,51 of 80,44 of 73,0 of 0,,,6 of 6,5 of 6,0 of 0,,,3 of 4,0 of 0,14 of 18,,,2 of 26,18 of 74,1 of 8,,,3 of 8,13 of 21,0 of 0,,,7 of 10,7 of 7,0 of 0,,,11 of 40,32 of 90,0 of 2,,,1 of 4,6 of 12,0 of 0,,,0 of 0,0 of 0,1 of 6,,,W,1992-11-05,1985-06-09,81.0,75.0,26.05118517149565,33.45996153240655,True,http://ufcstats.com/fighter-details/3a46b268013afede|http://ufcstats.com/fighter-details/e9ac7bfb65c25497,0.8233260786070925,True,True,1.1694915254237288,-590.0,7.4087763609109025,6.0,16.94915254237288
L,Mizuto Hirota,Christos Giagos,http://ufcstats.com/fighter-details/35faad160d346839,http://ufcstats.com/fighter-details/de45aaae23dfa392,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Howard Hughes 28 - 29. Howie Booth 27 - 29. Kon Papaioannou 28 - 30.,Pugnus,The Spartan,2018-12-01,"Adelaide, South Australia, Australia",http://ufcstats.com/event-details/d1d20e651e6cbc02,0,0.0,0.0,,,8 of 19,4 of 15,7 of 21,,,12 of 23,8 of 21,27 of 42,,,0 of 0,0 of 0,0 of 0,,,1,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,1:06,,,0,0.0,0.0,,,21 of 51,9 of 31,1 of 8,,,33 of 64,25 of 55,5 of 12,,,2 of 2,2 of 2,1 of 6,,,0,0.0,0.0,,,0,0.0,1.0,,,2:41,3:59,2:42,,,7 of 17,4 of 15,4 of 18,,,1 of 1,0 of 0,3 of 3,,,0 of 1,0 of 0,0 of 0,,,7 of 18,4 of 12,1 of 11,,,1 of 1,0 of 3,3 of 6,,,0 of 0,0 of 0,3 of 4,,,14 of 44,7 of 28,1 of 8,,,7 of 7,1 of 2,0 of 0,,,0 of 0,1 of 1,0 of 0,,,10 of 32,3 of 13,1 of 8,,,2 of 2,1 of 2,0 of 0,,,9 of 17,5 of 16,0 of 0,,,L,1981-05-05,1990-01-23,67.0,71.0,37.57503576391028,28.854801946651882,False,http://ufcstats.com/fighter-details/35faad160d346839|http://ufcstats.com/fighter-details/de45aaae23dfa392,0.7634625062908909,False,True,1.2702702702702702,-370.0000000000001,8.720233817258396,4.0,27.027027027027017
W,Devonte Smith,Dong Hyun Ma,http://ufcstats.com/fighter-details/207773daeb4afa7b,http://ufcstats.com/fighter-details/98a6b2361045898f,Lightweight Bout,KO/TKO,1,3:53,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,King Kage,Maestro,2019-02-09,"Melbourne, Victoria, Australia",http://ufcstats.com/event-details/b5882371e2a3900d,1,,,,,19 of 43,,,,,19 of 43,,,,,0 of 0,,,,,0,,,,,0,,,,,0:02,,,,,0,,,,,1 of 9,,,,,1 of 9,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,14 of 34,,,,,1 of 4,,,,,4 of 5,,,,,15 of 38,,,,,0 of 0,,,,,4 of 5,,,,,0 of 4,,,,,0 of 1,,,,,1 of 4,,,,,1 of 9,,,,,0 of 0,,,,,0 of 0,,,,,W,1993-07-30,1988-09-09,76.0,70.0,25.530982840167834,30.41814684764232,True,http://ufcstats.com/fighter-details/207773daeb4afa7b|http://ufcstats.com/fighter-details/98a6b2361045898f,0.7065820777160984,True,True,1.3703703703703702,-270.0000000000001,4.887164007474485,6.0,37.037037037037024
L,Kevin Lee,Al Iaquinta,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/59279a7c978f7da0,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Sal D'amato 47 - 48. Brian Puccillo 47 - 48. Chris Lee 46 - 49.,The Motown Phenom,Raging,2018-12-15,"Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/7a703c565ccaa18f,0,0.0,0.0,0.0,0.0,23 of 86,34 of 69,10 of 35,17 of 61,18 of 45,23 of 86,43 of 81,20 of 46,17 of 61,18 of 45,0 of 0,1 of 2,2 of 2,0 of 0,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,1:44,2:27,0:00,1:14,0,0.0,0.0,0.0,0.0,20 of 51,18 of 35,16 of 29,24 of 60,33 of 53,20 of 51,18 of 35,18 of 31,24 of 60,33 of 53,0 of 6,0 of 0,0 of 1,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:14,17 of 77,29 of 62,5 of 29,13 of 57,16 of 42,4 of 7,3 of 5,3 of 4,3 of 3,1 of 2,2 of 2,2 of 2,2 of 2,1 of 1,1 of 1,23 of 86,15 of 48,8 of 33,17 of 61,18 of 45,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,19 of 21,1 of 1,0 of 0,0 of 0,12 of 38,12 of 29,12 of 23,16 of 50,30 of 49,5 of 9,4 of 4,3 of 5,4 of 6,3 of 4,3 of 4,2 of 2,1 of 1,4 of 4,0 of 0,20 of 51,17 of 34,16 of 28,24 of 60,33 of 53,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,L,1992-09-04,1987-04-30,77.0,70.0,26.278431453075697,31.62830174473124,False,http://ufcstats.com/fighter-details/59279a7c978f7da0|http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,0.7427937915742794,True,False,1.2985074626865671,-335.00000000000006,5.349870291655542,7.0,-100.0
W,Jon Jones,Thiago Santos,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/dea070ed4a2a8281,UFC Light Heavyweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 47 - 48. Junichiro Kamijo 48 - 47. Derek Cleary 47 - 48.,Bones,Marreta,2019-07-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6c9383ffab2725a5,0,0.0,0.0,0.0,0.0,7 of 16,11 of 17,14 of 19,11 of 17,16 of 21,7 of 16,11 of 17,14 of 19,11 of 17,16 of 21,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0,0.0,0.0,0.0,0.0,11 of 26,7 of 42,6 of 33,8 of 28,11 of 37,11 of 26,7 of 42,6 of 33,8 of 28,11 of 37,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0 of 4,2 of 7,4 of 7,2 of 7,3 of 7,3 of 5,4 of 4,4 of 4,2 of 3,3 of 3,4 of 7,5 of 6,6 of 8,7 of 7,10 of 11,7 of 16,10 of 15,11 of 15,11 of 17,16 of 21,0 of 0,1 of 2,3 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,3 of 12,1 of 25,1 of 17,0 of 13,4 of 25,1 of 1,2 of 6,1 of 6,1 of 5,2 of 3,7 of 13,4 of 11,4 of 10,7 of 10,5 of 9,11 of 26,6 of 38,6 of 30,8 of 28,11 of 37,0 of 0,1 of 4,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,1987-07-19,1984-01-07,84.0,76.0,31.965064306590826,35.494226438599014,True,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/dea070ed4a2a8281,0.8358033905533638,True,True,1.1492537313432836,-670.0000000000001,3.5291621320081887,8.0,14.925373134328357
W,Ricardo Ramos,Journey Newson,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/78f485f851891d68,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Travis Metteer,Nick Vogel 27 - 30. Nick Palmer 27 - 30. Derek Cleary 27 - 30.,--,--,2019-06-29,"Minneapolis, Minnesota, USA",http://ufcstats.com/event-details/c0c1bc0766df4c00,0,0.0,0.0,,,9 of 39,17 of 47,14 of 34,,,10 of 40,17 of 47,21 of 42,,,1 of 1,0 of 0,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:46,0:00,2:00,,,0,0.0,0.0,,,10 of 36,17 of 59,11 of 28,,,12 of 39,17 of 59,12 of 29,,,0 of 1,0 of 0,0 of 0,,,0,0.0,1.0,,,0,0.0,0.0,,,0:10,0:00,0:00,,,2 of 25,11 of 39,10 of 26,,,2 of 6,3 of 4,3 of 7,,,5 of 8,3 of 4,1 of 1,,,8 of 38,17 of 47,12 of 32,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,2 of 2,,,0 of 22,5 of 38,4 of 20,,,3 of 7,4 of 8,2 of 3,,,7 of 7,8 of 13,5 of 5,,,9 of 35,17 of 59,11 of 28,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1995-08-01,1989-03-07,72.0,67.0,23.910141892030637,30.311368474369768,True,http://ufcstats.com/fighter-details/1ae8f3c723aacff4|http://ufcstats.com/fighter-details/78f485f851891d68,0.7666504618376278,True,True,1.263157894736842,-380.0000000000001,6.401226582339131,5.0,26.315789473684205
L,Matt Wiman,Luis Pena,http://ufcstats.com/fighter-details/eb29176b03dfa888,http://ufcstats.com/fighter-details/2844b047183a1adb,Lightweight Bout,KO/TKO,3,1:14,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,--,Violent Bob Ross,2019-06-22,"Greenville, South Carolina, USA",http://ufcstats.com/event-details/b16a7e6a627e9789,0,0.0,0.0,,,8 of 14,9 of 15,7 of 13,,,10 of 16,11 of 17,7 of 13,,,1 of 2,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:09,0:05,0:00,,,0,0.0,0.0,,,35 of 65,29 of 40,23 of 43,,,38 of 68,37 of 49,23 of 43,,,0 of 0,1 of 1,0 of 0,,,0,1.0,0.0,,,1,0.0,0.0,,,3:09,4:03,0:21,,,0 of 4,2 of 8,0 of 6,,,0 of 1,2 of 2,1 of 1,,,8 of 9,5 of 5,6 of 6,,,8 of 11,9 of 12,7 of 13,,,0 of 2,0 of 0,0 of 0,,,0 of 1,0 of 3,0 of 0,,,33 of 62,29 of 40,22 of 42,,,2 of 3,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,0 of 11,8 of 14,10 of 20,,,9 of 12,0 of 0,0 of 0,,,26 of 42,21 of 26,13 of 23,,,L,1983-09-19,1993-07-05,68.0,75.0,35.75706551126991,25.963572147272018,False,http://ufcstats.com/fighter-details/2844b047183a1adb|http://ufcstats.com/fighter-details/eb29176b03dfa888,0.7666504618376276,False,True,1.263157894736842,-380.0000000000001,9.79349336399789,7.0,26.315789473684205
