segment,bets,wins,win_rate,profit,roi,ci_low,ci_high,avg_market_prob,avg_decimal_odds
2024,30,23,0.7666666666666667,-74.400145004127,-0.049600096669417996,-0.25003724481510947,0.1280350559548517,0.7674976568675856,1.2513759625719165
2025,18,16,0.8888888888888888,99.5,0.11055555555555556,-0.09777777777777778,0.26166666666666666,0.7697195631888365,1.2533333333333332
2024-current,48,39,0.8125,25.099854995873045,0.010458272914947102,-0.1364714930864776,0.14142336339838263,0.7683308717380548,1.252109976607448
