event_date,year,event_name,weight_class,fighter_1,fighter_2,favorite,underdog,favorite_age,underdog_age,younger_advantage,market_prob,favorite_decimal_odds,won,profit,snapshot_mode,snapshot_rows,source_values,region_values,adding_date_selected,fight_url
2024-08-10,2024,UFC on ESPN 61 - Tybura vs. Spivac 2,,Nikolay Veretennikov,Danny Barlow,Danny Barlow,Nikolay Veretennikov,29.02455218108517,34.63452363840462,5.609971457319453,0.7640449438202247,1.2352941176470589,True,11.764705882352944,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/7b4284bd3033a319
2024-08-24,2024,UFC on ESPN 62 - Cannonier vs. Borralho,,Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,Josiane Nunes,26.98754936788572,30.670034292285262,3.6824849243995423,0.7135512302607419,1.3448275862068966,True,17.24137931034483,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/903d588b30a471e8
2024-09-14,2024,UFC 306 - Noche UFC: O'Malley vs. Dvalishvili,,Edgar Chairez,Joshua Van,Joshua Van,Edgar Chairez,22.92997118352875,28.633031479085812,5.703060295557062,0.7050331642606321,1.359712230215827,True,17.985611510791355,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a
2024-09-28,2024,UFC Fight Night 243 - Moicano vs. St. Denis,,Morgan Charriere,Gabriel Miranda,Morgan Charriere,Gabriel Miranda,28.925987528833584,34.51405573009713,5.5880682012635425,0.8042929292929294,1.1923076923076923,True,9.615384615384615,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/f114929ed709606e
2024-10-26,2024,UFC 308 - Topuria vs. Holloway,,Farid Basharat,Victor Hugo,Farid Basharat,Victor Hugo,27.233960998514686,31.926733608492988,4.692772609978302,0.8172588832487311,1.1739130434782608,True,8.695652173913038,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/5c783cd188425783
2024-11-09,2024,UFC Fight Night 247 - Magny vs. Prates,,Mansur Abdul-Malik,Dusko Todorovic,Mansur Abdul-Malik,Dusko Todorovic,27.091589834151282,30.478380801796067,3.386790967644785,0.7957758771164253,1.2061855670103092,True,10.309278350515461,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/ea6427379a83bd01
2024-11-09,2024,UFC Fight Night 247 - Magny vs. Prates,,Carlos Prates,Neil Magny,Carlos Prates,Neil Magny,31.231305228717908,37.27112808613455,6.039822857416645,0.8524590163934427,1.125,True,6.25,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/73f451d894a1d4ca
2024-11-16,2024,UFC 309 - Jones vs. Miocic,,Oban Elliott,Bassil Hafez,Oban Elliott,Bassil Hafez,26.91088797169004,32.794650129708344,5.883762158018303,0.725752508361204,1.3225806451612905,True,16.129032258064523,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/9676a4e9362e4bfd
2024-11-16,2024,UFC 309 - Jones vs. Miocic,,Viviane Araujo,Karine Silva,Karine Silva,Viviane Araujo,30.957514528019054,37.98845972196554,7.030945193946486,0.7135512302607419,1.3448275862068966,False,-50.0,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/8545a2495db16538
2024-11-23,2024,UFC Fight Night 248 - Yan vs. Figueiredo,,Petr Yan,Deiveson Figueiredo,Petr Yan,Deiveson Figueiredo,31.781624537122596,36.934365524274966,5.15274098715237,0.7220792588780237,1.3278688524590163,True,16.393442622950815,historical_import_fallback,1,zewnetrzne,us,2025-07-27 09:10:07.798897+00:00,http://ufcstats.com/fight-details/f53573316a4f349f
