market_band,bets,wins,win_rate,profit,roi,ci_low,ci_high,avg_market_prob,avg_decimal_odds
70-74.9%,29,21,0.7241379310344828,-34.4243327446551,-0.0237409191342449,-0.25607425577269977,0.17992366126674494,0.7195530147846833,1.3480986017183556
75-79.9%,33,30,0.9090909090909091,233.34807935512436,0.14142307839704507,-0.000676859688699831,0.2541673490380333,0.7747048741099877,1.255996886655064
80-84.9%,9,9,1.0,84.3755529183299,0.18750122870739977,,,0.820753442616411,1.1875012287073998
85-89.9%,9,8,0.8888888888888888,9.026315789473681,0.020058479532163737,,,0.8747572495904142,1.1450584795321637
