org_group,event_date,event_name,fighter_1,fighter_2,favorite,underdog,favorite_age,underdog_age,younger_advantage,market_prob,best_odds,best_book,books,won,profit,bfo_event,bfo_href
PFL,2023-02-17,Professional Fighters League - PFL Challenger Series 2023 Week 4: Lightweights,Manoel Sousa,Paulo Henrique Laia,Manoel Sousa,Paulo Henrique Laia,25.706208888615098,30.9465628999911,5.240354011376002,0.7368421052631579,-350,BetWay,1,True,14.285714285714285,PFL Challenger Series,/events/pfl-challenger-series-2800
PFL,2023-02-17,Professional Fighters League - PFL Challenger Series 2023 Week 4: Lightweights,Elvin Espinoza,Damir Ferhatbegovic,Damir Ferhatbegovic,Elvin Espinoza,28.427688453561675,30.040315680677907,1.6126272271162314,0.5213717693836979,-110,BetWay,2,False,-50.0,PFL Challenger Series,/events/pfl-challenger-series-2800
PFL,2023-02-24,Professional Fighters League - PFL Challenger Series 2023 Week 5: Women's Flyweights,Shanna Young,Sandra Lavado,Shanna Young,Sandra Lavado,32.01160872570963,28.813733341547053,-3.1978753841625753,0.714622641509434,-240,DraftKings,2,True,20.833333333333336,PFL Challenger Series Week 5,/events/pfl-challenger-series-week-5-2805
PFL,2023-02-24,Professional Fighters League - PFL Challenger Series 2023 Week 5: Women's Flyweights,Lisa Mauldin,Helen Peralta,Helen Peralta,Lisa Mauldin,34.62630991738366,32.84119454882715,-1.7851153685565109,0.7971265357822582,-450,BetWay,2,False,-50.0,PFL Challenger Series Week 5,/events/pfl-challenger-series-week-5-2805
PFL,2023-02-24,Professional Fighters League - PFL Challenger Series 2023 Week 5: Women's Flyweights,Kaytlin Neil,Katherine Corogenes,Kaytlin Neil,Katherine Corogenes,31.13274057646632,33.85969595542687,2.726955378960554,0.7619047619047619,-400,BetWay,1,True,12.5,PFL Challenger Series Week 5,/events/pfl-challenger-series-week-5-2805
PFL,2023-02-24,Professional Fighters League - PFL Challenger Series 2023 Week 5: Women's Flyweights,Desiree Yanez,Maira Mazar,Desiree Yanez,Maira Mazar,33.01368269026742,37.25743855109961,4.243755860832188,0.60431654676259,-175,BetWay,1,True,28.57142857142857,PFL Challenger Series Week 5,/events/pfl-challenger-series-week-5-2805
PFL,2023-03-03,Professional Fighters League - PFL Challenger Series 2023 Week 6: Featherweights,Brahyam Zurcher,David Evans,David Evans,Brahyam Zurcher,29.153233810413628,26.979335646864754,-2.1738981635488734,0.5633187772925765,-150,BetWay,1,False,-50.0,PFL Challenger Series Week 6,/events/pfl-challenger-series-week-6-2812
PFL,2023-03-03,Professional Fighters League - PFL Challenger Series 2023 Week 6: Featherweights,Nathan Kelly,Zachary Hicks,Nathan Kelly,Zachary Hicks,25.77465656378981,33.74470386113335,7.970047297343541,0.8124687030545819,-649,BetWay,1,True,7.704160246533127,PFL Challenger Series Week 6,/events/pfl-challenger-series-week-6-2812
PFL,2023-03-03,Professional Fighters League - PFL Challenger Series 2023 Week 6: Featherweights,Gabriel Braga,Ago Huskic,Gabriel Braga,Ago Huskic,24.85745771644866,28.997173111015282,4.139715394566622,0.7798165137614679,-500,BetWay,1,True,10.0,PFL Challenger Series Week 6,/events/pfl-challenger-series-week-6-2812
PFL,2023-03-03,Professional Fighters League - PFL Challenger Series 2023 Week 6: Featherweights,James Gonzalez,Vikas Singh Ruhil,James Gonzalez,Vikas Singh Ruhil,32.66870640738687,30.136142425922504,-2.5325639814643672,0.8124687030545819,-649,BetWay,1,True,7.704160246533127,PFL Challenger Series Week 6,/events/pfl-challenger-series-week-6-2812
PFL,2023-03-10,Professional Fighters League - PFL Challenger Series 2023 Week 7: Light Heavyweights,Impa Kasanganay,Osama ElSeady,Impa Kasanganay,Osama ElSeady,29.142282182385674,24.45498538642135,-4.6872967959643255,0.7659574468085105,-450,BetWay,1,True,11.11111111111111,PFL Challenger Series Week 7,/events/pfl-challenger-series-week-7-2818
PFL,2023-03-10,Professional Fighters League - PFL Challenger Series 2023 Week 7: Light Heavyweights,Taylor Johnson,Trey Williams,Taylor Johnson,Trey Williams,32.331943845527285,32.611210360240115,0.27926651471283037,0.6992481203007519,-300,BetWay,1,True,16.666666666666664,PFL Challenger Series Week 7,/events/pfl-challenger-series-week-7-2818
PFL,2023-03-10,Professional Fighters League - PFL Challenger Series 2023 Week 7: Light Heavyweights,Billy Elekana,Tristan Overvig,Billy Elekana,Tristan Overvig,27.784280306919374,23.762294913653257,-4.021985393266117,0.5689655172413793,-150,BetWay,1,True,33.33333333333333,PFL Challenger Series Week 7,/events/pfl-challenger-series-week-7-2818
PFL,2023-03-10,Professional Fighters League - PFL Challenger Series 2023 Week 7: Light Heavyweights,Roland Dunlap,Monte Morrison,Roland Dunlap,Monte Morrison,30.25113452021602,29.585823117517812,-0.6653114026982081,0.533066132264529,-133,BetWay,1,True,37.59398496240601,PFL Challenger Series Week 7,/events/pfl-challenger-series-week-7-2818
PFL,2023-03-17,Professional Fighters League - PFL Challenger Series 2023 Week 8: 2nd Chance Fights,Kendly St. Louis,Paulo Henrique Laia,Kendly St. Louis,Paulo Henrique Laia,32.200524309191835,31.02322429618678,-1.1773000130050555,0.5791298865069356,-167,BetWay,1,True,29.94011976047904,PFL Challenger Series Week 8,/events/pfl-challenger-series-week-8-2827
PFL,2023-03-17,Professional Fighters League - PFL Challenger Series 2023 Week 8: 2nd Chance Fights,Ali Omar,Sanon Sadeck,Sanon Sadeck,Ali Omar,29.457141488189354,25.451583536965167,-4.005557951224187,0.6875,-275,BetWay,1,False,-50.0,PFL Challenger Series Week 8,/events/pfl-challenger-series-week-8-2827
