event_date,favorite,opponent,market_prob,won,fight_method,fight_round,fav_age,dog_age,age_gap,reach_gap,height_gap,f_fights,o_fights,f_win_pct,o_win_pct,f_last3,o_last3,f_last5,o_last5,f_layoff,o_layoff,f_sig_diff_pm,o_sig_diff_pm,f_sig_def,o_sig_def,f_td_l15,o_td_l15,f_td_a15,o_td_a15,f_td_def,o_td_def,f_sub15,o_sub15,f_ctrl15,o_ctrl15,f_ctrl_allowed15,o_ctrl_allowed15,f_ground_l15,o_ground_l15,f_finish_win_pct,o_finish_win_pct,f_finish_loss_pct,o_finish_loss_pct,style_danger_score,division
2020-02-22,Jake Matthews,Emil Meek,0.6428571428571429,True,Decision - Unanimous,3,25.511817491118915,31.507833836423742,5.996016345304831,-1.0,0.0,9,3,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.8,0.3333333333333333,140,580,0.7671043538355218,-0.4,0.6352530541012216,0.3199999999999999,1.8659295093296475,0.3333333333333333,4.664823773324119,0.6666666666666666,0.6428571428571428,0.4848484848484848,0.6219765031098825,1.3333333333333333,4.053213545266067,2.8833333333333333,2.741879751209398,9.183333333333332,13.683483068417416,11.666666666666666,0.5,0.0,0.6666666666666666,0.0,2,Welterweight
2020-06-13,Andre Fili,Charles Jourdain,0.6734693877551021,True,Decision - Split,3,29.969130098496205,24.54533631765197,-5.423793780844235,5.0,2.0,14,2,0.5714285714285714,0.5,0.6666666666666666,0.5,0.6,0.5,147,175,0.0383754397185801,-0.0407608695652173,0.5299924069855733,0.4957983193277311,2.4944035817077066,0.0,5.468500159897665,0.0,0.6976744186046512,0.0,0.1918771985929005,0.0,2.486408698433002,0.2139945652173913,2.622321714102974,1.9259510869565215,5.180684362008313,4.891304347826087,0.375,1.0,0.5,0.0,1,Featherweight
2020-11-07,Darren Elkins,Eduardo Garagorri,0.66796875,True,Submission,3,36.47987296111487,31.44759988227,-5.032273078844874,1.0,1.0,16,1,0.75,0.0,0.6666666666666666,0.0,0.8,0.0,483,357,0.6862003780718336,-1.0126582278481011,0.5500963391136802,0.7058823529411764,2.551984877126654,0.0,6.720226843100188,0.0,0.5555555555555556,0.3333333333333333,1.0207939508506616,0.0,5.651228733459357,0.189873417721519,2.52930056710775,4.177215189873418,14.716446124763705,0.0,0.3333333333333333,,0.5,1.0,0,Featherweight
2021-03-13,Rani Yahya,Ray Rodriguez,0.7065820777160984,True,Submission,2,36.4990383101638,33.257356413889404,-3.241681896274393,-3.0,-1.0,10,1,0.6,0.0,0.6666666666666666,0.0,0.6,0.0,763,189,0.40286089621953,0.0,0.5442477876106195,0.6666666666666667,2.101882936797548,23.07692307692308,7.619325645891111,23.07692307692308,0.15,,1.8391475696978543,0.0,4.630710845132096,4.615384615384616,4.34608086410743,0.0,7.487957962341264,0.0,0.8333333333333334,,0.0,1.0,2,Bantamweight
2021-06-26,Charles Rosa,Justin Jaynes,0.6053006554573952,True,Decision - Split,3,34.83986666392876,31.877451282367197,-2.9624153815615664,1.0,2.0,8,3,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,0.3333333333333333,378,203,-0.4881940012763242,-3.0303030303030303,0.4993849938499385,0.6090909090909091,2.0102105934907466,0.0,6.030631780472239,0.9090909090909092,0.4545454545454546,0.5,0.8615188257817485,0.9090909090909092,2.4553286534779835,0.6212121212121212,4.116145500957242,1.2727272727272727,2.7281429483088706,9.09090909090909,0.5,1.0,0.25,1.0,2,Featherweight
2021-06-26,Renato Moicano,Jai Herbert,0.6781609195402298,True,Submission,2,32.099221749933264,33.12046106353998,1.0212393136067135,-5.0,-2.0,8,1,0.625,0.0,0.3333333333333333,0.0,0.4,0.0,196,336,1.1616796580336937,-0.782608695652174,0.6566347469220246,0.4827586206896551,1.584108624591401,0.0,2.941916017098315,0.0,0.75,0.3333333333333333,0.6789036962534574,0.0,1.123962786019613,4.347826086956522,0.4450590897661554,4.304347826086956,2.941916017098315,0.0,0.6,,1.0,1.0,1,Lightweight
2021-08-21,Brian Kelleher,Domingo Pilarte,0.6115107913669063,True,Decision - Unanimous,3,35.00687899135506,31.62556383772425,-3.3813151536308084,-7.0,-6.0,10,1,0.5,0.0,0.3333333333333333,0.0,0.4,0.0,189,763,-1.5780445969125214,-0.8,0.5363288718929254,0.4523809523809523,0.8576329331046312,2.0,3.7735849056603774,5.0,0.5925925925925926,0.75,0.5145797598627787,1.0,2.1040594625500284,6.166666666666666,2.773013150371641,6.633333333333334,4.631217838765008,0.0,0.8,,0.6,0.0,3,Bantamweight
2021-08-21,Alexandre Pantoja,Brandon Royval,0.6115107913669063,True,Submission,2,31.34903523001841,29.013600553057216,-2.335434676961196,-1.0,-4.0,8,3,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,196,273,1.2029546253957089,0.890829694323144,0.5579227696404794,0.4711538461538461,0.9497010200492436,0.7860262008733624,2.690819556806191,0.7860262008733624,0.625,0.5384615384615384,0.7914175167077031,2.358078602620087,3.149841716496659,2.816593886462882,1.75167077031305,6.720524017467249,5.856489623637003,4.716157205240174,0.5,1.0,0.0,1.0,2,Flyweight
2021-10-09,Randy Brown,Jared Gooden,0.725752508361204,True,Decision - Unanimous,3,31.255946391780803,27.84451426107312,-3.4114321307076807,1.0,3.0,10,3,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,0.3333333333333333,168,70,0.6831683168316832,-2.505353319057816,0.5285481239804242,0.4935344827586206,0.891089108910891,0.9635974304068524,2.0792079207920797,0.9635974304068524,0.6857142857142857,0.8333333333333334,0.7425742574257426,0.0,3.5420792079207915,0.698608137044968,4.752475247524752,2.1520342612419703,7.574257425742574,2.890792291220557,0.6666666666666666,1.0,0.75,0.0,0,Welterweight
2021-11-13,Cortney Casey,Liana Jojua,0.7489200863930886,True,Decision - Unanimous,3,34.52774526513207,26.648048899019145,-7.879696366112924,5.0,3.0,10,3,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,511,385,0.2426297938951213,-2.3325062034739457,0.5544388609715243,0.4895833333333333,0.1174015131750587,1.488833746898263,0.9392121054004696,2.2332506203473947,0.3939393939393939,0.5,0.7044090790503523,2.2332506203473947,0.8120271327941561,2.382133995037221,4.670623532481086,6.066997518610421,6.222280198278112,1.488833746898263,0.5,1.0,0.1666666666666666,1.0,2,Women's Flyweight
