family,rule,n,wins,win_rate,roi,profit100,pre2020_n,pre2020_roi,recent_n,recent_roi,existing_overlap
RING_RUST_EDGE,mkt 0.600-0.725; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,61,36,0.5901639344262295,-0.13085773840773313,-798.2322042871721,28,-0.2983279303973211,33,0.011238182068280953,0.18032786885245902
RING_RUST_EDGE,mkt 0.600-0.750; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,74,45,0.6081081081081081,-0.12383415647885064,-916.3727579434948,37,-0.2557736721531805,37,0.008105359195479188,0.3108108108108108
RING_RUST_EDGE,mkt 0.600-0.775; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,82,51,0.6219512195121951,-0.11578285676138537,-949.4194254433601,42,-0.1913808329450172,40,-0.03640498176857199,0.35365853658536583
RING_RUST_EDGE,mkt 0.600-0.800; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,88,55,0.625,-0.11983978872420233,-1054.5901407729805,43,-0.21018592985327256,45,-0.03350903164531298,0.38636363636363635
RING_RUST_EDGE,mkt 0.625-0.700; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,33,16,0.48484848484848486,-0.2920733656238635,-963.8421065587496,14,-0.4702954507302333,19,-0.16075182922969627,0.21212121212121213
RING_RUST_EDGE,mkt 0.625-0.725; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,43,24,0.5581395348837209,-0.2065908001311951,-888.3404405641389,18,-0.43716324186922223,25,-0.04057864207981556,0.2558139534883721
RING_RUST_EDGE,mkt 0.625-0.750; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,56,33,0.5892857142857143,-0.1797287489679396,-1006.4809942204618,27,-0.3325697100810624,29,-0.037428543793652784,0.4107142857142857
RING_RUST_EDGE,mkt 0.625-0.775; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,64,39,0.609375,-0.16242619714380113,-1039.5276617203272,32,-0.23605472769411656,32,-0.08879766659348565,0.453125
RING_RUST_EDGE,mkt 0.625-0.800; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,70,43,0.6142857142857143,-0.16352833957856389,-1144.698377049947,33,-0.2592045844306584,37,-0.07819547254831744,0.4857142857142857
RING_RUST_EDGE,mkt 0.650-0.700; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,23,11,0.4782608695652174,-0.31535460838358365,-725.3155992822424,7,-0.38074534161490686,16,-0.2867461625948797,0.30434782608695654
RING_RUST_EDGE,mkt 0.650-0.725; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,33,19,0.5757575757575758,-0.19691331311746416,-649.8139332876317,11,-0.3590926758842801,22,-0.1158236317340562,0.3333333333333333
RING_RUST_EDGE,mkt 0.650-0.750; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,46,28,0.6086956521739131,-0.16694662759651188,-767.9544869439546,20,-0.2530231626634884,26,-0.1007339083142222,0.5
RING_RUST_EDGE,mkt 0.650-0.775; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,54,34,0.6296296296296297,-0.1483335471192259,-801.0011544438198,25,-0.14539329469171244,29,-0.15086824748777197,0.5370370370370371
RING_RUST_EDGE,mkt 0.650-0.800; layoff_gap>=90; opp_layoff>=180; fav_layoff<=120,60,38,0.6333333333333333,-0.15102864496224003,-906.1718697734401,26,-0.17826278335741583,34,-0.13020253913063506,0.5666666666666667
RING_RUST_EDGE,mkt 0.550-0.700; layoff_gap>=90; opp_layoff>=180; fav_layoff<=180,174,101,0.5804597701149425,-0.09480746985218018,-1649.649975427935,82,-0.1605286601999762,92,-0.03622988715088375,0.09195402298850575
