event_date,year,favorite,opponent,won,market_prob,fav_decimal,profit100,age_adv,reach_adv,f_fights,o_fights,exp_gap,f_win_pct,o_win_pct,winpct_gap,f_last3,o_last3,last3_gap,f_last5,o_last5,last5_gap,f_layoff,o_layoff,layoff_gap,f_sig_l_pm,o_sig_l_pm,f_sig_abs_pm,o_sig_abs_pm,f_sig_diff_pm,o_sig_diff_pm,sig_diff_gap,f_sig_acc,o_sig_acc,f_sig_def,o_sig_def,sig_def_gap,f_kd15,o_kd15,kd_gap,f_kd_abs15,o_kd_abs15,kd_abs_gap,f_td_l15,o_td_l15,td_l_gap,f_td_a15,o_td_a15,td_a_gap,f_td_acc,o_td_acc,f_td_def,o_td_def,td_def_gap,f_sub15,o_sub15,sub_gap,f_ctrl15,o_ctrl15,ctrl_gap,f_ctrl_allowed15,o_ctrl_allowed15,ctrl_allowed_gap,f_ground_l15,o_ground_l15,ground_gap,f_finish_win_pct,o_finish_win_pct,finish_win_gap,f_finish_loss_pct,o_finish_loss_pct,finish_loss_safety_gap
2016-02-21,2016,Donald Cerrone,Alex Oliveira,True,0.7065820777160984,1.3703703703703702,37.037037037037024,,,16,3,13,0.8125,0.6666666666666666,0.14583333333333337,1.0,0.6666666666666666,0.33333333333333337,1.0,0.6666666666666666,0.33333333333333337,274,106,-168,4.873557860389233,2.649164677804296,5.160237734529775,2.1479713603818618,-0.2866798741405431,0.5011933174224344,-0.7878731915629775,0.481353591160221,0.3737373737373737,0.5179621162638799,0.5238095238095238,-0.005847407545643946,0.8390630462650042,0.5369928400954654,0.3020702061695387,0.3146486423493765,0.0,-0.3146486423493765,1.2585945693975062,1.6109785202863964,-0.3523839508888902,3.1464864234937657,4.832935560859189,-1.6864491373654236,0.4,0.3333333333333333,0.896551724137931,0.5714285714285714,0.32512315270935965,0.5244144039156275,0.5369928400954654,-0.012578436179837893,1.7760167812609255,4.125894988066826,-2.3498782068059008,0.8722759585129939,4.036396181384249,3.164120222871255,6.607621489336908,1.0739856801909309,5.533635809145977,0.6923076923076923,1.0,-0.3076923076923077,0.3333333333333333,1.0,0.6666666666666667
2016-02-21,2016,Chris Camozzi,Joe Riggs,True,0.6636481241914618,1.4444444444444444,44.44444444444444,,,12,3,9,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,-0.1333333333333333,197,169,-28,4.18467583497053,2.476868327402136,3.455304518664048,2.0925266903914594,0.7293713163064833,0.3843416370106762,0.34502967929580713,0.4270676691729323,0.5858585858585859,0.5608614232209738,0.4615384615384615,0.09932296168251226,0.0,0.6405693950177936,-0.6405693950177936,0.1105108055009823,0.0,-0.1105108055009823,0.3315324165029469,3.2028469750889683,-2.8713145585860214,1.5471512770137523,3.2028469750889683,-1.655695698075216,0.2142857142857142,1.0,0.6938775510204082,0.5,0.19387755102040816,0.5525540275049117,0.0,0.5525540275049117,1.946832023575639,5.530249110320285,-3.583417086744646,2.252578585461689,4.3558718861209975,2.1032933006593084,0.0,14.733096085409256,-14.733096085409256,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.0
2016-07-23,2016,Edson Barboza,Gilbert Melendez,True,0.6935031297215627,1.392156862745098,39.2156862745098,,,12,2,10,0.6666666666666666,0.5,0.16666666666666663,0.6666666666666666,0.5,0.16666666666666663,0.6,0.5,0.09999999999999998,91,406,315,4.191756796258404,4.433333333333334,3.5691318327974275,2.433333333333333,0.6226249634609763,2.0,-1.3773750365390236,0.4171029668411867,0.3509234828496042,0.6476190476190475,0.6958333333333333,-0.048214285714285765,0.7892429114294066,0.0,0.7892429114294066,0.2630809704764689,0.5,0.2369190295235311,0.2630809704764689,0.5,-0.2369190295235311,1.0523238819058756,1.0,0.05232388190587556,0.25,0.5,0.8421052631578947,0.7647058823529411,0.07739938080495357,0.1315404852382344,0.0,0.1315404852382344,0.4340836012861736,0.2833333333333333,0.1507502679528403,0.9536685179771996,2.3,1.3463314820228,2.36772873428822,1.0,1.36772873428822,0.5,0.0,0.5,0.75,0.0,-0.75
2016-07-23,2016,Darren Elkins,Godofredo Pepey,True,0.679245283018868,1.4166666666666667,41.66666666666667,,,11,3,8,0.7272727272727273,0.6666666666666666,0.06060606060606066,0.6666666666666666,0.6666666666666666,0.0,0.6,0.6666666666666666,-0.06666666666666665,140,490,350,3.7053773158608223,1.1868131868131868,2.141888838680524,3.0329670329670333,1.5634884771802982,-1.8461538461538465,3.4096423233341446,0.3713768115942029,0.28125,0.5775401069518716,0.4651162790697675,0.11242382788210414,0.1355625847266154,1.978021978021978,-1.8424593932953628,0.1355625847266154,0.0,-0.1355625847266154,2.8468142792589246,0.0,2.8468142792589246,7.862629914143696,7.912087912087912,-0.04945799794421646,0.3620689655172414,0.0,0.3,0.6666666666666667,-0.36666666666666675,1.0845006778129236,1.978021978021978,-0.8935213002090545,6.150022593764122,1.3186813186813189,4.831341275082803,2.2955264347040214,6.197802197802198,3.9022757630981766,15.589697243560776,0.0,15.589697243560776,0.25,1.0,-0.75,0.6666666666666666,1.0,0.33333333333333337
2016-12-10,2016,Rustam Khabilov,Jason Saggo,True,0.6581196581196581,1.4545454545454546,45.45454545454546,,,8,3,5,0.75,0.6666666666666666,0.08333333333333337,1.0,0.6666666666666666,0.33333333333333337,0.6,0.6666666666666666,-0.06666666666666665,98,175,77,1.9885476314419572,2.810236600676002,1.5720978656949507,2.8681796233703527,0.4164497657470067,-0.0579430226943505,0.4743927884413572,0.3583489681050656,0.4470046082949309,0.6536697247706422,0.467741935483871,0.18592778928677123,0.1561686621551275,0.4345726702076292,-0.27840400805250165,0.312337324310255,0.0,-0.312337324310255,4.372722540343571,3.0420086914534044,1.3307138488901669,9.370119729307651,7.822308063737325,1.5478116655703262,0.4666666666666667,0.3888888888888889,0.5714285714285714,0.1999999999999999,0.3714285714285715,0.1561686621551275,0.0,0.1561686621551275,3.565851119208746,5.656687590535973,-2.090836471327227,1.7230609057782404,2.42636407532593,0.7033031695476895,9.994794377928162,17.817479478512798,-7.822685100584636,0.3333333333333333,0.5,-0.16666666666666669,0.5,0.0,-0.5
2017-02-11,2017,Glover Teixeira,Jared Cannonier,True,0.6690070210631895,1.434782608695652,43.47826086956521,,,8,3,5,0.75,0.6666666666666666,0.08333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.6,0.6666666666666666,-0.06666666666666665,175,70,-105,4.095204760238012,4.641418211120064,2.6041302065103253,3.38436744560838,1.4910745537276864,1.257050765511684,0.23402378821600234,0.5327868852459017,0.6486486486486487,0.617283950617284,0.6698113207547169,-0.052527370137432916,0.945047252362618,0.7252215954875101,0.2198256568751079,0.3150157507875393,0.7252215954875101,0.4102058446999708,3.1501575078753934,0.0,3.1501575078753934,5.670283514175709,1.4504431909750202,4.219840323200689,0.5555555555555556,0.0,0.6086956521739131,0.4,0.20869565217391306,1.2600630031501574,0.0,1.2600630031501574,6.142807140357019,2.3569701853344083,3.7858369550226105,3.265663283164158,3.976631748589847,0.7109684654256889,38.4319215960798,7.977437550362611,30.454484045717194,1.0,0.5,0.5,0.5,1.0,0.5
2017-10-21,2017,Andre Fili,Artem Lobov,True,0.6115107913669064,1.5882352941176472,58.82352941176472,,,8,3,5,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3333333333333333,0.06666666666666671,84,182,98,3.668512995313166,4.1454545454545455,3.016616957818492,6.090909090909091,0.6518960374946741,-1.945454545454545,2.597350582949219,0.3821571238348868,0.4191176470588235,0.5852372583479789,0.4293015332197615,0.1559357251282174,0.3834682573498083,0.0,0.3834682573498083,0.1917341286749041,0.2727272727272727,0.0809931440523686,2.3008095440988496,0.8181818181818181,1.4826277259170315,5.368555602897316,2.454545454545454,2.9140101483518617,0.4285714285714285,0.3333333333333333,0.5555555555555556,0.6428571428571428,-0.08730158730158721,0.1917341286749041,0.0,0.1917341286749041,2.9015764806135493,1.6318181818181814,1.269758298795368,3.297827013208352,1.2727272727272725,-2.0250997404810795,8.436301661695783,1.3636363636363635,7.07266529805942,0.5,0.0,0.5,0.75,0.0,-0.75
2017-11-11,2017,Raphael Assuncao,Matthew Lopez,True,0.7634625062908907,1.2702702702702702,27.027027027027017,,,10,3,7,0.8,0.6666666666666666,0.13333333333333341,0.6666666666666666,0.6666666666666666,0.0,0.8,0.6666666666666666,0.13333333333333341,161,161,0,3.8765142633841343,2.696280991735537,2.5635013677217664,2.696280991735537,1.313012895662368,0.0,1.313012895662368,0.4305555555555556,0.6,0.706618962432916,0.4387096774193548,0.2679092850135612,0.1172332942555685,0.0,0.1172332942555685,0.1172332942555685,0.4648760330578512,0.3476427388022827,0.9378663540445488,3.2541322314049586,-2.3162658773604097,3.751465416178194,3.71900826446281,0.032457151715384214,0.25,0.875,0.8148148148148149,0.6,0.2148148148148149,0.1172332942555685,1.3946280991735538,-1.2773948049179853,1.3051973427119967,5.87293388429752,-4.567736541585523,0.5568581477139508,4.517045454545455,3.960187306831504,3.751465416178194,24.173553719008265,-20.42208830283007,0.125,0.5,-0.375,0.5,1.0,0.5
2018-02-10,2018,Ross Pearson,Mizuto Hirota,True,0.5962732919254659,1.625,62.5,,,20,3,17,0.45,0.3333333333333333,0.1166666666666667,0.0,0.3333333333333333,-0.3333333333333333,0.2,0.3333333333333333,-0.1333333333333333,245,245,0,3.407316070694616,4.555555555555555,3.842992190711056,4.088888888888889,-0.4356761200164405,0.4666666666666667,-0.9023427866831072,0.3985576923076923,0.4437229437229437,0.6377373111197211,0.4903047091412742,0.14743260197844688,0.3699136868064118,0.0,0.3699136868064118,0.4315659679408138,0.3333333333333333,-0.0982326346074805,0.9247842170160296,2.0,-1.0752157829839704,1.972872996300863,4.333333333333333,-2.36046033703247,0.46875,0.4615384615384615,0.7402597402597403,0.5714285714285714,0.1688311688311689,0.0,0.0,0.0,1.0008220304151252,3.3944444444444444,-2.393622414029319,2.2492807233867658,2.694444444444444,0.44516372105767843,1.6646115906288532,10.666666666666666,-9.002055076037813,0.4444444444444444,0.0,0.4444444444444444,0.3636363636363636,0.0,-0.3636363636363636
2018-11-30,2018,Tim Means,Ricky Rainey,True,0.745958429561201,1.2941176470588236,29.41176470588236,,,11,1,10,0.4545454545454545,0.0,0.4545454545454545,0.3333333333333333,0.0,0.3333333333333333,0.4,0.0,0.4,300,230,-70,4.661893396976929,2.065217391304348,3.341288782816229,2.717391304347826,1.3206046141607,-0.6521739130434783,1.9727785272041782,0.4353640416047548,0.4318181818181818,0.6446700507614214,0.4791666666666666,0.1655033840947548,0.5966587112171837,0.0,0.5966587112171837,0.0,1.6304347826086958,1.6304347826086958,0.5966587112171837,0.0,0.5966587112171837,1.0739856801909309,1.6304347826086958,-0.5564491024177649,0.5555555555555556,0.0,0.540983606557377,1.0,-0.459016393442623,0.2386634844868735,0.0,0.2386634844868735,1.1535401750198886,0.1358695652173913,1.0176706098024972,3.1503579952267304,0.5434782608695652,-2.6068797343571655,6.324582338902148,0.0,6.324582338902148,0.8,,,0.1666666666666666,1.0,0.8333333333333334
2018-12-08,2018,Chad Laprise,Dhiego Lima,False,0.7727272727272727,1.25,-100.0,,,8,1,7,0.625,0.0,0.625,0.6666666666666666,0.0,0.6666666666666666,0.6,0.0,0.6,203,1302,1099,4.783236994219653,4.235294117647059,3.728323699421965,9.176470588235292,1.0549132947976878,-4.941176470588235,5.996089765385922,0.4309895833333333,0.375,0.6541554959785523,0.6666666666666667,-0.01251117068811447,0.6502890173410405,0.0,0.6502890173410405,0.6502890173410405,10.588235294117649,9.937946276776607,1.300578034682081,0.0,1.300578034682081,2.384393063583815,0.0,2.384393063583815,0.5454545454545454,,0.8,,,0.0,0.0,0.0,2.619219653179191,0.0,2.619219653179191,0.4371387283236994,2.117647058823529,1.6805083304998296,6.936416184971098,0.0,6.936416184971098,0.6,,,0.6666666666666666,1.0,0.33333333333333337
2019-02-02,2019,Demian Maia,Lyman Good,True,0.6428571428571429,1.5,50.0,,,16,3,13,0.75,0.6666666666666666,0.08333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.8,0.6666666666666666,0.13333333333333341,259,91,-168,1.853826850690088,5.725646123260437,1.9149937264742785,4.572564612326043,-0.0611668757841907,1.1530815109343937,-1.2142483867185845,0.4412094064949608,0.4914675767918088,0.6276303751143641,0.6607669616519174,-0.03313658653755325,0.0705771643663738,1.1928429423459244,-1.1222657779795506,0.0705771643663738,0.0,-0.0705771643663738,3.105395232120451,0.5964214711729622,2.5089737609474887,10.51599749058971,0.5964214711729622,9.919576019416748,0.2953020134228188,1.0,0.5,0.8571428571428572,-0.3571428571428572,0.9880803011292344,0.0,0.9880803011292344,7.317675658720199,0.6759443339960238,6.641731324724175,1.3256744040150563,1.003976143141153,-0.3216982608739034,13.197929736511917,7.753479125248508,5.444450611263409,0.4166666666666667,1.0,-0.5833333333333333,0.0,0.0,0.0
2019-09-14,2019,Louis Smolka,Ryan MacDonald,True,0.6690070210631895,1.434782608695652,43.47826086956521,,,12,1,11,0.5,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.2,0.0,0.2,189,175,-14,3.9186457806973207,1.0,3.365336028297119,4.6,0.553309752400202,-3.6,4.153309752400202,0.4575221238938053,0.2,0.5236051502145922,0.4297520661157025,0.0938530840988897,0.1136937847397675,0.0,0.1136937847397675,0.4547751389590701,0.0,-0.4547751389590701,1.705406771096513,0.0,1.705406771096513,4.888832743810004,3.0,1.8888327438100037,0.3488372093023256,0.0,0.3090909090909091,,,2.160181910055583,0.0,2.160181910055583,4.932415361293581,0.7833333333333333,4.149082027960247,4.458691258211216,0.1333333333333333,-4.325357924877883,22.28398180899444,0.0,22.28398180899444,0.6666666666666666,,,0.3333333333333333,0.0,-0.3333333333333333
2019-09-28,2019,Alex Oliveira,Nicolas Dalby,False,0.5882115462252726,1.6451612903225803,-100.0,,,13,3,10,0.6153846153846154,0.3333333333333333,0.2820512820512821,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3333333333333333,0.06666666666666671,154,1120,966,3.4288121314237574,2.488888888888889,2.283066554338669,3.355555555555556,1.1457455770850884,-0.8666666666666667,2.012412243751755,0.5191326530612245,0.3284457478005865,0.4525252525252525,0.5863013698630137,-0.13377611733776124,0.5054759898904801,0.0,0.5054759898904801,0.2527379949452401,0.6666666666666666,0.41392867172142656,2.527379949452401,2.0,0.527379949452401,6.3184498736310015,4.0,2.3184498736310015,0.4,0.5,0.5862068965517242,0.6,-0.013793103448275779,0.6318449873631002,0.0,0.6318449873631002,5.583403538331929,1.6055555555555554,3.9778479827763737,3.831086773378264,4.833333333333332,1.002246559955068,12.131423757371524,1.6666666666666663,10.464757090704857,0.875,0.0,0.875,0.8,0.0,-0.8
2020-02-15,2020,Devin Clark,Dequan Townsend,True,0.7727272727272727,1.25,25.0,,,8,1,7,0.5,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.4,0.0,0.4,126,231,105,3.211100099108028,1.2149532710280375,2.8186323092170467,2.990654205607477,0.3924677898909812,-1.7757009345794394,2.1681687244704206,0.5421686746987951,0.4333333333333333,0.4449648711943794,0.2558139534883721,0.18915091770600728,0.3567888999008919,0.0,0.3567888999008919,0.3567888999008919,1.4018691588785048,1.045080258977613,3.032705649157582,0.0,3.032705649157582,7.670961347869177,0.0,7.670961347869177,0.3953488372093023,,0.8,0.3333333333333333,0.46666666666666673,0.1783944499504459,0.0,0.1783944499504459,5.589692765113974,0.0467289719626168,5.542963793151357,2.994053518334985,10.817757009345796,7.823703491010811,11.060455896927651,4.205607476635515,6.854848420292137,0.0,,,1.0,1.0,0.0
2020-02-22,2020,Jake Matthews,Emil Meek,True,0.6428571428571429,1.5,50.0,,,9,3,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666667,0.8,0.3333333333333333,0.46666666666666673,140,580,440,2.9336558396682797,2.2444444444444445,2.1665514858327573,2.6444444444444444,0.7671043538355218,-0.4,1.167104353835522,0.4506369426751592,0.3811320754716981,0.6352530541012216,0.3199999999999999,0.3152530541012217,0.3109882515549412,0.0,0.3109882515549412,0.1554941257774706,0.0,-0.1554941257774706,1.8659295093296475,0.3333333333333333,1.5325961759963143,4.664823773324119,0.6666666666666666,3.998157106657452,0.4,0.5,0.6428571428571428,0.4848484848484848,0.158008658008658,0.6219765031098825,1.3333333333333333,-0.7113568302234508,4.053213545266067,2.8833333333333333,1.169880211932734,2.741879751209398,9.183333333333332,6.441453582123934,13.683483068417416,11.666666666666666,2.0168164017507504,0.5,0.0,0.5,0.6666666666666666,0.0,-0.6666666666666666
