family,rule,n,wins,win_rate,roi,profit100,pre2020_n,pre2020_roi,recent_n,recent_roi,existing_overlap,worst_era_roi,novelty,score
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.05,71,59,0.8309859154929577,0.17573256708882906,1247.7012263306863,31,0.2704116546428809,40,0.1023562742344389,0.19718309859154928,0.1023562742344389,0.8028169014084507,0.18794717975778258
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.00,110,84,0.7636363636363637,0.13469614569314822,1481.6576026246305,51,0.15761670994935367,59,0.11488345455642826,0.14545454545454545,0.11488345455642826,0.8545454545454545,0.18766346918539376
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.00,63,52,0.8253968253968254,0.1584097507284115,997.9814295889926,30,0.21223140662352258,33,0.10948097264194695,0.2857142857142857,0.10948097264194695,0.7142857142857143,0.1863529568254624
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.700; fav_fights>=10; opp_fights<=6; career_gap>=0.00,50,39,0.78,0.19779456097613132,988.9728048806567,21,0.0887910817307725,29,0.2767281149124256,0.06,0.0887910817307725,0.94,0.18621917807241847
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.725; fav_fights>=8; opp_fights<=6; career_gap>=0.05,77,60,0.7792207792207793,0.1624302041981426,1250.7125723256981,40,0.21882415279354928,37,0.10146377328418944,0.11688311688311688,0.10146377328418944,0.8831168831168831,0.18480785124704582
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.700; fav_fights>=10; opp_fights<=6; career_gap>=0.00,59,46,0.7796610169491526,0.2182778305591146,1287.8392002987762,26,0.07728055168409505,33,0.32936659573337246,0.05084745762711865,0.07728055168409505,0.9491525423728814,0.1821523686509716
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=4; career_gap>=0.00,89,69,0.7752808988764045,0.1480927536682812,1318.0255076477026,43,0.10394679594872581,46,0.18935962718873514,0.14606741573033707,0.10394679594872581,0.8539325842696629,0.18139723726071413
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.00,57,47,0.8245614035087719,0.169187120185729,964.3665850586553,26,0.2522527511992339,31,0.09951917159375716,0.24561403508771928,0.09951917159375716,0.7543859649122807,0.18136624260613074
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.05,66,54,0.8181818181818182,0.17286083602157104,1140.881517742369,28,0.2765879793424601,38,0.09643030936407393,0.19696969696969696,0.09643030936407393,0.803030303030303,0.18102251106253286
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.05,50,43,0.86,0.17140598050277148,857.0299025138575,24,0.2498587109890346,26,0.09898807543852865,0.28,0.09898807543852865,0.72,0.18058016861449866
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.00,96,77,0.8020833333333334,0.13912534782246208,1335.603339095636,48,0.1703026893905883,48,0.1079480062543359,0.23958333333333334,0.1079480062543359,0.7604166666666666,0.1794543779921976
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.05,56,48,0.8571428571428571,0.1701441096353813,952.8070139581353,30,0.23181267260598698,26,0.09898807543852865,0.30357142857142855,0.09898807543852865,0.6964285714285714,0.17943137095376924
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.00,50,42,0.84,0.14665448559852612,733.2724279926306,24,0.19019785850995197,26,0.10646060291105611,0.28,0.10646060291105611,0.72,0.17938967287054025
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.00,89,71,0.797752808988764,0.14668851871391353,1305.5278165538305,43,0.19310867625285882,46,0.10329576275359514,0.2247191011235955,0.10329576275359514,0.7752808988764045,0.177895171269757
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=10; opp_fights<=6; career_gap>=0.05,50,39,0.78,0.13600973546517883,680.0486773258941,26,0.16472007896322133,24,0.10490686334229941,0.16,0.10490686334229941,0.84,0.177710270755112
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.05,62,51,0.8225806451612904,0.1872704375705749,1161.0767129375645,26,0.32593050581994665,36,0.08712705494602864,0.1774193548387097,0.08712705494602864,0.8225806451612903,0.17734912745056858
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.05,50,43,0.86,0.1891974610739636,945.9873053698179,26,0.2813877809938148,24,0.08932461449412489,0.3,0.08932461449412489,0.7,0.17654372587001213
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.00,83,66,0.7951807228915663,0.15324252674981842,1271.9129720234928,39,0.2178282669576239,44,0.09599607520199088,0.1927710843373494,0.09599607520199088,0.8072289156626506,0.17384782703430685
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.10,56,44,0.7857142857142857,0.1340911585308925,750.9104877729981,24,0.18413768354974722,32,0.09655626476675148,0.125,0.09655626476675148,0.875,0.16973817025256385
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.700; fav_fights>=8; opp_fights<=5; career_gap>=0.05,68,49,0.7205882352941176,0.10491942948398798,713.4521204911183,35,0.10550088301615672,33,0.10430273634380903,0.04411764705882353,0.10430273634380903,0.9558823529411765,0.16970100725144013
RING_RUST_EDGE,mkt 0.550-0.750; layoff_gap>=90; opp_layoff>=300; fav_layoff<=120,52,38,0.7307692307692307,0.1295420410759108,673.6186135947362,20,0.18041716998883633,32,0.09774508550533238,0.17307692307692307,0.09774508550533238,0.8269230769230769,0.16789249218959346
RING_RUST_EDGE,mkt 0.550-0.750; layoff_gap>=120; opp_layoff>=300; fav_layoff<=120,52,38,0.7307692307692307,0.1295420410759108,673.6186135947362,20,0.18041716998883633,32,0.09774508550533238,0.17307692307692307,0.09774508550533238,0.8269230769230769,0.16789249218959346
RING_RUST_EDGE,mkt 0.550-0.750; layoff_gap>=180; opp_layoff>=300; fav_layoff<=120,52,38,0.7307692307692307,0.1295420410759108,673.6186135947362,20,0.18041716998883633,32,0.09774508550533238,0.17307692307692307,0.09774508550533238,0.8269230769230769,0.16789249218959346
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.05,94,72,0.7659574468085106,0.11717373047046498,1101.4330664223708,48,0.1332188989398399,46,0.10043094598068243,0.14893617021276595,0.10043094598068243,0.851063829787234,0.1669736665389622
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.05,59,50,0.847457627118644,0.17280509786003595,1019.5500773742122,27,0.28012834791670577,32,0.08225110562472082,0.23728813559322035,0.08225110562472082,0.7627118644067796,0.1656142458079368
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=4; career_gap>=0.10,52,40,0.7692307692307693,0.12816579689190855,666.4621438379245,21,0.1800479301358813,31,0.09301983566212062,0.11538461538461539,0.09301983566212062,0.8846153846153846,0.16441632611275014
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.700; fav_fights>=8; opp_fights<=6; career_gap>=0.05,67,50,0.746268656716418,0.1325443232724692,888.0469659255436,32,0.1833453371400365,35,0.08609768202212198,0.04477611940298507,0.08609768202212198,0.9552238805970149,0.16114491158539665
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.05,89,67,0.7528089887640449,0.11175430986899476,994.6133578340533,45,0.12791576170604196,44,0.09522555230837829,0.14606741573033707,0.09522555230837829,0.8539325842696629,0.15995753829061635
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.05,66,55,0.8333333333333334,0.15383745285128633,1015.3271888184898,34,0.22121283847628925,32,0.08225110562472082,0.25757575757575757,0.08225110562472082,0.7424242424242424,0.1583669413953983
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.05,96,75,0.78125,0.12968681553105996,1244.9934290981755,48,0.17205587925920401,48,0.0873177518029159,0.17708333333333334,0.0873177518029159,0.8229166666666666,0.15739563723878688
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.725; fav_fights>=8; opp_fights<=6; career_gap>=0.00,57,46,0.8070175438596491,0.15811716507516765,901.2678409284556,30,0.23063982318445778,27,0.07753643384262311,0.21052631578947367,0.07753643384262311,0.7894736842105263,0.15656165214524756
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.05,54,45,0.8333333333333334,0.16902414236775828,912.7303687858947,24,0.28854864672544284,30,0.07340453888161062,0.24074074074074073,0.07340453888161062,0.7592592592592593,0.1553407664881038
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.05,85,64,0.7529411764705882,0.11938924153285277,1014.8085530292485,43,0.15083579084887486,42,0.0871939648521635,0.12941176470588237,0.0871939648521635,0.8705882352941177,0.1550978464474855
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.05,90,70,0.7777777777777778,0.13757485783442866,1238.173720509858,44,0.1959178257295765,46,0.0817685407173308,0.16666666666666666,0.0817685407173308,0.8333333333333334,0.15491974095938083
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.05,60,50,0.8333333333333334,0.16808458003836207,1008.5074802301725,30,0.26276462119511357,30,0.07340453888161062,0.25,0.07340453888161062,0.75,0.15473414189503734
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.725; fav_fights>=8; opp_fights<=6; career_gap>=0.05,91,66,0.7252747252747253,0.09610333417374207,874.5403409810529,51,0.08994711591364729,40,0.10395251245536292,0.0989010989010989,0.08994711591364729,0.9010989010989011,0.15061624990742406
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.05,86,67,0.7790697674418605,0.1463219669424481,1258.3689157050535,42,0.22262176337693088,44,0.07349034307316905,0.1511627906976744,0.07349034307316905,0.8488372093023255,0.15016814778209567
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.00,59,49,0.8305084745762712,0.1517668104746362,895.4241818003536,28,0.23778288299024133,31,0.0740748740089284,0.23728813559322035,0.0740748740089284,0.7627118644067796,0.15007461360725446
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.00,104,78,0.75,0.12367035710524472,1286.171713894545,50,0.08029226573082682,54,0.163835256526002,0.1346153846153846,0.08029226573082682,0.8653846153846154,0.14953842917920093
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.00,116,89,0.7672413793103449,0.12498811042816277,1449.8620809666882,58,0.08092827527486633,58,0.16904794558145922,0.1724137931034483,0.08092827527486633,0.8275862068965517,0.14950170013161984
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.10,62,48,0.7741935483870968,0.11472093469875896,711.2697951323056,27,0.1558215997434341,35,0.08301470737858095,0.14516129032258066,0.08301470737858095,0.8548387096774194,0.14881219581346916
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.05,50,42,0.84,0.18658511279621798,932.9255639810899,22,0.3479498750518345,28,0.05979851388109073,0.22,0.05979851388109073,0.78,0.14850330335976702
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.05,56,47,0.8392857142857143,0.18369690632595856,1028.702675425368,28,0.30759529877082636,28,0.05979851388109073,0.23214285714285715,0.05979851388109073,0.7678571428571428,0.14712814538089053
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.05,53,45,0.8490566037735849,0.17526183768148573,928.8877397118744,23,0.3248937522974767,30,0.06054403647589268,0.20754716981132076,0.06054403647589268,0.7924528301886793,0.14565926457007305
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.725; fav_fights>=8; opp_fights<=5; career_gap>=0.00,95,71,0.7473684210526316,0.13458056531738838,1278.5153705151895,48,0.07119719450942112,47,0.19931251848297193,0.10526315789473684,0.07119719450942112,0.8947368421052632,0.14514249763366494
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.725; fav_fights>=8; opp_fights<=6; career_gap>=0.10,55,41,0.7454545454545455,0.10556050964973966,580.5828030735681,27,0.13131858708071534,28,0.08072236355558456,0.10909090909090909,0.08072236355558456,0.8909090909090909,0.14439581466026616
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.15,51,39,0.7647058823529411,0.09875013784082616,503.6257029882134,20,0.12434985489433135,31,0.08223419135469377,0.11764705882352941,0.08223419135469377,0.8823529411764706,0.14326732783427704
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.10,58,44,0.7586206896551724,0.10807266399952274,626.8214511972319,24,0.14870355503051233,34,0.0793920350364713,0.13793103448275862,0.0793920350364713,0.8620689655172413,0.1430795364018215
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=4; career_gap>=0.10,52,38,0.7307692307692307,0.08761978005278828,455.6228562744991,23,0.09566919282595783,29,0.08123576302579177,0.07692307692307693,0.08123576302579177,0.9230769230769231,0.13959499373657536
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.775; fav_fights>=8; opp_fights<=4; career_gap>=0.00,54,44,0.8148148148148148,0.14603786540963634,788.6044732120363,25,0.24078491405545324,29,0.06435937519772526,0.24074074074074073,0.06435937519772526,0.7592592592592593,0.13825040586887577
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.00,110,83,0.7545454545454545,0.11998059622044384,1319.7865584248823,54,0.07079599914938772,56,0.16740860053896223,0.16363636363636364,0.07079599914938772,0.8363636363636364,0.13788011691745214
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.10,54,41,0.7592592592592593,0.11981789748007911,647.0166463924272,22,0.1953915932028193,32,0.0678609816706952,0.1111111111111111,0.0678609816706952,0.8888888888888888,0.13646391245538955
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.05,104,76,0.7307692307692307,0.08288475857357819,862.0014891652131,55,0.0809949296719165,49,0.0850059950958515,0.14423076923076922,0.0809949296719165,0.8557692307692308,0.13567767209574577
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.05,100,73,0.73,0.08821966843604084,882.1966843604084,53,0.09781982757896486,47,0.07739395706210524,0.13,0.07739395706210524,0.87,0.13437084101471952
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.10,60,45,0.75,0.08664600083572956,519.8760050143774,28,0.07531998491456167,32,0.09655626476675148,0.11666666666666667,0.07531998491456167,0.8833333333333333,0.132146085207067
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.00,79,64,0.810126582278481,0.12311576599746257,972.6145513799544,41,0.1755016908542382,38,0.06659411023094151,0.2911392405063291,0.06659411023094151,0.7088607594936709,0.13095045111486353
RING_RUST_EDGE,mkt 0.550-0.775; layoff_gap>=90; opp_layoff>=300; fav_layoff<=120,57,42,0.7368421052631579,0.12077261831836038,688.4039244146542,24,0.19817485449899608,33,0.0644800829142617,0.21052631578947367,0.0644800829142617,0.7894736842105263,0.13043470985200362
RING_RUST_EDGE,mkt 0.550-0.775; layoff_gap>=120; opp_layoff>=300; fav_layoff<=120,57,42,0.7368421052631579,0.12077261831836038,688.4039244146542,24,0.19817485449899608,33,0.0644800829142617,0.21052631578947367,0.0644800829142617,0.7894736842105263,0.13043470985200362
RING_RUST_EDGE,mkt 0.550-0.775; layoff_gap>=180; opp_layoff>=300; fav_layoff<=120,57,42,0.7368421052631579,0.12077261831836038,688.4039244146542,24,0.19817485449899608,33,0.0644800829142617,0.21052631578947367,0.0644800829142617,0.7894736842105263,0.13043470985200362
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.00,67,55,0.8208955223880597,0.12069885220408257,808.6823097673532,36,0.16951103348710717,31,0.06401373845605406,0.34328358208955223,0.06401373845605406,0.6567164179104478,0.12595982926479637
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.00,72,58,0.8055555555555556,0.13090819844974286,942.5390288381486,36,0.20346425869856824,36,0.05835213820091751,0.2777777777777778,0.05835213820091751,0.7222222222222222,0.12583667432499418
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.05,110,81,0.7363636363636363,0.07898374525032095,868.8211977535304,59,0.06937320346264125,51,0.0901018230046955,0.15454545454545454,0.06937320346264125,0.8454545454545455,0.12238115066388995
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.00,60,49,0.8166666666666667,0.1297677978709246,778.6067872255476,31,0.20101745786001765,29,0.05360436822741133,0.3333333333333333,0.05360436822741133,0.6666666666666667,0.11902309748223494
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.700; fav_fights>=8; opp_fights<=5; career_gap>=0.00,85,62,0.7294117647058823,0.12318581556468362,1047.0794322998108,40,0.04609616737597923,45,0.1917099472879764,0.058823529411764705,0.04609616737597923,0.9411764705882353,0.11744649694126555
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.00,66,53,0.803030303030303,0.13771578550118352,908.9241843078113,32,0.23488570767571437,34,0.046261741101625065,0.24242424242424243,0.046261741101625065,0.7575757575757576,0.11718953875431201
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=4; career_gap>=0.10,56,41,0.7321428571428571,0.07775493947844714,435.42766107930396,25,0.05882646821069204,31,0.09301983566212062,0.10714285714285714,0.05882646821069204,0.8928571428571429,0.11282641131386283
RING_RUST_EDGE,mkt 0.550-0.800; layoff_gap>=90; opp_layoff>=300; fav_layoff<=120,63,46,0.7301587301587301,0.09257669985476724,583.2332090850336,25,0.15024786031903622,38,0.05463514691774823,0.2698412698412698,0.05463514691774823,0.7301587301587302,0.10894175377167867
RING_RUST_EDGE,mkt 0.550-0.800; layoff_gap>=120; opp_layoff>=300; fav_layoff<=120,63,46,0.7301587301587301,0.09257669985476724,583.2332090850336,25,0.15024786031903622,38,0.05463514691774823,0.2698412698412698,0.05463514691774823,0.7301587301587302,0.10894175377167867
RING_RUST_EDGE,mkt 0.550-0.800; layoff_gap>=180; opp_layoff>=300; fav_layoff<=120,63,46,0.7301587301587301,0.09257669985476724,583.2332090850336,25,0.15024786031903622,38,0.05463514691774823,0.2698412698412698,0.05463514691774823,0.7301587301587302,0.10894175377167867
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.00,54,44,0.8148148148148148,0.13796147086948335,744.99194269521,27,0.23789520467166486,27,0.038027737067301885,0.2962962962962963,0.038027737067301885,0.7037037037037037,0.10742536298273217
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.15,56,42,0.75,0.07339018041920013,410.98501034752076,23,0.09890764720719199,33,0.05560527932453917,0.14285714285714285,0.05560527932453917,0.8571428571428572,0.10700612818554493
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.15,60,45,0.75,0.07176878275074038,430.6126965044423,27,0.09152417582720852,33,0.05560527932453917,0.15,0.05560527932453917,0.85,0.10622435328729829
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.00,127,92,0.7244094488188977,0.09051098545544327,1149.4895152841295,63,0.04559982551223933,64,0.13472040852453465,0.12598425196850394,0.04559982551223933,0.8740157480314961,0.10349914286258935
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.10,70,52,0.7428571428571429,0.06648289141570239,465.3802399099168,34,0.0808319894367304,36,0.05293096550695373,0.17142857142857143,0.05293096550695373,0.8285714285714285,0.10105712035959243
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.10,65,48,0.7384615384615385,0.0739895224576682,480.93189597484326,30,0.10366632561694691,35,0.04855226260685786,0.15384615384615385,0.04855226260685786,0.8461538461538461,0.09983321085165711
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.15,52,38,0.7307692307692307,0.06279551277162447,326.53666641244723,20,0.08182890067124945,32,0.05089964533435884,0.1346153846153846,0.05089964533435884,0.8653846153846154,0.09883961326596587
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.15,56,41,0.7321428571428571,0.06181506295881587,346.1643525693689,24,0.0763689531247585,32,0.05089964533435884,0.14285714285714285,0.05089964533435884,0.8571428571428572,0.0982492030842301
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.725; fav_fights>=8; opp_fights<=6; career_gap>=0.00,118,85,0.7203389830508474,0.09676552304277744,1141.8331719047737,61,0.037305591101343474,57,0.16039808178711906,0.1016949152542373,0.037305591101343474,0.8983050847457628,0.09812267670868846
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.00,133,97,0.7293233082706767,0.0889552150236441,1183.1043598144665,67,0.04001730857905486,66,0.138634604899212,0.15037593984962405,0.04001730857905486,0.849624060150376,0.09664035564184156
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.10,55,43,0.7818181818181819,0.10764470434404644,592.0458738922554,23,0.21371810984374154,32,0.03140444414114058,0.16363636363636364,0.03140444414114058,0.8363636363636364,0.09417099975246593
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.00,140,103,0.7357142857142858,0.0866557058825909,1213.1798823562726,72,0.03544466231488868,68,0.14087916377780502,0.16428571428571428,0.03544466231488868,0.8357142857142857,0.09084558794522407
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.700; fav_fights>=8; opp_fights<=6; career_gap>=0.05,81,56,0.691358024691358,0.06319441167665417,511.8747345808988,43,0.039567153217097924,38,0.08993051993352047,0.037037037037037035,0.039567153217097924,0.962962962962963,0.09057408619281578
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.10,61,45,0.7377049180327869,0.08215198215902268,501.1270911700384,28,0.1371328392227906,33,0.03550155798370447,0.13114754098360656,0.03550155798370447,0.8688524590163934,0.09032032550985421
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.15,53,39,0.7358490566037735,0.07422388203614927,393.3865747915911,23,0.12316760326061757,30,0.03670036243072353,0.1320754716981132,0.03670036243072353,0.8679245283018868,0.08871645699243239
EXPERIENCE_FRESHNESS,mkt 0.550-0.725; exp_gap>=5; layoff_gap>=120; fav_fights>=6,70,53,0.7571428571428571,0.16975461532945754,1188.2823073062027,25,0.001441065337912903,45,0.2632621431025379,0.1,0.001441065337912903,0.9,0.08785518070322304
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.10,61,47,0.7704918032786885,0.08953382273276501,546.1563186698666,29,0.15367658531662645,32,0.03140444414114058,0.19672131147540983,0.03140444414114058,0.8032786885245902,0.08683964275334603
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.10,51,39,0.7647058823529411,0.09952892744258467,507.5975299571818,20,0.21386093270328146,31,0.02576634340342544,0.1568627450980392,0.02576634340342544,0.8431372549019608,0.08589558565538888
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.10,56,43,0.7678571428571429,0.10030499548835589,561.707974734793,25,0.19273292407366965,31,0.02576634340342544,0.17857142857142858,0.02576634340342544,0.8214285714285714,0.08551594896720713
EXPERIENCE_FRESHNESS,mkt 0.550-0.750; exp_gap>=5; layoff_gap>=120; fav_fights>=6,73,55,0.7534246575342466,0.1572598770294679,1147.9971023151156,25,0.001441065337912903,48,0.23841550811881945,0.1095890410958904,0.001441065337912903,0.8904109589041096,0.08319435106534995
EXPERIENCE_FRESHNESS,mkt 0.650-0.725; exp_gap>=3; layoff_gap>=60; fav_fights>=6,58,44,0.7586206896551724,0.06933043203427276,402.116505798782,31,0.0993894189678499,27,0.03481826185127673,0.3793103448275862,0.03481826185127673,0.6206896551724138,0.07770460271844461
RING_RUST_EDGE,mkt 0.550-0.725; layoff_gap>=240; opp_layoff>=450; fav_layoff<=300,84,59,0.7023809523809523,0.05772021142881028,484.84977600200637,28,0.11321092044307518,56,0.029974856921677846,0.14285714285714285,0.029974856921677846,0.8571428571428572,0.07589121663604716
EXPERIENCE_FRESHNESS,mkt 0.650-0.725; exp_gap>=3; layoff_gap>=90; fav_fights>=6,50,39,0.78,0.09550064603710125,477.50323018550625,27,0.15812532134500132,23,0.021984722849566384,0.38,0.021984722849566384,0.62,0.07400994896255181
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.10,52,40,0.7692307692307693,0.11190445575576695,581.9031699299882,23,0.24121968832919433,29,0.009344098887186583,0.15384615384615385,0.009344098887186583,0.8461538461538461,0.0738952737863204
