family,rule,n,wins,win_rate,roi,profit100,pre2020_n,pre2020_roi,recent_n,recent_roi,existing_overlap,worst_era_roi,novelty,score
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.05,79,64,0.810126582278481,0.18800680404085107,1485.2537519227235,36,0.2684059227127386,43,0.1206959139899685,0.16455696202531644,0.1206959139899685,0.8354430379746836,0.21156158654350687
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.00,59,50,0.847457627118644,0.15472969463102973,912.9051983230754,30,0.17148753636976927,29,0.1373939962806095,0.3389830508474576,0.1373939962806095,0.6610169491525424,0.21137989787604616
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.00,71,57,0.8028169014084507,0.16256987733476874,1154.246129076858,31,0.20573765907607527,40,0.12911484648525615,0.19718309859154928,0.12911484648525615,0.8028169014084507,0.21009881059467872
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.750; fav_fights>=8; opp_fights<=5; career_gap>=0.05,75,61,0.8133333333333334,0.2007265262823891,1505.4489471179184,34,0.30565714551142115,41,0.1137108908241675,0.14666666666666667,0.1137108908241675,0.8533333333333333,0.2095651750230037
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.05,64,54,0.84375,0.19641232635442946,1257.0388886683486,27,0.30710563714889694,37,0.11563612658549383,0.171875,0.11563612658549383,0.828125,0.20922419080954413
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.725; fav_fights>=8; opp_fights<=4; career_gap>=0.00,77,60,0.7792207792207793,0.17678828626668752,1361.269804253494,39,0.11855472224669346,38,0.23655431249773412,0.1038961038961039,0.11855472224669346,0.8961038961038961,0.20731373932315095
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.700; fav_fights>=8; opp_fights<=6; career_gap>=0.00,89,66,0.7415730337078652,0.1318651464930918,1173.599803788517,39,0.13277001137182237,50,0.13115935188768196,0.056179775280898875,0.13115935188768196,0.9438202247191011,0.20562675990183715
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.775; fav_fights>=8; opp_fights<=3; career_gap>=0.00,59,47,0.7966101694915254,0.16727777243045985,986.9388573397132,29,0.12001091453771659,30,0.2129690683934451,0.11864406779661017,0.12001091453771659,0.8813559322033898,0.2049988128544792
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.750; fav_fights>=8; opp_fights<=4; career_gap>=0.00,84,65,0.7738095238095238,0.1559585343759989,1310.0516887583908,40,0.12294379536699672,44,0.1859719334750918,0.11904761904761904,0.12294379536699672,0.8809523809523809,0.20395785382716775
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.650-0.775; fav_fights>=8; opp_fights<=5; career_gap>=0.00,53,44,0.8301886792452831,0.14770371241156033,782.8296757812698,26,0.16437577227760647,27,0.13164913624425661,0.33962264150943394,0.13164913624425661,0.6603773584905661,0.20315675634301972
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=4; career_gap>=0.05,59,49,0.8305084745762712,0.19495240340339517,1150.2191800800315,24,0.31889809711165795,35,0.10996107057487209,0.1694915254237288,0.10996107057487209,0.8305084745762712,0.2031096660033485
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=4; career_gap>=0.05,55,46,0.8363636363636363,0.21280261368640482,1170.4143752752266,22,0.381058366382251,33,0.10063211188917412,0.14545454545454545,0.10063211188917412,0.8545454545454545,0.20074939031577943
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.700; fav_fights>=8; opp_fights<=6; career_gap>=0.00,62,48,0.7741935483870968,0.15546051180441606,963.8551731873796,27,0.20869928323819872,35,0.11439060241264086,0.08064516129032258,0.11439060241264086,0.9193548387096774,0.19638242670547681
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.05,79,65,0.8227848101265823,0.16463559429339514,1300.6211949178216,38,0.21948769495716022,41,0.11379706197088116,0.21518987341772153,0.11379706197088116,0.7848101265822784,0.19496382377103783
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.05,73,60,0.821917808219178,0.17723308031911017,1293.8014863295043,34,0.2559480745891665,39,0.1086097519811123,0.2054794520547945,0.1086097519811123,0.7945205479452055,0.19447694653115702
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.625-0.800; fav_fights>=8; opp_fights<=5; career_gap>=0.00,69,58,0.8405797101449275,0.16348651480156504,1128.0569521307987,34,0.21287641795826434,35,0.11550775173505706,0.2898550724637681,0.11550775173505706,0.7101449275362319,0.19403237974169177
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.700; fav_fights>=8; opp_fights<=4; career_gap>=0.00,68,52,0.7647058823529411,0.17105399990756603,1163.167199371449,32,0.10572965186066664,36,0.22912008706036546,0.058823529411764705,0.10572965186066664,0.9411764705882353,0.1938338459459618
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.725; fav_fights>=8; opp_fights<=5; career_gap>=0.05,76,57,0.75,0.13252002758551223,1007.152209649893,41,0.14362905015640226,35,0.11950660114532684,0.09210526315789473,0.11950660114532684,0.9078947368421053,0.1931254529055193
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.600-0.750; fav_fights>=8; opp_fights<=6; career_gap>=0.05,69,57,0.8260869565217391,0.1904343016702463,1313.9966815246994,32,0.29474888330504345,37,0.10021628512123251,0.18840579710144928,0.10021628512123251,0.8115942028985508,0.19121611679277523
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.800; fav_fights>=8; opp_fights<=6; career_gap>=0.00,123,95,0.7723577235772358,0.1256380463168109,1545.3479696967738,60,0.12862798144696572,63,0.12279048904999672,0.18699186991869918,0.12279048904999672,0.8130081300813008,0.19115404916331954
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.575-0.775; fav_fights>=8; opp_fights<=6; career_gap>=0.00,116,89,0.7672413793103449,0.13062693509956622,1515.272447154968,55,0.1426695068171388,61,0.11976887863290236,0.1724137931034483,0.11976887863290236,0.8275862068965517,0.19031589212464708
BATTLE_TESTED_VS_THIN_SAMPLE,mkt 0.550-0.800; fav_fights>=8; opp_fights<=4; career_gap>=0.00,94,74,0.7872340425531915,0.15157927832298085,1424.84521623602,46,0.11104369778555732,48,0.19042587633801175,0.14893617021276595,0.11104369778555732,0.851063829787234,0.18962836009221765
