track,price_band,venue,conditions,full_n,full_win_pct,full_roi,train_n,train_win_pct,train_roi,validation_n,validation_win_pct,validation_roi,holdout_n,holdout_win_pct,holdout_roi,positive_season_ratio,recent_delta,user_preferred,score
LONG,DOG35_49,ANY,"[[""adv_oc_prior_quality"", ""<="", -0.03125], [""recent_edge_giveaway_rate"", "">="", 0.01276417378762745]]",85,0.5058823529411764,0.20235294117647062,37,0.4864864864864865,0.15378378378378377,24,0.5,0.1404166666666667,24,0.5416666666666666,0.33916666666666667,0.6842105263157895,0.19206644144144144,False,0.39705921644885683
LONG,DOG20_34,AWAY,"[[""coachq_oc_recent_quality"", "">="", 0.625], [""recent_edge_penalty_yards"", "">="", 13.333333333333336]]",76,0.4473684210526316,0.6852631578947368,29,0.5172413793103449,0.9524137931034483,21,0.5238095238095238,0.9009523809523811,26,0.3076923076923077,0.21307692307692308,0.6666666666666666,-0.7136061639509916,False,0.396438153572202
LONG,DOG35_44,ANY,"[[""coachq_dc_prior_quality"", "">="", 0.578125], [""recent_edge_fg_accuracy"", ""<="", -0.1666666666666667]]",100,0.49,0.22579999999999997,29,0.4827586206896552,0.2186206896551724,42,0.4523809523809524,0.13571428571428573,29,0.5517241379310345,0.36344827586206896,0.6111111111111112,0.1862807881773399,False,0.39565260098522165
LONG,FAV55_65,AWAY,"[[""coachq_dc_prior_win_pct"", ""<="", 0.6045454545454546], [""recent_edge_def_allowed_yards_per_play"", "">="", 0.7302054077592606]]",75,0.76,0.2686927274287119,22,0.8181818181818182,0.3803131419006778,27,0.7407407407407407,0.24443601988076438,26,0.7307692307692307,0.19943434225222484,0.9473684210526315,-0.11294023863849623,False,0.3954045142884758
LONG,DOG35_49,AWAY,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.04836309523809529], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.003152897742827]]",101,0.5643564356435643,0.3565346534653465,30,0.6,0.392,32,0.59375,0.450625,39,0.5128205128205128,0.2520512820512821,0.8888888888888888,-0.1692612179487179,False,0.3952075035943757
MODERN,DOG20_34,AWAY,"[[""adv_dc_prior_win_pct"", "">="", 0.019230769230769204], [""rank_edge_points_for"", "">="", -8.0]]",98,0.41836734693877553,0.44377551020408157,37,0.40540540540540543,0.3532432432432433,18,0.5,0.8633333333333335,20,0.4,0.40750000000000003,0.631578947368421,-0.20078828828828837,False,0.39518220935740356
MODERN,DOG20_34,AWAY,"[[""adv_dc_prior_win_pct"", "">="", 0.019230769230769204], [""rank_edge_def_allowed_giveaway_rate"", "">="", -5.0]]",96,0.4375,0.5734374999999999,41,0.4634146341463415,0.694390243902439,18,0.6111111111111112,1.2983333333333333,16,0.375,0.30374999999999996,0.631578947368421,-0.6926117886178862,False,0.394272241352305
LONG,DOG35_44,ANY,"[[""coachq_dc_recent_quality"", "">="", 0.34375], [""recent_edge_rush_epa_per_carry"", "">="", 0.100663328779531]]",157,0.4968152866242038,0.24828025477707008,53,0.49056603773584906,0.23150943396226414,63,0.47619047619047616,0.21396825396825395,41,0.5365853658536586,0.3226829268292683,0.6842105263157895,0.09994408286400924,False,0.39415506123883065
LONG,DOG20_34,ANY,"[[""coachq_hc_prior_quality"", "">="", 0.5384615384615384], [""rank_edge_def_allowed_success_rate"", ""<="", -13.0]]",114,0.4298245614035088,0.524298245614035,44,0.45454545454545453,0.6925,39,0.46153846153846156,0.5864102564102565,31,0.3548387096774194,0.20741935483870966,0.7894736842105263,-0.4320357733664185,False,0.384081761068358
LONG,DOG20_34,ANY,"[[""coachq_hc_prior_win_pct"", "">="", 0.5384615384615384], [""rank_edge_def_allowed_success_rate"", ""<="", -13.0]]",114,0.4298245614035088,0.524298245614035,44,0.45454545454545453,0.6925,39,0.46153846153846156,0.5864102564102565,31,0.3548387096774194,0.20741935483870966,0.7894736842105263,-0.4320357733664185,False,0.384081761068358
