method_id,track,p_lo,p_hi,odds_range,train_n,train_roi,validation_n,validation_roi,preholdout_gain,preholdout_retain,score
NFL-H056,LONG,0.3652308761797812,0.43516233149800637,+130 to +174,39,0.40717948717948727,31,0.29,0.053625383002741556,0.7123689727463312,0.07143460732139983
NFL-H056,LONG,0.3652308761797812,0.4499,+122 to +174,47,0.4076595744680851,36,0.23722222222222225,0.027476537758151606,0.8433962264150944,0.04856144341852897
NFL-H056,LONG,0.3690036900369003,0.4219409282700422,+137 to +171,31,0.6196774193548387,25,0.31799999999999995,0.17387434909041724,0.570230607966457,0.18813011428957865
NFL-H056,LONG,0.3690036900369003,0.423728813559322,+136 to +171,35,0.502,27,0.3077777777777777,0.10992452830188679,0.630188679245283,0.12567924528301885
NFL-H056,LONG,0.3690036900369003,0.4292317851639886,+133 to +171,35,0.502,30,0.333,0.12253563941299794,0.6635220125786163,0.13912368972746336
NFL-H056,LONG,0.3690036900369003,0.43516233149800637,+130 to +171,38,0.44421052631578944,31,0.29,0.07214090257089265,0.7029350104821803,0.08971427783294715
NFL-H056,LONG,0.3690036900369003,0.4401422057346008,+127 to +171,40,0.372,32,0.32125000000000004,0.05166063941299795,0.7329140461215933,0.06998349056603778
NFL-H056,LONG,0.3690036900369003,0.4499,+122 to +171,46,0.4382608695652173,36,0.23722222222222225,0.042777185306717716,0.8339622641509434,0.06362624191049131
NFL-H056,LONG,0.373134328358209,0.423728813559322,+136 to +168,32,0.47343750000000007,25,0.304,0.09375438941299796,0.579664570230608,0.10824600366876316
NFL-H056,LONG,0.373134328358209,0.4292317851639886,+133 to +168,32,0.47343750000000007,28,0.3314285714285714,0.10746867512728367,0.6129979035639412,0.1227936227163822
NFL-H056,LONG,0.373134328358209,0.43516233149800637,+130 to +168,35,0.41314285714285715,29,0.28551724137931034,0.054365688674081675,0.6524109014675052,0.0706759612107693
NFL-H056,LONG,0.373134328358209,0.4499,+122 to +168,43,0.4125581395348838,34,0.23029411764705882,0.026461768003969238,0.7834381551362684,0.04604772188237595
NFL-H056,LONG,0.3846153846153846,0.4499,+122 to +160,40,0.386,26,0.3023076923076923,0.04918948556684408,0.6662473794549266,0.06584567005321725
NFL-H056,LONG,0.38850179470937773,0.4499,+122 to +157,37,0.3589189189189189,25,0.3544,0.06169509887245739,0.6268343815513626,0.07736595841124146
NFL-H057,LONG,0.35,0.4166666666666667,+140 to +186,60,0.6419999999999999,49,0.4351020408163266,0.1559829301583647,0.6885576148267527,0.17319687052903351
NFL-H057,LONG,0.35,0.423728813559322,+136 to +186,65,0.5887692307692307,55,0.3649090909090909,0.09427107058936227,0.7590652699435938,0.11324770233795212
NFL-H057,LONG,0.35,0.4347826086956521,+130 to +186,69,0.5304347826086956,63,0.3033333333333334,0.03431596772121595,0.837389202256245,0.05525069777762208
NFL-H057,LONG,0.3623188405797101,0.4166666666666667,+140 to +176,52,0.8409615384615384,44,0.40659090909090917,0.24120813352642526,0.6072522159548751,0.25638943892529714
NFL-H057,LONG,0.3623188405797101,0.423728813559322,+136 to +176,57,0.7628070175438595,50,0.3328,0.1652354185221312,0.6777598710717163,0.1821794152989241
NFL-H057,LONG,0.3679223605422867,0.423728813559322,+136 to +172,52,0.6678846153846152,42,0.39000000000000007,0.14637421744250909,0.5935535858178889,0.1612130570879563
NFL-H057,LONG,0.3679223605422867,0.4347826086956521,+130 to +172,56,0.5903571428571429,50,0.3084,0.06681048117877292,0.6718775181305399,0.08360741913203641
NFL-H057,LONG,0.3679223605422867,0.4393693484813354,+128 to +172,59,0.5094915254237289,52,0.3021153846153847,0.023235364769758238,0.7032232070910556,0.040815944947034624
NFL-H057,LONG,0.3679223605422867,0.4499,+122 to +172,72,0.48750000000000004,60,0.31633333333333336,0.019348576416868157,0.8344883158742948,0.04021078431372553
NFL-H062,LONG,0.35,0.47326298846463377,+111 to +186,84,0.45261904761904764,64,0.24765625000000002,0.02554358385991576,0.8678611422172452,0.04724011241534689
NFL-H062,LONG,0.364034505640345,0.47326298846463377,+111 to +175,74,0.49918918918918914,44,0.24909090909090906,0.049545984190441025,0.683090705487122,0.06662325182761908
NFL-H062,LONG,0.364034505640345,0.4999,+100 to +175,84,0.4435714285714286,56,0.24017857142857144,0.017280935050391952,0.8152295632698767,0.037661674132138875
NFL-H065,LONG,0.35,0.4198223964126193,+138 to +186,72,0.35263888888888884,47,0.38638297872340427,0.1018260943737343,0.6507966143888474,0.11809600973345549
NFL-H066,LONG,0.2,0.3278688524590163,+205 to +400,34,0.3726470588235294,43,0.36139534883720936,0.07584655844029842,0.8096187943262412,0.09608702829845445
NFL-H066,LONG,0.2,0.3316977644780848,+201 to +400,35,0.33342857142857135,43,0.36139534883720936,0.0562373147428194,0.8202570921985816,0.07674374204778395
NFL-H066,LONG,0.2,0.33715999586306755,+197 to +400,40,0.31525,43,0.36139534883720936,0.04714802902853371,0.8734485815602837,0.0689842435675408
NFL-H066,LONG,0.228310502283105,0.3278688524590163,+205 to +338,30,0.39399999999999996,36,0.3566666666666667,0.08415868794326237,0.6941489361702128,0.10151241134751769
NFL-H066,LONG,0.228310502283105,0.3316977644780848,+201 to +338,31,0.34903225806451615,36,0.3566666666666667,0.06167481697552046,0.7047872340425532,0.07929449782658429
NFL-H066,LONG,0.228310502283105,0.33715999586306755,+197 to +338,36,0.32666666666666666,36,0.3566666666666667,0.05049202127659572,0.7579787234042553,0.06944148936170211
NFL-H066,LONG,0.228310502283105,0.3472222222222222,+188 to +338,39,0.2984615384615385,39,0.3261538461538461,0.021133046917621356,0.8211436170212766,0.04166163734315327
NFL-H066,LONG,0.24315285706048548,0.3278688524590163,+205 to +311,27,0.38666666666666666,30,0.48466666666666675,0.14449202127659574,0.5997340425531915,0.15948537234042554
NFL-H066,LONG,0.24315285706048548,0.3316977644780848,+201 to +311,28,0.33714285714285713,30,0.48466666666666675,0.11973011651469098,0.6103723404255319,0.1349894250253293
NFL-H066,LONG,0.24315285706048548,0.33715999586306755,+197 to +311,33,0.3145454545454546,30,0.48466666666666675,0.1084314152159897,0.663563829787234,0.12502051096067054
NFL-H066,LONG,0.24315285706048548,0.3499,+186 to +311,40,0.30000000000000004,35,0.3548571428571429,0.03625392603850053,0.7901152482269503,0.056006807244174284
NFL-H069,LONG,0.3623188405797101,0.4444444444444444,+125 to +176,109,0.3785321100917431,77,0.2348051948051948,0.15843681595114828,0.590578656586217,0.1732012823658037
NFL-H069,LONG,0.3623188405797101,0.4545454545454545,+120 to +176,120,0.32574999999999993,86,0.2084883720930233,0.11888734954919096,0.654799983383874,0.1352573491337878
NFL-H069,LONG,0.3623188405797101,0.4587155963302752,+118 to +176,129,0.3010077519379845,88,0.2057954545454546,0.1051697667443989,0.6871806588293938,0.12234928321513375
NFL-H069,LONG,0.3623188405797101,0.4694835680751174,+113 to +176,139,0.2690647482014389,95,0.208,0.09030053760339879,0.7411207576953434,0.10882855654578237
NFL-H069,LONG,0.3623188405797101,0.4784688995215311,+109 to +176,147,0.2142176870748299,102,0.18705882352941178,0.052406418804800195,0.7895359946828397,0.0721448186718712
NFL-H069,LONG,0.3623188405797101,0.4999,+100 to +176,163,0.1954601226993865,118,0.21737288135593222,0.058184665530338714,0.8938852656503136,0.08053179717159656
NFL-H069,LONG,0.3690036900369003,0.4545454545454545,+120 to +171,114,0.2992105263157894,78,0.22641025641025642,0.11457855486570227,0.60815020977859,0.12978231011016703
NFL-H069,LONG,0.3690036900369003,0.4587155963302752,+118 to +171,123,0.2752032520325203,80,0.223,0.10086978951893949,0.6405308852241101,0.11688306164954224
NFL-H069,LONG,0.3690036900369003,0.4694835680751174,+113 to +171,133,0.24375939849624056,87,0.22402298850574714,0.0856593570036732,0.6944709840900594,0.10302113160592469
NFL-H069,LONG,0.3690036900369003,0.4784688995215311,+109 to +171,141,0.1880141843971631,94,0.20010638297872343,0.04582844719062262,0.7428862210775558,0.06440060271756151
NFL-H069,LONG,0.3690036900369003,0.4999,+100 to +171,157,0.17121019108280255,110,0.23072727272727275,0.052736895407717005,0.8472354920450297,0.07391778270884275
NFL-H069,LONG,0.3745318352059925,0.4545454545454545,+120 to +167,103,0.2802912621359223,74,0.21972972972972976,0.10177865943550539,0.562725875462136,0.11584680632205879
NFL-H069,LONG,0.3745318352059925,0.4587155963302752,+118 to +167,112,0.2554464285714286,76,0.21631578947368424,0.08764927252523576,0.5951065509076559,0.10252693629792715
NFL-H069,LONG,0.3745318352059925,0.4694835680751174,+113 to +167,122,0.22278688524590168,83,0.21795180722891566,0.07213750974008802,0.6490466497736054,0.08836367598442815
NFL-H069,LONG,0.3745318352059925,0.4784688995215311,+109 to +167,130,0.16361538461538458,90,0.19344444444444447,0.030298078032593878,0.6974618867611017,0.04773462520162142
NFL-H069,LONG,0.3745318352059925,0.4999,+100 to +167,146,0.1482191780821918,106,0.22622641509433963,0.03899096009094506,0.8018111577285756,0.05903623903415946
NFL-H069,LONG,0.3831417624521073,0.4694835680751174,+113 to +161,112,0.16714285714285718,74,0.18702702702702703,0.028853105587621455,0.5875877539151746,0.04354279943550082
NFL-H075,LONG,0.35,0.431414079482749,+132 to +186,27,0.4085185185185185,23,0.3343478260869564,0.055606961476526634,0.7720797720797721,0.07490895577852094
NFL-H075,LONG,0.35,0.4329004329004329,+131 to +186,30,0.3446666666666667,24,0.375,0.04400712250712252,0.829059829059829,0.06473361823361824
NFL-H075,LONG,0.35,0.4355420543003607,+130 to +186,31,0.37548387096774194,24,0.375,0.05941572465766015,0.8418803418803418,0.0804627332046687
NFL-H075,LONG,0.3759398496240601,0.4355420543003607,+130 to +166,28,0.3260714285714285,21,0.3071428571428571,0.0007809320309319912,0.7478632478632479,0.019477513227513187
NFL-H075,LONG,0.38402593575007365,0.4329004329004329,+131 to +160,22,0.34136363636363626,15,0.30000000000000004,0.004855607355607333,0.5598290598290598,0.018851333851333828
NFL-H075,LONG,0.38402593575007365,0.4355420543003607,+130 to +160,23,0.3830434782608695,15,0.30000000000000004,0.025695528304223947,0.5726495726495726,0.04001176762046326
NFL-H075,LONG,0.3912377450980392,0.4499,+122 to +156,27,0.3218518518518519,16,0.36187499999999995,0.0260372150997151,0.6424501424501424,0.04209846866096866
NFL-H079,LONG,0.35,0.4098360655737705,+144 to +186,85,0.21470588235294122,48,0.32583333333333336,0.07055445297588066,0.6761061946902654,0.08745710784313729
NFL-H079,LONG,0.35,0.41946485707253606,+138 to +186,90,0.25422222222222224,56,0.3076785714285714,0.08123524195814019,0.7482300884955753,0.09994099417052957
NFL-H079,LONG,0.35,0.42445313631754306,+136 to +186,96,0.2742708333333333,64,0.255,0.06492026179941002,0.8247787610619469,0.0855397308259587
NFL-H079,LONG,0.35,0.4329004329004329,+131 to +186,103,0.23281553398058252,72,0.2123611111111111,0.022873167678590184,0.9057522123893805,0.0455169729883247
NFL-H079,LONG,0.3573988735279057,0.41946485707253606,+138 to +180,78,0.2671794871794872,51,0.3252941176470589,0.09652164754601641,0.6638827433628318,0.11311871613008721
NFL-H079,LONG,0.3573988735279057,0.42445313631754306,+136 to +180,84,0.2891666666666667,59,0.2657627118644068,0.07774953439828011,0.7404314159292036,0.0962603197965102
NFL-H079,LONG,0.3573988735279057,0.4329004329004329,+131 to +180,91,0.2410989010989011,67,0.21865671641791048,0.030162653891149166,0.8214048672566372,0.05069777557256509
NFL-H079,LONG,0.3573988735279057,0.4499,+122 to +180,101,0.23019801980198024,75,0.1788,0.004783855033733478,0.9156526548672566,0.027675171405414895
NFL-H079,LONG,0.36075111030309326,0.41946485707253606,+138 to +177,73,0.2394520547945205,47,0.2602127659574468,0.05011725550872702,0.6167588495575221,0.06553622674766507
NFL-H079,LONG,0.36075111030309326,0.42445313631754306,+136 to +177,79,0.2649367088607595,55,0.2058181818181818,0.035662290472214,0.6933075221238938,0.05299497852531135
NFL-H079,LONG,0.364963503649635,0.42445313631754306,+136 to +174,75,0.29546666666666666,50,0.2164,0.0562181784660767,0.644358407079646,0.07232713864306785
NFL-H079,LONG,0.364963503649635,0.4329004329004329,+131 to +174,82,0.24158536585365856,58,0.1687931034482759,0.005474079783710589,0.7253318584070796,0.02360737624388758
NFL-H079,LONG,0.3676470588235294,0.42445313631754306,+136 to +172,70,0.2705714285714286,48,0.21020833333333333,0.04067472608512432,0.6097345132743363,0.055918088916982724
NFL-H079,LONG,0.3690036900369003,0.42445313631754306,+136 to +171,66,0.22393939393939394,48,0.21020833333333333,0.017358708769107,0.5920353982300885,0.032159593724859215
NFL-H081,LONG,0.35,0.42238789959236217,+137 to +186,39,0.2474358974358974,34,0.4608823529411764,0.05313027903469075,0.8,0.07313027903469076
NFL-H081,LONG,0.35,0.4329004329004329,+131 to +186,45,0.28755555555555556,38,0.3684210526315789,0.0269594579397211,0.9076923076923077,0.04965176563202879
NFL-H081,LONG,0.35,0.4385964912280701,+128 to +186,47,0.28127659574468084,39,0.39205128205128204,0.03563509274413529,0.9394230769230769,0.05912066966721222
NFL-H082,LONG,0.35,0.4694835680751174,+113 to +186,76,0.28776315789473683,58,0.2555172413793103,0.0030660995902727084,0.8288920056100981,0.023788399730525163
NFL-H082,LONG,0.3690036900369003,0.44722934016655985,+124 to +171,56,0.41517857142857145,40,0.27524999999999994,0.07664018566753483,0.5909303412809724,0.09141344419955914
NFL-H082,LONG,0.3690036900369003,0.4545454545454545,+120 to +171,61,0.40786885245901644,40,0.27524999999999994,0.07298532618275733,0.6178120617110799,0.08843062772553432
NFL-H082,LONG,0.3690036900369003,0.4694835680751174,+113 to +171,67,0.3785074626865672,46,0.34413043478260874,0.09274484868783711,0.6935483870967742,0.11008355836525646
NFL-H082,LONG,0.3690036900369003,0.4784688995215311,+109 to +171,71,0.3302816901408451,48,0.37645833333333334,0.08479591169033834,0.7295465170640486,0.10303457461693956
NFL-H082,LONG,0.3690036900369003,0.4878048780487805,+105 to +171,77,0.3333766233766233,53,0.32433962264150945,0.060284022962315525,0.7980364656381487,0.08023493460326925
NFL-H082,LONG,0.3690036900369003,0.4999,+100 to +171,84,0.3430952380952381,57,0.33824561403508774,0.07209632601841207,0.864656381486676,0.09371273555557896
NFL-H082,LONG,0.37258153676064126,0.4694835680751174,+113 to +168,62,0.35870967741935494,45,0.31377777777777777,0.06766962755181549,0.6594202898550725,0.08415513479819231
NFL-H082,LONG,0.37258153676064126,0.4784688995215311,+109 to +168,66,0.30803030303030304,47,0.3480851063829788,0.059483604659890055,0.695418419822347,0.07686906515544872
NFL-H082,LONG,0.37258153676064126,0.4878048780487805,+105 to +168,72,0.3131944444444444,52,0.2976923076923077,0.03686927602162518,0.7639083683964469,0.055966985231536356
NFL-H082,LONG,0.37258153676064126,0.4999,+100 to +168,79,0.32531645569620254,56,0.31375000000000003,0.05095912780135042,0.8305282842449744,0.07172233490747479
NFL-H082,LONG,0.37908685006481346,0.4694835680751174,+113 to +164,57,0.38456140350877205,40,0.3445,0.09595660170763515,0.5963066853669939,0.11086426884181
NFL-H082,LONG,0.37908685006481346,0.4784688995215311,+109 to +164,61,0.32803278688524595,42,0.3814285714285714,0.08615657911015781,0.6323048153342683,0.10196419949351451
NFL-H082,LONG,0.37908685006481346,0.4878048780487805,+105 to +164,67,0.3317910447761194,47,0.32212765957446804,0.05838525212854287,0.7007947639083685,0.07590512122625208
NFL-H082,LONG,0.37908685006481346,0.4999,+100 to +164,74,0.342972972972973,51,0.33784313725490195,0.07183395506718662,0.7674146797568957,0.09101932206110902
NFL-H082,LONG,0.3846153846153846,0.4784688995215311,+109 to +160,59,0.3286440677966102,38,0.4581578947368422,0.12482688121997534,0.5925666199158486,0.13964104671787156
NFL-H082,LONG,0.3846153846153846,0.4878048780487805,+105 to +160,65,0.33246153846153853,43,0.38441860465116284,0.08986597150959982,0.6610565684899485,0.10639238572184853
NFL-H082,LONG,0.3846153846153846,0.4999,+100 to +160,72,0.34388888888888886,47,0.39617021276595754,0.10145545078067233,0.727676484338476,0.11964736288913423
NFL-H082,LONG,0.39154411764705876,0.4878048780487805,+105 to +155,58,0.31517241379310346,40,0.42424999999999996,0.10113710684980085,0.6016830294530154,0.11617918258612624
NFL-H082,LONG,0.39154411764705876,0.4999,+100 to +155,65,0.32969230769230773,44,0.4331818181818182,0.11286296289031211,0.6683029453015428,0.1295705365228507
NFL-H086,LONG,0.35,0.423728813559322,+136 to +186,50,0.3886,33,0.27999999999999997,0.017208036454018222,0.6756420878210438,0.03409908864954432
NFL-H086,LONG,0.35,0.4694835680751174,+113 to +186,66,0.42393939393939395,43,0.2902325581395349,0.03999401249348267,0.8863573598453466,0.062152946489616334
NFL-H086,LONG,0.3597122302158273,0.4395625627946518,+127 to +178,48,0.4735416666666667,31,0.257741935483871,0.04854983752928707,0.6419497376415355,0.06459858097032546
NFL-H086,LONG,0.3597122302158273,0.4484304932735426,+123 to +178,52,0.4896153846153846,33,0.25,0.052715728761710545,0.6897265948632975,0.06995889363329298
NFL-H086,LONG,0.3597122302158273,0.4694835680751174,+113 to +178,61,0.44885245901639337,38,0.3126315789473684,0.06365005543589913,0.8021264843965755,0.08370321754581353
NFL-H086,LONG,0.3597122302158273,0.4999,+100 to +178,66,0.4016666666666666,46,0.2667391304347826,0.01711093500474284,0.9157691245512289,0.04000516311852356
NFL-H087,LONG,0.2,0.3134796238244514,+219 to +400,46,0.3978260869565218,51,0.26431372549019605,-0.0063954153403233405,0.7693568726355611,0.012838506475565687
NFL-H087,LONG,0.2,0.3278688524590163,+205 to +400,52,0.4744230769230769,58,0.27275862068965523,0.03612552724268381,0.8723833543505675,0.057935111101448
NFL-H087,LONG,0.2,0.3355704697986577,+198 to +400,55,0.5034545454545455,62,0.28774193548387095,0.058132918905525965,0.9277427490542245,0.08132648763188158
NFL-H095,LONG,0.35,0.4177170868347339,+139 to +186,42,0.30190476190476184,31,0.34483870967741936,0.02978840245775724,0.7928571428571428,0.049609831029185814
NFL-H095,LONG,0.35,0.4206112824876786,+138 to +186,45,0.3208888888888889,33,0.3357575757575757,0.03473989898989893,0.8464285714285714,0.055900613275613215
NFL-H095,LONG,0.35,0.42229850532789814,+137 to +186,48,0.33708333333333335,33,0.3357575757575757,0.04283712121212116,0.8714285714285714,0.06462283549783544
NFL-H095,LONG,0.35,0.42635730007336753,+135 to +186,51,0.3045098039215686,33,0.3357575757575757,0.026550356506238798,0.8964285714285714,0.04896107079195308
NFL-H095,LONG,0.35,0.4370659638728046,+129 to +186,54,0.31777777777777777,34,0.365,0.04780555555555552,0.9357142857142857,0.07119841269841266
NFL-H095,LONG,0.36483078964830784,0.42229850532789814,+137 to +174,42,0.2621428571428571,23,0.6734782608695653,0.17422722567287785,0.6785714285714286,0.19119151138716356
NFL-H095,LONG,0.3690036900369003,0.42229850532789814,+137 to +171,40,0.257,21,0.5719047619047619,0.1208690476190476,0.6333333333333333,0.13670238095238094
NFL-H096,LONG,0.35,0.4468577174459527,+124 to +186,21,0.6304761904761905,18,0.43888888888888883,0.18851587301587294,0.6499999999999999,0.20476587301587293
NFL-H096,LONG,0.35,0.4652348480020394,+115 to +186,22,0.5563636363636365,22,0.27545454545454545,0.06974242424242424,0.7333333333333333,0.08807575757575759
NFL-H096,LONG,0.35,0.4743850146693748,+111 to +186,24,0.5154166666666666,22,0.27545454545454545,0.04926893939393931,0.7666666666666666,0.06843560606060597
NFL-H096,LONG,0.35,0.47767145135566186,+109 to +186,25,0.4548,22,0.27545454545454545,0.018960606060605983,0.7833333333333333,0.03854393939393932
NFL-H096,LONG,0.35,0.48123599701269604,+108 to +186,27,0.42444444444444446,22,0.27545454545454545,0.003782828282828221,0.8166666666666667,0.024199494949494887
NFL-H096,LONG,0.3759398496240601,0.4652348480020394,+115 to +166,20,0.5740000000000001,17,0.3241176470588235,0.10289215686274505,0.6166666666666667,0.11830882352941172
NFL-H096,LONG,0.3759398496240601,0.4743850146693748,+111 to +166,22,0.5277272727272727,17,0.3241176470588235,0.07975579322638138,0.6499999999999999,0.09600579322638138
NFL-H096,LONG,0.3759398496240601,0.47767145135566186,+109 to +166,23,0.4613043478260869,17,0.3241176470588235,0.046544330775788484,0.6666666666666667,0.06321099744245515
NFL-H096,LONG,0.3759398496240601,0.48123599701269604,+108 to +166,25,0.428,17,0.3241176470588235,0.029892156862745017,0.7,0.04739215686274502
NFL-H096,LONG,0.3759398496240601,0.4999,+100 to +166,28,0.41999999999999993,25,0.3079999999999999,0.017833333333333173,0.8833333333333333,0.0399166666666665
NFL-H006,LONG,0.35,0.4187616469181814,+139 to +186,68,0.2854411764705882,52,0.305,0.018464095999877167,0.6796293879681586,0.03545483069908113
NFL-H006,LONG,0.35,0.4329004329004329,+131 to +186,83,0.2510843373493976,68,0.30705882352941183,0.002315088203987792,0.8582147983818348,0.023770458163533664
NFL-H006,LONG,0.3636363636363636,0.4187616469181814,+139 to +175,59,0.38694915254237283,44,0.3518181818181818,0.09262717494486039,0.582604723998434,0.10719229304482124
NFL-H006,LONG,0.3636363636363636,0.4291845493562232,+133 to +175,69,0.35710144927536225,56,0.3137499999999999,0.058669232402264154,0.7101004828396189,0.07642174447325463
NFL-H006,LONG,0.3636363636363636,0.4329004329004329,+131 to +175,74,0.3278378378378378,60,0.34166666666666673,0.057995760016835346,0.7611901344121101,0.0770255133771381
NFL-H006,LONG,0.3636363636363636,0.4374473301156822,+129 to +175,78,0.25974358974358974,63,0.31412698412698414,0.010178794699870014,0.800796032885293,0.030198695522002342
NFL-H006,LONG,0.3636363636363636,0.4499,+122 to +175,88,0.3219318181818182,71,0.32478873239436623,0.04660378305267529,0.9029753360302754,0.06917816645343218
NFL-H006,LONG,0.3690036900369003,0.4329004329004329,+131 to +171,69,0.3052173913043479,56,0.29035714285714287,0.021030774845328448,0.7101004828396189,0.038783286916318924
NFL-H006,LONG,0.3706457386754784,0.4329004329004329,+131 to +170,63,0.2577777777777778,54,0.2879629629629629,-0.0038861218650465823,0.6665144199399713,0.0127767386334527
