method,n,wins,losses,win_pct,roi,units,older_n,older_win_pct,older_roi,recent_n,recent_win_pct,recent_roi,recent3_n,recent3_win_pct,recent3_roi,positive_seasons,active_seasons,positive_season_ratio
late_road_protection_rest_v1,105,84,21,0.8,0.07757673722689132,8.145557408823588,66,0.7575757575757576,0.033853538978189414,39,0.8717948717948718,0.1515698419554638,17,0.8823529411764706,0.15984861585269172,10,13,0.7692307692307693
pass_defense_offense24,45,37,8,0.8222222222222222,0.26409662369694287,11.88434806636243,28,0.8214285714285714,0.28516308484940445,17,0.8235294117647058,0.22939892297524153,5,1.0,0.42183251319427983,10,16,0.625
