event_date,event,favorite,opponent,market_prob,fair_american,sig_diff_gap,td_def_gap,fav_age,opp_age,age_adv,opponent_kd15,favorite_kd_abs15,power_risk_product,original_u7,proposed_u7_gate,decision
2026-10-04,UFC 332: Silva vs. Wang,Payton Talbott,Deiveson Figueiredo,0.8164019077788099,-444.66796898698084,3.740351825853036,0.14857142857142858,28.06902263564618,38.79614228902715,10.72711965338097,0.6433549770655864,0.0,0.0,True,True,KEEP
