market_prob,favorite_age,opponent_age,age_adv,f_fights,f_sig_l_pm,f_sig_abs_pm,f_sig_diff_pm,f_sig_def,f_kd15,f_kd_abs15,f_td_l15,f_td_a15,f_td_def,f_ctrl15,o_fights,o_sig_l_pm,o_sig_abs_pm,o_sig_diff_pm,o_sig_def,o_kd15,o_kd_abs15,o_td_l15,o_td_a15,o_td_def,o_ctrl15,sig_diff_gap,td_def_gap,power_risk_product,pace_support,diff_support,second_striking_method,baseline_qualified,wrestling_relevance_2x2,older3_needs_consensus_pass
0.7033507531509375,36.56748598533851,33.09308199347009,-3.4744039918684138,9,5.655673850947807,3.5756946247727868,2.07997922617502,0.6693083573487031,0.11685276551545055,0.11685276551545055,1.051674889639055,3.622435730978967,0.875,2.0468709426123093,15,4.112525117213664,3.710649698593436,0.40187541862022774,0.587183308494784,0.13395847287340926,0.0,0.4018754186202278,1.1386470194239786,0.547945205479452,1.4221924536726944,1.678103807554792,0.327054794520548,0.015653418019484337,False,False,False,True,True,False
