candidate_id,bucket,week_lo,week_hi,n,wins,losses,roi,units,trainval_n,trainval_roi,holdout_n,holdout_roi
NFL-NW090,W11_14,11,14,43,22,21,0.2113953488372093,9.09,26,0.20076923076923078,17,0.22764705882352942
NFL-NW090,W15_18,15,18,27,17,10,0.5577777777777777,15.059999999999999,17,0.6376470588235295,10,0.422
NFL-H003,W4_6,4,6,28,17,11,0.5125,14.35,20,0.20149999999999996,8,1.29
NFL-H003,W7_10,7,10,47,29,18,0.5585106382978723,26.25,39,0.6787179487179488,8,-0.027499999999999997
NFL-H003,W11_14,11,14,56,26,30,0.1475,8.26,42,0.08547619047619046,14,0.3335714285714286
NFL-H003,W15_18,15,18,39,25,14,0.6100000000000001,23.790000000000003,26,0.7596153846153846,13,0.3107692307692308
NFL-H008,W4_6,4,6,28,17,11,0.5635714285714285,15.779999999999998,19,0.6094736842105263,9,0.46666666666666656
NFL-H008,W7_10,7,10,37,19,18,0.3283783783783784,12.150000000000002,25,0.45080000000000003,12,0.07333333333333329
NFL-H008,W11_14,11,14,39,17,22,0.11820512820512818,4.609999999999999,28,0.10428571428571427,11,0.1536363636363636
NFL-H008,W15_18,15,18,34,20,14,0.5120588235294118,17.41,22,0.5186363636363637,12,0.5
NFL-H027,W4_6,4,6,28,18,10,0.5414285714285715,15.16,19,0.628421052631579,9,0.35777777777777786
NFL-H027,W7_10,7,10,33,19,14,0.4,13.200000000000001,26,0.39115384615384624,7,0.4328571428571429
NFL-H027,W11_14,11,14,45,25,20,0.3044444444444444,13.7,29,0.3624137931034483,16,0.19937500000000002
NFL-H027,W15_18,15,18,38,19,19,0.20131578947368417,7.649999999999999,29,0.2503448275862069,9,0.04333333333333335
NFL-H053,W4_6,4,6,28,14,14,0.8603571428571428,24.09,19,0.6689473684210526,9,1.2644444444444445
NFL-H053,W7_10,7,10,48,18,30,0.369375,17.73,31,0.55,17,0.040000000000000036
NFL-H053,W11_14,11,14,52,15,37,0.04942307692307693,2.5700000000000003,34,-0.04558823529411763,18,0.2288888888888889
NFL-H053,W15_18,15,18,36,9,27,-0.0227777777777778,-0.8200000000000007,23,0.07521739130434785,13,-0.19615384615384618
NFL-H028,W4_6,4,6,44,20,24,0.0509090909090909,2.2399999999999993,28,0.11999999999999998,16,-0.07000000000000002
NFL-H028,W7_10,7,10,55,29,26,0.25781818181818184,14.18,43,0.316046511627907,12,0.04916666666666666
NFL-H028,W11_14,11,14,39,19,20,0.1392307692307692,5.43,31,-0.0041935483870967705,8,0.6950000000000001
NFL-H028,W15_18,15,18,36,24,12,0.6197222222222223,22.310000000000002,29,0.596551724137931,7,0.7157142857142856
NFL-NW094,W4_6,4,6,14,6,8,0.06285714285714286,0.8800000000000001,8,-0.12875,6,0.31833333333333336
NFL-NW094,W7_10,7,10,23,11,12,0.2047826086956522,4.710000000000001,20,0.26349999999999996,3,-0.18666666666666668
NFL-NW094,W11_14,11,14,35,20,15,0.42114285714285715,14.74,24,0.48166666666666663,11,0.28909090909090907
NFL-NW094,W15_18,15,18,24,19,5,0.9791666666666666,23.5,17,1.2158823529411766,7,0.4042857142857143
NFL-NW089,W4_6,4,6,25,13,12,0.3532,8.83,22,0.3054545454545454,3,0.7033333333333335
NFL-NW089,W7_10,7,10,34,18,16,0.3405882352941177,11.580000000000002,23,0.4460869565217392,11,0.12000000000000001
NFL-NW089,W11_14,11,14,30,16,14,0.31566666666666665,9.469999999999999,20,0.2545,10,0.43800000000000006
NFL-NW089,W15_18,15,18,29,16,13,0.39517241379310347,11.46,17,0.6423529411764707,12,0.045000000000000005
NFL-H056,W4_6,4,6,30,11,19,-0.04566666666666664,-1.3699999999999992,20,-0.09900000000000002,10,0.060999999999999985
NFL-H056,W7_10,7,10,40,21,19,0.31975,12.79,28,0.4321428571428571,12,0.057499999999999996
NFL-H056,W11_14,11,14,29,14,15,0.17931034482758618,5.199999999999999,24,0.032916666666666684,5,0.882
NFL-H056,W15_18,15,18,31,22,9,0.7509677419354839,23.28,25,0.7788,6,0.635
NFL-NW058,W4_6,4,6,16,10,6,0.46937499999999993,7.509999999999999,8,0.24375000000000002,8,0.6950000000000001
NFL-NW058,W7_10,7,10,50,31,19,0.4984000000000001,24.920000000000005,39,0.6066666666666667,11,0.11454545454545456
NFL-NW058,W11_14,11,14,40,21,19,0.21349999999999997,8.54,29,0.17793103448275863,11,0.30727272727272725
NFL-NW058,W15_18,15,18,29,13,16,0.09517241379310341,2.759999999999999,17,-0.006470588235294124,12,0.23916666666666667
NFL-NW093,W4_6,4,6,36,21,15,0.4019444444444445,14.470000000000002,24,0.30333333333333334,12,0.5991666666666666
NFL-NW093,W7_10,7,10,82,48,34,0.4059756097560975,33.28999999999999,59,0.38423728813559327,23,0.46173913043478265
NFL-NW093,W11_14,11,14,80,36,44,0.054749999999999986,4.379999999999999,52,0.07538461538461538,28,0.016428571428571428
NFL-NW093,W15_18,15,18,56,29,27,0.22642857142857142,12.68,36,0.32833333333333337,20,0.043
NFL-H039,W4_6,4,6,27,14,13,0.2574074074074074,6.95,17,0.5829411764705883,10,-0.296
NFL-H039,W7_10,7,10,26,15,11,0.4123076923076923,10.72,18,0.36444444444444446,8,0.52
NFL-H039,W11_14,11,14,27,11,16,0.008148148148148163,0.22000000000000042,16,-0.054999999999999966,11,0.09999999999999999
NFL-H039,W15_18,15,18,16,10,6,0.5806250000000001,9.290000000000001,10,0.529,6,0.6666666666666666
NFL-NW092,W4_6,4,6,12,7,5,0.4566666666666667,5.48,11,0.40545454545454546,1,1.02
NFL-NW092,W7_10,7,10,19,13,6,0.6815789473684211,12.950000000000001,13,0.943076923076923,6,0.11499999999999999
NFL-NW092,W11_14,11,14,18,8,10,0.09666666666666668,1.7400000000000002,10,0.231,8,-0.07125000000000004
NFL-NW092,W15_18,15,18,20,11,9,0.37300000000000005,7.460000000000001,12,0.2775,8,0.51625
NFL-C005,W4_6,4,6,37,19,18,0.2291891891891892,8.48,24,0.25708333333333333,13,0.17769230769230773
NFL-C005,W7_10,7,10,52,30,22,0.3807692307692307,19.799999999999997,42,0.3038095238095238,10,0.7040000000000001
NFL-C005,W11_14,11,14,55,25,30,0.09799999999999998,5.389999999999999,42,0.22761904761904764,13,-0.32076923076923075
NFL-C005,W15_18,15,18,35,17,18,0.162,5.67,26,0.12076923076923075,9,0.28111111111111114
NFL-C004,W4_6,4,6,25,19,6,0.9056000000000001,22.64,17,1.0458823529411763,8,0.6075
NFL-C004,W7_10,7,10,34,21,13,0.5429411764705883,18.46,22,0.8254545454545457,12,0.025000000000000005
NFL-C004,W11_14,11,14,36,17,19,0.18611111111111112,6.7,22,0.15863636363636366,14,0.2292857142857143
NFL-C004,W15_18,15,18,28,14,14,0.2664285714285714,7.459999999999999,17,0.35235294117647054,11,0.13363636363636364
NFL-NW101,W4_6,4,6,30,19,11,0.5803333333333334,17.41,24,0.43958333333333327,6,1.1433333333333333
NFL-NW101,W7_10,7,10,50,29,21,0.47120000000000006,23.560000000000002,41,0.602439024390244,9,-0.12666666666666668
NFL-NW101,W11_14,11,14,53,26,27,0.22849056603773585,12.11,41,0.29878048780487804,12,-0.01166666666666664
NFL-NW101,W15_18,15,18,47,27,20,0.4506382978723405,21.180000000000003,32,0.50875,15,0.3266666666666667
NFL-NW098,W4_6,4,6,17,13,4,0.9317647058823529,15.84,11,1.0845454545454543,6,0.6516666666666667
NFL-NW098,W7_10,7,10,21,12,9,0.4452380952380953,9.350000000000001,15,0.6806666666666665,6,-0.14333333333333328
NFL-NW098,W11_14,11,14,25,12,13,0.17359999999999995,4.339999999999999,19,0.012631578947368433,6,0.6833333333333332
NFL-NW098,W15_18,15,18,18,10,8,0.4149999999999999,7.469999999999999,11,0.8245454545454546,7,-0.22857142857142856
NFL-NW096,W4_6,4,6,15,7,8,0.1153333333333333,1.7299999999999995,10,0.21399999999999997,5,-0.08200000000000003
NFL-NW096,W7_10,7,10,23,17,6,0.7999999999999999,18.4,20,0.8299999999999998,3,0.6
NFL-NW096,W11_14,11,14,27,14,13,0.2488888888888889,6.720000000000001,20,0.354,7,-0.051428571428571414
NFL-NW096,W15_18,15,18,15,10,5,0.6533333333333334,9.8,9,0.6822222222222222,6,0.61
NFL-NW097,W4_6,4,6,15,7,8,0.1153333333333333,1.7299999999999995,10,0.21399999999999997,5,-0.08200000000000003
NFL-NW097,W7_10,7,10,23,17,6,0.7999999999999999,18.4,20,0.8299999999999998,3,0.6
NFL-NW097,W11_14,11,14,27,14,13,0.2488888888888889,6.720000000000001,20,0.354,7,-0.051428571428571414
NFL-NW097,W15_18,15,18,15,10,5,0.6533333333333334,9.8,9,0.6822222222222222,6,0.61
NFL-NW102,W4_6,4,6,28,21,7,0.5312628131029024,14.875358766881266,13,0.5820453796246873,11,0.3245059288537549
NFL-NW102,W7_10,7,10,26,13,13,0.024515893995399517,0.6374132438803874,18,0.2459674024377993,4,-0.4975
NFL-NW102,W11_14,11,14,15,10,5,0.36552715121136176,5.482907268170426,11,0.28662793347003873,2,0.025000000000000022
NFL-NW102,W15_18,15,18,17,9,8,0.06786305226836846,1.1536718885622639,9,0.13114314839085484,3,1.0419753086419754
NFL-NW029,W4_6,4,6,12,7,5,0.5083333333333333,6.1,7,0.5200000000000001,5,0.492
NFL-NW029,W7_10,7,10,22,11,11,0.2804545454545455,6.170000000000001,16,0.448125,6,-0.16666666666666663
NFL-NW029,W11_14,11,14,23,15,8,0.5878260869565217,13.52,15,0.47600000000000003,8,0.7975
NFL-NW029,W15_18,15,18,23,14,9,0.5265217391304349,12.110000000000001,16,0.5731250000000001,7,0.42
NFL-NW091,W4_6,4,6,14,8,6,0.325,4.55,6,0.15000000000000002,8,0.45625
NFL-NW091,W7_10,7,10,37,18,19,0.2140540540540541,7.920000000000001,26,0.43269230769230776,11,-0.3027272727272728
NFL-NW091,W11_14,11,14,45,23,22,0.23311111111111116,10.490000000000002,30,0.2426666666666667,15,0.214
NFL-NW091,W15_18,15,18,36,21,15,0.4255555555555556,15.32,19,0.43052631578947376,17,0.42
NFL-NW099,W4_6,4,6,15,7,8,0.18999999999999997,2.8499999999999996,12,-0.13749999999999996,3,1.5
NFL-NW099,W7_10,7,10,34,17,17,0.26529411764705885,9.020000000000001,27,0.5014814814814815,7,-0.6457142857142857
NFL-NW099,W11_14,11,14,26,15,11,0.42653846153846153,11.09,20,0.39300000000000007,6,0.5383333333333334
NFL-NW099,W15_18,15,18,20,12,8,0.5225,10.45,15,0.5193333333333333,5,0.532
NFL-NW095,W4_6,4,6,7,3,4,0.07857142857142858,0.55,4,-0.355,3,0.6566666666666666
NFL-NW095,W7_10,7,10,24,12,12,0.31666666666666665,7.6,16,0.5,8,-0.04999999999999999
NFL-NW095,W11_14,11,14,24,14,10,0.41958333333333336,10.07,15,0.4766666666666667,9,0.3244444444444444
NFL-NW095,W15_18,15,18,27,19,8,0.7607407407407408,20.540000000000003,22,0.8263636363636365,5,0.4720000000000001
NFL-NW104,W4_6,4,6,19,12,7,0.5005263157894738,9.510000000000002,11,0.37999999999999995,8,0.66625
NFL-NW104,W7_10,7,10,26,14,12,0.34461538461538466,8.96,22,0.4663636363636364,4,-0.325
NFL-NW104,W11_14,11,14,17,9,8,0.21882352941176475,3.7200000000000006,9,0.03444444444444447,8,0.42625
NFL-NW104,W15_18,15,18,20,14,6,0.7634999999999998,15.269999999999998,14,1.1407142857142856,6,-0.1166666666666667
NFL-NW074,W4_6,4,6,25,15,10,0.43920000000000003,10.98,16,0.27437500000000004,9,0.7322222222222222
NFL-NW074,W7_10,7,10,29,20,9,0.713448275862069,20.69,25,0.8883999999999999,4,-0.38
NFL-NW074,W11_14,11,14,32,14,18,0.03218750000000001,1.0300000000000002,21,-0.09238095238095238,11,0.26999999999999996
NFL-NW074,W15_18,15,18,32,17,15,0.29250000000000004,9.360000000000001,18,0.3777777777777777,14,0.18285714285714288
NFL-H040,W4_6,4,6,26,14,12,0.33499999999999996,8.709999999999999,11,0.5954545454545455,10,0.01499999999999999
NFL-H040,W7_10,7,10,21,13,8,0.5523809523809524,11.6,11,0.5563636363636364,9,0.44
NFL-H040,W11_14,11,14,34,16,18,0.15794117647058822,5.369999999999999,13,0.5061538461538461,7,0.39999999999999997
NFL-H040,W15_18,15,18,22,7,15,-0.19000000000000003,-4.180000000000001,7,-0.29571428571428576,12,0.07416666666666667
NFL-H029,W4_6,4,6,41,26,15,0.5063414634146342,20.76,28,0.522142857142857,13,0.47230769230769226
NFL-H029,W7_10,7,10,51,23,28,0.05392156862745098,2.75,37,0.01297297297297299,14,0.16214285714285712
NFL-H029,W11_14,11,14,54,21,33,-0.077037037037037,-4.159999999999998,40,0.020250000000000025,14,-0.355
NFL-H029,W15_18,15,18,40,24,16,0.44925,17.97,26,0.3930769230769231,14,0.5535714285714286
NFL-C006,W4_6,4,6,37,25,12,0.62,22.94,25,0.6384000000000001,12,0.5816666666666667
NFL-C006,W7_10,7,10,54,32,22,0.41574074074074074,22.45,35,0.49857142857142855,19,0.2631578947368421
NFL-C006,W11_14,11,14,46,16,30,-0.18434782608695657,-8.480000000000002,33,-0.21515151515151518,13,-0.10615384615384617
NFL-C006,W15_18,15,18,34,21,13,0.4744117647058823,16.13,29,0.5024137931034484,5,0.31199999999999994
NFL-H022,W4_6,4,6,22,15,7,0.760909090909091,16.740000000000002,15,0.72,7,0.8485714285714285
NFL-H022,W7_10,7,10,27,13,14,0.21703703703703706,5.86,18,0.5499999999999999,9,-0.4488888888888889
NFL-H022,W11_14,11,14,32,14,18,0.10312500000000002,3.3000000000000007,24,-0.023749999999999983,8,0.48375
NFL-H022,W15_18,15,18,20,13,7,0.5704999999999999,11.409999999999998,14,0.72,6,0.22166666666666668
NFL-NW087,W4_6,4,6,12,8,4,0.6216666666666667,7.46,9,0.4722222222222222,3,1.07
NFL-NW087,W7_10,7,10,20,13,7,0.641,12.82,17,0.7847058823529413,3,-0.17333333333333334
NFL-NW087,W11_14,11,14,19,7,12,-0.12052631578947369,-2.29,13,-0.2876923076923077,6,0.24166666666666667
NFL-NW087,W15_18,15,18,21,13,8,0.5314285714285715,11.160000000000002,14,0.7714285714285715,7,0.05142857142857144
NFL-NW088,W4_6,4,6,12,8,4,0.6216666666666667,7.46,9,0.4722222222222222,3,1.07
NFL-NW088,W7_10,7,10,20,13,7,0.641,12.82,17,0.7847058823529413,3,-0.17333333333333334
NFL-NW088,W11_14,11,14,19,7,12,-0.12052631578947369,-2.29,13,-0.2876923076923077,6,0.24166666666666667
NFL-NW088,W15_18,15,18,21,13,8,0.5314285714285715,11.160000000000002,14,0.7714285714285715,7,0.05142857142857144
NFL-NW109,W4_6,4,6,22,13,9,0.42363636363636364,9.32,14,0.4178571428571428,8,0.43374999999999997
NFL-NW109,W7_10,7,10,28,18,10,0.5842857142857143,16.36,21,0.7938095238095237,7,-0.044285714285714296
NFL-NW109,W11_14,11,14,25,12,13,0.1812,4.53,15,0.17399999999999996,10,0.19199999999999998
NFL-NW109,W15_18,15,18,28,14,14,0.22,6.16,18,0.22388888888888886,10,0.213
NFL-NW103,W4_6,4,6,76,37,39,0.1711842105263158,13.01,45,0.22577777777777777,16,0.20187499999999997
NFL-NW103,W7_10,7,10,18,12,6,0.5438888888888889,9.79,11,0.9009090909090909,3,0.42
NFL-NW103,W11_14,11,14,1,0,1,-1.0,-1.0,1,-1.0,0,
NFL-NW103,W15_18,15,18,2,1,1,0.27,0.54,1,1.54,1,-1.0
NFL-NW112,W4_6,4,6,35,18,17,0.27085714285714285,9.48,17,0.4094117647058823,18,0.13999999999999999
NFL-NW112,W7_10,7,10,38,23,15,0.4526315789473685,17.200000000000003,30,0.5236666666666667,8,0.18625
NFL-NW112,W11_14,11,14,37,22,15,0.41432432432432426,15.329999999999998,20,0.44650000000000006,17,0.3764705882352941
NFL-NW112,W15_18,15,18,19,13,6,0.718421052631579,13.65,13,1.1192307692307693,6,-0.15000000000000002
NFL-NW069,W4_6,4,6,8,5,3,0.6025,4.82,4,0.9675,4,0.23750000000000004
NFL-NW069,W7_10,7,10,30,14,16,0.10200000000000002,3.0600000000000005,21,0.13619047619047625,9,0.022222222222222216
NFL-NW069,W11_14,11,14,30,18,12,0.409,12.27,16,0.288125,14,0.5471428571428572
NFL-NW069,W15_18,15,18,22,12,10,0.315,6.93,15,0.29866666666666664,7,0.35000000000000003
NFL-NW105,W4_6,4,6,37,27,10,0.4760855507195656,17.615165376623928,16,0.4141618709450584,15,0.34231949252544214
NFL-NW105,W7_10,7,10,41,21,20,0.04093135029718655,1.6781853621846485,24,0.2591967072800109,8,0.041442307692307695
NFL-NW105,W11_14,11,14,23,14,9,0.2238515760601473,5.148586249383388,16,0.12705449772931893,3,-0.31666666666666665
NFL-NW105,W15_18,15,18,22,10,12,-0.0757421868835335,-1.6663281114377368,10,0.018028833551769364,4,0.5314814814814816
NFL-NW116,W4_6,4,6,34,17,17,0.19970588235294115,6.789999999999999,21,0.0504761904761905,13,0.44076923076923075
NFL-NW116,W7_10,7,10,110,61,49,0.3472727272727272,38.19999999999999,73,0.39041095890410965,37,0.2621621621621622
NFL-NW116,W11_14,11,14,102,50,52,0.15843137254901957,16.159999999999997,71,0.11521126760563383,31,0.2574193548387097
NFL-NW116,W15_18,15,18,82,40,42,0.175,14.35,52,0.31057692307692314,30,-0.059999999999999984
NFL-NW106,W4_6,4,6,30,9,21,0.1013333333333333,3.039999999999999,24,0.19333333333333333,6,-0.26666666666666666
NFL-NW106,W7_10,7,10,12,3,9,-0.1508333333333333,-1.8099999999999996,10,-0.291,2,0.55
NFL-NW106,W11_14,11,14,14,6,8,0.6335714285714287,8.870000000000001,13,0.7592307692307693,1,-1.0
NFL-NW106,W15_18,15,18,24,10,14,0.64125,15.389999999999999,18,0.6994444444444444,6,0.4666666666666666
NFL-NW113,W4_6,4,6,27,12,15,0.06111111111111109,1.6499999999999995,18,0.07444444444444445,9,0.03444444444444442
NFL-NW113,W7_10,7,10,21,16,5,0.8247619047619048,17.32,18,1.008888888888889,3,-0.28
NFL-NW113,W11_14,11,14,24,16,8,0.58375,14.01,13,0.4846153846153846,11,0.700909090909091
NFL-NW113,W15_18,15,18,20,10,10,0.21800000000000003,4.36,14,0.41857142857142854,6,-0.24999999999999997
NFL-NW075,W4_6,4,6,53,32,21,0.3983018867924528,21.11,41,0.45268292682926825,12,0.2125
NFL-NW075,W7_10,7,10,71,38,33,0.2861971830985916,20.320000000000004,48,0.296875,23,0.2639130434782608
NFL-NW075,W11_14,11,14,88,48,40,0.2736363636363636,24.08,59,0.22440677966101696,29,0.3737931034482759
NFL-NW075,W15_18,15,18,86,41,45,0.12906976744186047,11.1,61,0.09131147540983604,25,0.22119999999999998
NFL-NW117,W4_6,4,6,23,19,4,0.18525302847771116,4.2608196549873565,9,0.28055008473793247,9,0.2828700955780744
NFL-NW117,W7_10,7,10,27,21,6,0.12822599964993053,3.4621019905481245,12,0.20696649432189596,5,0.14741206554646172
NFL-NW117,W11_14,11,14,20,18,2,0.3001538552501916,6.0030771050038325,9,0.2793727169567957,3,0.5190435280641467
NFL-NW117,W15_18,15,18,34,29,5,0.21759961167938102,7.398386797098955,18,0.34336724031782384,8,-0.09202235313590948
NFL-NW118,W4_6,4,6,23,19,4,0.18525302847771116,4.2608196549873565,9,0.28055008473793247,9,0.2828700955780744
NFL-NW118,W7_10,7,10,27,21,6,0.12822599964993053,3.4621019905481245,12,0.20696649432189596,5,0.14741206554646172
NFL-NW118,W11_14,11,14,20,18,2,0.3001538552501916,6.0030771050038325,9,0.2793727169567957,3,0.5190435280641467
NFL-NW118,W15_18,15,18,34,29,5,0.21759961167938102,7.398386797098955,18,0.34336724031782384,8,-0.09202235313590948
NFL-NW111,W4_6,4,6,24,17,7,0.029072361673480013,0.6977366801635203,11,0.0554244327459908,8,0.2900388466112662
NFL-NW111,W7_10,7,10,32,24,8,0.07394343871168671,2.3661900387739747,18,0.03337646559678256,5,0.14455783516929555
NFL-NW111,W11_14,11,14,21,18,3,0.23997867784223562,5.039552234686948,7,0.451628315481448,5,0.17885487528344673
NFL-NW111,W15_18,15,18,41,36,5,0.2552896894036221,10.466877265548506,22,0.4297806406261083,10,0.1483460815852168
NFL-NW055,W4_6,4,6,24,11,13,0.655,15.72,20,0.658,4,0.6399999999999999
NFL-NW055,W7_10,7,10,18,3,15,-0.3661111111111111,-6.59,16,-0.286875,2,-1.0
NFL-NW055,W11_14,11,14,26,9,17,0.21038461538461536,5.47,16,0.06374999999999997,10,0.445
NFL-NW055,W15_18,15,18,20,11,9,0.8115000000000002,16.230000000000004,16,0.868125,4,0.5850000000000001
NFL-NW115,W4_6,4,6,30,18,12,0.451,13.530000000000001,23,0.5691304347826087,7,0.06285714285714285
NFL-NW115,W7_10,7,10,25,17,8,0.6260000000000001,15.650000000000002,18,0.7533333333333333,7,0.29857142857142854
NFL-NW115,W11_14,11,14,33,18,15,0.26181818181818184,8.64,20,0.35700000000000004,13,0.11538461538461536
NFL-NW115,W15_18,15,18,25,14,11,0.3492,8.73,19,0.28526315789473683,6,0.5516666666666666
NFL-NW121,W4_6,4,6,15,12,3,0.14756796722975654,2.213519508446348,7,0.23888125145798547,5,0.15471872023459157
NFL-NW121,W7_10,7,10,23,19,4,0.1905350234705198,4.382305539821955,12,0.2036265255840033,5,0.14455783516929555
NFL-NW121,W11_14,11,14,13,12,1,0.3326069512397967,4.323890366117357,5,0.4532697406839283,2,0.5208333333333334
NFL-NW121,W15_18,15,18,32,29,3,0.2941871624989414,9.413989199966124,16,0.42565308084363296,9,0.11947750561622729
NFL-NW122,W4_6,4,6,15,12,3,0.14756796722975654,2.213519508446348,7,0.23888125145798547,5,0.15471872023459157
NFL-NW122,W7_10,7,10,23,19,4,0.1905350234705198,4.382305539821955,12,0.2036265255840033,5,0.14455783516929555
NFL-NW122,W11_14,11,14,13,12,1,0.3326069512397967,4.323890366117357,5,0.4532697406839283,2,0.5208333333333334
NFL-NW122,W15_18,15,18,32,29,3,0.2941871624989414,9.413989199966124,16,0.42565308084363296,9,0.11947750561622729
NFL-NW114,W4_6,4,6,10,7,3,0.689,6.89,7,0.5257142857142857,3,1.07
NFL-NW114,W7_10,7,10,23,14,9,0.5408695652173914,12.440000000000001,19,0.7347368421052632,4,-0.38
NFL-NW114,W11_14,11,14,18,7,11,-0.07166666666666668,-1.2900000000000003,12,-0.22833333333333336,6,0.24166666666666667
NFL-NW114,W15_18,15,18,18,11,7,0.5111111111111112,9.200000000000001,13,0.6846153846153846,5,0.06000000000000001
NFL-NW107,W4_6,4,6,24,19,5,0.6161636489258632,14.787927574220715,12,0.7113824945934114,9,0.381062801932367
NFL-NW107,W7_10,7,10,24,13,11,0.10780888516168281,2.5874132438803876,16,0.39858832774252423,3,-0.33
NFL-NW107,W11_14,11,14,14,9,5,0.32360902255639096,4.530526315789474,10,0.22005263157894736,2,0.025000000000000022
NFL-NW107,W15_18,15,18,14,9,5,0.28550486535552555,3.997068114977358,9,0.3470760624369765,2,1.012962962962963
NFL-NW108,W4_6,4,6,24,19,5,0.6161636489258632,14.787927574220715,12,0.7113824945934114,9,0.381062801932367
NFL-NW108,W7_10,7,10,24,13,11,0.10780888516168281,2.5874132438803876,16,0.39858832774252423,3,-0.33
NFL-NW108,W11_14,11,14,14,9,5,0.32360902255639096,4.530526315789474,10,0.22005263157894736,2,0.025000000000000022
NFL-NW108,W15_18,15,18,14,9,5,0.28550486535552555,3.997068114977358,9,0.3470760624369765,2,1.012962962962963
NFL-NW131,W4_6,4,6,22,18,4,0.17347160047922328,3.8163752105429123,9,0.28055008473793247,8,0.2626733019697781
NFL-NW131,W7_10,7,10,25,20,5,0.16304006417790956,4.076001604447739,11,0.19068159506930593,5,0.14741206554646172
NFL-NW131,W11_14,11,14,19,17,2,0.2948987950002017,5.603077105003832,8,0.2642943065763952,3,0.5190435280641467
NFL-NW131,W15_18,15,18,32,27,5,0.20468688755278427,6.549980401689097,16,0.3332627456444357,8,-0.09202235313590948
NFL-NW138,W4_6,4,6,40,26,14,0.531,21.240000000000002,31,0.51,9,0.6033333333333333
NFL-NW138,W7_10,7,10,64,40,24,0.506875,32.44,43,0.47209302325581404,21,0.578095238095238
NFL-NW138,W11_14,11,14,69,27,42,-0.05376811594202899,-3.71,40,0.074,29,-0.23000000000000004
NFL-NW138,W15_18,15,18,65,30,35,0.10492307692307691,6.819999999999999,36,0.1613888888888889,29,0.034827586206896584
NFL-H031,W4_6,4,6,17,12,5,0.8764705882352941,14.9,13,1.0199999999999998,4,0.41000000000000003
NFL-H031,W7_10,7,10,34,17,17,0.28529411764705886,9.700000000000001,20,0.29200000000000004,14,0.27571428571428575
NFL-H031,W11_14,11,14,44,17,27,-0.0015909090909091025,-0.0700000000000005,36,-0.1388888888888889,8,0.6162500000000001
NFL-H031,W15_18,15,18,33,20,13,0.573030303030303,18.91,19,0.631578947368421,14,0.4935714285714286
NFL-NW127,W4_6,4,6,27,11,16,-0.032222222222222215,-0.8699999999999999,16,-0.21437499999999998,11,0.23272727272727273
NFL-NW127,W7_10,7,10,82,49,33,0.4432926829268293,36.35,57,0.5508771929824562,25,0.198
NFL-NW127,W11_14,11,14,91,45,46,0.17615384615384616,16.03,59,0.16372881355932206,32,0.1990625
NFL-NW127,W15_18,15,18,60,32,28,0.2703333333333333,16.22,36,0.34638888888888886,24,0.15625
NFL-NW123,W4_6,4,6,19,10,9,0.32,6.08,9,0.6688888888888889,4,-0.375
NFL-NW123,W7_10,7,10,41,23,18,0.4078048780487806,16.720000000000002,14,0.09285714285714285,12,0.4333333333333333
NFL-NW123,W11_14,11,14,36,20,16,0.37333333333333335,13.440000000000001,14,0.5821428571428572,9,0.08
NFL-NW123,W15_18,15,18,36,18,18,0.2475,8.91,16,0.24125000000000002,7,0.045714285714285756
NFL-NW126,W4_6,4,6,16,11,5,0.010335123108122957,0.1653619697299673,8,0.09130521338322525,5,0.2100609756097561
NFL-NW126,W7_10,7,10,26,20,6,0.1051006321808474,2.7326164367020325,14,0.031670946775758504,4,0.43069729396161943
NFL-NW126,W11_14,11,14,14,12,2,0.238241100421093,3.3353754058953022,6,0.460233034728356,3,-0.023667800453514725
NFL-NW126,W15_18,15,18,32,27,5,0.20177002197105004,6.456640703073601,17,0.42658972676968787,8,0.08279032555875679
NFL-NW133,W4_6,4,6,49,24,25,0.22408163265306125,10.98,36,0.09916666666666665,13,0.5700000000000001
NFL-NW133,W7_10,7,10,69,35,34,0.2786956521739131,19.230000000000004,52,0.40076923076923077,17,-0.0947058823529412
NFL-NW133,W11_14,11,14,71,32,39,0.11971830985915495,8.500000000000002,52,0.16076923076923075,19,0.007368421052631586
NFL-NW133,W15_18,15,18,55,33,22,0.509090909090909,28.0,37,0.5681081081081082,18,0.3877777777777778
NFL-NW129,W4_6,4,6,29,12,17,0.019310344827586225,0.5600000000000005,18,0.08611111111111112,11,-0.08999999999999996
NFL-NW129,W7_10,7,10,35,17,18,0.2611428571428572,9.14,19,0.23526315789473687,16,0.291875
NFL-NW129,W11_14,11,14,42,22,20,0.31309523809523815,13.150000000000002,20,0.27749999999999997,22,0.34545454545454546
NFL-NW129,W15_18,15,18,34,14,20,0.0458823529411765,1.560000000000001,17,0.06529411764705884,17,0.026470588235294155
NFL-NW134,W4_6,4,6,25,19,6,0.5485468553779317,13.713671384448292,15,0.6207745533946533,10,0.4402053083528493
NFL-NW134,W7_10,7,10,34,20,14,0.18884954216864577,6.420884433733956,24,0.18461814257001571,10,0.19900490120535808
NFL-NW134,W11_14,11,14,21,15,6,0.41248378506439615,8.66215948635232,12,0.4906800194209642,9,0.3082221392556389
NFL-NW134,W15_18,15,18,14,4,10,-0.40197278911564627,-5.6276190476190475,5,-0.6095238095238095,9,-0.2866666666666667
