candidate_id,bucket,week_lo,week_hi,n,wins,losses,roi,units,trainval_n,trainval_roi,holdout_n,holdout_roi
NFL-NW034,W15_18,15,18,18,10,8,0.4099999999999999,7.379999999999999,12,0.4608333333333334,6,0.3083333333333333
NFL-NW007,W4_6,4,6,16,8,8,0.71875,11.5,13,0.6384615384615385,3,1.0666666666666667
NFL-NW007,W7_10,7,10,23,9,14,0.37173913043478257,8.549999999999999,16,0.35125,7,0.41857142857142854
NFL-NW007,W11_14,11,14,30,12,18,0.4106666666666667,12.32,25,0.4064000000000001,5,0.43200000000000005
NFL-NW007,W15_18,15,18,23,10,13,0.47521739130434787,10.930000000000001,19,0.4015789473684211,4,0.8250000000000001
NFL-NW032,W4_6,4,6,11,6,5,0.3236363636363636,3.5599999999999996,8,0.19875,3,0.6566666666666666
NFL-NW032,W7_10,7,10,30,20,10,0.7153333333333335,21.460000000000004,24,0.7062499999999999,6,0.7516666666666666
NFL-NW032,W11_14,11,14,26,14,12,0.3269230769230769,8.5,17,0.32588235294117646,9,0.3288888888888889
NFL-NW032,W15_18,15,18,20,12,8,0.48149999999999993,9.629999999999999,16,0.565625,4,0.14500000000000002
NFL-NW006,W4_6,4,6,13,9,4,0.7461538461538461,9.7,9,0.34777777777777774,4,1.6425
NFL-NW006,W7_10,7,10,29,18,11,0.5775862068965517,16.75,24,0.6804166666666666,5,0.08399999999999999
NFL-NW006,W11_14,11,14,29,15,14,0.29827586206896545,8.649999999999999,22,0.2840909090909091,7,0.3428571428571429
NFL-NW006,W15_18,15,18,23,16,7,0.7343478260869566,16.89,14,0.7921428571428571,9,0.6444444444444444
NFL-NW041,W4_6,4,6,11,6,5,0.2981818181818182,3.2800000000000002,8,0.49749999999999994,3,-0.2333333333333333
NFL-NW041,W7_10,7,10,24,13,11,0.3924999999999999,9.419999999999998,20,0.41800000000000004,4,0.265
NFL-NW041,W11_14,11,14,26,15,11,0.42038461538461536,10.93,18,0.5105555555555557,8,0.21750000000000003
NFL-NW041,W15_18,15,18,27,17,10,0.5762962962962964,15.560000000000002,20,0.47750000000000004,7,0.8585714285714285
NFL-NW042,W4_6,4,6,11,6,5,0.2981818181818182,3.2800000000000002,8,0.49749999999999994,3,-0.2333333333333333
NFL-NW042,W7_10,7,10,24,13,11,0.3924999999999999,9.419999999999998,20,0.41800000000000004,4,0.265
NFL-NW042,W11_14,11,14,26,15,11,0.42038461538461536,10.93,18,0.5105555555555557,8,0.21750000000000003
NFL-NW042,W15_18,15,18,27,17,10,0.5762962962962964,15.560000000000002,20,0.47750000000000004,7,0.8585714285714285
NFL-H005,W4_6,4,6,14,9,5,0.595,8.33,10,0.7470000000000001,4,0.21500000000000002
NFL-H005,W7_10,7,10,26,14,12,0.35423076923076924,9.21,22,0.3622727272727273,4,0.31
NFL-H005,W11_14,11,14,18,10,8,0.38833333333333336,6.99,14,0.2585714285714286,4,0.8425
NFL-H005,W15_18,15,18,27,17,10,0.5651851851851851,15.26,18,0.6677777777777778,9,0.36000000000000004
NFL-NW031,W4_6,4,6,15,10,5,0.5673333333333335,8.510000000000002,8,0.24375000000000002,7,0.937142857142857
NFL-NW031,W7_10,7,10,40,27,13,0.6425000000000001,25.700000000000003,31,0.7238709677419354,9,0.3622222222222222
NFL-NW031,W11_14,11,14,29,15,14,0.15724137931034485,4.5600000000000005,21,0.1423809523809524,8,0.19625
NFL-NW031,W15_18,15,18,26,12,14,0.12615384615384617,3.2800000000000002,15,-0.03933333333333338,11,0.3518181818181818
NFL-NW047,W4_6,4,6,25,10,15,0.041999999999999996,1.0499999999999998,16,-0.03500000000000003,9,0.17888888888888888
NFL-NW047,W7_10,7,10,37,20,17,0.36621621621621625,13.55,27,0.48518518518518516,10,0.045
NFL-NW047,W11_14,11,14,25,13,12,0.2724,6.81,20,0.12000000000000002,5,0.882
NFL-NW047,W15_18,15,18,29,21,8,0.7889655172413794,22.880000000000003,23,0.8291304347826087,6,0.635
NFL-NW048,W4_6,4,6,15,7,8,0.20133333333333336,3.0200000000000005,10,0.27,5,0.06400000000000002
NFL-NW048,W7_10,7,10,38,23,15,0.48184210526315796,18.310000000000002,26,0.5026923076923077,12,0.4366666666666667
NFL-NW048,W11_14,11,14,40,22,18,0.3335,13.34,28,0.1846428571428572,12,0.6808333333333332
NFL-NW048,W15_18,15,18,27,15,12,0.38666666666666666,10.44,19,0.7310526315789474,8,-0.43125
NFL-NW045,W4_6,4,6,21,13,8,0.5076190476190476,10.66,13,0.40076923076923077,8,0.6812499999999999
NFL-NW045,W7_10,7,10,21,15,6,0.7290476190476192,15.310000000000002,20,0.8155000000000001,1,-1.0
NFL-NW045,W11_14,11,14,19,8,11,0.0015789473684210773,0.03000000000000047,10,-0.05599999999999998,9,0.06555555555555552
NFL-NW045,W15_18,15,18,16,11,5,0.719375,11.51,10,0.7949999999999999,6,0.5933333333333334
NFL-NW046,W4_6,4,6,21,13,8,0.5076190476190476,10.66,13,0.40076923076923077,8,0.6812499999999999
NFL-NW046,W7_10,7,10,21,15,6,0.7290476190476192,15.310000000000002,20,0.8155000000000001,1,-1.0
NFL-NW046,W11_14,11,14,19,8,11,0.0015789473684210773,0.03000000000000047,10,-0.05599999999999998,9,0.06555555555555552
NFL-NW046,W15_18,15,18,16,11,5,0.719375,11.51,10,0.7949999999999999,6,0.5933333333333334
NFL-NW011,W4_6,4,6,11,6,5,0.4109090909090909,4.52,6,0.34333333333333343,5,0.492
NFL-NW011,W7_10,7,10,18,10,8,0.41222222222222227,7.420000000000001,15,0.36133333333333334,3,0.6666666666666666
NFL-NW011,W11_14,11,14,22,14,8,0.5436363636363636,11.959999999999999,14,0.3985714285714286,8,0.7975
NFL-NW011,W15_18,15,18,20,13,7,0.6305000000000001,12.610000000000001,14,0.7978571428571429,6,0.24
NFL-NW001,W4_6,4,6,10,6,4,0.542,5.42,7,0.08999999999999998,3,1.5966666666666667
NFL-NW001,W7_10,7,10,25,12,13,0.23400000000000007,5.850000000000001,18,0.2683333333333333,7,0.1457142857142857
NFL-NW001,W11_14,11,14,22,12,10,0.33636363636363636,7.4,17,0.1758823529411765,5,0.882
NFL-NW001,W15_18,15,18,20,16,4,1.0145000000000002,20.290000000000003,15,1.0319999999999998,5,0.9620000000000001
NFL-NW052,W4_6,4,6,20,13,7,0.6625,13.25,16,0.5925,4,0.9425000000000001
NFL-NW052,W7_10,7,10,24,14,10,0.5020833333333333,12.05,19,0.7515789473684211,5,-0.446
NFL-NW052,W11_14,11,14,22,15,7,0.6745454545454547,14.840000000000002,17,0.748235294117647,5,0.42400000000000004
NFL-NW052,W15_18,15,18,26,15,11,0.41192307692307695,10.71,21,0.38333333333333336,5,0.532
NFL-NW021,W4_6,4,6,20,15,5,0.49819002367972437,9.963800473594487,13,0.6806999706841255,7,0.15924297924297928
NFL-NW021,W7_10,7,10,23,18,5,0.573046345056259,13.180065936293957,17,0.4156811425180851,6,1.018914418914419
NFL-NW021,W11_14,11,14,24,13,11,0.09506070335080812,2.2814568804193947,18,0.019135224217191445,6,0.32283714075165804
NFL-NW021,W15_18,15,18,20,14,6,0.4513844181740493,9.027688363480985,14,0.47337830047273144,6,0.4000653594771242
NFL-NW025,W4_6,4,6,20,15,5,0.4810624176781081,9.621248353562162,15,0.7000832235708108,5,-0.176
NFL-NW025,W7_10,7,10,20,16,4,0.6152505248242953,12.305010496485906,14,0.44225171307138517,6,1.018914418914419
NFL-NW025,W11_14,11,14,21,12,9,0.15102049742672857,3.1714304459613003,17,0.06363913109235272,4,0.5223913043478261
NFL-NW025,W15_18,15,18,16,12,4,0.5417305227175616,8.667688363480986,10,0.626729620661824,6,0.4000653594771242
NFL-NW002,W4_6,4,6,21,11,10,0.9880952380952379,20.749999999999996,15,0.7586666666666666,6,1.5616666666666665
NFL-NW002,W7_10,7,10,33,15,18,0.5815151515151514,19.189999999999998,20,0.9615,13,-0.0030769230769230795
NFL-NW002,W11_14,11,14,22,10,12,0.5713636363636364,12.570000000000002,20,0.37100000000000016,2,2.575
NFL-NW002,W15_18,15,18,36,14,22,0.3855555555555556,13.88,30,0.28933333333333333,6,0.8666666666666667
NFL-H015,W4_6,4,6,19,11,8,0.5,9.5,13,0.0007692307692307529,6,1.5816666666666668
NFL-H015,W7_10,7,10,38,19,19,0.2681578947368422,10.190000000000003,30,0.5236666666666667,8,-0.69
NFL-H015,W11_14,11,14,31,17,14,0.35322580645161294,10.950000000000001,23,0.3052173913043479,8,0.49125
NFL-H015,W15_18,15,18,25,15,10,0.5064,12.66,18,0.5277777777777778,7,0.45142857142857146
NFL-C001,W4_6,4,6,44,22,22,0.1911363636363637,8.410000000000002,32,0.2009375,12,0.165
NFL-C001,W7_10,7,10,35,23,12,0.56,19.6,25,0.4612,10,0.807
NFL-C001,W11_14,11,14,37,20,17,0.2716216216216216,10.05,30,0.3316666666666666,7,0.014285714285714266
NFL-C001,W15_18,15,18,24,13,11,0.3354166666666667,8.05,14,0.4185714285714286,10,0.21899999999999994
NFL-NW019,W4_6,4,6,20,13,7,0.6625,13.25,16,0.5925,4,0.9425000000000001
NFL-NW019,W7_10,7,10,21,12,9,0.4842857142857144,10.170000000000002,17,0.6705882352941177,4,-0.3075
NFL-NW019,W11_14,11,14,17,11,6,0.5664705882352941,9.629999999999999,13,0.5007692307692307,4,0.78
NFL-NW019,W15_18,15,18,24,14,10,0.4295833333333334,10.31,19,0.40263157894736845,5,0.532
NFL-NW020,W4_6,4,6,20,13,7,0.6625,13.25,16,0.5925,4,0.9425000000000001
NFL-NW020,W7_10,7,10,21,12,9,0.4842857142857144,10.170000000000002,17,0.6705882352941177,4,-0.3075
NFL-NW020,W11_14,11,14,17,11,6,0.5664705882352941,9.629999999999999,13,0.5007692307692307,4,0.78
NFL-NW020,W15_18,15,18,24,14,10,0.4295833333333334,10.31,19,0.40263157894736845,5,0.532
NFL-NW028,W4_6,4,6,21,8,13,-0.0014285714285714192,-0.029999999999999805,12,-0.1366666666666667,9,0.17888888888888888
NFL-NW028,W7_10,7,10,30,17,13,0.43866666666666665,13.16,23,0.5352173913043479,7,0.12142857142857141
NFL-NW028,W11_14,11,14,22,12,10,0.3431818181818182,7.550000000000001,17,0.18470588235294122,5,0.882
NFL-NW028,W15_18,15,18,24,17,7,0.7583333333333333,18.2,19,0.704736842105263,5,0.9620000000000001
NFL-NW024,W4_6,4,6,28,18,10,0.5557142857142858,15.560000000000002,21,0.48333333333333334,7,0.7728571428571429
NFL-NW024,W7_10,7,10,52,32,20,0.49538461538461537,25.759999999999998,37,0.38027027027027027,15,0.7793333333333333
NFL-NW024,W11_14,11,14,47,24,23,0.18808510638297873,8.84,32,0.22875000000000004,15,0.1013333333333333
NFL-NW024,W15_18,15,18,41,23,18,0.35097560975609754,14.389999999999999,29,0.326551724137931,12,0.41
NFL-NW057,W4_6,4,6,17,11,6,0.5358823529411765,9.11,11,0.47818181818181815,6,0.6416666666666667
NFL-NW057,W7_10,7,10,21,13,8,0.45142857142857146,9.48,15,0.5606666666666665,6,0.17833333333333334
NFL-NW057,W11_14,11,14,35,20,15,0.3694285714285715,12.930000000000001,27,0.2614814814814815,8,0.73375
NFL-NW057,W15_18,15,18,13,7,6,0.2584615384615384,3.3599999999999994,8,0.7925,5,-0.596
NFL-NW018,W4_6,4,6,22,9,13,0.5986363636363637,13.170000000000002,16,0.46375,6,0.9583333333333334
NFL-NW018,W7_10,7,10,25,9,16,0.2832,7.08,18,0.18555555555555558,7,0.5342857142857144
NFL-NW018,W11_14,11,14,18,9,9,0.773888888888889,13.930000000000001,11,0.6154545454545456,7,1.022857142857143
NFL-NW018,W15_18,15,18,35,12,23,0.31142857142857144,10.9,21,0.5252380952380953,14,-0.009285714285714277
NFL-NW053,W4_6,4,6,18,11,7,0.47777777777777775,8.6,13,0.5592307692307693,5,0.266
NFL-NW053,W7_10,7,10,20,15,5,0.8610000000000001,17.220000000000002,19,0.82,1,1.64
NFL-NW053,W11_14,11,14,22,9,13,-0.07363636363636365,-1.6200000000000003,11,-0.20363636363636362,11,0.05636363636363635
NFL-NW053,W15_18,15,18,16,13,3,1.050625,16.81,12,1.1208333333333333,4,0.8400000000000001
NFL-NW054,W4_6,4,6,18,11,7,0.47777777777777775,8.6,13,0.5592307692307693,5,0.266
NFL-NW054,W7_10,7,10,20,15,5,0.8610000000000001,17.220000000000002,19,0.82,1,1.64
NFL-NW054,W11_14,11,14,22,9,13,-0.07363636363636365,-1.6200000000000003,11,-0.20363636363636362,11,0.05636363636363635
NFL-NW054,W15_18,15,18,16,13,3,1.050625,16.81,12,1.1208333333333333,4,0.8400000000000001
NFL-H019,W4_6,4,6,18,13,5,0.8666666666666667,15.600000000000001,12,0.7025,6,1.195
NFL-H019,W7_10,7,10,31,16,15,0.30967741935483867,9.599999999999998,24,0.47333333333333333,7,-0.2514285714285714
NFL-H019,W11_14,11,14,36,20,16,0.38277777777777783,13.780000000000001,27,0.39592592592592596,9,0.3433333333333333
NFL-H019,W15_18,15,18,27,12,15,0.0837037037037037,2.26,16,0.06687499999999999,11,0.1081818181818182
NFL-NW063,W4_6,4,6,16,8,8,0.18187499999999998,2.9099999999999997,10,0.259,6,0.05333333333333331
NFL-NW063,W7_10,7,10,32,21,11,0.5659375,18.11,25,0.6335999999999999,7,0.32428571428571434
NFL-NW063,W11_14,11,14,24,13,11,0.29375,7.050000000000001,18,0.2194444444444445,6,0.5166666666666666
NFL-NW063,W15_18,15,18,15,11,4,0.766,11.49,11,0.9445454545454545,4,0.275
NFL-NW064,W4_6,4,6,16,8,8,0.18187499999999998,2.9099999999999997,10,0.259,6,0.05333333333333331
NFL-NW064,W7_10,7,10,32,21,11,0.5659375,18.11,25,0.6335999999999999,7,0.32428571428571434
NFL-NW064,W11_14,11,14,24,13,11,0.29375,7.050000000000001,18,0.2194444444444445,6,0.5166666666666666
NFL-NW064,W15_18,15,18,15,11,4,0.766,11.49,11,0.9445454545454545,4,0.275
NFL-NW061,W4_6,4,6,22,16,6,0.7427272727272729,16.340000000000003,14,1.067142857142857,8,0.17500000000000002
NFL-NW061,W7_10,7,10,24,13,11,0.34333333333333343,8.240000000000002,19,0.3152631578947368,5,0.45
NFL-NW061,W11_14,11,14,27,13,14,0.13777777777777778,3.72,16,0.16624999999999998,11,0.09636363636363637
NFL-NW061,W15_18,15,18,18,10,8,0.28833333333333333,5.1899999999999995,13,0.2569230769230769,5,0.37
NFL-C002,W4_6,4,6,41,23,18,0.3275609756097561,13.43,28,0.20821428571428574,13,0.5846153846153845
NFL-C002,W7_10,7,10,59,34,25,0.3952542372881356,23.32,44,0.3643181818181818,15,0.486
NFL-C002,W11_14,11,14,42,20,22,0.17214285714285715,7.23,33,0.2690909090909091,9,-0.18333333333333335
NFL-C002,W15_18,15,18,38,22,16,0.3739473684210526,14.209999999999999,30,0.36266666666666675,8,0.41625000000000006
NFL-NW070,W4_6,4,6,9,5,4,0.40111111111111103,3.6099999999999994,5,-0.06000000000000001,4,0.9775
NFL-NW070,W7_10,7,10,19,11,8,0.4584210526315789,8.709999999999999,18,0.40388888888888885,1,1.44
NFL-NW070,W11_14,11,14,25,14,11,0.414,10.35,18,0.5805555555555555,7,-0.014285714285714266
NFL-NW070,W15_18,15,18,21,16,5,0.9104761904761905,19.12,15,1.1886666666666668,6,0.215
NFL-NW071,W4_6,4,6,9,5,4,0.40111111111111103,3.6099999999999994,5,-0.06000000000000001,4,0.9775
NFL-NW071,W7_10,7,10,19,11,8,0.4584210526315789,8.709999999999999,18,0.40388888888888885,1,1.44
NFL-NW071,W11_14,11,14,25,14,11,0.414,10.35,18,0.5805555555555555,7,-0.014285714285714266
NFL-NW071,W15_18,15,18,21,16,5,0.9104761904761905,19.12,15,1.1886666666666668,6,0.215
NFL-NW060,W4_6,4,6,18,10,8,0.4111111111111111,7.3999999999999995,10,0.258,8,0.6025
NFL-NW060,W7_10,7,10,22,12,10,0.35090909090909084,7.719999999999998,15,0.47866666666666663,7,0.07714285714285718
NFL-NW060,W11_14,11,14,33,17,16,0.28121212121212125,9.280000000000001,27,0.13296296296296298,6,0.9483333333333333
NFL-NW060,W15_18,15,18,24,13,11,0.30416666666666675,7.300000000000002,16,0.498125,8,-0.08374999999999999
NFL-NW068,W4_6,4,6,16,10,6,0.630625,10.09,14,0.49857142857142867,2,1.5550000000000002
NFL-NW068,W7_10,7,10,27,14,13,0.32851851851851854,8.870000000000001,21,0.4776190476190476,6,-0.19333333333333333
NFL-NW068,W11_14,11,14,22,12,10,0.36272727272727273,7.98,16,0.1225,6,1.0033333333333334
NFL-NW068,W15_18,15,18,23,13,10,0.4286956521739132,9.860000000000003,13,0.7384615384615386,10,0.025999999999999978
NFL-NW023,W4_6,4,6,10,8,2,0.9890000000000001,9.89,8,0.80375,2,1.73
NFL-NW023,W7_10,7,10,24,13,11,0.30083333333333334,7.220000000000001,19,0.2647368421052631,5,0.4379999999999999
NFL-NW023,W11_14,11,14,29,16,13,0.2586206896551725,7.500000000000002,20,0.23399999999999999,9,0.3133333333333333
NFL-NW023,W15_18,15,18,18,11,7,0.40888888888888886,7.359999999999999,12,0.33749999999999997,6,0.5516666666666666
NFL-NW072,W4_6,4,6,12,5,7,0.053333333333333344,0.6400000000000001,11,-0.05909090909090908,1,1.29
NFL-NW072,W7_10,7,10,23,11,12,0.23826086956521741,5.48,18,0.4444444444444444,5,-0.504
NFL-NW072,W11_14,11,14,19,13,6,0.6878947368421052,13.07,15,0.678,4,0.7250000000000001
NFL-NW072,W15_18,15,18,14,9,5,0.6292857142857142,8.809999999999999,10,0.5149999999999999,4,0.915
NFL-NW038,W4_6,4,6,15,10,5,0.5673333333333335,8.510000000000002,8,0.24375000000000002,7,0.937142857142857
NFL-NW038,W7_10,7,10,46,30,16,0.5797826086956521,26.669999999999998,36,0.6780555555555555,10,0.22600000000000003
NFL-NW038,W11_14,11,14,37,19,18,0.16675675675675675,6.17,28,0.11892857142857138,9,0.31555555555555553
NFL-NW038,W15_18,15,18,28,13,15,0.13428571428571429,3.76,16,0.05562500000000001,12,0.23916666666666667
NFL-NW076,W4_6,4,6,28,16,12,0.4028571428571429,11.280000000000001,16,0.586875,12,0.1575
NFL-NW076,W7_10,7,10,24,17,7,0.7383333333333333,17.72,20,0.8240000000000001,4,0.31000000000000005
NFL-NW076,W11_14,11,14,28,14,14,0.17035714285714287,4.7700000000000005,13,0.08692307692307695,15,0.24266666666666664
NFL-NW076,W15_18,15,18,19,12,7,0.5789473684210527,11.0,13,0.5876923076923077,6,0.56
NFL-H010,W4_6,4,6,21,11,10,0.3347619047619047,7.029999999999999,16,0.08875000000000002,5,1.122
NFL-H010,W7_10,7,10,34,19,15,0.4067647058823529,13.83,25,0.5028,9,0.14
NFL-H010,W11_14,11,14,25,13,12,0.27159999999999995,6.789999999999999,20,0.11899999999999995,5,0.882
NFL-H010,W15_18,15,18,26,20,6,0.9065384615384617,23.570000000000004,20,0.9880000000000001,6,0.635
NFL-H016,W4_6,4,6,27,15,12,0.3888888888888889,10.5,18,0.37833333333333335,9,0.41000000000000003
NFL-H016,W7_10,7,10,43,23,20,0.3465116279069767,14.899999999999999,33,0.4506060606060606,10,0.0030000000000000027
NFL-H016,W11_14,11,14,49,22,27,0.09979591836734696,4.890000000000001,40,-0.010999999999999987,9,0.5922222222222222
NFL-H016,W15_18,15,18,48,28,20,0.47104166666666664,22.61,33,0.6242424242424243,15,0.13399999999999998
NFL-NW079,W4_6,4,6,8,4,4,0.2325,1.86,4,-0.35,4,0.815
NFL-NW079,W7_10,7,10,48,26,22,0.3914583333333333,18.79,34,0.5847058823529412,14,-0.07785714285714285
NFL-NW079,W11_14,11,14,46,23,23,0.24652173913043474,11.339999999999998,34,0.10941176470588236,12,0.6349999999999999
NFL-NW079,W15_18,15,18,39,24,15,0.5356410256410256,20.889999999999997,27,0.6711111111111111,12,0.23083333333333333
NFL-NW004,W4_6,4,6,15,7,8,0.2,3.0,11,-0.07181818181818182,4,0.9475
NFL-NW004,W7_10,7,10,28,13,15,0.1817857142857143,5.090000000000001,19,0.20157894736842105,9,0.14
NFL-NW004,W11_14,11,14,25,13,12,0.27159999999999995,6.789999999999999,20,0.11899999999999995,5,0.882
NFL-NW004,W15_18,15,18,21,17,4,1.032857142857143,21.69,16,1.055,5,0.9620000000000001
NFL-NW077,W4_6,4,6,10,8,2,0.959,9.59,6,1.0883333333333332,4,0.765
NFL-NW077,W7_10,7,10,22,14,8,0.6004545454545455,13.21,17,0.6358823529411763,5,0.4800000000000001
NFL-NW077,W11_14,11,14,33,16,17,0.18636363636363637,6.15,21,0.15857142857142859,12,0.23499999999999996
NFL-NW077,W15_18,15,18,17,10,7,0.4758823529411765,8.09,10,1.019,7,-0.29999999999999993
NFL-NW078,W4_6,4,6,10,8,2,0.959,9.59,6,1.0883333333333332,4,0.765
NFL-NW078,W7_10,7,10,22,14,8,0.6004545454545455,13.21,17,0.6358823529411763,5,0.4800000000000001
NFL-NW078,W11_14,11,14,33,16,17,0.18636363636363637,6.15,21,0.15857142857142859,12,0.23499999999999996
NFL-NW078,W15_18,15,18,17,10,7,0.4758823529411765,8.09,10,1.019,7,-0.29999999999999993
NFL-H006,W4_6,4,6,51,23,28,0.12941176470588237,6.6000000000000005,35,0.011142857142857128,16,0.38812499999999994
NFL-H006,W7_10,7,10,70,36,34,0.28828571428571426,20.18,48,0.4622916666666667,22,-0.0913636363636364
NFL-H006,W11_14,11,14,69,39,30,0.3910144927536232,26.98,50,0.2418,19,0.7836842105263159
NFL-H006,W15_18,15,18,57,28,29,0.22350877192982455,12.739999999999998,40,0.29524999999999996,17,0.054705882352941215
NFL-NW084,W4_6,4,6,25,15,10,0.524,13.100000000000001,15,0.36399999999999993,10,0.764
NFL-NW084,W7_10,7,10,48,25,23,0.31895833333333334,15.31,39,0.494102564102564,9,-0.44
NFL-NW084,W11_14,11,14,63,33,30,0.3014285714285714,18.99,45,0.21133333333333337,18,0.5266666666666666
NFL-NW084,W15_18,15,18,52,27,25,0.30076923076923073,15.639999999999997,40,0.38625,12,0.015833333333333366
NFL-NW037,W4_6,4,6,8,6,2,0.92625,7.41,4,0.21500000000000002,4,1.6375
NFL-NW037,W7_10,7,10,20,8,12,-0.0020000000000000018,-0.040000000000000036,16,0.2475,4,-1.0
NFL-NW037,W11_14,11,14,33,17,16,0.27969696969696967,9.229999999999999,22,0.26227272727272727,11,0.3145454545454545
NFL-NW037,W15_18,15,18,22,14,8,0.5959090909090908,13.11,16,0.5756249999999999,6,0.65
NFL-C003,W4_6,4,6,37,21,16,0.4359459459459458,16.129999999999995,26,0.3719230769230769,11,0.5872727272727273
NFL-C003,W7_10,7,10,31,16,15,0.2961290322580646,9.180000000000001,23,0.5382608695652175,8,-0.4
NFL-C003,W11_14,11,14,28,14,14,0.23035714285714284,6.449999999999999,24,0.135,4,0.8025
NFL-C003,W15_18,15,18,26,16,10,0.5323076923076923,13.84,16,0.73375,10,0.21000000000000005
NFL-NW080,W4_6,4,6,27,16,11,0.42111111111111116,11.370000000000001,16,0.39437500000000003,11,0.45999999999999996
NFL-NW080,W7_10,7,10,15,10,5,0.5753333333333334,8.63,14,0.687857142857143,1,-1.0
NFL-NW080,W11_14,11,14,26,12,14,0.09,2.34,16,0.185,10,-0.062000000000000034
NFL-NW080,W15_18,15,18,12,8,4,0.6866666666666665,8.239999999999998,8,0.61,4,0.8400000000000001
NFL-H002,W4_6,4,6,30,21,9,0.7043333333333333,21.13,17,0.6023529411764705,13,0.8376923076923077
NFL-H002,W7_10,7,10,41,22,19,0.304390243902439,12.48,31,0.35580645161290325,10,0.14500000000000002
NFL-H002,W11_14,11,14,37,16,21,0.015135135135135142,0.5600000000000003,25,-0.15760000000000005,12,0.375
NFL-H002,W15_18,15,18,30,19,11,0.4806666666666667,14.42,21,0.4466666666666667,9,0.56
NFL-H075,W4_6,4,6,14,8,6,0.4428571428571429,6.2,9,0.41555555555555557,5,0.492
NFL-H075,W7_10,7,10,23,14,9,0.511304347826087,11.760000000000002,17,0.45588235294117646,6,0.6683333333333333
NFL-H075,W11_14,11,14,27,11,16,0.010000000000000009,0.27000000000000024,20,-0.11149999999999997,7,0.35714285714285715
NFL-H075,W15_18,15,18,26,14,12,0.2969230769230769,7.719999999999999,18,0.6072222222222222,8,-0.40125
NFL-H066,W4_6,4,6,17,7,10,0.39294117647058824,6.68,15,0.3453333333333333,2,0.75
NFL-H066,W7_10,7,10,14,6,8,0.4014285714285715,5.620000000000001,11,-0.11,3,2.276666666666667
NFL-H066,W11_14,11,14,15,8,7,0.9046666666666667,13.57,11,0.9463636363636365,4,0.79
NFL-H066,W15_18,15,18,24,11,13,0.5525,13.26,17,0.6200000000000001,7,0.3885714285714286
NFL-NW059,W4_6,4,6,14,7,7,0.3192857142857143,4.47,9,0.18333333333333338,5,0.5640000000000001
NFL-NW059,W7_10,7,10,26,15,11,0.4453846153846153,11.579999999999998,18,0.6655555555555555,8,-0.04999999999999996
NFL-NW059,W11_14,11,14,30,17,13,0.40233333333333327,12.069999999999999,22,0.23681818181818182,8,0.8574999999999999
NFL-NW059,W15_18,15,18,19,11,8,0.49526315789473685,9.41,12,0.7316666666666668,7,0.08999999999999998
NFL-NW083,W4_6,4,6,28,14,14,0.995,27.86,20,1.1880000000000002,8,0.5125
NFL-NW083,W7_10,7,10,15,6,9,0.4393333333333333,6.59,11,0.6572727272727273,4,-0.16000000000000003
NFL-NW083,W11_14,11,14,12,6,6,0.6833333333333335,8.200000000000001,10,0.625,2,0.9750000000000001
NFL-NW083,W15_18,15,18,21,8,13,0.3647619047619048,7.66,18,0.1811111111111111,3,1.4666666666666668
NFL-NW081,W4_6,4,6,19,9,10,0.16421052631578945,3.119999999999999,9,0.1722222222222222,10,0.157
NFL-NW081,W7_10,7,10,25,15,10,0.49119999999999997,12.28,20,0.6265000000000001,5,-0.05
NFL-NW081,W11_14,11,14,18,11,7,0.4633333333333333,8.34,7,0.42857142857142855,11,0.4854545454545454
NFL-NW081,W15_18,15,18,11,9,2,1.0427272727272727,11.47,8,1.17125,3,0.7000000000000001
NFL-NW085,W4_6,4,6,38,21,17,0.34157894736842104,12.98,22,0.38727272727272727,16,0.27875
NFL-NW085,W7_10,7,10,33,21,12,0.5445454545454547,17.970000000000002,25,0.7428000000000001,8,-0.07500000000000001
NFL-NW085,W11_14,11,14,37,20,17,0.2894594594594595,10.71,21,0.2780952380952381,16,0.304375
NFL-NW085,W15_18,15,18,22,12,10,0.36727272727272725,8.08,13,0.3784615384615384,9,0.35111111111111115
NFL-NW082,W4_6,4,6,25,15,10,0.4288,10.72,15,0.31733333333333336,10,0.596
NFL-NW082,W7_10,7,10,25,17,8,0.644,16.1,22,0.7695454545454545,3,-0.27666666666666667
NFL-NW082,W11_14,11,14,23,10,13,0.07304347826086957,1.6800000000000002,14,0.07785714285714285,9,0.06555555555555552
NFL-NW082,W15_18,15,18,18,11,7,0.5355555555555556,9.64,12,0.6783333333333333,6,0.25
NFL-NW050,W4_6,4,6,23,14,9,0.26813882532418004,6.1671929824561404,13,0.28,5,0.20743859649122803
NFL-NW050,W7_10,7,10,37,28,9,0.5226206980002974,19.336965826011006,20,0.6908548878057339,8,0.5142427679963003
NFL-NW050,W11_14,11,14,31,16,15,0.03130638950459649,0.9704980746424912,16,-0.14438574770526155,6,0.009159292035398262
NFL-NW050,W15_18,15,18,16,7,9,-0.07437500000000001,-1.1900000000000002,8,-0.19125000000000003,6,0.39000000000000007
NFL-NW090,W4_6,4,6,40,23,17,0.38975,15.59,24,0.46374999999999994,16,0.27875
NFL-NW090,W7_10,7,10,35,23,12,0.5925714285714286,20.740000000000002,27,0.7903703703703705,8,-0.07500000000000001
