candidate_id,source,deployment_status,track,full_n,full_roi,trainval_n,trainval_roi,holdout_n,holdout_roi,min_week,median_week,max_week,min_prior_games,median_prior_games,W4_6_n,W4_6_share,W4_6_roi,W4_6_trainval_n,W4_6_trainval_roi,W4_6_holdout_n,W4_6_holdout_roi,W7_10_n,W7_10_share,W7_10_roi,W7_10_trainval_n,W7_10_trainval_roi,W7_10_holdout_n,W7_10_holdout_roi,W11_14_n,W11_14_share,W11_14_roi,W11_14_trainval_n,W11_14_trainval_roi,W11_14_holdout_n,W11_14_holdout_roi,W15_18_n,W15_18_share,W15_18_roi,W15_18_trainval_n,W15_18_trainval_roi,W15_18_holdout_n,W15_18_holdout_roi,recommended_start_week,timing_decision
NFL-NW046,NEXT_WAVE,RESEARCH_ONLY,LONG,77,0.4871428571428571,53,0.5454716981132075,24,0.35833333333333334,4,10.0,18,3,8.0,21,0.2727272727272727,0.5076190476190476,13,0.40076923076923077,8,0.6812499999999999,21,0.2727272727272727,0.7290476190476192,20,0.8155000000000001,1,-1.0,19,0.24675324675324675,0.0015789473684210773,10,-0.05599999999999998,9,0.06555555555555552,16,0.2077922077922078,0.719375,10,0.7949999999999999,6,0.5933333333333334,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW011,NEXT_WAVE,WATCHLIST,LONG,70,0.49928571428571433,48,0.4722916666666667,22,0.5581818181818182,5,11.0,18,3,9.5,11,0.15714285714285714,0.4109090909090909,6,0.34333333333333343,5,0.492,18,0.2571428571428571,0.41222222222222227,15,0.36133333333333334,3,0.6666666666666666,22,0.3142857142857143,0.5436363636363636,14,0.3985714285714286,8,0.7975,19,0.2714285714285714,0.5815789473684211,13,0.7392307692307694,6,0.24,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW001,NEXT_WAVE,WATCHLIST,LONG,77,0.505974025974026,57,0.41982456140350877,20,0.7515,4,11.0,17,3,9.0,10,0.12987012987012986,0.542,7,0.08999999999999998,3,1.5966666666666667,25,0.3246753246753247,0.23400000000000007,18,0.2683333333333333,7,0.1457142857142857,22,0.2857142857142857,0.33636363636363636,17,0.1758823529411765,5,0.882,20,0.2597402597402597,1.0145000000000002,15,1.0319999999999998,5,0.9620000000000001,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW052,NEXT_WAVE,WATCHLIST,LONG,90,0.5587777777777778,71,0.6192957746478874,19,0.33263157894736844,4,11.0,18,3,9.0,20,0.2222222222222222,0.6625,16,0.5925,4,0.9425000000000001,24,0.26666666666666666,0.5020833333333333,19,0.7515789473684211,5,-0.446,22,0.24444444444444444,0.6745454545454547,17,0.748235294117647,5,0.42400000000000004,24,0.26666666666666666,0.42291666666666666,19,0.39421052631578946,5,0.532,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW021,NEXT_WAVE,WATCHLIST,LONG,84,0.39515490064034314,59,0.3665662590547248,25,0.46262409478240246,4,10.0,18,3,8.0,20,0.23809523809523808,0.49819002367972437,13,0.6806999706841255,7,0.15924297924297928,23,0.27380952380952384,0.573046345056259,17,0.4156811425180851,6,1.018914418914419,24,0.2857142857142857,0.09506070335080812,18,0.019135224217191445,6,0.32283714075165804,17,0.20238095238095238,0.4569228449106462,11,0.4879360187834764,6,0.4000653594771242,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW025,NEXT_WAVE,WATCHLIST,LONG,76,0.4300707586775047,55,0.4174897049409053,21,0.4630211375114554,4,10.0,18,3,8.0,20,0.2631578947368421,0.4810624176781081,15,0.7000832235708108,5,-0.176,20,0.2631578947368421,0.6152505248242953,14,0.44225171307138517,6,1.018914418914419,21,0.27631578947368424,0.15102049742672857,17,0.06363913109235272,4,0.5223913043478261,15,0.19736842105263158,0.5058458908987323,9,0.5763662451798045,6,0.4000653594771242,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW002,NEXT_WAVE,WATCHLIST,LONG,110,0.5790909090909091,83,0.5303614457831325,27,0.7288888888888889,4,11.0,18,3,9.0,21,0.19090909090909092,0.9880952380952379,15,0.7586666666666666,6,1.5616666666666665,33,0.3,0.5815151515151514,20,0.9615,13,-0.0030769230769230795,22,0.2,0.5713636363636364,20,0.37100000000000016,2,2.575,34,0.3090909090909091,0.3291176470588235,28,0.21392857142857144,6,0.8666666666666667,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-H015,H_SERIES,WATCHLIST,LONG,112,0.3726785714285715,83,0.36963855421686753,29,0.3813793103448276,4,10.0,18,3,9.0,19,0.16964285714285715,0.5,13,0.0007692307692307529,6,1.5816666666666668,38,0.3392857142857143,0.2681578947368422,30,0.5236666666666667,8,-0.69,31,0.2767857142857143,0.35322580645161294,23,0.3052173913043479,8,0.49125,24,0.21428571428571427,0.46249999999999997,17,0.46705882352941175,7,0.45142857142857146,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-C001,COACHING,WATCHLIST,LONG,140,0.3293571428571428,101,0.3343564356435644,39,0.3164102564102564,4,9.0,18,3,8.0,44,0.3142857142857143,0.1911363636363637,32,0.2009375,12,0.165,35,0.25,0.56,25,0.4612,10,0.807,37,0.2642857142857143,0.2716216216216216,30,0.3316666666666666,7,0.014285714285714266,24,0.17142857142857143,0.3354166666666667,14,0.4185714285714286,10,0.21899999999999994,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW019,NEXT_WAVE,RESEARCH_ONLY,LONG,80,0.535,63,0.5473015873015874,17,0.48941176470588227,4,10.0,18,3,8.5,20,0.25,0.6625,16,0.5925,4,0.9425000000000001,21,0.2625,0.4842857142857144,17,0.6705882352941177,4,-0.3075,17,0.2125,0.5664705882352941,13,0.5007692307692307,4,0.78,22,0.275,0.4431818181818182,17,0.41705882352941176,5,0.532,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW020,NEXT_WAVE,RESEARCH_ONLY,LONG,80,0.535,63,0.5473015873015874,17,0.48941176470588227,4,10.0,18,3,8.5,20,0.25,0.6625,16,0.5925,4,0.9425000000000001,21,0.2625,0.4842857142857144,17,0.6705882352941177,4,-0.3075,17,0.2125,0.5664705882352941,13,0.5007692307692307,4,0.78,22,0.275,0.4431818181818182,17,0.41705882352941176,5,0.532,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW028,NEXT_WAVE,RESEARCH_ONLY,LONG,96,0.39041666666666663,70,0.3685714285714286,26,0.4492307692307692,4,10.0,17,3,8.0,21,0.21875,-0.0014285714285714192,12,-0.1366666666666667,9,0.17888888888888888,30,0.3125,0.43866666666666665,23,0.5352173913043479,7,0.12142857142857141,22,0.22916666666666666,0.3431818181818182,17,0.18470588235294122,5,0.882,23,0.23958333333333334,0.7304347826086955,18,0.666111111111111,5,0.9620000000000001,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW024,NEXT_WAVE,WATCHLIST,LONG,163,0.41331288343558287,114,0.38447368421052636,49,0.4804081632653061,4,11.0,18,3,9.0,28,0.17177914110429449,0.5557142857142858,21,0.48333333333333334,7,0.7728571428571429,52,0.31901840490797545,0.49538461538461537,37,0.38027027027027027,15,0.7793333333333333,47,0.2883435582822086,0.18808510638297873,32,0.22875000000000004,15,0.1013333333333333,36,0.22085889570552147,0.47805555555555557,24,0.5120833333333333,12,0.41,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW057,NEXT_WAVE,WATCHLIST,LONG,86,0.40558139534883714,61,0.44377049180327865,25,0.3124,4,11.0,17,3,9.0,17,0.19767441860465115,0.5358823529411765,11,0.47818181818181815,6,0.6416666666666667,21,0.2441860465116279,0.45142857142857146,15,0.5606666666666665,6,0.17833333333333334,35,0.4069767441860465,0.3694285714285715,27,0.2614814814814815,8,0.73375,13,0.1511627906976744,0.2584615384615384,8,0.7925,5,-0.596,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW018,NEXT_WAVE,WATCHLIST,LONG,97,0.44731958762886614,64,0.40421875000000007,33,0.5309090909090908,4,11.0,18,3,9.0,22,0.2268041237113402,0.5986363636363637,16,0.46375,6,0.9583333333333334,25,0.25773195876288657,0.2832,18,0.18555555555555558,7,0.5342857142857144,18,0.18556701030927836,0.773888888888889,11,0.6154545454545456,7,1.022857142857143,32,0.32989690721649484,0.2878125,19,0.4389473684210527,13,0.06692307692307693,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW053,NEXT_WAVE,WATCHLIST,LONG,76,0.5396052631578946,55,0.6192727272727272,21,0.33095238095238094,4,10.5,18,3,8.5,18,0.23684210526315788,0.47777777777777775,13,0.5592307692307693,5,0.266,20,0.2631578947368421,0.8610000000000001,19,0.82,1,1.64,22,0.2894736842105263,-0.07363636363636365,11,-0.20363636363636362,11,0.05636363636363635,16,0.21052631578947367,1.050625,12,1.1208333333333333,4,0.8400000000000001,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW054,NEXT_WAVE,RESEARCH_ONLY,LONG,76,0.5396052631578946,55,0.6192727272727272,21,0.33095238095238094,4,10.5,18,3,8.5,18,0.23684210526315788,0.47777777777777775,13,0.5592307692307693,5,0.266,20,0.2631578947368421,0.8610000000000001,19,0.82,1,1.64,22,0.2894736842105263,-0.07363636363636365,11,-0.20363636363636362,11,0.05636363636363635,16,0.21052631578947367,1.050625,12,1.1208333333333333,4,0.8400000000000001,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-H019,H_SERIES,WATCHLIST,LONG,109,0.36000000000000004,76,0.38881578947368434,33,0.29363636363636364,4,11.0,18,3,9.0,18,0.1651376146788991,0.8666666666666667,12,0.7025,6,1.195,31,0.28440366972477066,0.30967741935483867,24,0.47333333333333333,7,-0.2514285714285714,36,0.3302752293577982,0.38277777777777783,27,0.39592592592592596,9,0.3433333333333333,24,0.22018348623853212,0.010833333333333342,13,-0.07153846153846156,11,0.1081818181818182,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW063,NEXT_WAVE,WATCHLIST,LONG,87,0.45471264367816094,64,0.5120312499999999,23,0.2952173913043479,4,10.0,17,3,8.0,16,0.1839080459770115,0.18187499999999998,10,0.259,6,0.05333333333333331,32,0.367816091954023,0.5659375,25,0.6335999999999999,7,0.32428571428571434,24,0.27586206896551724,0.29375,18,0.2194444444444445,6,0.5166666666666666,15,0.1724137931034483,0.766,11,0.9445454545454545,4,0.275,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW064,NEXT_WAVE,RESEARCH_ONLY,LONG,87,0.45471264367816094,64,0.5120312499999999,23,0.2952173913043479,4,10.0,17,3,8.0,16,0.1839080459770115,0.18187499999999998,10,0.259,6,0.05333333333333331,32,0.367816091954023,0.5659375,25,0.6335999999999999,7,0.32428571428571434,24,0.27586206896551724,0.29375,18,0.2194444444444445,6,0.5166666666666666,15,0.1724137931034483,0.766,11,0.9445454545454545,4,0.275,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW061,NEXT_WAVE,WATCHLIST,LONG,88,0.36625,59,0.43508474576271183,29,0.22620689655172413,4,10.0,18,3,8.0,22,0.25,0.7427272727272729,14,1.067142857142857,8,0.17500000000000002,24,0.2727272727272727,0.34333333333333343,19,0.3152631578947368,5,0.45,27,0.3068181818181818,0.13777777777777778,16,0.16624999999999998,11,0.09636363636363637,15,0.17045454545454544,0.26199999999999996,10,0.20800000000000002,5,0.37,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-C002,COACHING,WATCHLIST,LONG,175,0.30948571428571425,130,0.2891538461538462,45,0.36822222222222223,4,10.0,18,3,8.0,41,0.2342857142857143,0.3275609756097561,28,0.20821428571428574,13,0.5846153846153845,59,0.33714285714285713,0.3952542372881356,44,0.3643181818181818,15,0.486,42,0.24,0.17214285714285715,33,0.2690909090909091,9,-0.18333333333333335,33,0.18857142857142858,0.30848484848484853,25,0.274,8,0.41625000000000006,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW070,NEXT_WAVE,WATCHLIST,LONG,72,0.53875,54,0.5972222222222223,18,0.3633333333333334,5,11.0,18,4,9.5,9,0.125,0.40111111111111103,5,-0.06000000000000001,4,0.9775,19,0.2638888888888889,0.4584210526315789,18,0.40388888888888885,1,1.44,25,0.3472222222222222,0.414,18,0.5805555555555555,7,-0.014285714285714266,19,0.2638888888888889,0.8484210526315789,13,1.1407692307692308,6,0.215,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW071,NEXT_WAVE,RESEARCH_ONLY,LONG,72,0.53875,54,0.5972222222222223,18,0.3633333333333334,5,11.0,18,4,9.5,9,0.125,0.40111111111111103,5,-0.06000000000000001,4,0.9775,19,0.2638888888888889,0.4584210526315789,18,0.40388888888888885,1,1.44,25,0.3472222222222222,0.414,18,0.5805555555555555,7,-0.014285714285714266,19,0.2638888888888889,0.8484210526315789,13,1.1407692307692308,6,0.215,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW060,NEXT_WAVE,WATCHLIST,LONG,96,0.340625,67,0.33313432835820894,29,0.35793103448275865,4,11.5,18,3,9.5,18,0.1875,0.4111111111111111,10,0.258,8,0.6025,22,0.22916666666666666,0.35090909090909084,15,0.47866666666666663,7,0.07714285714285718,33,0.34375,0.28121212121212125,27,0.13296296296296298,6,0.9483333333333333,23,0.23958333333333334,0.36086956521739133,15,0.5980000000000001,8,-0.08374999999999999,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW068,NEXT_WAVE,WATCHLIST,LONG,87,0.4050574712643679,63,0.42873015873015874,24,0.3429166666666667,4,11.0,18,3,9.0,16,0.1839080459770115,0.630625,14,0.49857142857142867,2,1.5550000000000002,27,0.3103448275862069,0.32851851851851854,21,0.4776190476190476,6,-0.19333333333333333,22,0.25287356321839083,0.36272727272727273,16,0.1225,6,1.0033333333333334,22,0.25287356321839083,0.3772727272727273,12,0.6699999999999999,10,0.025999999999999978,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW023,NEXT_WAVE,WATCHLIST,LONG,78,0.42038461538461536,56,0.3751785714285715,22,0.5354545454545454,5,11.0,18,4,9.0,10,0.1282051282051282,0.9890000000000001,8,0.80375,2,1.73,24,0.3076923076923077,0.30083333333333334,19,0.2647368421052631,5,0.4379999999999999,29,0.3717948717948718,0.2586206896551725,20,0.23399999999999999,9,0.3133333333333333,15,0.19230769230769232,0.5453333333333333,9,0.5411111111111111,6,0.5516666666666666,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW072,NEXT_WAVE,WATCHLIST,LONG,67,0.3946268656716418,53,0.3983018867924529,14,0.38071428571428567,4,10.0,17,3,8.0,12,0.1791044776119403,0.053333333333333344,11,-0.05909090909090908,1,1.29,23,0.34328358208955223,0.23826086956521741,18,0.4444444444444444,5,-0.504,19,0.2835820895522388,0.6878947368421052,15,0.678,4,0.7250000000000001,13,0.19402985074626866,0.5576923076923077,9,0.39888888888888885,4,0.915,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW038,NEXT_WAVE,RESEARCH_ONLY,LONG,122,0.3638524590163934,85,0.3694117647058824,37,0.35108108108108116,5,10.5,18,4,9.0,15,0.12295081967213115,0.5673333333333335,8,0.24375000000000002,7,0.937142857142857,46,0.3770491803278688,0.5797826086956521,36,0.6780555555555555,10,0.22600000000000003,37,0.30327868852459017,0.16675675675675675,28,0.11892857142857138,9,0.31555555555555553,24,0.19672131147540983,0.12666666666666668,13,0.13153846153846147,11,0.1209090909090909,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW076,NEXT_WAVE,WATCHLIST,LONG,99,0.4522222222222222,62,0.5587096774193547,37,0.2737837837837838,4,10.0,17,3,8.0,28,0.2828282828282828,0.4028571428571429,16,0.586875,12,0.1575,24,0.24242424242424243,0.7383333333333333,20,0.8240000000000001,4,0.31000000000000005,28,0.2828282828282828,0.17035714285714287,13,0.08692307692307695,15,0.24266666666666664,19,0.1919191919191919,0.5789473684210527,13,0.5876923076923077,6,0.56,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-H010,H_SERIES,LIVE_READY,LONG,106,0.4832075471698113,81,0.4460493827160493,25,0.6036,4,10.0,17,3,8.5,21,0.19811320754716982,0.3347619047619047,16,0.08875000000000002,5,1.122,34,0.32075471698113206,0.4067647058823529,25,0.5028,9,0.14,25,0.2358490566037736,0.27159999999999995,20,0.11899999999999995,5,0.882,26,0.24528301886792453,0.9065384615384617,20,0.9880000000000001,6,0.635,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-H016,H_SERIES,WATCHLIST,LONG,163,0.31840490797546017,120,0.3403333333333333,43,0.2572093023255814,4,11.0,18,3,9.0,27,0.1656441717791411,0.3888888888888889,18,0.37833333333333335,9,0.41000000000000003,43,0.26380368098159507,0.3465116279069767,33,0.4506060606060606,10,0.0030000000000000027,49,0.3006134969325153,0.09979591836734696,40,-0.010999999999999987,9,0.5922222222222222,44,0.26993865030674846,0.4911363636363637,29,0.6758620689655173,15,0.13399999999999998,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW079,NEXT_WAVE,WATCHLIST,LONG,137,0.34430656934306564,95,0.36431578947368426,42,0.299047619047619,5,11.0,18,4,9.0,8,0.058394160583941604,0.2325,4,-0.35,4,0.815,48,0.35036496350364965,0.3914583333333333,34,0.5847058823529412,14,-0.07785714285714285,46,0.3357664233576642,0.24652173913043474,34,0.10941176470588236,12,0.6349999999999999,35,0.25547445255474455,0.4337142857142857,23,0.5395652173913043,12,0.23083333333333333,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW004,NEXT_WAVE,RESEARCH_ONLY,LONG,89,0.4108988764044943,66,0.3378787878787879,23,0.6204347826086956,4,11.0,17,3,9.0,15,0.16853932584269662,0.2,11,-0.07181818181818182,4,0.9475,28,0.3146067415730337,0.1817857142857143,19,0.20157894736842105,9,0.14,25,0.2808988764044944,0.27159999999999995,20,0.11899999999999995,5,0.882,21,0.23595505617977527,1.032857142857143,16,1.055,5,0.9620000000000001,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW077,NEXT_WAVE,WATCHLIST,LONG,82,0.45170731707317063,54,0.5714814814814815,28,0.22071428571428572,5,12.0,18,4,10.0,10,0.12195121951219512,0.959,6,1.0883333333333332,4,0.765,22,0.2682926829268293,0.6004545454545455,17,0.6358823529411763,5,0.4800000000000001,33,0.4024390243902439,0.18636363636363637,21,0.15857142857142859,12,0.23499999999999996,17,0.2073170731707317,0.4758823529411765,10,1.019,7,-0.29999999999999993,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW078,NEXT_WAVE,RESEARCH_ONLY,LONG,82,0.45170731707317063,54,0.5714814814814815,28,0.22071428571428572,5,12.0,18,4,10.0,10,0.12195121951219512,0.959,6,1.0883333333333332,4,0.765,22,0.2682926829268293,0.6004545454545455,17,0.6358823529411763,5,0.4800000000000001,33,0.4024390243902439,0.18636363636363637,21,0.15857142857142859,12,0.23499999999999996,17,0.2073170731707317,0.4758823529411765,10,1.019,7,-0.29999999999999993,5,START_AT_HISTORICAL_MIN_WEEK
NFL-H006,H_SERIES,WATCHLIST,LONG,242,0.28487603305785125,168,0.2911904761904762,74,0.27054054054054055,4,10.5,18,3,9.0,51,0.21074380165289255,0.12941176470588237,35,0.011142857142857128,16,0.38812499999999994,70,0.2892561983471074,0.28828571428571426,48,0.4622916666666667,22,-0.0913636363636364,69,0.28512396694214875,0.3910144927536232,50,0.2418,19,0.7836842105263159,52,0.21487603305785125,0.29192307692307695,35,0.4071428571428572,17,0.054705882352941215,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW084,NEXT_WAVE,WATCHLIST,LONG,181,0.33331491712707184,132,0.3559090909090909,49,0.2724489795918368,5,11.0,18,4,9.0,25,0.13812154696132597,0.524,15,0.36399999999999993,10,0.764,48,0.26519337016574585,0.31895833333333334,39,0.494102564102564,9,-0.44,63,0.34806629834254144,0.3014285714285714,45,0.21133333333333337,18,0.5266666666666666,45,0.24861878453038674,0.28733333333333333,33,0.38606060606060605,12,0.015833333333333366,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW037,NEXT_WAVE,WATCHLIST,LONG,79,0.3312658227848101,55,0.3236363636363636,24,0.34875000000000006,5,11.0,17,4,9.0,8,0.10126582278481013,0.92625,4,0.21500000000000002,4,1.6375,20,0.25316455696202533,-0.0020000000000000018,16,0.2475,4,-1.0,33,0.4177215189873418,0.27969696969696967,22,0.26227272727272727,11,0.3145454545454545,18,0.22784810126582278,0.5316666666666667,13,0.5546153846153847,5,0.4720000000000001,5,START_AT_HISTORICAL_MIN_WEEK
NFL-C003,COACHING,WATCHLIST,LONG,122,0.37377049180327865,89,0.41606741573033706,33,0.2596969696969697,4,10.0,18,3,8.0,37,0.30327868852459017,0.4359459459459458,26,0.3719230769230769,11,0.5872727272727273,31,0.2540983606557377,0.2961290322580646,23,0.5382608695652175,8,-0.4,28,0.22950819672131148,0.23035714285714284,24,0.135,4,0.8025,26,0.21311475409836064,0.5323076923076923,16,0.73375,10,0.21000000000000005,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW080,NEXT_WAVE,WATCHLIST,LONG,80,0.38225000000000003,54,0.4403703703703704,26,0.26153846153846155,4,10.0,18,3,8.0,27,0.3375,0.42111111111111116,16,0.39437500000000003,11,0.45999999999999996,15,0.1875,0.5753333333333334,14,0.687857142857143,1,-1.0,26,0.325,0.09,16,0.185,10,-0.062000000000000034,12,0.15,0.6866666666666665,8,0.61,4,0.8400000000000001,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-H002,H_SERIES,LIVE_READY,LONG,137,0.3467883211678833,93,0.27559139784946235,44,0.4972727272727273,4,10.0,18,3,8.0,30,0.21897810218978103,0.7043333333333333,17,0.6023529411764705,13,0.8376923076923077,41,0.29927007299270075,0.304390243902439,31,0.35580645161290325,10,0.14500000000000002,37,0.27007299270072993,0.015135135135135142,25,-0.15760000000000005,12,0.375,29,0.2116788321167883,0.46,20,0.41500000000000004,9,0.56,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-H075,H_SERIES,WATCHLIST,LONG,89,0.30280898876404494,63,0.3363492063492063,26,0.2215384615384615,4,12.0,18,3,10.0,14,0.15730337078651685,0.4428571428571429,9,0.41555555555555557,5,0.492,23,0.25842696629213485,0.511304347826087,17,0.45588235294117646,6,0.6683333333333333,27,0.30337078651685395,0.010000000000000009,20,-0.11149999999999997,7,0.35714285714285715,25,0.2808988764044944,0.34879999999999994,17,0.701764705882353,8,-0.40125,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-H066,H_SERIES,WATCHLIST,LONG,64,0.54125,48,0.425625,16,0.8881249999999999,4,11.0,18,3,9.0,17,0.265625,0.39294117647058824,15,0.3453333333333333,2,0.75,14,0.21875,0.4014285714285715,11,-0.11,3,2.276666666666667,15,0.234375,0.9046666666666667,11,0.9463636363636365,4,0.79,18,0.28125,0.4872222222222222,11,0.55,7,0.3885714285714286,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW059,NEXT_WAVE,WATCHLIST,LONG,87,0.42494252873563215,59,0.45864406779661027,28,0.35392857142857137,4,11.0,18,3,9.0,14,0.16091954022988506,0.3192857142857143,9,0.18333333333333338,5,0.5640000000000001,26,0.2988505747126437,0.4453846153846153,18,0.6655555555555555,8,-0.04999999999999996,30,0.3448275862068966,0.40233333333333327,22,0.23681818181818182,8,0.8574999999999999,17,0.19540229885057472,0.5205882352941176,10,0.8219999999999998,7,0.08999999999999998,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW083,NEXT_WAVE,WATCHLIST,LONG,74,0.665,58,0.7155172413793104,16,0.4818749999999999,4,9.0,17,3,7.0,28,0.3783783783783784,0.995,20,1.1880000000000002,8,0.5125,15,0.20270270270270271,0.4393333333333333,11,0.6572727272727273,4,-0.16000000000000003,12,0.16216216216216217,0.6833333333333335,10,0.625,2,0.9750000000000001,19,0.25675675675675674,0.34526315789473677,17,0.25058823529411756,2,1.15,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW081,NEXT_WAVE,WATCHLIST,LONG,73,0.4823287671232876,44,0.6011363636363637,29,0.30206896551724144,4,10.0,17,3,8.0,19,0.2602739726027397,0.16421052631578945,9,0.1722222222222222,10,0.157,25,0.3424657534246575,0.49119999999999997,20,0.6265000000000001,5,-0.05,18,0.2465753424657534,0.4633333333333333,7,0.42857142857142855,11,0.4854545454545454,11,0.1506849315068493,1.0427272727272727,8,1.17125,3,0.7000000000000001,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW085,NEXT_WAVE,WATCHLIST,LONG,130,0.3826153846153846,81,0.46728395061728395,49,0.24265306122448982,4,10.0,18,3,8.0,38,0.2923076923076923,0.34157894736842104,22,0.38727272727272727,16,0.27875,33,0.25384615384615383,0.5445454545454547,25,0.7428000000000001,8,-0.07500000000000001,37,0.2846153846153846,0.2894594594594595,21,0.2780952380952381,16,0.304375,22,0.16923076923076924,0.36727272727272725,13,0.3784615384615384,9,0.35111111111111115,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW082,NEXT_WAVE,WATCHLIST,LONG,90,0.40644444444444444,62,0.4735483870967742,28,0.25785714285714284,4,10.0,18,3,8.0,25,0.2777777777777778,0.4288,15,0.31733333333333336,10,0.596,25,0.2777777777777778,0.644,22,0.7695454545454545,3,-0.27666666666666667,23,0.25555555555555554,0.07304347826086957,14,0.07785714285714285,9,0.06555555555555552,17,0.18888888888888888,0.4752941176470588,11,0.5981818181818181,6,0.25,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-NW050,NEXT_WAVE,WATCHLIST,MODERN,106,0.2277797819161287,56,0.22280224630054457,25,0.3018436351455573,4,9.0,18,3,8.0,23,0.2169811320754717,0.26813882532418004,13,0.28,5,0.20743859649122803,37,0.3490566037735849,0.5226206980002974,20,0.6908548878057339,8,0.5142427679963003,31,0.29245283018867924,0.03130638950459649,16,-0.14438574770526155,6,0.009159292035398262,15,0.14150943396226415,-0.15533333333333335,7,-0.3814285714285714,6,0.39000000000000007,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW090,NEXT_WAVE,RESEARCH_ONLY,LONG,145,0.4171034482758621,94,0.5162765957446809,51,0.2343137254901961,4,10.0,18,3,8.0,40,0.27586206896551724,0.38975,24,0.46374999999999994,16,0.27875,35,0.2413793103448276,0.5925714285714286,27,0.7903703703703705,8,-0.07500000000000001,43,0.296551724137931,0.2113953488372093,26,0.20076923076923078,17,0.22764705882352942,27,0.18620689655172415,0.5577777777777777,17,0.6376470588235295,10,0.422,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
NFL-H003,H_SERIES,LIVE_READY,LONG,167,0.4078443113772455,125,0.40671999999999997,42,0.41119047619047616,4,11.0,17,3,9.0,28,0.16766467065868262,0.5125,20,0.20149999999999996,8,1.29,47,0.281437125748503,0.5585106382978723,39,0.6787179487179488,8,-0.027499999999999997,56,0.33532934131736525,0.1475,42,0.08547619047619046,14,0.3335714285714286,36,0.2155688622754491,0.5347222222222222,24,0.6979166666666666,12,0.20833333333333334,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
