candidate_id,source,deployment_status,track,full_n,full_roi,trainval_n,trainval_roi,holdout_n,holdout_roi,min_week,median_week,max_week,min_prior_games,median_prior_games,W4_6_n,W4_6_share,W4_6_roi,W4_6_trainval_n,W4_6_trainval_roi,W4_6_holdout_n,W4_6_holdout_roi,W7_10_n,W7_10_share,W7_10_roi,W7_10_trainval_n,W7_10_trainval_roi,W7_10_holdout_n,W7_10_holdout_roi,W11_14_n,W11_14_share,W11_14_roi,W11_14_trainval_n,W11_14_trainval_roi,W11_14_holdout_n,W11_14_holdout_roi,W15_18_n,W15_18_share,W15_18_roi,W15_18_trainval_n,W15_18_trainval_roi,W15_18_holdout_n,W15_18_holdout_roi,recommended_start_week,timing_decision
NFL-NW034,NEXT_WAVE,WATCHLIST,LONG,70,0.47685714285714287,54,0.4937037037037037,16,0.42,4,11.0,17,3,9.0,11,0.15714285714285714,0.8099999999999998,9,0.6577777777777778,2,1.495,21,0.3,0.4533333333333333,17,0.631764705882353,4,-0.305,21,0.3,0.3128571428571429,17,0.20411764705882354,4,0.775,17,0.24285714285714285,0.49294117647058816,11,0.5936363636363636,6,0.3083333333333333,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW007,NEXT_WAVE,WATCHLIST,LONG,86,0.4152325581395349,68,0.3855882352941176,18,0.5272222222222223,4,11.0,18,3,9.0,16,0.18604651162790697,0.71875,13,0.6384615384615385,3,1.0666666666666667,23,0.26744186046511625,0.37173913043478257,16,0.35125,7,0.41857142857142854,30,0.3488372093023256,0.4106666666666667,25,0.4064000000000001,5,0.43200000000000005,17,0.19767441860465115,0.19647058823529412,14,0.15285714285714286,3,0.4000000000000001,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW032,NEXT_WAVE,WATCHLIST,LONG,87,0.4959770114942528,65,0.5096923076923078,22,0.4554545454545455,5,11.0,18,4,9.0,11,0.12643678160919541,0.3236363636363636,8,0.19875,3,0.6566666666666666,30,0.3448275862068966,0.7153333333333335,24,0.7062499999999999,6,0.7516666666666666,26,0.2988505747126437,0.3269230769230769,17,0.32588235294117646,9,0.3288888888888889,20,0.22988505747126436,0.48149999999999993,16,0.565625,4,0.14500000000000002,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW006,NEXT_WAVE,WATCHLIST,LONG,91,0.5214285714285714,67,0.5044776119402986,24,0.56875,4,11.0,17,3,9.0,13,0.14285714285714285,0.7461538461538461,9,0.34777777777777774,4,1.6425,29,0.31868131868131866,0.5775862068965517,24,0.6804166666666666,5,0.08399999999999999,29,0.31868131868131866,0.29827586206896545,22,0.2840909090909091,7,0.3428571428571429,20,0.21978021978021978,0.6174999999999999,12,0.6741666666666667,8,0.5325,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW041,NEXT_WAVE,RESEARCH_ONLY,LONG,86,0.45209302325581396,64,0.48078125000000005,22,0.3686363636363637,5,12.0,18,4,10.0,11,0.12790697674418605,0.2981818181818182,8,0.49749999999999994,3,-0.2333333333333333,24,0.27906976744186046,0.3924999999999999,20,0.41800000000000004,4,0.265,26,0.3023255813953488,0.42038461538461536,18,0.5105555555555557,8,0.21750000000000003,25,0.29069767441860467,0.6100000000000001,18,0.5133333333333333,7,0.8585714285714285,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW042,NEXT_WAVE,RESEARCH_ONLY,LONG,86,0.45209302325581396,64,0.48078125000000005,22,0.3686363636363637,5,12.0,18,4,10.0,11,0.12790697674418605,0.2981818181818182,8,0.49749999999999994,3,-0.2333333333333333,24,0.27906976744186046,0.3924999999999999,20,0.41800000000000004,4,0.265,26,0.3023255813953488,0.42038461538461536,18,0.5105555555555557,8,0.21750000000000003,25,0.29069767441860467,0.6100000000000001,18,0.5133333333333333,7,0.8585714285714285,5,START_AT_HISTORICAL_MIN_WEEK
NFL-H005,H_SERIES,LIVE_READY,LONG,85,0.4681176470588235,64,0.485625,21,0.4147619047619048,4,11.0,18,3,9.0,14,0.16470588235294117,0.595,10,0.7470000000000001,4,0.21500000000000002,26,0.3058823529411765,0.35423076923076924,22,0.3622727272727273,4,0.31,18,0.21176470588235294,0.38833333333333336,14,0.2585714285714286,4,0.8425,27,0.3176470588235294,0.5651851851851851,18,0.6677777777777778,9,0.36000000000000004,7,INSUFFICIENT_EARLY_EVIDENCE_START_WEEK7
NFL-NW031,NEXT_WAVE,WATCHLIST,LONG,106,0.38990566037735847,72,0.38347222222222227,34,0.4035294117647059,5,10.0,18,4,8.0,15,0.14150943396226415,0.5673333333333335,8,0.24375000000000002,7,0.937142857142857,40,0.37735849056603776,0.6425000000000001,31,0.7238709677419354,9,0.3622222222222222,29,0.27358490566037735,0.15724137931034485,21,0.1423809523809524,8,0.19625,22,0.20754716981132076,0.11636363636363635,12,0.019166666666666627,10,0.233,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW047,NEXT_WAVE,WATCHLIST,LONG,115,0.37295652173913046,85,0.3836470588235294,30,0.3426666666666666,4,10.0,17,3,8.0,25,0.21739130434782608,0.041999999999999996,16,-0.03500000000000003,9,0.17888888888888888,37,0.3217391304347826,0.36621621621621625,27,0.48518518518518516,10,0.045,25,0.21739130434782608,0.2724,20,0.12000000000000002,5,0.882,28,0.24347826086956523,0.7671428571428572,22,0.8031818181818181,6,0.635,7,EARLY_WINDOW_WEAK_START_WEEK7
NFL-NW048,NEXT_WAVE,WATCHLIST,LONG,116,0.3802586206896551,79,0.4282278481012659,37,0.27783783783783783,5,11.0,18,4,9.0,15,0.12931034482758622,0.20133333333333336,10,0.27,5,0.06400000000000002,38,0.3275862068965517,0.48184210526315796,26,0.5026923076923077,12,0.4366666666666667,40,0.3448275862068966,0.3335,28,0.1846428571428572,12,0.6808333333333332,23,0.19827586206896552,0.41043478260869565,15,0.8593333333333333,8,-0.43125,5,START_AT_HISTORICAL_MIN_WEEK
NFL-NW045,NEXT_WAVE,WATCHLIST,LONG,77,0.4871428571428571,53,0.5454716981132075,24,0.35833333333333334,4,10.0,18,3,8.0,21,0.2727272727272727,0.5076190476190476,13,0.40076923076923077,8,0.6812499999999999,21,0.2727272727272727,0.7290476190476192,20,0.8155000000000001,1,-1.0,19,0.24675324675324675,0.0015789473684210773,10,-0.05599999999999998,9,0.06555555555555552,16,0.2077922077922078,0.719375,10,0.7949999999999999,6,0.5933333333333334,4,WEEK4_OK_AFTER_3_COMPLETED_GAMES
