segment,bets,wins,win_rate,profit,roi,ci_low,ci_high,avg_market_prob,avg_decimal_odds
2024,30,23,0.7666666666666667,-74.400145004127,-0.049600096669417996,-0.24789226904332912,0.12400069721006722,0.7674976568675856,1.2513759625719165
2025,28,24,0.8571428571428571,114.0,0.08142857142857143,-0.0975,0.22857142857142856,0.7751810130392764,1.2696428571428573
2026,18,16,0.8888888888888888,160.0,0.17777777777777778,-0.04611111111111112,0.3461111111111111,0.759682148999297,1.3333333333333333
2024-current,76,63,0.8289473684210527,199.59985499587302,0.0525262776304929,-0.06162308592204736,0.15621239209751223,0.7684773256988772,1.2775168273310196
