segment,bets,wins,win_rate,profit,roi,ci_low,ci_high
2024,69,55,0.7971014492753623,-62.74148668348352,-0.01818593816912566,-0.14053451740823153,0.09439676729134573
2025,41,37,0.9024390243902439,213.5,0.10414634146341463,-0.020981707317073175,0.2046341463414634
2024-current,110,92,0.8363636363636363,150.75851331651648,0.027410638784821178,-0.060707874359994904,0.10998244718455832
