segment,bets,wins,win_rate,profit,roi,ci_low,ci_high
2024,57,44,0.7719298245614035,-145.5350121183911,-0.05106491653276881,-0.1882719520575385,0.0799688906663736
2025,41,36,0.8780487804878049,101.5,0.04951219512195122,-0.0824390243902439,0.16073170731707317
2024-current,98,80,0.8163265306122449,-44.03501211839108,-0.008986737167018588,-0.10683464867247995,0.0815139900770748
