track,band,venue,concept,conditions,n,wins,win_pct,roi,train_n,train_roi,val_n,val_roi,hold_n,hold_roi,positive_season_ratio,recent_delta,preferred,score,signature
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0060857189583119475], [""rank_edge_def_allowed_pass_epa_per_dropback"", ""<="", -8.0]]",121,60,0.49586776859504134,0.24132231404958682,40,0.43475,29,0.15482758620689657,52,0.14076923076923076,0.65,-0.15401956233421754,False,0.30678269632772354,base_vs_open_prob_move|rank_edge_def_allowed_pass_epa_per_dropback
LONG,DOG20_34,ANY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.089556277056277], [""rank_edge_sack_or_hit_rate"", "">="", 3.0]]",227,75,0.3303964757709251,0.16052863436123346,78,0.15717948717948713,89,0.15775280898876406,60,0.16899999999999998,0.631578947368421,0.011533851915874388,False,0.30652562047134935,adv_staff_quality_mean|rank_edge_sack_or_hit_rate
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_third_down_success"", "">="", 0.0685915449073343]]",164,78,0.47560975609756095,0.1846341463414634,66,0.21742424242424246,36,0.23194444444444448,62,0.122258064516129,0.7,-0.10242627891821446,False,0.30583414780519447,coachq_staff_downgrade_count|recent_edge_third_down_success
MODERN,FAV55_65,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05602678571428571], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", 2.0]]",245,160,0.6530612244897959,0.0909552588670499,116,0.09122340931398994,35,0.18337412731322264,55,0.1063728185516856,0.6666666666666666,-0.0309259497619207,False,0.305792286615793,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_off_epa_per_play
LONG,DOG20_34,ANY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.089556277056277], [""recent_edge_sack_or_hit_rate"", "">="", 0.02185692959912245]]",205,69,0.33658536585365856,0.16853658536585361,66,0.24075757575757575,86,0.11360465116279071,53,0.16773584905660383,0.631578947368421,-0.009445264403579401,False,0.3045516479220164,adv_staff_quality_mean|recent_edge_sack_or_hit_rate
LONG,FAV55_65,AWAY,REST,"[[""short_rest6"", "">="", 1.0], [""fatigue_load_index"", "">="", 2.012837157583724]]",74,50,0.6756756756756757,0.12945247900898424,23,0.0839304378495619,23,0.1656345293186313,28,0.13712461434987114,0.6,0.012342130765774534,False,0.3041604506360753,fatigue_load_index|short_rest6
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.09014423076923084], [""rank_edge_def_allowed_pass_epa_per_dropback"", ""<="", -4.0]]",111,74,0.6666666666666666,0.12323971476612498,39,0.11785898797734982,39,0.13575000614673863,33,0.11481386570304322,0.631578947368421,-0.011990631359000997,False,0.3029410785870338,adv_staff_quality_mean|rank_edge_def_allowed_pass_epa_per_dropback
MODERN,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05729166666666663], [""recent_edge_points_against"", "">="", 5.333333333333332]]",80,37,0.4625,0.14650000000000002,34,0.08588235294117649,13,0.5561538461538462,25,0.20240000000000002,0.6666666666666666,-0.11861809954751135,False,0.30233734666858186,coachq_dc_quality_delta_vs_departed|recent_edge_points_against
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", ""<="", 0.0], [""recent_edge_kick_return_average"", "">="", 3.7742063492063496]]",254,123,0.484251968503937,0.15515748031496066,103,0.10388349514563106,60,0.2615,91,0.14307692307692307,0.6,-0.03961482449589246,False,0.30202957856004364,coachq_staff_upgrade_count|recent_edge_kick_return_average
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""rank_edge_def_allowed_yards_per_play"", ""<="", -2.0]]",272,131,0.48161764705882354,0.1471323529411765,67,0.1547761194029851,107,0.19299065420560746,98,0.09183673469387757,0.7222222222222222,-0.0820466521104187,False,0.30192422863718776,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_yards_per_play
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.00416666666666668], [""recent_edge_success_rate"", "">="", 0.0083534474432828]]",77,47,0.6103896103896104,0.23487852772468026,31,0.2336472421509107,15,0.4950392882558366,17,0.18032076314111595,0.5555555555555556,-0.18402250206225773,False,0.3018290478450532,coachq_dc_quality_delta_vs_departed|recent_edge_success_rate
MODERN,DOG35_49,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0], [""rank_edge_point_margin"", ""<="", -5.0]]",149,76,0.5100671140939598,0.28389261744966443,34,0.3508823529411765,18,0.3844444444444445,52,0.09307692307692308,0.65,-0.27458647561588745,False,0.3004206783982639,base_vs_open_prob_move|rank_edge_point_margin
LONG,DOG20_34,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", -0.03846153846153849], [""rank_edge_points_against"", "">="", -5.0]]",76,28,0.3684210526315789,0.31342105263157893,27,0.24851851851851856,25,0.5920000000000001,24,0.09625000000000002,0.7222222222222222,-0.32400925925925933,False,0.2982283551368448,coachq_hc_quality_delta_vs_departed|rank_edge_points_against
MODERN,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0013666803334700384], [""recent_edge_def_allowed_rush_epa_per_carry"", "">="", 0.0988572175663277]]",223,105,0.47085201793721976,0.17466367713004485,54,0.2366666666666667,28,0.3560714285714286,69,0.12333333333333334,0.7,-0.1730357142857143,False,0.2982123505679342,base_vs_open_prob_move|recent_edge_def_allowed_rush_epa_per_carry
LONG,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", ""<="", 0.06953125000000002], [""rank_edge_giveaway_rate"", "">="", 8.0]]",75,35,0.4666666666666667,0.17279999999999995,20,0.12050000000000001,34,0.20058823529411765,21,0.1776190476190476,0.5555555555555556,0.017074929971988756,False,0.2981679597504905,coachq_dc_quality_delta_vs_departed|rank_edge_giveaway_rate
MODERN,FAV55_65,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05602678571428571], [""rank_edge_points_against"", ""<="", -5.0]]",127,87,0.6850393700787402,0.14501488001310167,60,0.17672824594568018,23,0.16397522829417996,24,0.10507190498999748,0.6111111111111112,-0.06527983212993259,False,0.29800666435967416,coachq_dc_quality_delta_vs_departed|rank_edge_points_against
LONG,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", -0.0010416666666666075], [""rank_edge_giveaway_rate"", "">="", -1.0]]",76,38,0.5,0.2423684210526316,26,0.24384615384615385,28,0.33178571428571424,22,0.12681818181818183,0.6470588235294118,-0.1609977522477522,False,0.2957554795990699,coachq_oc_quality_delta_vs_departed|rank_edge_giveaway_rate
LONG,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""rank_edge_pass_epa_per_dropback"", "">="", 7.0]]",86,44,0.5116279069767442,0.22290697674418605,27,0.2851851851851852,34,0.2061764705882353,25,0.17840000000000003,0.5,-0.06728082788671022,False,0.29523984126087194,coachq_dc_quality_delta_vs_departed|rank_edge_pass_epa_per_dropback
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.08984375], [""rank_edge_def_allowed_rush_epa_per_carry"", ""<="", -9.5]]",79,41,0.5189873417721519,0.20189873417721524,26,0.14230769230769227,15,0.528,22,0.1795454545454545,0.5882352941176471,-0.15560839160839163,False,0.29478115417240985,coachq_oc_quality_delta_vs_departed|rank_edge_def_allowed_rush_epa_per_carry
LONG,DOG35_49,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.013871228759680998], [""recent_edge_sack_or_hit_rate"", "">="", 0.0058520223737614]]",184,87,0.47282608695652173,0.12163043478260867,56,0.17303571428571424,54,0.12296296296296297,74,0.08175675675675675,0.75,-0.06624258186758186,False,0.29411763477017966,base_vs_open_prob_move|recent_edge_sack_or_hit_rate
LONG,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.0015625000000000222], [""rank_edge_third_down_success"", "">="", 1.0]]",115,60,0.5217391304347826,0.22408695652173913,38,0.15315789473684213,42,0.39023809523809516,35,0.10171428571428573,0.6666666666666666,-0.16998370927318293,False,0.2939512517628585,coachq_oc_quality_delta_vs_departed|rank_edge_third_down_success
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", "">="", 2.0], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.0194708016620773]]",137,70,0.5109489051094891,0.20737226277372264,52,0.1719230769230769,21,0.5885714285714285,38,0.09,0.7222222222222222,-0.2902472527472527,False,0.2938921279635973,coachq_staff_upgrade_count|recent_edge_def_allowed_early_down_epa
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.078125], [""rank_edge_def_allowed_success_rate"", ""<="", 9.0]]",113,65,0.5752212389380531,0.17057808358047896,41,0.22133887101570576,19,0.4923374473920652,33,0.1350254768537923,0.6666666666666666,-0.22181268235009322,False,0.29285507947795575,coachq_oc_quality_delta_vs_departed|rank_edge_def_allowed_success_rate
MODERN,FAV65_75,AWAY,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 16.0], [""recent_edge_kick_return_average"", "">="", 4.361111111111111]]",87,66,0.7586206896551724,0.08282667365243723,30,0.15032827440660906,17,0.09080665790737488,22,0.08114022308093252,0.6666666666666666,-0.03942724307605945,False,0.2923143068085283,qb_prior_starts|recent_edge_kick_return_average
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", 0.1045673076923076], [""rank_edge_def_allowed_explosive_rate"", "">="", 6.5]]",76,37,0.4868421052631579,0.19842105263157894,20,0.23750000000000004,14,0.28857142857142853,28,0.1203571428571429,0.6842105263157895,-0.14267857142857138,False,0.2914622837082734,adv_staff_quality_mean|rank_edge_def_allowed_explosive_rate
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""rank_edge_fg_accuracy"", "">="", -3.0]]",227,74,0.32599118942731276,0.1529074889867841,81,0.38814814814814813,34,0.3199999999999999,53,0.2413207547169811,0.5263157894736842,-0.11275331935709287,False,0.2909237541294207,adv_staff_quality_mean|rank_edge_fg_accuracy
MODERN,FAV55_65,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05602678571428571], [""rank_edge_def_allowed_pass_epa_per_dropback"", ""<="", -8.0]]",110,76,0.6909090909090909,0.16357417626014123,53,0.27657939031595113,19,0.24316076807977285,20,0.0850047590849694,0.6666666666666666,-0.17486532011289257,False,0.2907236862963031,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_pass_epa_per_dropback
LONG,DOG20_34,AWAY,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 32.0], [""rank_edge_kick_return_average"", ""<="", -9.0]]",146,46,0.3150684931506849,0.14506849315068493,46,0.2217391304347826,52,0.08134615384615389,48,0.140625,0.6666666666666666,-0.010917642140468253,False,0.2905713949349983,qb_prior_starts|rank_edge_kick_return_average
MODERN,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_third_down_success"", ""<="", -15.0]]",74,38,0.5135135135135135,0.29702702702702705,22,0.6040909090909092,12,0.9125,20,0.12200000000000003,0.5789473684210527,-0.6362954545454546,False,0.2905550454752863,coachq_staff_downgrade_count|rank_edge_third_down_success
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""recent_edge_giveaway_rate"", ""<="", -0.00482287694802485]]",215,67,0.3116279069767442,0.11144186046511628,82,0.19890243902439028,36,0.2558333333333333,45,0.22911111111111107,0.5263157894736842,0.0017432249322492932,False,0.29046436708190815,adv_staff_quality_mean|recent_edge_giveaway_rate
MODERN,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", "">="", 2.0], [""recent_edge_third_down_success"", "">="", -0.0017094017094017]]",83,43,0.5180722891566265,0.2966265060240964,30,0.35700000000000004,15,0.8386666666666666,20,0.096,0.6111111111111112,-0.5018333333333334,False,0.2904036680724871,coachq_staff_upgrade_count|recent_edge_third_down_success
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.00416666666666668], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.1186483349028788]]",116,68,0.5862068965517241,0.18475266904259996,42,0.19095125704936966,22,0.28798075683941016,31,0.11262432303084542,0.6111111111111112,-0.1268416839135445,False,0.2903454212122708,coachq_dc_quality_delta_vs_departed|recent_edge_def_allowed_early_down_epa
MODERN,FAV55_65,HOME,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", "">="", -0.04843750000000002], [""rank_edge_success_rate"", "">="", 1.0]]",122,80,0.6557377049180327,0.08903661031666889,47,0.11023158793261631,13,0.28287501292689526,44,0.10874578811552248,0.6666666666666666,-0.0878075123142333,False,0.289851745618686,coachq_oc_quality_delta_vs_departed|rank_edge_success_rate
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.0015625000000000222], [""rank_edge_penalty_yards"", "">="", 9.0]]",100,49,0.49,0.2195,39,0.34974358974358977,12,0.48583333333333334,35,0.12085714285714284,0.6666666666666666,-0.2969313186813187,False,0.28974214285714284,coachq_dc_quality_delta_vs_departed|rank_edge_penalty_yards
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""recent_edge_third_down_success"", "">="", 0.0056869300290353]]",137,72,0.5255474452554745,0.25598540145985405,58,0.2467241379310345,23,0.7456521739130436,35,0.09914285714285713,0.6111111111111112,-0.39704529877918193,False,0.2892758610188632,coachq_dc_quality_delta_vs_departed|recent_edge_third_down_success
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""rank_edge_giveaway_rate"", "">="", -6.0]]",244,90,0.36885245901639346,0.29122950819672133,97,0.5237113402061856,32,0.37031249999999993,58,0.08448275862068966,0.631578947368421,-0.3625291614824031,False,0.2885187656895698,adv_staff_quality_mean|rank_edge_giveaway_rate
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.005022321428571397], [""recent_edge_third_down_success"", "">="", 0.0056869300290353]]",119,62,0.5210084033613446,0.23067226890756307,42,0.2252380952380952,19,0.626842105263158,33,0.08878787878787878,0.6666666666666666,-0.3372522214627478,False,0.28805823466301356,coachq_oc_quality_delta_vs_departed|recent_edge_third_down_success
MODERN,DOG35_44,HOME,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 16.0], [""rank_edge_giveaway_rate"", ""<="", -14.25]]",87,40,0.45977011494252873,0.16057471264367815,27,0.39222222222222214,15,0.19,28,0.1867857142857143,0.5789473684210527,-0.1043253968253968,False,0.28777871199505956,qb_prior_starts|rank_edge_giveaway_rate
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.08984375], [""recent_edge_points_against"", "">="", 6.166666666666667]]",75,39,0.52,0.24106666666666673,22,0.2913636363636364,15,0.8106666666666666,22,0.14545454545454548,0.5882352941176471,-0.40556060606060607,False,0.28721588781262447,coachq_oc_quality_delta_vs_departed|recent_edge_points_against
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.00416666666666668], [""rank_edge_pass_epa_per_dropback"", "">="", 4.0]]",79,47,0.5949367088607594,0.1766295760266728,34,0.10441566709325543,13,0.534080534688938,21,0.1169826709863664,0.6666666666666666,-0.20226542990473034,False,0.2861420874068339,coachq_dc_quality_delta_vs_departed|rank_edge_pass_epa_per_dropback
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""recent_edge_def_allowed_yards_per_play"", ""<="", -0.5673754925773435]]",114,55,0.4824561403508772,0.2086842105263158,25,0.0848,46,0.36847826086956526,43,0.10976744186046515,0.6111111111111112,-0.11687168857431747,False,0.2856870410397129,coachq_dc_quality_delta_vs_departed|recent_edge_def_allowed_yards_per_play
LONG,DOG20_34,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", 0.005448717948717929], [""recent_edge_kick_return_average"", ""<="", -0.1388888888888892]]",171,60,0.3508771929824561,0.2653216374269006,48,0.5716666666666667,71,0.15873239436619724,52,0.1280769230769231,0.6111111111111112,-0.23712260743950886,False,0.2855246561412743,coachq_hc_quality_delta_vs_departed|recent_edge_kick_return_average
LONG,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0018986140117713823], [""recent_edge_fg_accuracy"", ""<="", -0.1666666666666667]]",232,107,0.46120689655172414,0.150948275862069,104,0.2288461538461539,48,0.09354166666666665,80,0.08412499999999999,0.65,-0.07706891025641029,False,0.28402197431684195,base_vs_open_prob_move|recent_edge_fg_accuracy
LONG,DOG20_34,AWAY,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 32.0], [""recent_edge_points_for"", "">="", -3.0]]",230,78,0.3391304347826087,0.1786521739130435,82,0.20036585365853657,86,0.21360465116279076,62,0.10145161290322582,0.6666666666666666,-0.10553363950743785,False,0.2825709892937895,qb_prior_starts|recent_edge_points_for
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""recent_edge_sack_rate_allowed"", "">="", -0.03396361367127493]]",317,105,0.3312302839116719,0.17504731861198736,131,0.39740458015267177,39,0.16743589743589746,70,0.15142857142857138,0.5789473684210527,-0.13099166736571324,False,0.281025870525275,adv_staff_quality_mean|recent_edge_sack_rate_allowed
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_points_for"", ""<="", -6.333333333333334]]",198,92,0.46464646464646464,0.16565656565656567,42,0.12452380952380954,29,0.49482758620689654,59,0.088135593220339,0.7,-0.22154010464501406,False,0.27990629023960417,coachq_staff_downgrade_count|recent_edge_points_for
LONG,DOG35_49,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.013871228759680998], [""rank_edge_redzone_epa"", "">="", 9.0]]",112,54,0.48214285714285715,0.13321428571428573,29,0.25999999999999995,36,0.07916666666666668,47,0.09638297872340426,0.6666666666666666,-0.07320035460992905,False,0.27972895962640737,base_vs_open_prob_move|rank_edge_redzone_epa
LONG,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""rank_edge_def_allowed_explosive_rate"", ""<="", -9.0]]",94,47,0.5,0.20946808510638296,20,0.3635,38,0.1986842105263158,36,0.1352777777777778,0.5555555555555556,-0.14581432748538006,False,0.27899896594269297,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_explosive_rate
MODERN,DOG35_44,HOME,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.002774983453443125], [""recent_edge_def_allowed_early_down_epa"", "">="", 0.06138593693209578]]",91,43,0.4725274725274725,0.17208791208791208,22,0.23136363636363635,18,0.6766666666666666,25,0.1832,0.5789473684210527,-0.27081515151515145,False,0.27877473511838935,base_vs_open_prob_move|recent_edge_def_allowed_early_down_epa
MODERN,PK_55,ANY,REMATCH,"[[""revenge_after_loss"", "">="", 1.0]]",103,56,0.5436893203883495,0.10213062574814871,34,0.08601748121745385,13,0.5792895789226065,22,0.17337936892088399,0.6,-0.1592741611491462,False,0.2775522624289405,revenge_after_loss
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""rank_edge_early_down_epa"", "">="", 5.5]]",82,41,0.5,0.2421951219512195,25,0.15719999999999995,28,0.4532142857142857,29,0.11172413793103451,0.5882352941176471,-0.19348300492610826,False,0.27736609730038475,coachq_dc_quality_delta_vs_departed|rank_edge_early_down_epa
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_fg_accuracy"", ""<="", -0.1666666666666667]]",172,83,0.48255813953488375,0.20069767441860462,73,0.20054794520547947,38,0.39131578947368423,61,0.0821311475409836,0.65,-0.21380071979859827,False,0.277121476739289,coachq_staff_downgrade_count|recent_edge_fg_accuracy
LONG,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.006696428571428603]]",155,85,0.5483870967741935,0.10633297760488114,46,0.13739477195733385,63,0.08374166696689861,46,0.10621145651749136,0.5555555555555556,-0.004356762944624865,False,0.27630230324409694,coachq_dc_quality_delta_vs_departed
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", "">="", 2.0]]",236,111,0.4703389830508475,0.10783898305084745,88,0.08886363636363641,35,0.35857142857142854,64,0.12078124999999999,0.6111111111111112,-0.10293628246753249,False,0.27587688277510364,coachq_staff_upgrade_count
MODERN,DOG35_49,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0], [""recent_edge_points_against"", "">="", 6.166666666666667]]",162,81,0.5,0.1902469135802469,49,0.34244897959183673,19,0.6215789473684211,40,0.08199999999999999,0.65,-0.40001396348012896,False,0.27564224055973574,base_vs_open_prob_move|recent_edge_points_against
LONG,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.00374812593703161], [""rank_edge_def_allowed_success_rate"", "">="", 7.0]]",203,95,0.46798029556650245,0.17167487684729066,67,0.19597014925373132,48,0.30520833333333336,88,0.0803409090909091,0.65,-0.17024833220262323,False,0.2744781219098552,base_vs_open_prob_move|rank_edge_def_allowed_success_rate
LONG,DOG20_34,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", 0.005448717948717929], [""rank_edge_sack_or_hit_rate"", "">="", 4.0]]",105,38,0.3619047619047619,0.26390476190476186,30,0.41600000000000004,51,0.2574509803921569,24,0.08750000000000002,0.6111111111111112,-0.24922549019607843,False,0.2677742504006696,coachq_hc_quality_delta_vs_departed|rank_edge_sack_or_hit_rate
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""fatigue_load_index"", ""<="", 0.9136486483153414]]",135,63,0.4666666666666667,0.10266666666666666,32,0.1525,46,0.08847826086956523,57,0.08614035087719299,0.6111111111111112,-0.03434877955758962,False,0.2655667769755214,coachq_dc_quality_delta_vs_departed|fatigue_load_index
MODERN,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_third_down_success"", ""<="", -0.1003268722018722]]",95,43,0.45263157894736844,0.13431578947368422,25,0.31520000000000004,18,0.6516666666666667,24,0.15625,0.6,-0.3271833333333334,False,0.26436249763234965,coachq_staff_downgrade_count|recent_edge_third_down_success
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", "">="", 2.0], [""recent_edge_third_down_success"", "">="", 0.0056869300290353]]",118,59,0.5,0.18627118644067797,42,0.20190476190476192,20,0.7780000000000001,30,0.08,0.6111111111111112,-0.409952380952381,False,0.26299883310053973,coachq_staff_upgrade_count|recent_edge_third_down_success
MODERN,DOG35_49,HOME,MARKET,"[[""base_vs_open_prob_move"", "">="", 0.0164773763911695], [""recent_edge_kick_return_average"", "">="", -0.0833333333333357]]",101,50,0.49504950495049505,0.16425742574257426,39,0.36230769230769233,23,0.19130434782608696,32,0.09500000000000003,0.6111111111111112,-0.18180602006688962,False,0.2622790170206253,base_vs_open_prob_move|recent_edge_kick_return_average
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_success_rate"", "">="", -0.0254413185017093]]",288,89,0.3090277777777778,0.08947916666666665,74,0.18054054054054053,44,0.33727272727272734,57,0.14403508771929827,0.6,-0.11487154618733567,False,0.26154198605532386,coachq_staff_downgrade_count|recent_edge_success_rate
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.00416666666666668]]",147,80,0.54421768707483,0.0990128119376579,58,0.10958202292593354,27,0.19662862506970813,37,0.08934397296769196,0.5555555555555556,-0.06376135103012888,False,0.26072845175198045,coachq_dc_quality_delta_vs_departed
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""recent_edge_yards_per_play"", ""<="", -0.822327985532016]]",137,46,0.3357664233576642,0.24000000000000002,47,0.6172340425531916,24,0.29250000000000004,38,0.11763157894736843,0.5263157894736842,-0.3372354423292274,False,0.2569045751399323,adv_staff_quality_mean|recent_edge_yards_per_play
LONG,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_def_allowed_rush_epa_per_carry"", "">="", 6.0]]",81,38,0.4691358024691358,0.18283950617283948,26,0.24115384615384614,29,0.22275862068965513,26,0.08,0.5789473684210527,-0.15195623342175063,False,0.25467743320398806,coachq_staff_downgrade_count|rank_edge_def_allowed_rush_epa_per_carry
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""adv_prior_road_miles_last5"", ""<="", -762.9356256377812]]",207,92,0.4444444444444444,0.12057971014492752,44,0.12386363636363637,31,0.4070967741935484,60,0.0905,0.6,-0.1749802052785924,False,0.2540594614552683,adv_prior_road_miles_last5|coachq_staff_downgrade_count
MODERN,DOG35_44,HOME,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 16.0], [""rank_edge_def_allowed_explosive_rate"", "">="", 5.25]]",95,44,0.4631578947368421,0.15936842105263158,25,0.39799999999999996,14,0.2207142857142857,37,0.10243243243243243,0.5789473684210527,-0.2069247104247104,False,0.25124249051997416,qb_prior_starts|rank_edge_def_allowed_explosive_rate
LONG,DOG20_34,AWAY,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 32.0], [""rank_edge_sack_or_hit_rate"", "">="", 4.0]]",157,48,0.3057324840764331,0.11318471337579622,49,0.10367346938775511,76,0.12394736842105265,32,0.10218749999999999,0.5,-0.011622918904403895,False,0.24162799259878093,qb_prior_starts|rank_edge_sack_or_hit_rate
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.0015625000000000222], [""recent_edge_pass_epa_per_dropback"", ""<="", -0.0648142219646573]]",181,80,0.4419889502762431,0.10972375690607734,64,0.0934375,30,0.3533333333333333,67,0.09044776119402988,0.5,-0.13293765547263675,False,0.23701814950886382,coachq_dc_quality_delta_vs_departed|recent_edge_pass_epa_per_dropback
