track,band,venue,concept,conditions,n,wins,win_pct,roi,train_n,train_roi,val_n,val_roi,hold_n,hold_roi,positive_season_ratio,recent_delta,preferred,score,signature
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_punt_return_average"", "">="", 10.0]]",269,139,0.516728624535316,0.23825278810408923,111,0.31432432432432433,76,0.21078947368421055,82,0.16073170731707312,0.75,-0.10182519168719431,False,0.34934580939333104,coachq_staff_downgrade_count|rank_edge_punt_return_average
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""recent_edge_points_for"", "">="", -4.0]]",212,76,0.3584905660377358,0.2370754716981132,85,0.5485882352941177,25,0.2576000000000001,46,0.3184782608695652,0.5789473684210527,-0.08461585677749373,False,0.348920434117787,adv_staff_quality_mean|recent_edge_points_for
LONG,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.003152897742827]]",164,85,0.5182926829268293,0.24408536585365853,44,0.2318181818181818,61,0.3542622950819672,59,0.1393220338983051,0.8333333333333334,-0.15371820455176943,False,0.34622746145821687,coachq_dc_quality_delta_vs_departed|recent_edge_def_allowed_early_down_epa
MODERN,DOG35_49,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", -9.0]]",168,87,0.5178571428571429,0.2604166666666667,46,0.27260869565217394,24,0.07583333333333335,47,0.16999999999999998,0.65,-0.004221014492753666,False,0.3458920941867655,base_vs_open_prob_move|rank_edge_def_allowed_off_epa_per_play
LONG,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.006696428571428603], [""recent_edge_def_allowed_early_down_epa"", ""<="", -0.0039228020381701]]",78,51,0.6538461538461539,0.31084537447740107,24,0.5974521623693398,31,0.2005330406086741,23,0.16045926319583612,0.7222222222222222,-0.23853333829317083,False,0.3457796685538829,coachq_dc_quality_delta_vs_departed|recent_edge_def_allowed_early_down_epa
LONG,DOG20_34,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", 0.005448717948717929], [""rank_edge_kick_return_average"", ""<="", -9.0]]",103,39,0.3786407766990291,0.38,32,0.5778125000000001,41,0.34243902439024393,30,0.22033333333333338,0.6666666666666666,-0.23979242886178864,False,0.3457491944110581,coachq_hc_quality_delta_vs_departed|rank_edge_kick_return_average
MODERN,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012354830738818823], [""recent_edge_third_down_success"", "">="", -0.0017094017094017]]",247,124,0.5020242914979757,0.2542105263157895,63,0.15936507936507935,31,0.21129032258064517,67,0.1044776119402985,0.8,-0.08085008903256377,False,0.34528453080807536,base_vs_open_prob_move|recent_edge_third_down_success
LONG,FAV65_75,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", "">="", -0.03007812500000001], [""rank_edge_fg_accuracy"", ""<="", 1.0]]",80,66,0.825,0.17896957438112324,27,0.22161063985859783,20,0.21250119354697272,33,0.12375923646570493,0.7647058823529411,-0.09329668023708036,False,0.3434019630498371,coachq_oc_quality_delta_vs_departed|rank_edge_fg_accuracy
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""rank_edge_points_for"", "">="", -8.0]]",226,83,0.3672566371681416,0.22646017699115045,86,0.41918604651162794,29,0.27034482758620687,45,0.2617777777777778,0.631578947368421,-0.0829876592711396,False,0.34086390575360176,adv_staff_quality_mean|rank_edge_points_for
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.09014423076923084], [""recent_edge_def_allowed_yards_per_play"", "">="", 0.7302054077592606]]",105,70,0.6666666666666666,0.11515904990366468,28,0.07463188668955735,42,0.12672993771889976,35,0.13369571509666847,0.7894736842105263,0.03301480289243991,False,0.34029482917952014,adv_staff_quality_mean|recent_edge_def_allowed_yards_per_play
MODERN,FAV55_65,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05602678571428571], [""recent_edge_penalty_yards"", ""<="", -13.416666666666668]]",135,94,0.6962962962962963,0.15215684523580644,52,0.1839729971156195,29,0.1361721020664541,34,0.16664042022013237,0.6666666666666666,0.006567870629095557,False,0.33938166633653744,coachq_dc_quality_delta_vs_departed|recent_edge_penalty_yards
MODERN,FAV65_75,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.03023218463362254], [""rank_edge_early_down_epa"", ""<="", 4.0]]",91,70,0.7692307692307693,0.10939970281815799,23,0.25482667234209666,15,0.11438590982460775,18,0.2186470914941866,0.6,0.034040800410834404,False,0.33887568184255046,base_vs_open_prob_move|rank_edge_early_down_epa
LONG,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_kick_return_average"", "">="", -3.829166666666666]]",240,117,0.4875,0.21841666666666668,97,0.18628865979381448,57,0.3614035087719299,86,0.1598837209302325,0.75,-0.11396236335263965,False,0.3385421796279081,coachq_staff_downgrade_count|recent_edge_kick_return_average
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""rank_edge_sack_or_hit_rate"", "">="", 10.0]]",70,33,0.4714285714285714,0.14100000000000001,31,0.1558064516129032,12,0.20000000000000004,18,0.2655555555555556,0.625,0.08765232974910397,False,0.338487267877335,coachq_dc_quality_delta_vs_departed|rank_edge_sack_or_hit_rate
LONG,FAV65_75,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", "">="", 0.011979166666666707], [""rank_edge_early_down_epa"", ""<="", 16.25]]",70,57,0.8142857142857143,0.1634733137075893,26,0.2165137689752541,18,0.1751320918054362,26,0.10236139667987658,0.8,-0.09346153371046857,False,0.33693879440334673,coachq_oc_quality_delta_vs_departed|rank_edge_early_down_epa
LONG,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", -0.0010416666666666075], [""recent_edge_sack_or_hit_rate"", "">="", 0.00288736374754465]]",73,36,0.4931506849315068,0.24136986301369864,23,0.17347826086956522,27,0.3040740740740741,23,0.23565217391304352,0.5882352941176471,-0.003123993558776156,False,0.33690170874236364,coachq_oc_quality_delta_vs_departed|recent_edge_sack_or_hit_rate
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012466327867221988], [""recent_edge_third_down_success"", "">="", 0.08407356532356525]]",115,57,0.4956521739130435,0.23600000000000002,60,0.3338333333333333,25,0.08280000000000001,30,0.16799999999999998,0.7,-0.04031666666666667,False,0.336824985935246,base_vs_open_prob_move|recent_edge_third_down_success
LONG,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_pass_epa_per_dropback"", "">="", 1.0]]",78,42,0.5384615384615384,0.32564102564102565,33,0.3415151515151515,19,0.42000000000000004,26,0.23653846153846156,0.55,-0.14421911421911418,False,0.3367194814373578,coachq_staff_downgrade_count|rank_edge_pass_epa_per_dropback
MODERN,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012354830738818823], [""rank_edge_giveaway_rate"", "">="", -2.0]]",277,143,0.516245487364621,0.2976895306859206,67,0.20507462686567163,38,0.2152631578947368,70,0.1005714285714286,0.7,-0.1095974638087756,False,0.335291292142445,base_vs_open_prob_move|rank_edge_giveaway_rate
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.0015625000000000222], [""fatigue_load_index"", ""<="", 0.9214687761649777]]",75,40,0.5333333333333333,0.322,27,0.277037037037037,12,0.6833333333333332,27,0.2037037037037037,0.6470588235294118,-0.27648148148148144,False,0.33522687058148953,coachq_dc_quality_delta_vs_departed|fatigue_load_index
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""rank_edge_def_allowed_explosive_rate"", "">="", 7.0]]",102,50,0.49019607843137253,0.22127450980392155,18,0.3427777777777778,47,0.2193617021276596,37,0.16459459459459458,0.7777777777777778,-0.11647514535812409,False,0.33440735973271896,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_explosive_rate
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", ""<="", 0.0], [""recent_edge_third_down_success"", "">="", 0.0703559512383041]]",236,119,0.5042372881355932,0.2010593220338983,104,0.2216346153846154,63,0.19253968253968254,69,0.17782608695652175,0.65,-0.029261062005627225,False,0.3343986209966841,coachq_staff_upgrade_count|recent_edge_third_down_success
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012466327867221988], [""rank_edge_giveaway_rate"", "">="", -1.0]]",266,135,0.5075187969924813,0.2810902255639098,123,0.45130081300813,68,0.1341176470588235,75,0.13520000000000001,0.7,-0.15750923003347675,False,0.3342328807735274,base_vs_open_prob_move|rank_edge_giveaway_rate
LONG,DOG35_44,HOME,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 1.0], [""recent_edge_off_epa_per_play"", ""<="", -0.20080270924992735]]",100,47,0.47,0.19370000000000004,43,0.07139534883720929,30,0.3656666666666667,27,0.19740740740740742,0.7,-0.021123600344530563,False,0.3340271541774333,coachq_staff_downgrade_count|recent_edge_off_epa_per_play
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012466327867221988], [""recent_edge_explosive_rate"", ""<="", -0.00170444338820545]]",236,117,0.4957627118644068,0.24771186440677964,111,0.3598198198198198,58,0.16982758620689659,67,0.1294029850746269,0.75,-0.13542071793873134,False,0.3339535622794562,base_vs_open_prob_move|recent_edge_explosive_rate
MODERN,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0013666803334700384], [""rank_edge_def_allowed_explosive_rate"", "">="", 6.5]]",211,108,0.5118483412322274,0.2813270142180095,47,0.42872340425531913,25,0.7204,71,0.09859154929577464,0.8,-0.47597015283188493,False,0.33319598584102805,base_vs_open_prob_move|rank_edge_def_allowed_explosive_rate
LONG,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.01822916666666663], [""rank_edge_def_allowed_pass_epa_per_dropback"", ""<="", -8.0]]",92,48,0.5217391304347826,0.2728260869565218,26,0.20192307692307693,34,0.45323529411764707,32,0.13875,0.7777777777777778,-0.18882918552036201,False,0.3309147537461979,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_pass_epa_per_dropback
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.0015625000000000222], [""recent_edge_penalty_yards"", ""<="", 0.0]]",177,86,0.4858757062146893,0.23491525423728818,68,0.18941176470588236,25,0.7528,62,0.15370967741935482,0.7777777777777778,-0.3173962049335864,False,0.33017018031270584,coachq_dc_quality_delta_vs_departed|recent_edge_penalty_yards
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165]]",443,145,0.327313769751693,0.16180586907449207,171,0.3107602339181286,62,0.08532258064516131,103,0.2576699029126214,0.5263157894736842,0.059628495630976414,False,0.32912835606007107,adv_staff_quality_mean
MODERN,FAV55_65,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.05602678571428571], [""rank_edge_punt_return_average"", "">="", 1.0]]",256,176,0.6875,0.13555284738548443,105,0.17411445226074465,48,0.10355070870680728,75,0.08088146781810765,0.7777777777777778,-0.057951112665668325,False,0.3289051495569123,coachq_dc_quality_delta_vs_departed|rank_edge_punt_return_average
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", ""<="", 0.08353365384615385], [""rank_edge_punt_return_average"", "">="", 1.0]]",167,115,0.688622754491018,0.14968759998265546,48,0.26101562167465786,60,0.11657016803570983,59,0.09279439448436097,0.7894736842105263,-0.09599850037082289,False,0.3274356940345361,adv_staff_quality_mean|rank_edge_punt_return_average
LONG,FAV65_75,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", 0.14435390997890998], [""rank_edge_fg_accuracy"", ""<="", 1.0]]",76,62,0.8157894736842105,0.17762913033019123,33,0.26509487044933844,23,0.13456304554380927,20,0.08283665663793736,0.7647058823529411,-0.11699230135863649,False,0.32614711175107663,adv_staff_quality_mean|rank_edge_fg_accuracy
LONG,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", -0.0010416666666666075], [""rank_edge_third_down_success"", "">="", 1.0]]",76,38,0.5,0.2443421052631579,25,0.16119999999999998,29,0.36517241379310345,22,0.17954545454545456,0.6666666666666666,-0.08364075235109714,False,0.32561343053694375,coachq_oc_quality_delta_vs_departed|rank_edge_third_down_success
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0060857189583119475], [""rank_edge_third_down_success"", "">="", 9.0]]",100,53,0.53,0.3257,46,0.5358695652173914,22,0.22090909090909092,32,0.09562499999999999,0.75,-0.28276432806324114,False,0.3255985,base_vs_open_prob_move|rank_edge_third_down_success
MODERN,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0013666803334700384], [""recent_edge_off_epa"", ""<="", -9.141959064652328]]",186,90,0.4838709677419355,0.22801075268817203,53,0.3507547169811321,21,0.3604761904761904,56,0.12749999999999995,0.8,-0.22811545372866127,False,0.3251649582190106,base_vs_open_prob_move|recent_edge_off_epa
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""rank_edge_def_allowed_pass_epa_per_dropback"", ""<="", -9.0]]",72,39,0.5416666666666666,0.3209722222222222,29,0.3879310344827587,12,0.5275,21,0.15761904761904763,0.6666666666666666,-0.3000964696223317,False,0.3249959669564301,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_pass_epa_per_dropback
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_staff_upgrade_count"", ""<="", 0.0], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", -10.5]]",253,122,0.48221343873517786,0.14980237154150197,104,0.20634615384615385,73,0.07424657534246576,76,0.145,0.7,0.0047036354056901875,False,0.32488097756607753,coachq_staff_upgrade_count|rank_edge_def_allowed_off_epa_per_play
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", 0.01930708180708185], [""rank_edge_def_allowed_sack_or_hit_rate"", ""<="", 2.0]]",138,93,0.6739130434782609,0.13189696165965825,31,0.1365191940155629,56,0.08574853074763536,51,0.17976015632711392,0.5555555555555556,0.0686262939455148,False,0.3247734432326357,coachq_hc_quality_delta_vs_departed|rank_edge_def_allowed_sack_or_hit_rate
MODERN,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012354830738818823], [""recent_edge_points_against"", "">="", 5.333333333333332]]",125,64,0.512,0.27224,34,0.37911764705882356,14,0.6364285714285715,32,0.15968750000000004,0.7,-0.3480856092436974,False,0.3246287503902417,base_vs_open_prob_move|recent_edge_points_against
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""rank_edge_off_epa"", "">="", 4.5]]",155,76,0.49032258064516127,0.21303225806451612,73,0.26,35,0.15228571428571427,47,0.18531914893617024,0.6,-0.020823708206686886,False,0.32462829097844537,coachq_staff_downgrade_count|rank_edge_off_epa
MODERN,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", 0.007291666666666585], [""rank_edge_third_down_success"", "">="", 1.0]]",93,49,0.5268817204301075,0.3248387096774194,43,0.2297674418604651,16,0.891875,20,0.144,0.6666666666666666,-0.41682122093023255,False,0.32365556372543525,coachq_dc_quality_delta_vs_departed|rank_edge_third_down_success
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", 0.10352945665445659], [""rank_edge_def_allowed_explosive_rate"", "">="", 7.0]]",76,37,0.4868421052631579,0.19842105263157894,24,0.11874999999999998,19,0.3273684210526316,33,0.18212121212121213,0.6842105263157895,-0.04093799840510365,False,0.32321777898054493,adv_staff_quality_mean|rank_edge_def_allowed_explosive_rate
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.09014423076923084], [""rank_edge_punt_net_average"", ""<="", -10.0]]",97,68,0.7010309278350515,0.1683556450465311,31,0.13238077626900652,35,0.23561470192563633,31,0.1283928689605498,0.6842105263157895,-0.05560487013677162,False,0.32287516547942136,adv_staff_quality_mean|rank_edge_punt_net_average
LONG,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.006696428571428603], [""rank_edge_pass_epa_per_dropback"", "">="", 4.0]]",81,49,0.6049382716049383,0.1946359126890818,25,0.35558970561737263,34,0.097621476372577,22,0.16166527685062249,0.6666666666666666,-0.06494031414435233,False,0.32257197986176306,coachq_dc_quality_delta_vs_departed|rank_edge_pass_epa_per_dropback
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0060857189583119475], [""recent_edge_giveaway_rate"", "">="", 0.012752231698988025]]",89,48,0.5393258426966292,0.36022471910112364,39,0.3523076923076923,26,0.5950000000000001,24,0.11874999999999998,0.65,-0.35490384615384624,False,0.3218909698622687,base_vs_open_prob_move|recent_edge_giveaway_rate
LONG,DOG35_44,HOME,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.005367326400536665], [""rank_edge_punt_return_average"", "">="", 8.0]]",105,53,0.5047619047619047,0.26190476190476186,42,0.19333333333333336,27,0.5018518518518519,36,0.16194444444444447,0.7,-0.18564814814814815,False,0.32179903876045796,base_vs_open_prob_move|rank_edge_punt_return_average
LONG,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.00374812593703161], [""recent_edge_third_down_success"", "">="", 0.0685915449073343]]",190,92,0.4842105263157895,0.2012105263157895,75,0.2614666666666667,52,0.18673076923076926,63,0.14142857142857143,0.7,-0.08267014652014654,False,0.3207435340937478,base_vs_open_prob_move|recent_edge_third_down_success
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", -0.0010416666666666075], [""recent_edge_punt_return_average"", "">="", 4.1111111111111125]]",83,42,0.5060240963855421,0.19686746987951806,32,0.080625,22,0.3909090909090909,29,0.17793103448275865,0.6666666666666666,-0.05783601097178678,False,0.3193148994006209,coachq_oc_quality_delta_vs_departed|recent_edge_punt_return_average
MODERN,FAV65_75,AWAY,QB_CONTINUITY,"[[""qb_prior_starts"", "">="", 16.0], [""recent_edge_def_allowed_explosive_rate"", "">="", 0.0126857940056094]]",169,129,0.7633136094674556,0.10049022391606519,58,0.12539160378352035,27,0.15935963726406246,40,0.0901871582479999,0.7368421052631579,-0.052188462275791506,False,0.3191839399117662,qb_prior_starts|recent_edge_def_allowed_explosive_rate
MODERN,FAV55_65,HOME,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", "">="", -0.04843750000000002], [""rank_edge_def_allowed_explosive_rate"", ""<="", 1.0]]",129,88,0.6821705426356589,0.13735649893465446,44,0.15621926779239986,12,0.2604074150170279,46,0.10029670399502723,0.7777777777777778,-0.10801663740968666,False,0.3191735886627628,coachq_oc_quality_delta_vs_departed|rank_edge_def_allowed_explosive_rate
MODERN,DOG35_44,HOME,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.002774983453443125], [""recent_edge_def_allowed_explosive_rate"", "">="", 0.00797034393553275]]",94,47,0.5,0.2586170212765957,19,0.3305263157894737,16,0.5575,39,0.17769230769230768,0.6842105263157895,-0.2663208502024291,False,0.3191413375461424,base_vs_open_prob_move|recent_edge_def_allowed_explosive_rate
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", 0.24649621212121214]]",77,53,0.6883116883116883,0.1290430312258848,42,0.12271386582767681,15,0.11518788823506991,20,0.15272563580523282,0.631578947368421,0.033774758773859465,False,0.3189984076767841,adv_staff_quality_mean
LONG,DOG35_49,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", -10.5]]",150,73,0.4866666666666667,0.17173333333333332,44,0.0727272727272728,48,0.23145833333333332,58,0.19741379310344825,0.5555555555555556,0.04532099007314519,False,0.31856393774554714,coachq_dc_quality_delta_vs_departed|rank_edge_def_allowed_off_epa_per_play
MODERN,PK_55,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.078125], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.1186483349028788]]",120,69,0.575,0.1696844262701872,44,0.18206711339190304,21,0.44764669006787844,31,0.13922066890887574,0.7777777777777778,-0.17563623282101498,False,0.31783634582950254,coachq_oc_quality_delta_vs_departed|recent_edge_def_allowed_early_down_epa
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""rank_edge_yards_per_play"", ""<="", -5.0]]",246,83,0.33739837398373984,0.24691056910569104,93,0.49774193548387097,36,0.2475,67,0.22865671641791044,0.5789473684210527,-0.14396425132402504,False,0.31634951007482365,adv_staff_quality_mean|rank_edge_yards_per_play
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", 0.0012466327867221988], [""rank_edge_punt_return_average"", "">="", 0.0]]",237,118,0.4978902953586498,0.2492405063291139,114,0.3835087719298246,53,0.14735849056603775,70,0.1077142857142857,0.7,-0.15771934553364547,False,0.3161675671667761,base_vs_open_prob_move|rank_edge_punt_return_average
MODERN,FAV55_65,AWAY,REST,"[[""short_rest6"", "">="", 1.0]]",89,60,0.6741573033707865,0.12718163223740928,29,0.09413129475118626,13,0.28180220439534587,28,0.13790055461054726,0.7,-0.0500661949627188,False,0.31601076698904096,short_rest6
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""recent_edge_punt_return_average"", "">="", -1.7763568394002505e-15]]",203,96,0.4729064039408867,0.1776847290640394,46,0.23956521739130437,87,0.20022988505747127,70,0.109,0.7777777777777778,-0.11089755122438781,False,0.3156663275570437,coachq_dc_quality_delta_vs_departed|recent_edge_punt_return_average
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_early_down_epa"", "">="", 0.0842969729484562]]",158,81,0.5126582278481012,0.2787341772151899,77,0.23428571428571426,30,0.6023333333333334,51,0.15549019607843137,0.631578947368421,-0.2628193277310924,False,0.31566566550278163,coachq_staff_downgrade_count|recent_edge_early_down_epa
MODERN,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.0015625000000000222], [""rank_edge_punt_return_average"", "">="", 9.0]]",95,51,0.5368421052631579,0.32810526315789473,37,0.4656756756756757,13,0.7253846153846154,36,0.11027777777777777,0.6666666666666666,-0.48525236775236785,False,0.31556346254463036,coachq_dc_quality_delta_vs_departed|rank_edge_punt_return_average
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""recent_edge_def_allowed_early_down_epa"", "">="", -0.053495842903062196]]",238,81,0.3403361344537815,0.21247899159663863,90,0.5005555555555555,32,0.2475,62,0.2451612903225807,0.5789473684210527,-0.12886648745519705,False,0.3152073602676885,adv_staff_quality_mean|recent_edge_def_allowed_early_down_epa
LONG,DOG35_44,AWAY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.125], [""rank_edge_pass_epa_per_dropback"", "">="", 7.0]]",72,35,0.4861111111111111,0.21263888888888888,20,0.2265,31,0.20838709677419356,21,0.20571428571428574,0.5555555555555556,-0.011729262672811047,False,0.31342751201531394,coachq_dc_quality_delta_vs_departed|rank_edge_pass_epa_per_dropback
LONG,FAV55_65,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", 0.01930708180708185], [""rank_edge_kick_return_average"", "">="", 9.0]]",76,53,0.6973684210526315,0.1642719738964428,20,0.2538131479826677,27,0.11655695892834596,29,0.1469437643245159,0.6111111111111112,-0.038241289130990924,False,0.31305556558019465,coachq_hc_quality_delta_vs_departed|rank_edge_kick_return_average
LONG,DOG35_44,AWAY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0060857189583119475], [""rank_edge_pass_epa_per_dropback"", "">="", 7.0]]",110,58,0.5272727272727272,0.31445454545454543,49,0.5242857142857144,22,0.2545454545454546,39,0.0846153846153846,0.7,-0.30480019980019984,False,0.31167821412118024,base_vs_open_prob_move|rank_edge_pass_epa_per_dropback
MODERN,DOG35_44,ANY,MARKET,"[[""base_vs_open_prob_move"", ""<="", -0.0013666803334700384], [""recent_edge_sack_rate_allowed"", ""<="", -0.03107391219935825]]",212,99,0.4669811320754717,0.18452830188679248,51,0.3409803921568627,24,0.21291666666666664,78,0.14358974358974358,0.7,-0.1333587858220211,False,0.31066997938943236,base_vs_open_prob_move|recent_edge_sack_rate_allowed
MODERN,FAV55_65,AWAY,COACH_TRANSITION,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", -0.023648747086247035]]",97,65,0.6701030927835051,0.1116998530210509,39,0.11796024132894371,18,0.09664534225150012,22,0.1195432404725148,0.6666666666666666,0.012240448682292876,False,0.30975865797163205,coachq_hc_quality_delta_vs_departed
MODERN,DOG35_49,AWAY,COACH_TRANSITION,"[[""coachq_oc_quality_delta_vs_departed"", ""<="", 0.08984375], [""rank_edge_def_allowed_off_epa_per_play"", ""<="", -9.0]]",80,43,0.5375,0.27625,32,0.13125,18,0.45222222222222214,16,0.13,0.6470588235294118,-0.16173611111111108,False,0.308825093400608,coachq_oc_quality_delta_vs_departed|rank_edge_def_allowed_off_epa_per_play
MODERN,DOG20_34,AWAY,COACH_TRANSITION,"[[""adv_staff_quality_mean"", "">="", -0.03400997150997165], [""rank_edge_off_epa_per_play"", ""<="", -15.0]]",114,38,0.3333333333333333,0.24421052631578946,44,0.6243181818181818,19,0.2778947368421053,32,0.23249999999999998,0.631578947368421,-0.21860645933014355,False,0.30864311045237486,adv_staff_quality_mean|rank_edge_off_epa_per_play
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_staff_downgrade_count"", ""<="", 0.0], [""recent_edge_def_allowed_yards_per_play"", ""<="", -0.5673754925773435]]",194,96,0.4948453608247423,0.24530927835051547,79,0.29974683544303793,44,0.3297727272727273,71,0.13239436619718312,0.65,-0.1823654151606995,False,0.30755052788926357,coachq_staff_downgrade_count|recent_edge_def_allowed_yards_per_play
LONG,DOG35_44,ANY,COACH_TRANSITION,"[[""coachq_dc_quality_delta_vs_departed"", "">="", -0.015625], [""rank_edge_penalty_yards"", "">="", 9.0]]",113,55,0.48672566371681414,0.2127433628318584,27,0.08851851851851854,43,0.3493023255813954,43,0.1541860465116279,0.6111111111111112,-0.06472437553832908,False,0.30703753826101704,coachq_dc_quality_delta_vs_departed|rank_edge_penalty_yards
