track,price_band,venue,concept,conditions,full_n,full_wins,full_win_pct,full_roi,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,positive_season_ratio,recent_delta,weather_research_only,preferred,score
LONG,FAV55_65,AWAY,ROAD_STREAK,"[[""road_streak_including_current"", "">="", 2.0], [""fatigue_load_index"", "">="", 2.012837157583724]]",98,71,0.7244897959183674,0.21088908021021768,25,0.13716824630791524,35,0.19560750376880975,38,0.27346476502618705,0.8,0.10707688998782455,False,True,0.4107261921364268
LONG,FAV65_75,ANY,RUN_HEAVY,"[[""opp_recent3_run_rate"", ""<="", 0.3764705882352941], [""rank_edge_def_allowed_sack_or_hit_rate"", ""<="", -8.0]]",92,77,0.8369565217391305,0.19158248018267976,35,0.1737980850698797,37,0.16219085276262862,20,0.2770796823571746,0.75,0.10908521344092045,False,True,0.4094251802210319
LONG,DOG35_49,ANY,RUN_HEAVY,"[[""pre_run_rate"", "">="", 0.462580750311148], [""rank_edge_punt_return_average"", "">="", -9.0]]",311,161,0.5176848874598071,0.23324758842443727,140,0.2502142857142857,73,0.13506849315068492,98,0.2821428571428571,0.75,0.08950146771037176,False,True,0.3984700452244408
LONG,FAV65_75,AWAY,ROAD_STREAK,"[[""road_prior_streak"", "">="", 0.0], [""recent_edge_penalty_yards"", ""<="", -17.75]]",94,75,0.7978723404255319,0.14444045524509924,40,0.11914656453311996,28,0.11778513208089089,26,0.21205986590190723,0.85,0.0935940175949018,False,True,0.39154939294627494
LONG,DOG35_49,AWAY,RUN_HEAVY,"[[""pre_run_rate"", "">="", 0.4667437246300308], [""rank_edge_punt_return_average"", "">="", 1.0]]",122,66,0.5409836065573771,0.2618032786885246,54,0.3098148148148148,28,0.1275,40,0.29100000000000004,0.7,0.07234259259259262,False,True,0.3880054666229707
LONG,FAV55_65,AWAY,RUN_HEAVY,"[[""run_rate_edge"", "">="", -0.03272698670140099], [""rank_edge_kick_return_average"", "">="", 9.0]]",113,80,0.7079646017699115,0.18214864329538513,43,0.20843721316866198,33,0.11441442946648318,37,0.21200865820897583,0.8421052631578947,0.05058283689140325,False,True,0.38496509315388566
LONG,DOG35_49,ANY,RUN_HEAVY,"[[""pre_run_rate"", "">="", 0.462580750311148], [""rank_edge_punt_return_average"", "">="", 1.0]]",209,110,0.5263157894736842,0.24698564593301434,94,0.32457446808510637,50,0.09820000000000004,65,0.24923076923076923,0.75,0.03784353518821601,False,True,0.3804178392528711
LONG,FAV55_65,AWAY,CALENDAR,"[[""cal_dec_or_jan"", "">="", 1.0], [""rank_edge_punt_return_average"", "">="", 1.0]]",119,82,0.6890756302521008,0.15077159278343183,39,0.11228048463053487,42,0.16631416365409185,38,0.17309699387278066,0.9,0.0337996697304673,False,True,0.3729650360937827
LONG,FAV55_65,AWAY,RUN_HEAVY,"[[""run_rate_edge"", "">="", -0.03272698670140099], [""rank_edge_punt_return_average"", "">="", 1.0]]",225,156,0.6933333333333334,0.15537354537499254,87,0.11206943313442841,71,0.17172422966638068,67,0.19427741373679128,0.8,0.05238058233638673,False,True,0.37246038774011114
LONG,DOG35_44,ANY,ROAD_STREAK,"[[""road_games_prev5"", "">="", 3.0], [""rank_edge_def_allowed_explosive_rate"", "">="", 7.0]]",133,65,0.48872180451127817,0.22962406015037595,44,0.08681818181818182,39,0.3533333333333334,50,0.2588,0.75,0.03872424242424238,False,True,0.370934401072024
MODERN,DOG35_44,HOME,ROAD_STREAK,"[[""road_prior_streak"", ""<="", 1.0], [""rank_edge_def_allowed_early_down_epa"", "">="", 5.25]]",99,48,0.48484848484848486,0.21484848484848484,30,0.26666666666666666,13,0.15384615384615385,29,0.2144827586206897,0.75,0.004226348364279431,False,True,0.34562117485730276
MODERN,FAV55_65,AWAY,CALENDAR,"[[""cal_dec_or_jan"", "">="", 1.0], [""rank_edge_sack_rate_allowed"", ""<="", 4.0]]",119,79,0.6638655462184874,0.11723593695868958,37,0.14053379399023747,25,0.1492660036924043,24,0.17587660532050267,0.8,0.030976706479181798,False,True,0.3454766223556018
LONG,FAV55_65,AWAY,ROAD_STREAK,"[[""road_games_prev5"", "">="", 2.0], [""recent_edge_def_allowed_yards_per_play"", "">="", 0.7302054077592606]]",132,91,0.6893939393939394,0.15139434747378971,42,0.1503703313630846,45,0.13660121345803886,45,0.16714322985953198,0.7,0.02365745744897027,False,True,0.3349520862389791
MODERN,PK_55,AWAY,ROAD_STREAK,"[[""road_games_prev3"", "">="", 2.0], [""recent_edge_def_allowed_early_down_epa"", ""<="", 0.1186483349028788]]",133,75,0.5639097744360902,0.13903824034396972,47,0.2014379251818573,17,0.18045061502862017,33,0.2128478812323484,0.7,0.021903611127109673,False,True,0.33321558738223045
LONG,DOG35_49,ANY,RUN_HEAVY,"[[""opp_recent3_run_rate"", "">="", 0.48314135842526496], [""rank_edge_punt_return_average"", "">="", 1.0]]",207,100,0.4830917874396135,0.15980676328502413,80,0.09737499999999999,51,0.2096078431372549,76,0.19210526315789472,0.7,0.038613841589267284,False,True,0.3307895804888481
LONG,FAV65_75,AWAY,ROAD_STREAK,"[[""road_prior_streak"", "">="", 0.0], [""recent_edge_kick_return_average"", "">="", 3.668055555555556]]",113,88,0.7787610619469026,0.1156650801920145,40,0.12072255923658179,38,0.0991911492574551,35,0.1277710862986021,0.75,0.01781423205158364,False,True,0.3306528456213371
LONG,FAV65_75,AWAY,RUN_HEAVY,"[[""recent3_run_rate_edge"", ""<="", -0.04185443170951321]]",104,81,0.7788461538461539,0.1226454356532649,40,0.12559842344032987,21,0.09984859465037432,43,0.13103181122484867,0.7,0.01830830217949657,False,True,0.32334823340518226
