method_id,depth,features,pre_roi,pre_improvement,pre_retained,score
US009,1,FEATURE:recent_edge_points_for <= -4.533333333333331,0.26975930851063834,0.08708842771041603,0.7016574585635359,0.2837924576819091
US009,1,FEATURE:rank_edge_success_rate <= -7.399999999999999,0.26361968085106385,0.08094880005084154,0.7016574585635359,0.2776528300223346
US009,2,FEATURE:rank_edge_punt_return_average <= 3.299999999999997 | FEATURE:rank_edge_punt_return_average <= -1.0,0.3294790915645278,0.1468082107643055,0.6132596685082873,0.31674428493469353
US009,2,FEATURE:adv_prior_road_streak <= -1.0 | FEATURE:adv_prev_road_game <= -1.0,0.2892613636363637,0.10659048283614136,0.7182320441988951,0.2786260045203416
US009,2,FEATURE:recent_edge_rush_epa_per_carry <= -0.10225688187359452 | FEATURE:recent_edge_points_for <= -4.533333333333331,0.31304508499630457,0.13037420419608226,0.5911602209944752,0.29986828941619403
US010,1,FEATURE:adv_prior_road_miles_last4 >= 102.69820954946883,0.3109861882696175,0.18725383274546972,0.6153846153846154,0.3232938805773098
US010,1,FEATURE:rank_edge_penalty_yards <= -6.150000000000002,0.2887897646920702,0.16505740916792241,0.6666666666666666,0.3021230980254035
US010,1,FEATURE:rank_edge_yards_per_play >= 5.299999999999997,0.2763148342927405,0.15258247876859274,0.6410256410256411,0.28913534711325334
US010,1,FEATURE:rank_edge_def_allowed_explosive_rate <= -11.599999999999998,0.25285294372762,0.12912058820347225,0.8076923076923077,0.26900678988146615
US010,1,FEATURE:recent_edge_points_for >= 2.716666666666666,0.23882937018963968,0.11509701466549191,0.6794871794871795,0.25241911377938325
US010,1,FEATURE:recent_edge_giveaway_rate >= 0.013831758218272306,0.23337506601575803,0.10964271049161026,0.7948717948717948,0.24927250191319392
US010,1,FEATURE:opp_coachq_dc_changed_quality >= 1.0,0.23197490116141162,0.10824254563726385,0.6153846153846154,0.24428259346910391
US010,2,FEATURE:rank_edge_def_allowed_explosive_rate <= -11.599999999999998 | FEATURE:recent_edge_giveaway_rate >= 0.013831758218272306,0.2927621283895396,0.1690297728653918,0.6666666666666666,0.28109546172287286
US010,2,FEATURE:recent_edge_points_for >= 2.716666666666666 | FEATURE:recent_edge_giveaway_rate >= 0.013831758218272306,0.31664286736828434,0.19291051184413657,0.5897435897435898,0.30343773916315614
US011,1,FEATURE:adv_prior_road_miles_last4 <= -132.39674298637522,0.2984583333333333,0.17825480030721966,0.6222222222222222,0.31090277777777775
US011,1,FEATURE:recent_edge_def_allowed_giveaway_rate >= 0.007002027701132881,0.27941666666666665,0.15921313364055298,0.674074074074074,0.29289814814814813
