method_id,season,n,wins,losses,win_pct,roi,units
US007,2021,15,12,3,0.8,0.1656767798233533,2.4851516973502994
US007,2022,11,8,3,0.7272727272727273,0.06251199738276993,0.6876319712104693
US007,2023,6,5,1,0.8333333333333334,0.20098312543782346,1.2058987526269407
US007,2024,13,12,1,0.9230769230769231,0.3296238916902182,4.2851105919728365
US007,2025,7,5,2,0.7142857142857143,0.02939710480547356,0.20577973363831492
US008,2006,28,17,11,0.6071428571428571,0.5425000000000001,15.190000000000001
US008,2007,24,13,11,0.5416666666666666,0.29375,7.05
US008,2008,4,3,1,0.75,0.8700000000000001,3.4800000000000004
US008,2009,7,2,5,0.2857142857142857,-0.20857142857142857,-1.46
US008,2010,12,3,9,0.25,-0.3791666666666666,-4.549999999999999
US008,2011,8,4,4,0.5,0.08125000000000002,0.6500000000000001
US008,2012,14,7,7,0.5,0.14500000000000002,2.0300000000000002
US008,2013,10,5,5,0.5,0.13500000000000006,1.3500000000000005
US008,2014,3,2,1,0.6666666666666666,0.5633333333333334,1.69
US008,2015,17,5,12,0.29411764705882354,-0.27999999999999997,-4.76
US008,2016,13,7,6,0.5384615384615384,0.32461538461538464,4.220000000000001
US008,2017,6,4,2,0.6666666666666666,0.4566666666666667,2.74
US008,2018,12,6,6,0.5,0.13916666666666666,1.67
US008,2019,14,9,5,0.6428571428571429,0.5492857142857143,7.6899999999999995
US008,2020,11,6,5,0.5454545454545454,0.3145454545454545,3.46
US008,2021,18,11,7,0.6111111111111112,0.4238888888888889,7.630000000000001
US008,2022,17,11,6,0.6470588235294118,0.6082352941176471,10.34
US008,2023,19,6,13,0.3157894736842105,-0.29947368421052634,-5.69
US008,2024,20,9,11,0.45,0.07100000000000001,1.4200000000000002
US008,2025,19,10,9,0.5263157894736842,0.25684210526315787,4.88
US009,2008,8,4,4,0.5,0.22625,1.81
US009,2009,8,4,4,0.5,0.20125,1.61
US009,2010,3,2,1,0.6666666666666666,0.5499999999999999,1.65
US009,2011,7,5,2,0.7142857142857143,0.6314285714285715,4.42
US009,2012,18,10,8,0.5555555555555556,0.3294444444444445,5.930000000000001
US009,2013,15,5,10,0.3333333333333333,-0.18066666666666667,-2.71
US009,2014,18,8,10,0.4444444444444444,-0.00555555555555556,-0.10000000000000009
US009,2015,21,10,11,0.47619047619047616,0.1542857142857143,3.24
US009,2016,31,12,19,0.3870967741935484,-0.04032258064516127,-1.2499999999999993
US009,2017,13,6,7,0.46153846153846156,0.03692307692307692,0.48
US009,2018,18,10,8,0.5555555555555556,0.33999999999999997,6.119999999999999
US009,2019,21,13,8,0.6190476190476191,0.4666666666666667,9.8
US009,2020,10,6,4,0.6,0.438,4.38
US009,2021,19,11,8,0.5789473684210527,0.34157894736842104,6.49
US009,2022,13,6,7,0.46153846153846156,0.13615384615384615,1.77
US009,2023,11,5,6,0.45454545454545453,0.06818181818181818,0.75
US009,2024,21,10,11,0.47619047619047616,0.06714285714285714,1.4100000000000001
US009,2025,22,10,12,0.45454545454545453,0.12636363636363637,2.7800000000000002
US010,2007,6,4,2,0.6666666666666666,0.08047473504544915,0.4828484102726949
US010,2008,6,3,3,0.5,-0.19213741146542773,-1.1528244687925664
US010,2009,5,3,2,0.6,-0.013690672379696766,-0.06845336189848383
US010,2010,7,5,2,0.7142857142857143,0.1616757738825969,1.1317304171781783
US010,2011,8,5,3,0.625,0.03964629261407103,0.31717034091256824
US010,2012,7,5,2,0.7142857142857143,0.1630812161597724,1.1415685131184068
US010,2013,7,6,1,0.8571428571428571,0.3812855390827295,2.6689987735791063
US010,2014,7,4,3,0.5714285714285714,-0.02645287384027852,-0.18517011688194962
US010,2015,10,5,5,0.5,-0.19142701178629323,-1.9142701178629324
US010,2016,11,7,4,0.6363636363636364,0.046124141175843736,0.5073655529342811
US010,2017,10,8,2,0.8,0.32805399970675864,3.2805399970675864
US010,2018,13,8,5,0.6153846153846154,0.0048841326891817865,0.06349372495936323
US010,2019,7,5,2,0.7142857142857143,0.18840918209977106,1.3188642746983974
US010,2020,6,5,1,0.8333333333333334,0.3837013644367791,2.3022081866206747
US010,2021,14,9,5,0.6428571428571429,0.07407872316576787,1.03710212432075
US010,2022,7,6,1,0.8571428571428571,0.4661323333654522,3.2629263335581653
US010,2023,9,5,4,0.5555555555555556,-0.08665838504127497,-0.7799254653714748
US010,2024,7,6,1,0.8571428571428571,0.39856753835248454,2.7899727684673916
US010,2025,7,5,2,0.7142857142857143,0.1605461067826659,1.1238227474786613
US011,2006,27,15,12,0.5555555555555556,0.3903703703703704,10.540000000000001
US011,2007,16,8,8,0.5,0.258125,4.13
US011,2008,18,6,12,0.3333333333333333,-0.1638888888888889,-2.95
US011,2009,12,7,5,0.5833333333333334,0.43500000000000005,5.220000000000001
US011,2010,18,9,9,0.5,0.2522222222222222,4.539999999999999
US011,2011,11,4,7,0.36363636363636365,-0.06272727272727269,-0.6899999999999995
US011,2012,16,14,2,0.875,1.1056249999999999,17.689999999999998
US011,2013,22,4,18,0.18181818181818182,-0.5727272727272728,-12.600000000000001
US011,2014,16,8,8,0.5,0.154375,2.47
US011,2015,11,5,6,0.45454545454545453,0.05636363636363635,0.6199999999999999
US011,2016,19,13,6,0.6842105263157895,0.6705263157894736,12.739999999999998
US011,2017,9,1,8,0.1111111111111111,-0.7333333333333333,-6.6
US011,2018,11,5,6,0.45454545454545453,0.12181818181818181,1.3399999999999999
US011,2019,18,8,10,0.4444444444444444,0.06277777777777777,1.13
US011,2020,13,6,7,0.46153846153846156,0.08923076923076924,1.1600000000000001
US011,2021,10,7,3,0.7,0.659,6.59
US011,2022,27,14,13,0.5185185185185185,0.2714814814814815,7.330000000000001
US011,2023,26,8,18,0.3076923076923077,-0.24269230769230768,-6.31
US011,2024,15,7,8,0.4666666666666667,0.10266666666666667,1.54
US011,2025,17,8,9,0.47058823529411764,0.07882352941176468,1.3399999999999996
