method_id,feature,op,threshold,pre_score,confirmed_holdout,base_train_roi,train_risk_n,train_risk_win_pct,train_risk_roi,train_safe_roi,train_loss_lift,base_validation_roi,validation_risk_n,validation_risk_win_pct,validation_risk_roi,validation_safe_roi,validation_loss_lift,base_holdout_roi,holdout_risk_n,holdout_risk_win_pct,holdout_risk_roi,holdout_safe_roi,holdout_loss_lift,holdout_retained_share
RS003,rank_edge_def_allowed_early_down_epa,>=,3.0,0.46480051177081383,True,0.3832911392405063,18,0.4444444444444444,0.13055555555555554,0.45786885245901643,0.11251758087201125,0.3364102564102564,5,0.4,0.01200000000000001,0.3841176470588235,0.18974358974358974,0.3721875,18,0.3333333333333333,-0.19388888888888886,0.5936956521739131,0.24479166666666674,0.71875
RS003,recent_edge_def_allowed_early_down_epa,>=,-0.0725706742111991,0.7351813059761999,False,0.3832911392405063,40,0.475,0.19724999999999998,0.5741025641025641,0.08196202531645569,0.3364102564102564,18,0.4444444444444444,-0.003888888888888917,0.6280952380952382,0.14529914529914534,0.3721875,39,0.5897435897435898,0.38256410256410256,0.3560000000000001,-0.011618589743589758,0.390625
RS003,recent_edge_def_allowed_early_down_epa,>=,0.008695481382777148,0.6751100005879144,True,0.3832911392405063,28,0.42857142857142855,0.06892857142857146,0.5558823529411765,0.12839059674502706,0.3364102564102564,10,0.4,-0.1,0.4868965517241379,0.18974358974358974,0.3721875,23,0.43478260869565216,0.02173913043478263,0.5687804878048781,0.1433423913043479,0.640625
RS003,rank_edge_def_allowed_sack_or_hit_rate,<=,-12.799999999999997,0.4724368752656675,True,0.3832911392405063,16,0.375,-0.06812500000000002,0.497936507936508,0.18196202531645567,0.3364102564102564,6,0.5,0.08666666666666667,0.38181818181818183,0.08974358974358976,0.3721875,17,0.47058823529411764,0.12941176470588237,0.45999999999999996,0.10753676470588236,0.734375
RS003,prior_road_miles_last3,>=,1962.9653759446408,0.5038608334751311,False,0.3832911392405063,16,0.375,-0.10250000000000001,0.5066666666666666,0.18196202531645567,0.3364102564102564,10,0.5,0.134,0.4062068965517241,0.08974358974358976,0.3721875,9,0.6666666666666666,0.5266666666666667,0.3469090909090909,-0.08854166666666663,0.859375
RS003,rank_edge_fg_accuracy,<=,-14.2,0.4857459703469459,False,0.3832911392405063,16,0.4375,0.11312499999999998,0.45190476190476186,0.11946202531645567,0.3364102564102564,5,0.4,-0.11799999999999997,0.4032352941176471,0.18974358974358974,0.3721875,12,0.6666666666666666,0.48833333333333334,0.34538461538461535,-0.08854166666666663,0.8125
RS003,adv_prior_road_miles_last2,<=,-238.37160687658456,0.4490373264374046,False,0.3832911392405063,28,0.4642857142857143,0.15464285714285714,0.5088235294117647,0.09267631103074137,0.3364102564102564,12,0.5,0.09333333333333334,0.4444444444444444,0.08974358974358976,0.3721875,17,0.5882352941176471,0.3147058823529412,0.39297872340425527,-0.010110294117647078,0.734375
RS003,opp_prior_road_miles_last3,<=,0.0,0.3225969573245692,False,0.3832911392405063,17,0.47058823529411764,0.15764705882352936,0.4451612903225807,0.08637379002233803,0.3364102564102564,8,0.5,0.16125,0.38161290322580643,0.08974358974358976,0.3721875,9,0.6666666666666666,0.5922222222222222,0.3361818181818181,-0.08854166666666663,0.859375
RS003,opp_prior_road_miles_last3,<=,598.2357128483045,0.635065393031274,False,0.3832911392405063,28,0.42857142857142855,0.045000000000000026,0.5690196078431373,0.12839059674502706,0.3364102564102564,15,0.4666666666666667,0.07066666666666667,0.5025,0.12307692307692308,0.3721875,20,0.55,0.30800000000000005,0.4013636363636363,0.028124999999999956,0.6875
RS003,adv_prior_road_miles_last3,<=,-236.64868914447385,0.5285055031039861,False,0.3832911392405063,28,0.4642857142857143,0.14464285714285716,0.514313725490196,0.09267631103074137,0.3364102564102564,13,0.46153846153846156,0.04846153846153845,0.4803846153846154,0.1282051282051282,0.3721875,17,0.5882352941176471,0.3400000000000001,0.38382978723404254,-0.010110294117647078,0.734375
RS003,adv_prior_road_miles_last4,<=,-108.85659908619081,0.5302858032292513,True,0.3832911392405063,28,0.4642857142857143,0.13964285714285715,0.5170588235294117,0.09267631103074137,0.3364102564102564,18,0.5,0.12222222222222223,0.52,0.08974358974358976,0.3721875,19,0.5263157894736842,0.16578947368421054,0.4593333333333333,0.05180921052631582,0.703125
RS003,adv_prior_road_miles_last4,<=,0.0,0.8731797952458755,False,0.3832911392405063,40,0.475,0.16349999999999998,0.6087179487179486,0.08196202531645569,0.3364102564102564,25,0.48,0.09360000000000003,0.7700000000000001,0.10974358974358978,0.3721875,27,0.5555555555555556,0.2718518518518519,0.4454054054054054,0.02256944444444442,0.578125
RS003,opp_road_miles_last4_including_current,<=,633.50269934311,0.5587664163979554,False,0.3832911392405063,16,0.4375,0.101875,0.45476190476190476,0.11946202531645567,0.3364102564102564,10,0.4,-0.06699999999999999,0.47551724137931034,0.18974358974358974,0.3721875,16,0.5625,0.37000000000000005,0.37291666666666673,0.015625,0.75
RS003,adv_road_miles_last4_including_current,<=,-1270.8523564057034,0.46735444114550767,False,0.3832911392405063,16,0.375,-0.06749999999999999,0.49777777777777776,0.18196202531645567,0.3364102564102564,8,0.5,0.17625,0.3777419354838709,0.08974358974358976,0.3721875,9,0.6666666666666666,0.5588888888888889,0.3416363636363636,-0.08854166666666663,0.859375
RS003,adv_road_miles_last4_including_current,<=,55.74715732908851,0.5315084047351335,False,0.3832911392405063,40,0.475,0.17775000000000002,0.594102564102564,0.08196202531645569,0.3364102564102564,16,0.5,0.15999999999999998,0.45913043478260873,0.08974358974358976,0.3721875,28,0.6071428571428571,0.4789285714285715,0.2891666666666667,-0.029017857142857095,0.5625
RS003,opp_road_miles_last5_including_current,<=,719.1216660872075,0.4700538562131569,False,0.3832911392405063,16,0.4375,0.088125,0.45825396825396825,0.11946202531645567,0.3364102564102564,9,0.4444444444444444,0.03333333333333334,0.42733333333333334,0.14529914529914534,0.3721875,10,0.7,0.662,0.3185185185185184,-0.12187499999999996,0.84375
RS003,adv_road_miles_last5_including_current,<=,-908.1396779382952,0.6739493364391455,True,0.3832911392405063,16,0.375,-0.056249999999999994,0.49492063492063487,0.18196202531645567,0.3364102564102564,12,0.4166666666666667,-0.04416666666666667,0.5055555555555555,0.17307692307692302,0.3721875,14,0.5,0.17214285714285718,0.4282,0.078125,0.78125
RS003,opp_coachq_staff_quality_mean,>=,0.6440450174825175,0.5448094032728966,False,0.3832911392405063,19,0.42105263157894735,0.024736842105263192,0.4968333333333333,0.13590939373750832,0.3364102564102564,9,0.4444444444444444,-0.036666666666666625,0.4483333333333333,0.14529914529914534,0.3721875,12,0.5833333333333334,0.27833333333333327,0.39384615384615385,-0.00520833333333337,0.8125
RS003,opp_coachq_staff_quality_mean,>=,0.7088881604506605,0.7074438097292319,True,0.3832911392405063,11,0.45454545454545453,0.10727272727272728,0.4279411764705882,0.10241657077100108,0.3364102564102564,5,0.2,-0.53,0.4638235294117646,0.3897435897435898,0.3721875,4,0.5,0.08499999999999996,0.39133333333333326,0.078125,0.9375
RS003,injury_listed,>=,12.400000000000002,0.7004439360992529,False,0.3832911392405063,8,0.25,-0.43,0.4749295774647887,0.30696202531645567,0.3364102564102564,7,0.42857142857142855,-0.10714285714285714,0.4334375,0.16117216117216115,0.3721875,22,0.6363636363636364,0.49090909090909085,0.31,-0.058238636363636354,0.65625
RS003,unavailable_equiv,>=,1.0675,0.7227144075262505,False,0.3832911392405063,14,0.42857142857142855,0.060714285714285735,0.4527692307692308,0.12839059674502706,0.3364102564102564,26,0.5,0.13538461538461538,0.7384615384615384,0.08974358974358976,0.3721875,36,0.6388888888888888,0.518611111111111,0.18392857142857147,-0.06076388888888884,0.4375
RS003,unavailable_equiv,>=,1.3393619431183743,0.4854202136799918,False,0.3832911392405063,8,0.375,-0.0875,0.43633802816901407,0.18196202531645567,0.3364102564102564,14,0.5,0.12214285714285714,0.45640000000000003,0.08974358974358976,0.3721875,32,0.59375,0.4009375,0.3434375,-0.015625,0.5
