method_id,source,name,record,win_pct,roi,train_roi,validation_roi,holdout_roi,positive_season_ratio,top_team,top_team_share,selected_odds_range,price_decision,price_holdout_confirmed,selected_veto,max_jaccard_overlap,status,reason
RS001,TF001,Heavy-road schedule + pressure edge,48-38,0.5581395348837209,0.3929069767441861,0.2615,0.30619047619047624,0.6759999999999999,0.85,GB,0.06976744186046512,+122 to +163,TIGHTEN_PREHOLD_SELECTED,False,opp_road_miles4_per_rest_day <= 269.499463680691,0.14479638009049775,WATCH,PRICE_WINDOW_NOT_HOLDOUT_CONFIRMED|WATCH_THRESHOLDS_PASS
RS002,TF003,Run-heavy + punt-net edge,72-44,0.6206896551724138,0.5026724137931035,0.5151666666666667,0.47894736842105273,0.49459459459459454,0.75,BUF,0.07758620689655173,+108 to +186,TIGHTEN_PREHOLD_SELECTED,False,recent_edge_def_allowed_pass_epa_per_dropback >= 0.1544327526509944,0.22633744855967078,WATCH,PRICE_WINDOW_NOT_HOLDOUT_CONFIRMED|WATCH_THRESHOLDS_PASS
RS003,TF012,Run-heavy + defensive YPP edge,104-78,0.5714285714285714,0.36934065934065935,0.3832911392405063,0.3364102564102564,0.3721875,0.75,TEN,0.08791208791208792,+113 to +163,TIGHTEN_PREHOLD_SELECTED,False,rank_edge_def_allowed_giveaway_rate >= 9.400000000000006,0.09641255605381166,WATCH,PRICE_WINDOW_NOT_HOLDOUT_CONFIRMED|WATCH_THRESHOLDS_PASS
